a2,a3,a4,a5,a9,a10,a11,a12,a13,combo
zero,5.0,four,,zero,zero,39.0,one,22.0,
one,,four,22.0,,,71.0,one,32.0,
zero,7.0,zero,8.0,zero,two,19.0,one,18.0,
one,,three,23.0,zero,one,29.0,one,9.0,one_one_zero_one_zero
zero,8.0,five,62.0,,zero,29.0,one,,
zero,4.0,zero,8.0,,one,49.0,one,,
zero,2.0,,,zero,zero,44.0,,58.0,
zero,2.0,,16.0,,zero,39.0,one,23.0,
one,,three,,zero,two,59.0,one,36.0,zero_zero_zero_one_one
,,,25.0,zero,,,one,22.0,
one,,zero,5.0,zero,one,39.0,one,2.0,zero_one_zero_zero_zero
zero,3.0,zero,,zero,one,59.0,one,,zero_zero_zero_zero_zero
,,one,11.0,zero,,,one,21.0,zero_zero_zero_one_zero
zero,1.0,,43.0,zero,zero,44.0,,16.0,one_zero_zero_one_zero
zero,5.0,,19.0,zero,one,62.0,one,29.0,zero_zero_zero_zero_zero
zero,3.0,two,29.0,zero,two,43.0,one,30.0,
zero,2.0,,34.0,,zero,47.0,,22.0,
one,,three,,zero,zero,44.0,one,13.0,zero_zero_zero_one_one
zero,7.0,zero,11.0,zero,zero,7.0,one,,
zero,7.0,three,44.0,zero,,,one,54.0,one_zero_zero_one_zero
two,2.0,one,39.0,,two,39.0,one,49.0,
zero,1.0,zero,15.0,zero,zero,44.0,one,25.0,one_zero_zero_one_zero
one,3.0,two,,zero,,,,7.0,zero_zero_zero_one_one
zero,4.0,three,36.0,,one,44.0,one,,zero_zero_zero_one_one
zero,1.0,,30.0,,zero,51.0,one,38.0,
zero,9.0,two,79.0,zero,zero,47.0,,,
zero,1.0,zero,69.0,zero,zero,43.0,one,,zero_zero_zero_one_zero
zero,2.0,one,38.0,zero,one,39.0,one,48.0,zero_zero_zero_one_zero
zero,1.0,zero,,,one,39.0,one,24.0,
zero,4.0,two,,zero,zero,,one,,
one,3.0,two,12.0,zero,two,47.0,one,22.0,
zero,3.0,two,18.0,zero,zero,51.0,zero,19.0,
one,2.0,one,,,,44.0,one,28.0,
,5.0,three,27.0,zero,zero,53.0,one,16.0,zero_zero_zero_one_zero
zero,3.0,one,22.0,,zero,39.0,one,,
one,3.0,two,22.0,,one,59.0,,25.0,
two,2.0,,,zero,three,39.0,one,40.0,zero_one_zero_one_one
,2.0,zero,58.0,zero,zero,19.0,zero,7.0,zero_zero_zero_one_zero
,5.0,zero,13.0,zero,,43.0,one,23.0,
,3.0,two,19.0,zero,zero,48.0,one,4.0,zero_one_zero_one_zero
zero,2.0,one,24.0,zero,one,59.0,one,,one_one_zero_one_zero
,,,35.0,zero,,,one,,
one,3.0,two,30.0,zero,three,29.0,one,40.0,
zero,3.0,,13.0,zero,two,43.0,,,
,10.0,two,16.0,zero,zero,41.0,one,11.0,one_zero_zero_one_zero
two,5.0,zero,,zero,one,39.0,one,20.0,
zero,3.0,two,,zero,zero,59.0,one,46.0,
one,3.0,,37.0,zero,,,one,47.0,
one,,two,,,,,one,32.0,zero_zero_zero_one_one
one,8.0,five,38.0,zero,,59.0,one,48.0,
one,,one,7.0,zero,one,29.0,one,17.0,
one,,three,29.0,zero,zero,59.0,one,15.0,
zero,7.0,,38.0,zero,one,54.0,one,11.0,one_zero_zero_one_one
zero,4.0,zero,19.0,zero,one,43.0,one,,
one,4.0,three,,,,,one,34.0,zero_zero_zero_one_zero
,5.0,,16.0,zero,three,39.0,one,15.0,
one,,zero,48.0,zero,three,39.0,one,58.0,
two,5.0,three,,zero,two,39.0,one,8.0,zero_one_zero_one_one
zero,5.0,three,20.0,zero,zero,48.0,,10.0,
zero,1.0,zero,,zero,zero,20.0,,10.0,
zero,2.0,,34.0,,one,39.0,one,35.0,zero_zero_zero_one_one
two,,zero,,zero,two,39.0,one,56.0,
,,zero,10.0,zero,two,49.0,one,20.0,
one,1.0,zero,48.0,one,,83.0,one,42.0,
,4.0,three,31.0,zero,two,,one,41.0,
zero,5.0,zero,8.0,zero,zero,39.0,one,,
zero,4.0,two,31.0,zero,zero,59.0,one,20.0,zero_zero_zero_one_zero
one,1.0,one,43.0,zero,,19.0,,10.0,
one,,zero,21.0,zero,,39.0,one,,zero_one_zero_one_one
,7.0,two,13.0,zero,zero,24.0,,,
,,,,zero,one,20.0,one,14.0,
,1.0,one,24.0,zero,zero,15.0,one,34.0,
one,,two,35.0,zero,zero,45.0,zero,,
zero,4.0,zero,6.0,,one,43.0,one,16.0,zero_one_zero_zero_zero
zero,4.0,zero,,zero,zero,19.0,one,4.0,
zero,6.0,three,57.0,zero,zero,41.0,,67.0,
one,,two,31.0,zero,two,34.0,one,15.0,
zero,7.0,six,,zero,zero,45.0,,,
two,2.0,,,zero,three,39.0,,38.0,zero_one_zero_one_one
two,1.0,zero,17.0,,three,21.0,,17.0,
,3.0,,17.0,zero,one,43.0,one,27.0,
one,,three,,zero,zero,47.0,one,42.0,
,6.0,five,25.0,zero,zero,47.0,one,,
one,,one,14.0,zero,two,54.0,one,4.0,
five,4.0,three,,zero,two,,,29.0,
zero,4.0,three,37.0,zero,zero,,,47.0,
zero,3.0,two,,zero,zero,79.0,one,43.0,
,2.0,zero,,,one,39.0,one,28.0,
one,6.0,zero,12.0,,,,one,22.0,
,1.0,zero,23.0,zero,zero,49.0,zero,12.0,zero_zero_zero_one_zero
one,,,,zero,three,49.0,one,37.0,
one,,one,51.0,zero,one,,one,61.0,
zero,11.0,zero,25.0,,,44.0,one,25.0,
one,1.0,zero,20.0,zero,three,,one,30.0,
one,,two,,zero,zero,,one,43.0,
one,1.0,,,,three,49.0,one,32.0,
zero,3.0,one,42.0,,zero,39.0,one,21.0,
one,2.0,one,19.0,,,39.0,one,19.0,
zero,3.0,,12.0,zero,,59.0,one,22.0,
zero,3.0,,,zero,two,39.0,one,4.0,
two,3.0,,,zero,two,59.0,,19.0,
zero,4.0,three,27.0,zero,one,,,18.0,one_zero_zero_one_zero
two,2.0,zero,13.0,zero,two,39.0,one,4.0,zero_one_zero_one_one
zero,2.0,one,16.0,,,49.0,one,5.0,
one,,two,18.0,zero,,,one,6.0,
zero,1.0,zero,19.0,zero,one,43.0,one,29.0,
zero,2.0,one,,zero,zero,39.0,one,49.0,
one,5.0,four,16.0,zero,,54.0,one,26.0,
zero,2.0,one,19.0,zero,zero,43.0,one,,one_zero_zero_one_zero
two,3.0,two,39.0,one,three,24.0,one,42.0,
one,,four,26.0,zero,zero,47.0,,20.0,zero_zero_zero_one_zero
two,3.0,zero,,zero,zero,39.0,one,34.0,
one,3.0,,32.0,zero,zero,,one,42.0,
,,zero,30.0,zero,one,14.0,one,40.0,one_zero_zero_zero_zero
three,4.0,zero,8.0,zero,zero,,one,15.0,
one,2.0,one,21.0,zero,zero,,one,31.0,zero_zero_zero_one_zero
three,3.0,two,35.0,zero,three,,,16.0,
,3.0,two,26.0,zero,,59.0,one,,zero_one_zero_one_zero
zero,7.0,six,35.0,zero,zero,27.0,one,45.0,
,,two,25.0,,zero,39.0,one,35.0,
one,,one,41.0,,,,one,50.0,
three,3.0,,43.0,,zero,44.0,one,53.0,zero_zero_zero_one_zero
,6.0,,12.0,zero,one,47.0,,20.0,
zero,3.0,two,24.0,zero,zero,29.0,one,34.0,zero_zero_zero_one_zero
zero,0.0,zero,,,zero,39.0,one,,one_zero_zero_zero_zero
zero,2.0,one,,zero,zero,41.0,one,13.0,zero_zero_zero_one_zero
one,1.0,zero,12.0,,two,,one,4.0,
,2.0,one,32.0,zero,zero,54.0,,,
,3.0,two,42.0,,two,47.0,,52.0,
one,,one,40.0,zero,,65.0,one,35.0,
one,4.0,zero,12.0,zero,,21.0,one,22.0,
zero,4.0,zero,51.0,zero,zero,,zero,,
,,,25.0,zero,,,one,,
zero,0.0,,27.0,zero,zero,27.0,one,3.0,
zero,3.0,two,31.0,zero,zero,47.0,one,,
,5.0,,18.0,zero,one,44.0,one,28.0,
zero,5.0,zero,8.0,zero,zero,54.0,one,18.0,zero_one_zero_zero_zero
zero,4.0,,24.0,zero,two,47.0,one,30.0,zero_zero_zero_one_one
zero,2.0,,,zero,one,34.0,one,21.0,zero_zero_zero_one_one
,3.0,zero,11.0,zero,,,one,4.0,
one,4.0,three,17.0,,one,39.0,one,27.0,
zero,3.0,two,29.0,,zero,44.0,one,29.0,zero_one_zero_one_zero
one,,zero,9.0,zero,,,one,19.0,
zero,8.0,,23.0,zero,zero,43.0,one,33.0,
zero,2.0,,19.0,zero,zero,39.0,one,29.0,
zero,1.0,,15.0,,one,52.0,one,3.0,
zero,,two,34.0,zero,two,24.0,,,
one,4.0,three,35.0,,,,one,14.0,
,1.0,,17.0,zero,one,19.0,one,27.0,
zero,1.0,zero,,,zero,47.0,one,24.0,
zero,3.0,two,,zero,one,39.0,one,22.0,one_zero_zero_one_zero
zero,2.0,two,48.0,zero,zero,,one,58.0,
zero,3.0,,,zero,one,39.0,one,12.0,
zero,6.0,one,,zero,zero,47.0,one,41.0,zero_zero_zero_one_zero
zero,3.0,,11.0,zero,one,54.0,one,14.0,
zero,,,29.0,zero,one,,,,
zero,1.0,zero,30.0,,zero,43.0,,,
zero,4.0,three,27.0,zero,zero,24.0,one,30.0,zero_one_zero_zero_zero
one,,,22.0,zero,one,35.0,one,32.0,
,3.0,two,,zero,zero,19.0,one,,
zero,5.0,four,28.0,zero,zero,71.0,one,5.0,one_zero_zero_one_zero
zero,3.0,two,44.0,zero,one,39.0,one,,
zero,0.0,zero,49.0,,zero,39.0,one,59.0,one_one_one_zero_one
zero,3.0,zero,12.0,zero,one,44.0,one,,
,2.0,one,27.0,,zero,55.0,one,1.0,
zero,7.0,,25.0,zero,zero,,one,35.0,
zero,3.0,,16.0,zero,,39.0,one,4.0,
zero,8.0,,,zero,zero,39.0,one,14.0,one_zero_zero_zero_zero
zero,3.0,,,zero,one,47.0,one,2.0,one_zero_zero_one_zero
two,4.0,three,35.0,zero,one,59.0,,45.0,
zero,7.0,six,50.0,zero,zero,29.0,,60.0,one_zero_zero_one_zero
,5.0,four,45.0,,zero,,zero,,
,,,27.0,zero,zero,6.0,one,37.0,zero_one_zero_one_zero
one,2.0,zero,10.0,zero,one,,one,2.0,zero_zero_zero_one_one
zero,2.0,,,,,39.0,,8.0,zero_zero_zero_one_zero
one,4.0,three,28.0,,two,34.0,one,38.0,
zero,3.0,,37.0,zero,two,39.0,one,15.0,
one,,three,25.0,zero,one,,one,30.0,
zero,3.0,one,,zero,one,39.0,one,41.0,
zero,1.0,zero,33.0,,one,15.0,zero,26.0,one_one_zero_one_zero
,1.0,,14.0,zero,two,47.0,one,24.0,one_zero_zero_one_zero
one,,two,37.0,,zero,43.0,one,47.0,
zero,,four,39.0,zero,three,19.0,,25.0,zero_one_one_zero_one
,,,,,one,,one,,
,0.0,zero,10.0,zero,two,43.0,one,20.0,one_one_zero_zero_zero
zero,2.0,one,11.0,,zero,19.0,one,13.0,zero_zero_zero_one_zero
,3.0,one,,zero,zero,71.0,,31.0,
zero,3.0,,40.0,zero,zero,39.0,one,,
zero,9.0,,21.0,zero,zero,,one,31.0,
zero,2.0,one,34.0,zero,zero,59.0,one,19.0,one_zero_zero_one_one
zero,4.0,zero,18.0,zero,one,39.0,one,28.0,
zero,6.0,,14.0,zero,,39.0,one,2.0,one_zero_zero_one_zero
one,4.0,zero,10.0,zero,,76.0,one,20.0,
,,two,20.0,,,89.0,one,30.0,
one,,two,22.0,,,59.0,one,32.0,
zero,,three,46.0,zero,zero,76.0,,56.0,
zero,2.0,,40.0,zero,zero,,one,29.0,one_zero_zero_one_one
zero,5.0,three,28.0,zero,zero,39.0,one,,
,8.0,,26.0,zero,,39.0,one,,
zero,4.0,three,26.0,zero,zero,39.0,,36.0,zero_zero_zero_one_zero
one,,one,34.0,,one,,one,6.0,
zero,3.0,,32.0,zero,one,35.0,one,,
zero,4.0,three,35.0,zero,two,55.0,one,,
one,3.0,two,36.0,zero,,24.0,one,46.0,
zero,2.0,,13.0,zero,zero,,one,0.0,one_zero_zero_one_zero
zero,6.0,five,26.0,zero,zero,47.0,one,36.0,
one,,four,29.0,zero,zero,,one,39.0,
zero,,zero,56.0,zero,zero,11.0,one,27.0,
zero,2.0,zero,,zero,zero,35.0,one,,zero_zero_zero_zero_zero
zero,2.0,zero,13.0,,one,53.0,one,,one_zero_one_zero_one
zero,,zero,,zero,,98.0,one,27.0,zero_zero_zero_zero_zero
zero,4.0,,23.0,,zero,,one,28.0,
zero,5.0,two,,zero,zero,39.0,one,30.0,
zero,3.0,two,21.0,zero,zero,49.0,one,31.0,
zero,3.0,one,,zero,one,,one,0.0,
,2.0,two,39.0,zero,three,17.0,,40.0,
,,three,17.0,zero,,83.0,one,,
zero,4.0,three,21.0,zero,zero,53.0,one,10.0,one_zero_zero_one_zero
zero,6.0,five,29.0,zero,zero,47.0,one,39.0,
one,,four,,zero,zero,,one,57.0,
zero,0.0,,43.0,zero,zero,31.0,one,53.0,
zero,3.0,two,32.0,,one,,,20.0,zero_zero_zero_one_zero
zero,,two,14.0,zero,,47.0,one,15.0,zero_zero_zero_one_zero
zero,4.0,,38.0,zero,zero,47.0,one,21.0,
,,two,,zero,,47.0,one,38.0,
zero,5.0,zero,,zero,two,47.0,one,,
,8.0,zero,16.0,,one,27.0,one,8.0,one_one_zero_one_zero
zero,3.0,,30.0,zero,zero,39.0,one,3.0,one_zero_zero_one_zero
one,1.0,zero,,zero,zero,,one,55.0,
one,2.0,zero,,,zero,47.0,one,55.0,
zero,3.0,two,,zero,one,9.0,one,31.0,zero_one_zero_one_zero
zero,5.0,four,34.0,zero,zero,,,,
zero,5.0,,,zero,one,51.0,one,27.0,
,3.0,two,20.0,zero,,39.0,one,20.0,
zero,1.0,zero,28.0,,zero,76.0,one,3.0,
zero,,zero,,zero,,49.0,one,17.0,
one,4.0,three,39.0,zero,zero,,one,49.0,
zero,3.0,,8.0,zero,one,,one,7.0,one_zero_zero_zero_zero
one,4.0,zero,,zero,,35.0,one,18.0,
zero,3.0,two,27.0,zero,one,39.0,one,37.0,
zero,3.0,,25.0,zero,one,47.0,,7.0,
zero,4.0,,27.0,zero,zero,41.0,one,37.0,zero_zero_zero_one_zero
zero,6.0,,,,one,,one,,zero_zero_zero_zero_zero
,12.0,,8.0,zero,one,65.0,one,,
zero,7.0,,35.0,zero,zero,29.0,,10.0,
zero,,,22.0,zero,zero,44.0,one,16.0,zero_zero_zero_one_zero
zero,2.0,one,44.0,zero,zero,29.0,zero,54.0,
one,3.0,two,15.0,,,79.0,one,25.0,
,3.0,one,25.0,zero,two,19.0,one,,zero_one_zero_one_zero
zero,0.0,zero,,zero,zero,,one,1.0,
zero,4.0,three,18.0,zero,zero,7.0,one,,
three,0.0,zero,18.0,zero,zero,54.0,one,10.0,
two,2.0,one,26.0,zero,three,43.0,one,7.0,zero_zero_zero_one_one
one,2.0,one,25.0,zero,,39.0,one,35.0,
,5.0,four,37.0,zero,zero,39.0,one,15.0,zero_zero_zero_one_zero
,5.0,,,,two,24.0,one,32.0,zero_zero_zero_one_zero
one,,one,50.0,zero,,39.0,one,30.0,
one,,zero,5.0,zero,one,,one,15.0,
zero,,,14.0,,zero,39.0,one,12.0,zero_zero_zero_one_zero
,1.0,one,33.0,zero,zero,39.0,,,
zero,1.0,,28.0,,zero,40.0,one,,
,1.0,zero,32.0,zero,two,29.0,one,42.0,zero_zero_zero_zero_zero
,5.0,four,23.0,zero,zero,44.0,one,,
,3.0,two,24.0,zero,one,59.0,one,34.0,zero_zero_zero_one_zero
zero,3.0,two,46.0,zero,zero,29.0,one,,
zero,1.0,,,zero,,39.0,one,4.0,one_zero_zero_one_zero
zero,4.0,three,29.0,zero,zero,39.0,,15.0,zero_one_zero_one_zero
,5.0,four,18.0,,one,47.0,one,,zero_zero_zero_one_zero
zero,1.0,zero,22.0,zero,zero,59.0,one,28.0,
one,2.0,zero,22.0,zero,zero,51.0,one,13.0,
one,,zero,13.0,zero,,47.0,one,23.0,
,4.0,three,18.0,zero,one,47.0,one,28.0,one_zero_zero_one_zero
,3.0,one,,zero,zero,39.0,one,12.0,
zero,4.0,two,32.0,zero,one,69.0,,,one_one_one_zero_zero
two,3.0,two,40.0,zero,one,43.0,zero,50.0,zero_zero_zero_one_one
zero,,,31.0,,zero,17.0,one,41.0,
,4.0,,30.0,,,,one,,
zero,3.0,two,34.0,zero,zero,39.0,one,44.0,zero_zero_zero_one_zero
zero,3.0,zero,63.0,zero,zero,79.0,one,,
two,6.0,three,37.0,zero,zero,39.0,,,
,4.0,three,28.0,zero,two,43.0,one,2.0,one_one_zero_one_zero
zero,0.0,zero,,zero,two,49.0,one,8.0,zero_one_zero_zero_zero
zero,2.0,zero,9.0,,one,19.0,one,,zero_one_zero_zero_zero
three,4.0,three,16.0,zero,,6.0,one,11.0,
zero,2.0,one,19.0,zero,zero,49.0,one,28.0,one_zero_zero_one_zero
zero,2.0,one,16.0,zero,,41.0,one,26.0,
zero,0.0,zero,39.0,zero,zero,39.0,one,20.0,zero_one_zero_zero_zero
zero,4.0,three,,,two,39.0,one,,
,4.0,three,34.0,zero,zero,34.0,,6.0,
zero,2.0,,14.0,zero,zero,71.0,one,20.0,one_zero_zero_one_zero
zero,,,21.0,zero,zero,39.0,one,16.0,zero_zero_zero_one_one
zero,1.0,,21.0,zero,one,39.0,one,4.0,
zero,3.0,two,37.0,,zero,59.0,one,39.0,zero_zero_zero_one_zero
zero,3.0,zero,,zero,zero,39.0,one,29.0,
,,zero,15.0,zero,,,one,1.0,
,4.0,two,35.0,zero,zero,19.0,,45.0,
zero,,one,16.0,zero,zero,47.0,one,,
,2.0,,14.0,zero,one,39.0,one,,
one,,four,37.0,zero,zero,29.0,,30.0,zero_one_zero_one_zero
zero,1.0,,18.0,zero,two,49.0,one,28.0,zero_zero_zero_one_one
zero,3.0,two,27.0,zero,one,47.0,one,17.0,
zero,0.0,zero,28.0,zero,one,64.0,,38.0,
two,3.0,two,34.0,zero,,54.0,,25.0,zero_one_zero_one_one
zero,3.0,two,,zero,one,47.0,one,40.0,one_zero_zero_one_zero
,2.0,two,35.0,zero,zero,39.0,one,15.0,zero_one_one_zero_zero
,3.0,two,,one,three,,one,,
,2.0,one,23.0,,one,29.0,one,33.0,
zero,5.0,four,27.0,zero,two,39.0,one,,zero_one_zero_one_zero
zero,4.0,two,23.0,zero,zero,47.0,,13.0,zero_one_zero_one_zero
zero,1.0,,46.0,zero,one,47.0,zero,,
zero,9.0,zero,15.0,zero,zero,49.0,one,20.0,
,4.0,,54.0,,zero,83.0,,24.0,
,3.0,one,31.0,,zero,39.0,,41.0,
one,,one,22.0,zero,one,29.0,one,12.0,
zero,5.0,two,45.0,,,69.0,one,55.0,
,5.0,four,46.0,zero,,39.0,one,46.0,
zero,3.0,one,41.0,zero,one,39.0,,51.0,
,2.0,,34.0,zero,,71.0,,44.0,
zero,7.0,zero,5.0,zero,,53.0,,15.0,
one,3.0,two,28.0,,zero,43.0,zero,12.0,zero_zero_zero_one_zero
,2.0,zero,14.0,zero,,47.0,one,,
one,4.0,three,30.0,zero,one,39.0,one,24.0,
one,3.0,two,,zero,,49.0,,37.0,
one,2.0,one,42.0,zero,,,one,52.0,
zero,3.0,,,zero,zero,39.0,,10.0,
one,3.0,two,36.0,zero,zero,64.0,,11.0,
zero,3.0,,43.0,zero,zero,39.0,one,,
zero,2.0,zero,,zero,one,44.0,one,1.0,
zero,3.0,two,18.0,,zero,39.0,,6.0,
zero,6.0,three,29.0,zero,two,,one,39.0,zero_zero_zero_one_one
zero,3.0,two,33.0,zero,zero,29.0,one,43.0,one_one_zero_one_zero
,2.0,,,,zero,44.0,one,62.0,
zero,3.0,two,30.0,zero,zero,47.0,,,zero_zero_zero_one_zero
,2.0,one,53.0,zero,zero,39.0,zero,20.0,zero_zero_zero_one_zero
,4.0,three,32.0,,zero,89.0,one,42.0,zero_one_zero_one_zero
zero,4.0,zero,11.0,zero,two,39.0,one,5.0,
one,,two,21.0,zero,zero,,one,3.0,zero_zero_zero_one_zero
one,2.0,one,29.0,,,35.0,zero,3.0,
one,0.0,zero,,zero,two,,one,25.0,one_zero_zero_zero_one
one,3.0,two,25.0,zero,,,one,35.0,
,0.0,zero,31.0,,zero,59.0,one,41.0,zero_one_one_zero_zero
zero,5.0,,46.0,zero,,,,50.0,
,6.0,zero,,zero,,47.0,one,18.0,zero_one_zero_zero_zero
zero,4.0,,16.0,,one,,one,26.0,zero_zero_zero_one_zero
zero,3.0,one,,zero,zero,19.0,,59.0,
zero,4.0,two,,zero,zero,43.0,one,25.0,
one,2.0,one,30.0,zero,,55.0,one,38.0,
zero,2.0,zero,0.0,zero,zero,34.0,one,10.0,
two,4.0,three,35.0,zero,two,39.0,one,,
one,1.0,zero,14.0,zero,one,43.0,one,24.0,
one,,zero,22.0,,,43.0,one,32.0,
,4.0,three,,zero,,9.0,one,17.0,
two,3.0,one,30.0,zero,,59.0,one,16.0,zero_zero_zero_one_one
zero,1.0,,18.0,zero,two,43.0,one,28.0,
,,two,19.0,zero,,,one,29.0,zero_one_zero_one_one
one,,one,33.0,zero,,39.0,one,43.0,
zero,0.0,zero,41.0,zero,zero,78.0,one,22.0,
zero,4.0,three,51.0,zero,zero,9.0,one,61.0,
zero,3.0,two,19.0,,zero,34.0,one,,zero_one_zero_one_zero
two,2.0,,43.0,zero,zero,29.0,one,53.0,
two,4.0,three,,zero,three,19.0,one,,
zero,4.0,two,49.0,zero,zero,39.0,one,21.0,one_zero_one_zero_zero
,3.0,,23.0,zero,one,39.0,one,,
zero,5.0,four,17.0,zero,zero,39.0,one,12.0,
zero,4.0,three,32.0,zero,zero,35.0,,42.0,zero_zero_zero_one_zero
zero,4.0,three,35.0,,one,39.0,one,45.0,
zero,3.0,two,25.0,zero,zero,61.0,,15.0,
zero,8.0,,33.0,zero,two,39.0,one,43.0,zero_zero_zero_one_zero
zero,2.0,one,13.0,zero,zero,65.0,,23.0,
,3.0,two,26.0,zero,two,61.0,one,29.0,one_zero_zero_one_one
two,2.0,,48.0,zero,three,59.0,one,48.0,
zero,4.0,,,zero,zero,49.0,one,,
zero,2.0,one,,zero,zero,14.0,,,
one,2.0,one,18.0,zero,,59.0,one,1.0,
zero,3.0,two,56.0,,zero,44.0,one,,
one,3.0,two,,zero,,,one,10.0,
zero,5.0,four,31.0,zero,one,26.0,one,,zero_one_zero_one_zero
,2.0,one,33.0,,zero,39.0,one,,zero_one_zero_one_zero
zero,3.0,two,33.0,,one,55.0,one,43.0,one_one_zero_one_one
zero,6.0,,34.0,zero,one,,,44.0,
one,,two,53.0,zero,zero,19.0,one,48.0,
one,3.0,zero,,zero,zero,,zero,38.0,
zero,8.0,,18.0,zero,zero,7.0,zero,,zero_zero_zero_one_zero
one,,zero,,zero,one,,one,18.0,zero_zero_zero_zero_one
,4.0,zero,35.0,zero,zero,59.0,one,40.0,
one,,three,37.0,zero,two,39.0,,19.0,
zero,5.0,four,29.0,zero,one,59.0,one,,zero_zero_zero_one_zero
zero,1.0,zero,,,one,39.0,,,
,0.0,zero,39.0,zero,zero,39.0,one,,
zero,4.0,three,37.0,zero,zero,39.0,zero,45.0,zero_zero_zero_one_zero
zero,3.0,,,,zero,71.0,one,,
zero,2.0,one,,zero,zero,49.0,one,47.0,zero_zero_zero_one_one
one,5.0,four,45.0,zero,zero,15.0,one,55.0,
four,,zero,19.0,,,,one,29.0,zero_zero_zero_one_one
zero,4.0,four,32.0,zero,zero,39.0,,42.0,
,3.0,zero,43.0,zero,one,47.0,one,,
,1.0,one,,zero,one,29.0,one,40.0,
zero,2.0,one,,zero,zero,,one,42.0,one_zero_zero_one_zero
one,2.0,one,34.0,,one,39.0,one,24.0,zero_zero_zero_one_one
one,,zero,,,,,one,2.0,
zero,3.0,,11.0,zero,zero,,one,12.0,zero_one_zero_one_zero
zero,4.0,,30.0,zero,zero,,one,21.0,zero_zero_zero_one_zero
zero,2.0,one,13.0,zero,one,47.0,one,6.0,one_zero_zero_one_zero
zero,4.0,three,,zero,,39.0,one,,
zero,2.0,two,20.0,,,69.0,one,2.0,
zero,1.0,zero,32.0,zero,two,48.0,one,42.0,one_zero_zero_one_zero
one,4.0,two,40.0,zero,zero,,one,50.0,
zero,1.0,zero,49.0,zero,zero,29.0,one,59.0,
zero,4.0,three,24.0,zero,one,,one,34.0,zero_zero_zero_one_zero
,1.0,zero,37.0,zero,one,,one,26.0,
zero,2.0,zero,8.0,zero,one,59.0,one,11.0,one_zero_zero_zero_zero
zero,11.0,zero,,zero,zero,44.0,,10.0,zero_zero_zero_zero_zero
,,,27.0,,,54.0,one,23.0,
zero,6.0,zero,5.0,zero,zero,41.0,one,,
zero,2.0,one,18.0,,two,19.0,,28.0,
zero,,one,16.0,zero,two,69.0,one,,zero_one_zero_zero_zero
two,2.0,one,18.0,zero,three,39.0,one,28.0,
zero,2.0,zero,54.0,zero,zero,23.0,one,54.0,
,,two,19.0,zero,,,one,26.0,
zero,2.0,one,,zero,two,41.0,,,
zero,3.0,two,21.0,,one,27.0,one,31.0,zero_one_zero_zero_zero
one,,two,,zero,zero,,one,5.0,one_zero_zero_one_zero
zero,2.0,two,,zero,zero,47.0,one,17.0,zero_one_zero_zero_zero
one,,three,,zero,,58.0,one,44.0,
,,,21.0,zero,three,,one,31.0,
three,3.0,zero,26.0,zero,three,39.0,,30.0,
zero,3.0,two,,zero,two,23.0,one,27.0,
one,,two,22.0,,two,,one,32.0,
zero,3.0,two,40.0,zero,one,83.0,one,23.0,
zero,3.0,zero,10.0,zero,two,,one,14.0,zero_zero_zero_zero_zero
zero,1.0,zero,12.0,zero,zero,,one,22.0,zero_zero_zero_one_zero
zero,0.0,zero,13.0,zero,two,68.0,one,23.0,one_zero_zero_zero_one
zero,3.0,one,43.0,zero,two,34.0,one,53.0,one_zero_zero_one_one
,2.0,,11.0,zero,zero,76.0,,21.0,one_zero_zero_one_zero
zero,5.0,four,34.0,zero,zero,39.0,one,,
zero,,zero,22.0,zero,one,59.0,one,15.0,
one,,zero,8.0,zero,,,one,9.0,zero_zero_zero_zero_zero
,4.0,one,26.0,zero,one,52.0,,,zero_one_zero_one_zero
zero,1.0,one,20.0,zero,two,43.0,one,25.0,
one,,two,,zero,,,,35.0,
zero,3.0,two,18.0,zero,zero,,one,,one_one_zero_one_zero
zero,4.0,three,21.0,,zero,43.0,one,,zero_zero_zero_one_zero
one,,zero,31.0,zero,two,,one,25.0,
one,1.0,,24.0,zero,,,one,34.0,
one,,zero,,zero,two,39.0,one,20.0,
one,4.0,one,48.0,,,44.0,,56.0,
,2.0,one,,zero,zero,49.0,,13.0,
,3.0,zero,,zero,two,27.0,one,,zero_one_zero_zero_zero
,1.0,,,zero,two,71.0,one,13.0,zero_zero_zero_one_zero
,1.0,,13.0,,zero,49.0,one,23.0,
zero,2.0,,27.0,zero,three,65.0,one,22.0,one_zero_zero_one_one
,3.0,two,27.0,zero,,59.0,zero,21.0,
,1.0,,40.0,zero,two,19.0,one,50.0,
one,3.0,two,,zero,,76.0,one,35.0,
two,3.0,,8.0,zero,,39.0,one,18.0,
one,3.0,two,,one,,34.0,one,10.0,
,5.0,,,zero,two,14.0,one,,
one,3.0,zero,,zero,,19.0,one,15.0,
one,2.0,one,,zero,two,43.0,one,,
,3.0,two,27.0,,three,39.0,one,37.0,
,4.0,zero,8.0,zero,,39.0,one,18.0,
zero,1.0,zero,,zero,two,47.0,one,40.0,
zero,5.0,four,,,zero,65.0,,46.0,zero_one_zero_one_zero
one,,zero,35.0,zero,,,one,23.0,
zero,4.0,,42.0,zero,zero,39.0,one,10.0,zero_zero_zero_one_zero
zero,1.0,,,zero,zero,39.0,one,31.0,zero_one_zero_zero_zero
one,3.0,two,44.0,zero,zero,83.0,one,25.0,zero_zero_zero_one_one
