a2,a3,a4,a5,a9,a10,a11,a12,a13,combo
zero,,zero,,zero,two,35.0,one,20.0,zero_one_zero_zero_zero
zero,,zero,16.0,zero,zero,59.0,one,8.0,one_zero_zero_one_one
zero,6.0,five,31.0,zero,zero,59.0,one,41.0,
zero,9.0,eight,38.0,zero,,24.0,,27.0,
one,0.0,,,zero,three,,,,one_zero_zero_zero_zero
zero,2.0,one,27.0,zero,,69.0,one,8.0,
zero,1.0,zero,7.0,zero,zero,44.0,one,17.0,zero_zero_zero_one_zero
,2.0,one,12.0,zero,zero,43.0,one,22.0,
zero,,three,36.0,zero,zero,41.0,one,35.0,zero_zero_zero_one_zero
zero,,zero,10.0,,zero,47.0,one,20.0,zero_zero_zero_zero_zero
zero,3.0,zero,,zero,one,29.0,one,32.0,zero_zero_zero_zero_zero
zero,5.0,four,27.0,zero,zero,47.0,one,11.0,
zero,3.0,two,39.0,zero,zero,35.0,one,40.0,
zero,,zero,0.0,zero,zero,,,2.0,zero_zero_zero_zero_zero
zero,4.0,three,20.0,zero,zero,9.0,one,12.0,
zero,2.0,one,17.0,zero,two,43.0,one,27.0,zero_one_zero_one_zero
one,1.0,zero,16.0,zero,two,29.0,one,1.0,
zero,3.0,two,31.0,zero,zero,39.0,one,7.0,
zero,2.0,,61.0,zero,,59.0,one,71.0,
one,4.0,one,41.0,zero,,35.0,one,,
zero,6.0,five,23.0,zero,zero,39.0,one,33.0,one_zero_zero_one_zero
one,5.0,four,26.0,zero,zero,44.0,one,36.0,
one,3.0,two,34.0,zero,one,48.0,one,44.0,
zero,5.0,four,47.0,zero,,34.0,zero,57.0,
zero,0.0,zero,51.0,zero,zero,44.0,one,52.0,zero_one_zero_zero_zero
zero,2.0,two,39.0,zero,three,24.0,,30.0,zero_one_one_zero_zero
zero,3.0,two,19.0,zero,one,49.0,one,29.0,
zero,4.0,zero,2.0,zero,zero,,one,12.0,one_zero_zero_zero_zero
zero,10.0,six,29.0,zero,zero,43.0,one,,zero_zero_zero_one_zero
,3.0,two,27.0,zero,zero,79.0,one,37.0,zero_zero_zero_one_one
zero,2.0,one,26.0,zero,two,11.0,one,28.0,
zero,,one,26.0,zero,two,47.0,one,5.0,one_one_zero_zero_zero
,4.0,,31.0,zero,one,83.0,,41.0,zero_zero_zero_one_zero
zero,6.0,,8.0,zero,zero,39.0,,18.0,zero_zero_zero_zero_zero
one,3.0,one,22.0,zero,zero,69.0,one,,
one,4.0,three,19.0,zero,,73.0,one,29.0,zero_one_zero_one_zero
zero,3.0,two,29.0,,zero,47.0,zero,,
one,,zero,27.0,zero,zero,47.0,one,15.0,one_zero_zero_one_zero
zero,3.0,two,48.0,zero,zero,39.0,one,58.0,
,9.0,eight,29.0,zero,zero,47.0,one,,zero_zero_zero_one_zero
zero,2.0,one,5.0,zero,one,39.0,one,15.0,
zero,1.0,zero,28.0,zero,zero,39.0,one,3.0,one_one_zero_one_zero
,3.0,two,47.0,zero,zero,32.0,one,46.0,
zero,5.0,,28.0,zero,one,49.0,one,38.0,one_zero_zero_one_one
zero,3.0,two,19.0,zero,,17.0,one,15.0,zero_one_zero_one_zero
,5.0,,31.0,zero,zero,39.0,zero,18.0,zero_zero_zero_one_zero
zero,3.0,zero,9.0,zero,one,,one,13.0,zero_one_zero_zero_zero
one,2.0,one,32.0,,,15.0,one,37.0,
one,1.0,,39.0,zero,two,29.0,one,42.0,zero_one_zero_one_zero
one,3.0,two,27.0,zero,three,63.0,one,33.0,zero_zero_zero_one_one
one,4.0,,14.0,zero,one,,one,24.0,zero_zero_zero_zero_one
,,two,32.0,zero,,49.0,one,42.0,one_zero_zero_one_zero
zero,2.0,,30.0,zero,zero,43.0,one,11.0,
one,3.0,,15.0,zero,two,24.0,one,6.0,
zero,0.0,zero,37.0,zero,zero,23.0,one,47.0,one_zero_one_zero_zero
two,3.0,two,30.0,zero,one,62.0,one,,
one,2.0,,42.0,zero,,39.0,one,38.0,zero_one_zero_one_zero
zero,2.0,one,21.0,zero,zero,59.0,one,,zero_zero_zero_one_zero
two,5.0,zero,17.0,zero,three,39.0,one,,zero_one_zero_zero_zero
,1.0,zero,9.0,zero,one,69.0,,11.0,one_one_zero_one_zero
one,3.0,two,18.0,zero,zero,19.0,one,1.0,zero_one_zero_one_zero
one,4.0,three,27.0,zero,two,,one,10.0,zero_zero_zero_one_one
one,1.0,zero,47.0,zero,zero,13.0,one,40.0,zero_one_zero_one_zero
one,1.0,zero,20.0,zero,three,47.0,one,29.0,one_one_zero_one_one
zero,3.0,,14.0,zero,zero,29.0,one,24.0,zero_zero_zero_one_zero
,3.0,two,24.0,zero,three,69.0,one,7.0,
one,2.0,one,25.0,,,43.0,one,35.0,
,4.0,two,46.0,zero,three,29.0,one,56.0,zero_one_zero_one_one
zero,4.0,zero,,,zero,49.0,one,8.0,
zero,4.0,three,26.0,zero,zero,43.0,one,36.0,
one,4.0,three,20.0,zero,zero,49.0,one,8.0,
one,3.0,two,41.0,zero,two,41.0,one,51.0,
zero,0.0,zero,25.0,zero,zero,,one,,
zero,0.0,zero,38.0,zero,zero,,one,48.0,zero_one_zero_zero_zero
zero,6.0,five,22.0,zero,zero,49.0,one,14.0,one_zero_zero_one_zero
,2.0,zero,14.0,zero,two,98.0,one,0.0,one_zero_zero_zero_one
one,2.0,one,29.0,one,two,39.0,one,1.0,
zero,1.0,zero,22.0,zero,two,11.0,one,1.0,one_one_zero_zero_zero
two,1.0,zero,20.0,zero,three,39.0,one,30.0,one_one_zero_one_one
one,2.0,one,28.0,zero,two,45.0,one,,zero_one_zero_one_zero
one,5.0,four,31.0,zero,two,41.0,one,41.0,zero_one_zero_one_zero
,5.0,four,39.0,zero,zero,47.0,,31.0,
one,6.0,zero,5.0,zero,one,,one,,
four,6.0,one,13.0,zero,one,47.0,one,0.0,zero_one_zero_one_zero
one,3.0,two,24.0,zero,two,39.0,one,11.0,zero_zero_zero_one_one
zero,3.0,two,46.0,zero,three,29.0,one,56.0,
,3.0,two,18.0,zero,one,,one,20.0,
zero,3.0,two,11.0,zero,zero,29.0,one,5.0,
,3.0,two,47.0,zero,zero,47.0,one,57.0,zero_zero_zero_one_zero
zero,9.0,zero,5.0,,one,55.0,one,15.0,zero_zero_zero_zero_zero
zero,,one,42.0,zero,zero,49.0,one,47.0,
zero,1.0,one,26.0,,zero,,one,,one_one_zero_zero_zero
zero,2.0,zero,9.0,,zero,59.0,one,19.0,
,4.0,three,28.0,zero,zero,59.0,one,25.0,
zero,2.0,one,16.0,zero,one,41.0,one,26.0,
,2.0,one,51.0,zero,zero,39.0,one,61.0,
zero,4.0,three,17.0,zero,two,63.0,one,15.0,
one,4.0,three,27.0,zero,one,49.0,one,37.0,zero_one_zero_one_zero
zero,3.0,two,17.0,,one,39.0,one,27.0,zero_one_zero_one_zero
zero,1.0,zero,,,one,83.0,,1.0,
two,4.0,three,47.0,zero,,44.0,one,40.0,zero_zero_zero_one_one
one,3.0,zero,10.0,zero,one,39.0,one,20.0,
one,1.0,zero,14.0,zero,one,69.0,one,20.0,
zero,4.0,zero,7.0,zero,one,53.0,,17.0,
one,2.0,one,51.0,zero,zero,44.0,one,20.0,zero_zero_zero_one_zero
zero,8.0,,17.0,,zero,,,27.0,zero_one_zero_zero_zero
zero,3.0,two,20.0,zero,zero,35.0,one,4.0,
,3.0,two,23.0,zero,zero,59.0,one,,one_one_zero_one_zero
zero,2.0,one,53.0,zero,zero,47.0,one,63.0,
two,,zero,21.0,zero,two,41.0,one,,
zero,5.0,three,54.0,zero,zero,39.0,one,30.0,
one,2.0,zero,12.0,zero,two,,one,22.0,zero_one_zero_zero_one
zero,1.0,zero,15.0,zero,zero,47.0,one,5.0,one_zero_zero_one_zero
zero,7.0,zero,5.0,zero,zero,19.0,one,10.0,zero_zero_zero_zero_zero
one,2.0,,19.0,zero,zero,35.0,one,29.0,zero_zero_zero_one_zero
zero,3.0,two,37.0,,zero,59.0,one,47.0,
zero,3.0,two,,zero,one,67.0,one,28.0,zero_zero_zero_one_one
one,5.0,four,34.0,,,39.0,one,13.0,zero_zero_zero_one_zero
zero,3.0,two,20.0,zero,zero,3.0,one,30.0,
zero,,three,21.0,,zero,47.0,one,,
zero,,one,36.0,zero,zero,58.0,,46.0,
zero,4.0,three,33.0,,,39.0,,43.0,
two,2.0,one,18.0,zero,two,19.0,one,28.0,zero_one_zero_one_zero
zero,,zero,,zero,one,,one,7.0,zero_one_zero_zero_zero
one,3.0,two,38.0,zero,zero,39.0,one,11.0,one_one_zero_one_zero
zero,3.0,,13.0,,zero,,one,23.0,
,5.0,,55.0,zero,zero,39.0,one,57.0,zero_zero_zero_one_one
zero,4.0,three,29.0,zero,,60.0,one,39.0,
zero,5.0,,43.0,zero,zero,39.0,zero,53.0,one_zero_zero_one_zero
zero,10.0,,15.0,zero,zero,47.0,,0.0,zero_one_zero_zero_zero
,3.0,two,19.0,zero,one,41.0,one,25.0,zero_one_zero_one_one
one,,two,47.0,,one,44.0,one,38.0,
one,1.0,zero,21.0,zero,one,47.0,one,21.0,zero_zero_zero_one_one
one,2.0,one,25.0,zero,zero,71.0,one,26.0,zero_zero_zero_one_one
zero,3.0,one,48.0,zero,zero,45.0,one,33.0,
zero,7.0,zero,17.0,zero,,34.0,one,6.0,
one,7.0,zero,1.0,zero,zero,,one,11.0,
zero,2.0,one,26.0,zero,zero,43.0,one,20.0,
zero,3.0,two,29.0,zero,zero,47.0,one,11.0,
zero,3.0,two,13.0,,zero,43.0,one,23.0,one_one_zero_one_zero
two,1.0,,40.0,,two,59.0,one,50.0,zero_one_zero_one_one
zero,1.0,,31.0,zero,three,39.0,one,,
zero,1.0,zero,,zero,zero,59.0,one,5.0,
one,4.0,zero,12.0,zero,three,24.0,one,22.0,
zero,4.0,three,,zero,zero,43.0,one,10.0,
one,2.0,one,22.0,zero,three,49.0,one,32.0,
one,1.0,zero,16.0,,two,44.0,one,23.0,one_one_zero_one_one
one,4.0,,26.0,zero,two,39.0,one,36.0,
zero,3.0,two,22.0,zero,one,,one,28.0,one_zero_zero_one_zero
zero,2.0,one,52.0,,,49.0,one,62.0,
,3.0,two,21.0,zero,one,46.0,one,31.0,zero_one_zero_one_zero
one,6.0,four,34.0,zero,zero,47.0,one,,zero_zero_zero_one_zero
one,0.0,zero,,zero,one,47.0,one,8.0,
zero,4.0,,34.0,zero,one,53.0,one,,
one,2.0,one,18.0,,one,47.0,one,28.0,
,,five,43.0,zero,zero,59.0,one,28.0,zero_zero_zero_one_zero
zero,5.0,zero,,zero,zero,34.0,zero,,zero_zero_zero_zero_zero
zero,3.0,zero,7.0,zero,one,44.0,,17.0,
,4.0,three,32.0,zero,zero,47.0,zero,4.0,
zero,1.0,,36.0,zero,zero,,one,19.0,zero_one_zero_zero_one
zero,3.0,two,20.0,zero,one,59.0,one,30.0,
zero,3.0,two,36.0,zero,zero,62.0,one,46.0,
one,7.0,six,,zero,zero,39.0,,22.0,zero_zero_one_zero_zero
zero,1.0,zero,19.0,zero,one,87.0,one,16.0,
zero,2.0,zero,4.0,zero,zero,23.0,one,14.0,zero_zero_zero_zero_zero
zero,1.0,one,24.0,zero,zero,7.0,one,30.0,
zero,3.0,two,26.0,zero,zero,39.0,one,11.0,one_zero_zero_one_one
,3.0,,24.0,,one,39.0,,34.0,one_zero_zero_one_one
one,0.0,zero,7.0,zero,zero,59.0,one,1.0,zero_one_zero_zero_zero
two,4.0,,38.0,zero,three,43.0,one,48.0,zero_zero_zero_one_one
one,3.0,,8.0,zero,one,39.0,one,10.0,zero_one_zero_zero_zero
zero,3.0,two,26.0,zero,one,49.0,one,12.0,one_zero_zero_one_one
zero,3.0,two,22.0,zero,two,39.0,one,15.0,zero_zero_zero_one_one
zero,10.0,six,29.0,zero,one,59.0,one,9.0,zero_one_zero_one_zero
zero,4.0,three,19.0,zero,,59.0,one,29.0,zero_zero_zero_one_zero
one,2.0,one,23.0,zero,one,39.0,one,33.0,one_one_zero_one_zero
zero,3.0,one,32.0,zero,,5.0,zero,42.0,zero_one_zero_one_zero
one,3.0,two,35.0,zero,two,71.0,one,2.0,one_zero_zero_one_one
,8.0,seven,33.0,zero,,23.0,one,43.0,
zero,3.0,two,30.0,zero,zero,39.0,,40.0,zero_one_zero_one_zero
zero,0.0,zero,,zero,zero,55.0,zero,,zero_zero_zero_zero_zero
zero,3.0,two,51.0,zero,one,24.0,one,,zero_zero_zero_one_one
one,3.0,two,34.0,,,47.0,one,25.0,
zero,5.0,four,18.0,zero,one,39.0,one,2.0,
,2.0,one,29.0,zero,zero,,one,20.0,
one,4.0,two,54.0,zero,zero,,one,21.0,zero_zero_zero_one_one
one,1.0,zero,21.0,zero,,47.0,one,7.0,zero_one_zero_one_zero
zero,1.0,one,28.0,zero,one,47.0,,20.0,one_one_one_zero_zero
one,1.0,zero,,zero,three,23.0,one,31.0,
zero,1.0,one,11.0,zero,one,39.0,one,,
three,3.0,two,34.0,zero,three,43.0,one,18.0,zero_one_zero_one_one
zero,6.0,four,26.0,zero,,47.0,one,36.0,
zero,3.0,zero,15.0,,two,,one,25.0,zero_zero_zero_zero_zero
one,1.0,zero,16.0,zero,two,59.0,one,26.0,
zero,1.0,zero,36.0,zero,one,43.0,one,45.0,
zero,2.0,one,,zero,two,39.0,one,7.0,
zero,4.0,three,15.0,zero,one,49.0,one,7.0,
three,8.0,two,20.0,zero,two,19.0,one,30.0,
zero,4.0,two,,zero,zero,47.0,one,51.0,
,4.0,three,27.0,zero,zero,65.0,one,,zero_zero_zero_one_one
two,3.0,two,41.0,zero,three,43.0,one,51.0,zero_one_zero_one_one
zero,6.0,zero,4.0,zero,zero,90.0,zero,1.0,zero_one_zero_one_zero
two,1.0,zero,20.0,zero,three,,one,30.0,one_zero_zero_one_one
zero,5.0,,10.0,zero,two,29.0,one,10.0,zero_zero_zero_zero_zero
zero,1.0,zero,43.0,zero,zero,26.0,one,53.0,
zero,3.0,zero,13.0,zero,zero,70.0,,20.0,zero_zero_zero_zero_zero
zero,8.0,zero,12.0,zero,zero,43.0,one,15.0,
zero,2.0,one,29.0,zero,zero,59.0,one,10.0,zero_zero_zero_one_one
one,2.0,one,22.0,zero,two,47.0,one,,zero_zero_zero_one_one
two,5.0,two,34.0,zero,three,39.0,one,44.0,
zero,1.0,zero,18.0,,zero,19.0,one,28.0,one_zero_zero_one_zero
zero,2.0,one,21.0,zero,zero,39.0,one,11.0,zero_zero_zero_one_zero
zero,6.0,two,32.0,zero,zero,47.0,one,8.0,
zero,6.0,zero,8.0,zero,one,32.0,one,3.0,one_one_zero_zero_zero
two,4.0,two,45.0,zero,zero,39.0,one,55.0,zero_zero_zero_one_one
zero,,one,23.0,zero,zero,47.0,one,33.0,zero_zero_zero_one_zero
one,3.0,zero,17.0,zero,,49.0,,27.0,
one,2.0,one,31.0,zero,three,43.0,one,30.0,zero_one_zero_one_one
zero,5.0,four,33.0,,zero,59.0,,5.0,
one,4.0,three,40.0,zero,three,47.0,one,5.0,one_one_zero_one_one
zero,,three,19.0,zero,zero,47.0,one,,one_zero_zero_one_zero
zero,3.0,one,29.0,zero,zero,47.0,one,39.0,one_zero_zero_one_zero
one,4.0,three,26.0,zero,,59.0,one,2.0,one_zero_zero_one_zero
one,,zero,12.0,zero,zero,95.0,one,21.0,
zero,5.0,four,43.0,zero,zero,39.0,zero,53.0,
one,2.0,one,28.0,zero,zero,59.0,one,10.0,zero_zero_zero_one_zero
zero,2.0,one,20.0,zero,zero,39.0,one,30.0,one_one_zero_one_zero
one,3.0,zero,7.0,zero,one,24.0,one,17.0,
one,6.0,zero,23.0,zero,two,,one,21.0,
two,0.0,zero,,,one,10.0,one,,
one,,one,25.0,zero,,39.0,one,34.0,one_zero_zero_one_one
zero,3.0,two,37.0,zero,two,39.0,one,46.0,
zero,2.0,,32.0,zero,zero,,one,,one_one_one_zero_zero
zero,3.0,zero,7.0,zero,one,59.0,one,1.0,one_zero_zero_zero_zero
one,7.0,,4.0,zero,zero,39.0,,4.0,
one,4.0,zero,,zero,two,53.0,one,19.0,zero_one_zero_zero_zero
one,3.0,two,29.0,,three,,one,39.0,
one,3.0,two,33.0,zero,one,43.0,one,28.0,
one,4.0,three,18.0,zero,two,83.0,one,28.0,zero_zero_zero_one_zero
one,1.0,zero,27.0,,one,43.0,one,14.0,
zero,5.0,four,45.0,zero,zero,19.0,one,14.0,zero_one_zero_one_zero
one,2.0,one,38.0,zero,zero,49.0,one,,zero_zero_zero_one_one
zero,4.0,,15.0,zero,,39.0,one,25.0,zero_zero_zero_one_zero
zero,,two,16.0,zero,zero,34.0,one,,zero_one_zero_one_zero
zero,2.0,one,25.0,zero,,43.0,one,13.0,
zero,2.0,one,20.0,zero,,55.0,one,30.0,one_zero_zero_one_zero
zero,2.0,one,,zero,zero,90.0,one,49.0,one_one_one_zero_zero
zero,3.0,two,28.0,zero,zero,29.0,,38.0,zero_zero_zero_one_zero
one,3.0,two,26.0,zero,one,44.0,,15.0,zero_zero_zero_one_one
one,,two,40.0,zero,three,47.0,one,,zero_zero_zero_one_one
zero,8.0,seven,17.0,zero,zero,,one,5.0,
one,2.0,one,19.0,zero,,29.0,one,,one_zero_zero_one_one
one,9.0,five,46.0,zero,zero,19.0,one,56.0,
zero,3.0,two,24.0,zero,one,39.0,one,15.0,
zero,2.0,zero,15.0,zero,one,83.0,one,25.0,zero_zero_zero_zero_one
one,1.0,zero,19.0,zero,two,29.0,one,10.0,
zero,1.0,zero,19.0,zero,one,43.0,one,4.0,
,3.0,two,29.0,zero,two,53.0,one,25.0,zero_zero_zero_one_zero
one,4.0,zero,7.0,,one,53.0,,,zero_zero_zero_zero_zero
zero,4.0,two,24.0,,one,47.0,one,34.0,one_one_zero_one_zero
zero,1.0,zero,22.0,zero,two,14.0,one,31.0,
zero,8.0,two,20.0,zero,zero,39.0,one,20.0,zero_one_zero_one_zero
zero,3.0,two,48.0,,zero,59.0,one,34.0,one_zero_zero_one_zero
one,3.0,one,41.0,zero,two,67.0,one,31.0,zero_one_zero_one_one
four,0.0,zero,,zero,one,,,12.0,zero_one_one_zero_zero
,5.0,four,37.0,zero,zero,49.0,one,20.0,one_zero_zero_one_one
two,5.0,zero,,zero,two,29.0,one,4.0,zero_one_zero_zero_zero
zero,4.0,two,17.0,zero,one,67.0,one,8.0,zero_zero_zero_one_one
zero,,zero,,zero,zero,39.0,one,20.0,one_zero_zero_one_zero
,,zero,46.0,zero,zero,64.0,one,56.0,
one,1.0,zero,15.0,zero,one,,one,19.0,one_zero_zero_zero_zero
two,0.0,,20.0,zero,three,47.0,one,4.0,
zero,3.0,three,,,zero,35.0,one,26.0,
one,,one,49.0,zero,zero,43.0,one,59.0,
,4.0,one,14.0,zero,two,43.0,one,24.0,
one,6.0,zero,7.0,zero,one,47.0,one,14.0,
zero,2.0,one,13.0,zero,two,39.0,,5.0,zero_one_zero_one_zero
zero,0.0,zero,,zero,zero,39.0,one,30.0,zero_zero_zero_zero_zero
zero,4.0,three,46.0,zero,zero,23.0,one,29.0,
zero,2.0,two,42.0,,zero,,zero,9.0,zero_one_zero_zero_zero
one,2.0,,28.0,zero,one,65.0,one,38.0,zero_zero_zero_one_one
one,3.0,two,23.0,zero,,47.0,one,33.0,
zero,,eight,38.0,zero,one,50.0,,13.0,
zero,9.0,,7.0,zero,zero,47.0,one,11.0,zero_zero_zero_zero_zero
zero,,two,14.0,zero,two,35.0,one,24.0,zero_one_zero_one_zero
zero,,zero,33.0,zero,zero,39.0,one,12.0,zero_one_zero_one_zero
one,4.0,one,,zero,one,29.0,,49.0,
,3.0,two,,zero,two,59.0,one,,zero_zero_zero_one_one
zero,,zero,32.0,zero,zero,81.0,,8.0,zero_one_one_zero_zero
one,3.0,two,36.0,zero,three,39.0,one,28.0,
three,0.0,zero,33.0,zero,zero,39.0,,43.0,zero_zero_one_zero_zero
zero,3.0,two,23.0,zero,,29.0,one,8.0,
zero,0.0,zero,28.0,,one,,one,15.0,zero_zero_zero_zero_zero
zero,2.0,zero,55.0,zero,zero,39.0,one,,zero_zero_zero_one_zero
zero,3.0,two,48.0,zero,zero,40.0,one,4.0,one_zero_zero_one_zero
zero,2.0,one,14.0,zero,zero,47.0,one,24.0,zero_zero_zero_one_zero
zero,1.0,zero,23.0,zero,zero,69.0,one,3.0,one_zero_zero_one_zero
one,3.0,,33.0,zero,three,39.0,one,43.0,
zero,4.0,zero,,,zero,47.0,one,25.0,
zero,3.0,two,19.0,zero,one,47.0,one,16.0,zero_zero_zero_one_zero
two,3.0,two,23.0,zero,one,5.0,one,12.0,
zero,1.0,zero,,zero,zero,43.0,one,60.0,
zero,3.0,two,,zero,zero,43.0,one,,
zero,3.0,two,37.0,zero,two,98.0,one,9.0,
zero,4.0,two,38.0,zero,zero,59.0,one,22.0,zero_one_zero_one_zero
zero,4.0,two,26.0,zero,one,43.0,one,36.0,one_one_zero_one_zero
one,1.0,zero,18.0,zero,two,39.0,one,,zero_zero_zero_one_one
one,,one,46.0,zero,zero,29.0,one,56.0,zero_zero_zero_one_one
zero,,zero,17.0,zero,two,44.0,one,22.0,zero_one_zero_zero_zero
zero,2.0,one,27.0,,one,47.0,one,18.0,zero_zero_zero_one_zero
zero,,two,44.0,zero,zero,98.0,zero,16.0,
one,8.0,four,36.0,zero,,41.0,one,30.0,zero_zero_zero_one_zero
,4.0,zero,21.0,zero,zero,43.0,one,4.0,zero_zero_zero_one_zero
zero,4.0,three,47.0,zero,zero,39.0,one,57.0,zero_zero_zero_one_zero
,7.0,,32.0,zero,,51.0,one,20.0,
zero,5.0,,11.0,zero,one,47.0,one,,one_one_zero_zero_zero
zero,6.0,zero,8.0,zero,one,43.0,one,18.0,
one,2.0,one,44.0,zero,one,97.0,one,52.0,
zero,5.0,four,25.0,,zero,47.0,one,13.0,
zero,1.0,zero,42.0,zero,zero,40.0,zero,45.0,zero_one_zero_one_zero
zero,3.0,one,14.0,zero,zero,71.0,one,24.0,one_zero_zero_one_zero
zero,0.0,zero,15.0,,one,39.0,one,25.0,one_one_zero_zero_zero
four,2.0,zero,24.0,,three,,one,34.0,
zero,3.0,two,18.0,zero,,43.0,one,4.0,
zero,1.0,zero,23.0,zero,zero,43.0,one,20.0,
zero,9.0,,40.0,zero,zero,35.0,one,50.0,
,3.0,two,26.0,one,two,39.0,one,15.0,one_zero_zero_one_one
,,zero,42.0,zero,one,,,52.0,
,3.0,two,38.0,zero,,39.0,one,48.0,one_zero_zero_one_zero
one,0.0,zero,8.0,zero,zero,39.0,,1.0,one_one_zero_zero_zero
zero,0.0,zero,13.0,zero,three,,one,23.0,zero_zero_zero_zero_one
zero,2.0,two,32.0,zero,zero,48.0,,42.0,one_zero_one_zero_zero
zero,5.0,zero,6.0,zero,one,29.0,,16.0,zero_zero_zero_zero_zero
one,7.0,zero,10.0,zero,one,23.0,one,20.0,zero_zero_zero_zero_zero
zero,0.0,zero,29.0,zero,zero,59.0,one,,
one,,three,31.0,zero,zero,43.0,one,20.0,
zero,1.0,zero,,zero,zero,39.0,one,51.0,one_zero_zero_zero_zero
zero,1.0,zero,43.0,zero,three,19.0,one,40.0,one_zero_zero_one_one
one,1.0,zero,,zero,two,49.0,one,32.0,zero_zero_zero_one_one
zero,4.0,four,35.0,zero,zero,24.0,one,22.0,zero_one_zero_zero_zero
one,3.0,two,21.0,zero,three,19.0,one,9.0,
zero,3.0,zero,9.0,zero,one,39.0,one,19.0,
one,3.0,two,23.0,,one,31.0,one,,zero_one_zero_one_zero
zero,5.0,four,33.0,zero,two,59.0,one,38.0,zero_zero_zero_one_zero
zero,4.0,zero,,,one,69.0,one,26.0,zero_one_zero_zero_zero
zero,0.0,zero,,zero,one,53.0,,8.0,
zero,6.0,five,50.0,zero,zero,39.0,one,,zero_zero_zero_one_zero
zero,3.0,two,33.0,zero,zero,69.0,one,,one_zero_zero_one_zero
zero,3.0,two,25.0,zero,,15.0,one,4.0,zero_zero_zero_one_one
,1.0,,25.0,zero,one,43.0,one,35.0,zero_one_zero_one_zero
zero,3.0,zero,4.0,zero,zero,47.0,one,4.0,
one,3.0,two,33.0,zero,one,43.0,one,,zero_zero_zero_one_one
,3.0,one,36.0,zero,zero,39.0,one,46.0,zero_zero_zero_one_one
zero,1.0,zero,56.0,zero,three,39.0,one,38.0,
zero,3.0,two,25.0,zero,one,69.0,one,2.0,zero_zero_zero_one_one
zero,,zero,,zero,three,19.0,,28.0,
one,1.0,zero,17.0,,two,39.0,one,27.0,
zero,4.0,three,19.0,zero,zero,,one,7.0,
zero,3.0,zero,17.0,zero,one,29.0,one,27.0,
zero,1.0,zero,17.0,,zero,,one,27.0,
zero,6.0,,41.0,zero,zero,44.0,one,51.0,zero_zero_zero_one_zero
zero,3.0,two,27.0,zero,one,47.0,one,25.0,
three,3.0,zero,,zero,one,,one,18.0,
two,4.0,three,35.0,zero,,57.0,,45.0,
zero,1.0,zero,8.0,zero,zero,59.0,one,,
one,3.0,two,50.0,zero,zero,83.0,one,40.0,zero_zero_zero_one_zero
zero,,,21.0,zero,zero,79.0,one,0.0,
zero,4.0,zero,2.0,zero,one,59.0,,12.0,zero_one_zero_zero_zero
two,,one,22.0,,three,43.0,one,26.0,zero_one_zero_one_one
one,6.0,two,17.0,zero,two,41.0,one,27.0,zero_one_zero_one_zero
one,0.0,zero,,zero,one,,one,21.0,
zero,1.0,zero,61.0,zero,two,24.0,one,56.0,
zero,3.0,two,28.0,zero,zero,31.0,one,38.0,
,,two,15.0,zero,zero,60.0,one,11.0,one_zero_zero_one_zero
two,4.0,zero,9.0,zero,one,59.0,one,3.0,
one,1.0,zero,20.0,zero,two,39.0,one,30.0,zero_one_zero_one_zero
zero,3.0,two,32.0,,zero,44.0,one,25.0,
two,2.0,one,25.0,zero,two,39.0,one,35.0,
zero,,zero,38.0,zero,three,43.0,one,,
one,3.0,two,50.0,zero,three,44.0,,60.0,
zero,3.0,two,19.0,zero,zero,69.0,one,,
zero,3.0,two,28.0,zero,zero,55.0,one,,
one,3.0,two,36.0,zero,three,24.0,one,45.0,zero_zero_zero_one_one
two,4.0,,12.0,zero,two,39.0,one,9.0,
one,4.0,two,47.0,zero,one,,one,57.0,
one,1.0,zero,56.0,zero,zero,29.0,,16.0,zero_zero_zero_one_zero
zero,3.0,two,32.0,zero,zero,43.0,one,,
zero,4.0,zero,,zero,zero,39.0,one,1.0,
zero,1.0,zero,34.0,zero,zero,83.0,zero,28.0,zero_one_zero_one_zero
zero,5.0,zero,9.0,zero,one,39.0,one,8.0,
zero,2.0,one,,zero,two,39.0,one,44.0,one_one_zero_zero_one
zero,5.0,zero,11.0,zero,one,29.0,one,21.0,one_zero_zero_zero_zero
zero,3.0,zero,13.0,zero,two,39.0,one,20.0,
zero,,zero,11.0,zero,zero,29.0,,21.0,zero_one_zero_zero_zero
zero,7.0,six,32.0,zero,zero,39.0,one,42.0,
one,3.0,two,45.0,zero,one,39.0,one,30.0,zero_zero_zero_one_one
zero,2.0,one,47.0,zero,zero,49.0,,5.0,one_zero_one_zero_zero
,3.0,two,24.0,zero,one,44.0,,34.0,zero_zero_zero_one_one
zero,6.0,two,24.0,zero,one,43.0,one,34.0,
,,zero,9.0,zero,zero,43.0,one,1.0,
,,two,36.0,zero,,55.0,one,46.0,one_zero_zero_one_zero
zero,3.0,two,19.0,zero,one,59.0,one,29.0,
zero,2.0,zero,11.0,zero,two,56.0,,9.0,
one,4.0,,36.0,zero,three,55.0,one,10.0,
zero,1.0,zero,11.0,zero,two,47.0,,,zero_zero_zero_zero_zero
zero,2.0,zero,27.0,zero,zero,29.0,one,7.0,
zero,4.0,three,31.0,zero,one,39.0,one,41.0,zero_zero_zero_one_zero
one,5.0,two,19.0,zero,one,39.0,one,10.0,zero_zero_zero_one_zero
