a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
zero,one,,zero,22,zero,zero,one,zero,,59,one,7,one
zero,,3,two,41,one,zero,one,zero,zero,,one,39,
zero,zero,4,three,,zero,zero,one,zero,three,39,one,34,zero
one,,2,two,,one,one,zero,zero,,15,one,27,zero
,,1,zero,,zero,zero,,zero,zero,39,one,,zero
zero,one,2,one,21,zero,zero,one,zero,one,,one,31,one
one,,3,two,,zero,zero,one,zero,zero,43,,40,zero
zero,zero,3,,14,zero,zero,one,,zero,17,one,,zero
zero,zero,4,three,26,one,zero,one,,zero,44,,36,zero
zero,zero,6,,38,zero,zero,zero,zero,zero,39,zero,48,zero
one,zero,5,four,,zero,zero,one,,one,14,one,20,zero
one,one,4,zero,,zero,zero,zero,,one,51,one,14,zero
,,,two,25,zero,zero,one,zero,one,,one,30,one
,one,,one,,,,one,zero,,,one,27,zero
zero,zero,2,one,32,one,zero,one,zero,zero,5,,22,zero
,one,,four,33,,zero,one,zero,one,39,one,26,
zero,zero,4,,22,zero,zero,,zero,one,49,one,32,zero
zero,zero,5,two,,one,zero,,zero,one,13,,,zero
zero,zero,5,four,32,,zero,one,zero,zero,39,one,42,zero
,,,two,19,zero,,one,,two,49,one,4,one
zero,zero,2,zero,12,zero,zero,zero,zero,,39,one,3,zero
zero,zero,2,,20,,,one,,zero,62,one,2,zero
,one,3,zero,19,zero,zero,zero,,one,,zero,29,zero
one,zero,3,three,,one,one,,zero,zero,55,one,,
one,one,4,,31,zero,zero,one,zero,,,one,0,one
zero,one,2,zero,14,,zero,zero,zero,,47,,24,zero
zero,zero,,,28,zero,zero,one,zero,one,,,18,zero
zero,zero,2,one,,,zero,one,zero,one,47,one,27,zero
,one,0,zero,16,,zero,zero,zero,zero,29,one,20,zero
zero,zero,2,one,12,zero,zero,,zero,two,44,one,22,
,one,2,one,34,,zero,one,zero,two,,one,44,one
zero,zero,4,,,zero,zero,one,zero,one,43,one,21,zero
,one,5,four,33,one,zero,one,zero,zero,29,,42,
zero,one,,two,21,,zero,one,zero,,,one,31,one
zero,four,4,zero,19,zero,zero,zero,zero,one,,one,29,one
one,zero,5,zero,,zero,,,,two,29,one,0,zero
zero,,3,,,zero,zero,one,zero,,39,one,,one
,one,2,one,21,,zero,one,zero,two,44,one,31,
one,zero,4,three,22,zero,zero,one,zero,zero,47,one,,zero
,one,4,three,21,one,zero,one,zero,,39,one,25,
one,one,3,zero,7,,zero,zero,zero,one,19,one,17,zero
one,zero,3,zero,,one,zero,,,three,39,one,8,zero
zero,,6,five,35,one,one,,zero,zero,47,one,,zero
one,zero,2,zero,4,zero,zero,zero,zero,one,59,one,10,zero
one,,2,,,zero,,one,zero,zero,47,one,5,zero
one,zero,0,zero,40,one,zero,zero,zero,two,31,,50,zero
,one,,one,51,zero,zero,one,zero,,59,one,32,one
zero,zero,0,zero,55,zero,zero,zero,zero,,,,65,zero
zero,one,5,zero,,one,,zero,zero,zero,39,one,4,zero
zero,,1,zero,58,one,,,,zero,47,zero,26,zero
one,zero,1,zero,,zero,zero,,zero,zero,47,one,25,zero
zero,one,0,zero,27,,,zero,zero,three,9,one,13,
zero,zero,2,one,18,one,,,,zero,44,one,,zero
zero,zero,4,three,13,one,zero,,,zero,44,one,,zero
zero,zero,4,one,40,zero,one,,,,,one,,zero
zero,two,3,two,,,zero,one,zero,two,39,,20,one
zero,zero,3,zero,27,zero,zero,,zero,two,47,one,37,one
one,one,,one,18,,,one,zero,,39,one,9,one
one,,1,,17,,zero,one,,two,43,one,27,zero
,one,,zero,18,,zero,one,zero,,,one,27,one
zero,zero,2,one,31,zero,zero,one,zero,,71,one,41,zero
zero,one,,two,48,zero,zero,one,zero,,,,58,one
,zero,17,,48,zero,zero,,zero,zero,39,zero,20,
,one,4,,37,,,one,zero,two,,one,47,one
one,zero,2,one,48,one,zero,,zero,,42,,15,one
zero,zero,10,,34,zero,zero,one,zero,zero,59,,,zero
one,zero,4,,,,zero,one,zero,two,,,52,
zero,zero,5,three,,zero,zero,,zero,zero,39,one,43,
zero,,3,two,,zero,zero,,,,39,one,21,zero
one,zero,1,zero,14,zero,zero,zero,zero,one,43,one,6,one
,one,,zero,9,zero,zero,zero,zero,two,39,one,19,zero
one,one,3,two,19,,zero,one,zero,,47,zero,14,one
zero,zero,2,zero,55,zero,zero,one,zero,zero,59,,27,
zero,,3,,20,,zero,one,zero,one,69,one,,zero
,one,,three,26,one,,one,zero,,47,one,36,zero
zero,one,,three,46,zero,zero,one,zero,one,,one,26,one
one,zero,4,three,15,zero,zero,one,zero,zero,64,one,25,zero
zero,zero,4,three,,zero,zero,one,,zero,74,one,18,one
,one,3,two,17,,,one,zero,,24,,27,
zero,one,3,three,43,,,zero,zero,zero,,one,53,zero
zero,zero,5,four,29,,zero,one,zero,two,39,one,,zero
zero,,3,two,20,zero,zero,one,zero,one,41,one,30,zero
zero,zero,3,zero,7,one,zero,,zero,one,59,one,3,zero
,one,1,zero,,zero,zero,,zero,two,39,one,30,
zero,zero,1,,,one,zero,,zero,,55,,47,zero
one,,3,two,,zero,,one,zero,zero,,,37,zero
zero,zero,2,two,,one,one,zero,,one,39,one,,zero
zero,zero,3,,22,zero,zero,one,zero,one,47,one,7,zero
zero,zero,3,two,24,,zero,one,,zero,53,one,,zero
one,one,,three,34,zero,,one,zero,one,62,one,44,one
zero,zero,4,three,24,zero,zero,one,zero,zero,,one,17,one
zero,,2,,47,zero,zero,one,zero,zero,83,,,
one,zero,2,,12,zero,zero,one,zero,zero,43,one,,zero
one,,6,zero,,,zero,zero,zero,one,39,one,22,zero
zero,zero,4,,28,zero,zero,one,zero,zero,26,one,38,zero
one,,3,two,34,,zero,one,zero,zero,83,one,44,zero
,,2,zero,18,,,zero,zero,,,one,10,one
one,zero,4,three,31,,zero,one,zero,zero,39,one,41,zero
one,two,0,zero,7,one,zero,,zero,zero,44,,,zero
zero,zero,,two,,zero,zero,one,,zero,49,one,26,zero
zero,zero,1,zero,17,zero,zero,,,one,47,one,,zero
one,,,two,,zero,zero,one,zero,three,71,,37,one
,one,,zero,34,zero,zero,zero,zero,,55,,42,zero
one,zero,2,one,55,zero,zero,,zero,zero,49,,,
zero,one,,zero,4,one,zero,zero,zero,one,11,one,11,zero
zero,zero,,zero,,zero,,zero,zero,zero,59,one,,zero
one,zero,,,50,,,one,zero,one,29,one,,
,one,2,one,22,one,,one,zero,two,,one,0,
zero,one,,four,34,zero,zero,one,zero,,,one,2,
one,zero,2,zero,,zero,zero,one,zero,zero,43,one,2,zero
zero,zero,3,two,46,one,zero,,zero,zero,47,,56,zero
zero,zero,3,,31,one,zero,,zero,zero,49,,10,zero
zero,,5,zero,20,zero,zero,zero,zero,zero,31,one,24,zero
,two,2,one,22,one,zero,,zero,two,,,31,
zero,zero,2,one,40,zero,zero,,,one,47,one,30,one
zero,zero,5,,,one,,zero,zero,zero,47,one,14,zero
zero,,,one,33,,,one,zero,,,one,38,
,one,,four,,zero,,one,zero,,,one,46,
,zero,4,two,33,one,zero,,,,65,,43,zero
,one,3,two,21,zero,,one,,,,zero,31,zero
zero,one,,two,25,,zero,one,zero,,,,34,one
,zero,1,,18,zero,zero,,zero,zero,43,one,28,zero
zero,zero,1,zero,,zero,zero,zero,zero,zero,37,one,37,zero
one,zero,3,two,30,,zero,,,one,39,one,4,zero
zero,,3,two,57,zero,zero,one,zero,,,one,67,one
zero,,1,zero,55,one,,one,zero,zero,9,,8,
zero,zero,3,zero,,zero,zero,,zero,one,39,one,40,zero
zero,,3,two,,,zero,one,zero,,39,,28,zero
zero,zero,3,,54,zero,one,,zero,zero,29,,,
one,one,2,one,39,,zero,one,,three,39,one,44,
zero,zero,3,two,24,one,zero,one,zero,zero,15,one,20,zero
,one,,two,,,zero,one,zero,one,,one,30,zero
zero,zero,5,four,39,one,one,zero,zero,zero,47,one,49,zero
one,one,2,one,24,,,one,,one,39,one,28,zero
zero,zero,4,zero,9,zero,,zero,zero,two,85,one,17,zero
zero,zero,4,one,38,one,zero,one,zero,zero,39,one,,zero
zero,one,,three,24,,,one,zero,,7,one,32,zero
zero,,4,three,32,,zero,one,zero,zero,,,15,zero
zero,zero,3,zero,3,one,zero,zero,,zero,34,one,13,zero
one,zero,3,,46,zero,zero,zero,zero,,,zero,6,zero
zero,zero,2,one,16,zero,zero,one,zero,two,39,one,26,one
one,,2,one,16,,,one,zero,zero,,one,16,zero
zero,zero,6,zero,19,,zero,zero,zero,zero,19,one,20,zero
one,zero,3,,,one,zero,zero,,one,29,,,zero
zero,one,6,five,36,zero,zero,one,zero,,44,one,15,
zero,,2,one,45,one,zero,,zero,zero,39,,,
zero,,4,,18,zero,zero,,zero,zero,65,one,28,zero
,one,,one,26,,zero,one,zero,two,,one,25,zero
zero,zero,3,two,21,one,,one,zero,zero,49,,,
,one,1,one,45,,one,zero,zero,,39,,30,
zero,,4,three,33,zero,,one,zero,,47,one,26,
,zero,5,three,25,zero,zero,one,zero,zero,49,,12,zero
zero,zero,3,two,32,one,zero,one,zero,zero,43,one,13,zero
,one,3,,41,zero,zero,one,zero,,,one,51,one
zero,one,3,two,17,zero,,one,,one,49,one,21,one
,one,3,zero,11,one,,zero,zero,two,,one,21,zero
one,one,2,one,39,zero,zero,one,zero,zero,,one,3,one
zero,zero,4,,50,,zero,one,zero,zero,39,one,,one
zero,zero,5,zero,26,zero,,zero,zero,zero,59,one,20,zero
zero,zero,2,one,36,one,zero,one,zero,two,29,,,
zero,zero,3,,,,zero,one,zero,one,43,,4,zero
zero,zero,4,two,45,,zero,one,,,47,one,30,zero
,one,3,two,40,zero,zero,one,,,59,one,20,
,one,2,two,,zero,one,zero,zero,,39,one,57,
,,5,,19,one,zero,,zero,one,47,one,12,zero
zero,zero,4,one,26,,zero,,zero,one,39,one,,zero
zero,zero,3,,,one,,zero,zero,zero,59,,,
,one,,one,46,zero,,one,zero,one,24,one,56,zero
one,zero,4,zero,14,,zero,zero,zero,one,43,one,,zero
zero,zero,1,zero,55,one,,zero,zero,one,27,,10,
,zero,5,two,,one,zero,,zero,zero,39,one,,zero
one,zero,5,zero,9,one,zero,,zero,one,47,,19,zero
zero,,3,one,,zero,zero,one,zero,,47,one,,
one,,1,zero,48,zero,zero,one,zero,zero,,,28,zero
,,,zero,14,one,,zero,zero,,39,one,16,zero
zero,one,0,zero,15,zero,,zero,zero,,,one,10,zero
zero,two,4,three,46,one,zero,,,zero,,,55,zero
zero,one,1,zero,39,one,zero,one,,one,39,one,29,one
zero,zero,5,three,,,zero,one,,three,,one,50,one
zero,two,3,,36,zero,zero,,zero,two,39,one,14,one
zero,zero,1,zero,7,one,zero,,,one,39,one,3,zero
zero,one,3,zero,15,,,zero,zero,two,29,one,16,zero
zero,zero,2,,10,zero,,zero,zero,zero,44,one,20,zero
one,zero,0,zero,,one,zero,zero,,one,83,one,,
,one,,zero,13,zero,,zero,zero,one,,one,21,
one,,,one,27,,,,,,71,one,18,zero
zero,zero,4,three,31,one,zero,one,,zero,,,,zero
one,,,zero,,zero,zero,one,,,43,one,0,one
zero,,5,zero,6,zero,zero,,zero,,71,one,16,zero
one,,2,one,31,one,zero,,zero,one,49,,24,
zero,two,4,three,41,zero,zero,one,,two,47,one,51,one
one,one,2,one,14,,,one,zero,one,59,one,21,
zero,zero,3,two,32,,zero,one,zero,zero,39,one,25,zero
zero,one,,three,47,zero,zero,one,zero,zero,49,one,29,
zero,zero,3,two,,zero,zero,,zero,one,,one,55,zero
zero,zero,7,zero,,zero,zero,,zero,zero,44,one,8,zero
,four,,two,21,zero,zero,one,zero,,,one,22,one
zero,zero,5,two,39,zero,zero,one,zero,zero,43,,2,one
zero,zero,0,zero,,one,zero,,zero,one,41,one,,
zero,one,2,one,47,zero,,,zero,zero,,one,28,
zero,zero,4,three,34,zero,zero,one,zero,zero,29,one,40,
one,one,,two,32,zero,zero,one,,,,one,42,one
,one,3,two,25,zero,zero,one,zero,,,one,10,one
zero,zero,7,zero,,,zero,zero,zero,zero,23,,10,zero
one,zero,10,four,39,,,,zero,zero,39,,7,zero
zero,zero,4,four,23,one,one,zero,zero,zero,71,one,27,
zero,two,4,,42,zero,zero,,zero,three,35,one,52,one
zero,zero,4,,8,zero,,one,,one,,one,10,zero
one,zero,3,,,,zero,one,zero,zero,73,one,23,zero
,one,1,zero,45,one,,one,,zero,71,one,37,one
,one,,zero,10,zero,zero,zero,,two,,one,20,zero
zero,zero,6,zero,,one,zero,zero,zero,,29,one,2,zero
zero,zero,4,zero,6,,,zero,zero,zero,45,one,,zero
,one,3,two,36,one,zero,one,,,34,,46,
zero,zero,,three,41,one,one,,zero,zero,5,,,zero
zero,two,3,zero,12,zero,zero,,,,59,one,,one
zero,zero,3,,60,,one,zero,,zero,,,,
zero,zero,4,zero,13,one,,zero,zero,two,47,one,,zero
zero,zero,3,two,26,,zero,,zero,one,,zero,,zero
zero,zero,3,,25,,zero,,zero,one,,one,,zero
zero,zero,,,5,zero,zero,zero,,one,53,one,7,zero
zero,zero,,one,31,one,zero,one,zero,one,47,,41,
one,one,,three,19,,zero,one,zero,,83,one,7,one
,one,4,three,34,one,zero,one,,two,29,one,6,zero
one,zero,,one,41,zero,zero,one,zero,zero,55,one,51,
zero,zero,4,,42,zero,zero,,zero,zero,,one,,zero
zero,,6,three,40,zero,zero,,zero,zero,29,one,25,zero
zero,zero,5,zero,,one,zero,zero,zero,zero,44,one,30,zero
,zero,2,zero,5,one,zero,zero,,one,48,,10,zero
zero,zero,3,,,zero,zero,,,zero,,,,zero
zero,zero,0,zero,35,,zero,zero,zero,,39,one,44,one
,,,zero,27,zero,zero,one,,,,one,16,one
zero,one,4,zero,10,zero,,zero,,,77,one,20,zero
zero,zero,1,one,26,one,one,,zero,two,39,one,,zero
one,,0,,30,zero,zero,zero,zero,zero,19,one,40,zero
one,zero,3,two,20,zero,zero,one,,one,39,one,,zero
zero,zero,4,three,35,zero,zero,,zero,zero,49,one,45,
one,one,,,32,,zero,one,zero,,,one,42,one
zero,zero,4,,,zero,zero,zero,zero,zero,55,one,20,zero
one,zero,6,four,,zero,zero,one,,zero,,one,4,zero
zero,zero,5,one,53,zero,one,,zero,zero,19,,1,
one,zero,9,zero,12,zero,zero,,zero,,,zero,20,zero
zero,zero,2,,,one,zero,,zero,zero,39,one,,zero
zero,,1,one,43,zero,one,zero,zero,two,49,one,43,one
zero,zero,3,zero,12,zero,zero,zero,zero,two,43,one,20,zero
one,,2,one,16,zero,zero,one,,one,55,one,,zero
one,zero,4,three,33,one,,one,zero,zero,43,one,5,zero
zero,one,,two,22,zero,,one,zero,zero,34,one,32,zero
zero,two,3,two,27,zero,zero,one,zero,zero,59,one,37,one
zero,zero,2,,18,,zero,zero,zero,zero,39,one,28,zero
zero,two,4,three,46,zero,zero,,zero,,31,one,45,zero
zero,,8,five,,zero,zero,,,zero,,one,19,
zero,zero,6,four,26,zero,zero,one,,zero,39,one,,zero
zero,,5,,9,zero,zero,,zero,one,39,one,,
zero,two,2,one,42,one,zero,one,,three,39,,,
,five,,three,45,one,zero,one,one,,,one,54,
zero,one,2,,27,zero,zero,one,zero,,43,one,37,zero
,,,one,30,one,,zero,zero,two,39,,40,one
one,zero,5,four,26,zero,zero,one,,,43,one,,zero
zero,one,,one,40,,zero,one,zero,,,one,27,one
zero,zero,3,,22,zero,zero,,zero,zero,59,one,22,
zero,zero,3,two,32,zero,zero,,,zero,43,one,42,
zero,zero,1,zero,48,,zero,,zero,zero,39,,58,
one,zero,0,zero,,zero,zero,zero,zero,zero,41,one,,zero
zero,zero,,three,50,one,one,zero,zero,zero,11,,,
zero,zero,2,one,,zero,zero,one,zero,zero,47,one,28,zero
zero,zero,0,,,,zero,zero,zero,three,39,,25,one
zero,zero,4,zero,8,,zero,zero,zero,one,43,one,9,zero
one,one,2,one,30,one,,,zero,,39,one,40,one
one,zero,,,14,zero,zero,one,zero,three,43,one,,one
zero,,3,,40,one,zero,one,zero,,19,one,27,zero
zero,,3,zero,22,zero,zero,zero,,zero,43,one,30,zero
one,zero,5,zero,10,zero,zero,zero,zero,two,5,one,10,zero
,one,4,zero,13,zero,zero,zero,zero,,,one,23,zero
one,zero,4,three,,one,zero,,zero,zero,35,one,29,zero
zero,zero,4,zero,11,,zero,zero,zero,zero,31,one,1,zero
zero,,3,two,41,zero,zero,one,zero,zero,44,,,zero
one,zero,6,two,50,,zero,one,,zero,49,,50,zero
,,4,zero,31,zero,zero,,zero,zero,49,one,17,one
zero,one,5,,3,zero,,zero,zero,zero,,one,13,zero
zero,,5,zero,34,,one,zero,,two,29,one,17,
zero,one,,four,23,zero,zero,one,zero,,39,one,33,
zero,one,,zero,,zero,zero,zero,zero,zero,77,one,24,
zero,zero,3,two,,,zero,one,zero,one,44,,,zero
zero,zero,7,,18,zero,zero,one,zero,zero,,one,5,zero
one,zero,3,two,23,zero,zero,,zero,zero,59,one,33,zero
,zero,8,six,30,zero,zero,one,zero,zero,47,,,zero
one,zero,1,zero,23,zero,zero,,,one,71,one,2,one
zero,zero,4,,11,,zero,zero,zero,zero,49,one,2,zero
zero,zero,3,two,23,zero,zero,one,zero,zero,69,one,33,one
one,two,0,,9,one,zero,zero,zero,zero,47,one,11,zero
one,zero,2,one,19,zero,zero,one,zero,two,49,one,1,one
zero,two,4,,39,zero,zero,one,,one,39,zero,40,one
zero,zero,3,zero,7,one,zero,,zero,one,43,one,,zero
,one,,,37,one,zero,one,,zero,,one,15,
one,zero,4,three,31,,zero,,zero,zero,43,one,,zero
,one,1,zero,,zero,,one,,,17,zero,63,
zero,zero,4,two,27,zero,zero,,zero,one,47,one,10,one
one,zero,2,one,13,one,,one,zero,zero,51,one,,zero
,one,,two,36,,zero,,zero,,98,one,46,zero
zero,zero,2,zero,,one,zero,zero,,two,23,,8,zero
zero,one,1,zero,10,one,,one,zero,,47,,14,zero
,one,,three,32,zero,,one,zero,zero,,one,30,zero
zero,,1,one,44,,one,,,zero,41,one,37,zero
zero,,5,zero,17,zero,,zero,zero,one,55,one,,zero
zero,one,,one,25,,zero,one,,three,35,one,16,one
zero,,4,three,21,zero,zero,one,zero,one,39,one,10,zero
zero,zero,3,,,,zero,one,zero,one,47,,46,one
one,zero,1,,10,zero,zero,zero,zero,,,one,20,zero
zero,two,3,two,28,zero,zero,,,three,47,zero,20,one
zero,,3,one,10,one,zero,zero,zero,one,39,one,20,zero
,zero,2,one,38,zero,zero,one,zero,zero,43,one,22,zero
,two,3,two,,zero,zero,one,zero,one,71,one,31,one
zero,three,2,one,49,zero,zero,one,zero,zero,69,one,35,zero
zero,,3,zero,8,zero,zero,zero,zero,one,,one,,zero
,zero,,zero,7,one,zero,zero,zero,one,47,one,,zero
zero,zero,2,one,33,zero,zero,,zero,three,,one,43,one
zero,zero,5,one,8,one,zero,zero,zero,one,39,one,16,zero
zero,zero,2,one,16,zero,,one,zero,zero,39,one,14,zero
zero,zero,1,zero,38,,zero,,zero,zero,47,,,zero
zero,one,4,three,25,,,one,,zero,44,one,15,zero
,one,3,two,10,,,one,zero,,39,one,5,zero
zero,zero,3,zero,31,zero,one,zero,zero,one,41,,29,
zero,two,6,zero,24,one,zero,zero,zero,three,39,,,one
zero,two,3,two,40,zero,zero,one,zero,two,39,one,18,one
zero,one,2,one,36,zero,,one,zero,one,55,,20,
zero,zero,4,zero,7,zero,zero,zero,zero,one,49,one,17,zero
zero,zero,,three,27,,zero,one,zero,zero,83,,12,zero
zero,,2,one,35,,zero,one,zero,zero,2,one,45,zero
zero,,7,one,,one,zero,,zero,zero,23,,35,zero
,one,3,two,35,zero,zero,one,zero,one,,,45,one
zero,zero,2,zero,13,,zero,zero,zero,one,43,one,23,one
zero,zero,0,zero,9,zero,zero,zero,,zero,,one,,zero
,one,,one,41,one,zero,zero,zero,two,39,,,
one,zero,3,one,24,zero,zero,one,zero,one,47,,4,one
one,one,,one,32,zero,zero,one,zero,one,59,one,28,zero
zero,zero,16,,10,,,zero,zero,,,one,20,zero
one,zero,,four,37,zero,one,zero,,zero,53,one,7,zero
zero,zero,3,two,29,zero,zero,one,zero,one,89,one,39,one
zero,one,,one,32,one,zero,one,,,79,one,42,
zero,zero,3,zero,7,,zero,zero,zero,two,59,one,,zero
,one,3,two,25,,,one,,,,one,12,
,one,4,two,38,one,,one,,two,29,one,30,zero
zero,zero,3,two,34,zero,zero,one,zero,zero,69,one,38,
zero,zero,3,two,41,zero,zero,one,zero,zero,19,,,zero
zero,two,4,,,zero,zero,one,zero,,44,one,48,one
zero,zero,7,,41,zero,zero,one,zero,zero,39,one,,zero
,one,,zero,33,zero,,zero,zero,,14,one,2,zero
,one,,zero,15,one,,one,zero,two,48,one,25,zero
,one,2,zero,28,zero,zero,one,zero,,71,one,20,zero
,one,4,three,19,one,,one,zero,,39,one,24,zero
zero,two,2,,55,zero,zero,one,zero,zero,6,one,,one
zero,zero,3,,30,zero,zero,one,zero,zero,59,one,,zero
zero,one,4,three,,zero,,one,zero,zero,,one,20,zero
zero,zero,5,,35,zero,zero,,,one,39,,,zero
one,zero,3,,,zero,zero,one,zero,zero,39,one,15,zero
zero,,5,zero,13,zero,zero,zero,zero,two,43,one,23,zero
zero,,4,zero,7,zero,,zero,,,19,one,5,zero
zero,two,,one,22,one,zero,one,zero,zero,39,one,17,zero
one,zero,3,one,34,zero,zero,one,,one,59,one,44,
zero,one,,one,13,one,,one,zero,zero,,one,8,zero
zero,zero,4,zero,16,zero,zero,zero,zero,zero,47,one,13,
one,zero,5,four,,zero,zero,one,,zero,59,one,8,zero
,zero,4,three,35,one,zero,,zero,two,44,one,45,
zero,one,0,zero,28,,zero,zero,,,39,one,38,one
zero,zero,5,zero,5,one,zero,,zero,one,39,one,,zero
zero,zero,,,,zero,zero,,zero,zero,,,45,zero
one,zero,1,zero,,one,zero,one,zero,zero,39,,18,zero
one,zero,4,three,,zero,zero,one,zero,zero,59,one,38,zero
,zero,3,two,,,zero,one,zero,one,39,,20,zero
zero,zero,1,zero,,zero,zero,,zero,,21,one,,
one,one,2,one,21,,zero,one,zero,zero,,one,8,one
zero,zero,5,two,,zero,zero,one,,one,71,one,6,zero
zero,zero,7,four,14,zero,zero,one,zero,zero,,one,,zero
zero,zero,4,,38,zero,zero,one,zero,zero,41,one,26,zero
zero,zero,3,,32,one,zero,,zero,zero,39,one,12,zero
zero,zero,1,,12,zero,zero,one,zero,one,51,one,22,zero
zero,two,4,zero,13,,zero,,zero,two,44,one,23,zero
,,3,,24,,zero,one,zero,one,,one,34,
one,zero,5,zero,,zero,zero,zero,,zero,39,one,32,zero
,two,4,two,15,,zero,,,two,39,one,25,zero
zero,zero,1,zero,,one,,one,zero,three,59,one,27,one
one,,2,,18,zero,zero,one,zero,two,43,one,4,zero
zero,three,6,three,,one,zero,one,zero,three,39,one,51,one
zero,one,2,one,27,one,zero,one,zero,,,one,10,zero
zero,,5,zero,,zero,zero,zero,,zero,39,one,21,zero
,,0,,51,zero,zero,zero,one,three,43,one,30,
,zero,3,three,25,one,one,,,zero,35,one,35,zero
one,zero,2,one,,,zero,one,zero,one,47,one,,one
zero,,3,two,19,zero,zero,one,,one,39,one,14,one
zero,zero,3,,16,zero,zero,one,,zero,39,one,,zero
one,one,,zero,12,one,zero,zero,zero,two,39,,2,zero
one,,3,,31,one,zero,,zero,zero,41,one,41,zero
zero,,0,,,,,zero,zero,two,29,one,28,one
zero,one,3,,43,zero,zero,one,zero,zero,,one,45,
zero,one,2,one,19,zero,zero,one,zero,two,,one,15,one
,zero,4,,26,,zero,one,zero,two,55,one,36,one
zero,,,zero,14,one,zero,,zero,two,49,,14,one
zero,zero,4,zero,15,one,zero,zero,zero,two,47,one,1,zero
one,zero,1,,38,,one,zero,,one,71,,20,zero
one,,3,,12,zero,zero,zero,,,49,one,,zero
one,zero,2,,13,zero,,one,zero,one,59,one,6,zero
zero,zero,4,one,17,,zero,one,zero,zero,69,one,,zero
one,zero,1,one,26,,zero,,zero,zero,53,one,24,one
zero,zero,,two,35,one,zero,,zero,two,83,one,13,zero
one,zero,7,,11,zero,zero,one,,one,59,one,19,zero
zero,zero,1,one,50,one,zero,,zero,,39,,60,
one,zero,3,,19,zero,zero,one,zero,,39,one,29,zero
zero,zero,2,one,46,,zero,,zero,zero,39,zero,56,zero
zero,zero,3,two,41,one,zero,one,,two,39,one,,
zero,zero,3,,26,zero,zero,zero,zero,zero,,one,36,zero
zero,zero,4,,15,,zero,zero,zero,one,47,one,,zero
zero,,6,zero,27,zero,zero,zero,zero,two,59,zero,17,zero
zero,,,zero,41,zero,zero,one,zero,zero,,one,25,
,zero,3,two,27,,zero,one,zero,one,,one,37,one
zero,one,,zero,30,one,,zero,zero,three,49,one,8,one
one,zero,1,zero,15,one,zero,one,,zero,63,one,19,zero
,zero,4,three,18,zero,zero,,zero,zero,89,one,28,zero
,one,,one,,zero,,one,zero,,,one,40,zero
zero,,,zero,36,zero,zero,zero,zero,,71,one,2,zero
zero,one,1,zero,44,,zero,one,one,two,47,one,36,one
zero,two,5,four,44,zero,zero,one,zero,two,43,,,
zero,one,,three,,,,one,zero,zero,49,one,12,one
zero,one,,zero,54,,zero,one,zero,,43,one,64,
one,zero,1,zero,19,zero,zero,zero,zero,one,43,one,9,zero
zero,,3,,20,zero,zero,one,zero,two,59,one,,zero
zero,zero,8,seven,32,zero,zero,one,,zero,74,one,24,zero
zero,,2,one,15,zero,,one,zero,zero,,one,25,one
zero,zero,,zero,12,,zero,zero,zero,one,49,,19,zero
zero,zero,,two,,one,zero,,,one,34,one,23,zero
zero,,3,two,27,zero,zero,,zero,one,59,one,9,one
one,,4,three,20,zero,zero,one,zero,zero,65,one,30,zero
zero,,4,zero,6,,,zero,zero,,,one,16,zero
zero,two,2,,,zero,zero,one,zero,zero,11,one,33,one
one,zero,9,,38,zero,zero,one,zero,zero,,one,4,zero
one,one,0,zero,16,one,,,zero,two,39,one,5,one
zero,,7,,20,zero,zero,zero,zero,zero,43,one,20,zero
zero,zero,3,,36,zero,zero,one,zero,two,39,zero,20,one
zero,one,1,zero,54,zero,,one,,,,one,37,
zero,zero,0,,16,zero,zero,zero,,two,39,one,26,one
zero,one,4,,33,,zero,one,zero,one,,one,43,
,one,3,,14,zero,zero,zero,zero,two,,one,24,zero
zero,one,7,zero,12,zero,zero,zero,zero,one,,one,19,zero
one,zero,1,zero,15,zero,zero,one,zero,,69,one,,zero
one,zero,1,zero,28,zero,zero,zero,,zero,7,one,15,zero
zero,zero,0,zero,39,one,one,zero,,,94,,49,zero
,one,,zero,21,one,,one,zero,three,43,one,31,one
zero,,1,zero,43,zero,,one,one,three,39,one,30,
zero,zero,4,two,,one,zero,one,zero,zero,39,,,zero
zero,zero,,two,25,,zero,one,,zero,43,one,35,zero
zero,zero,3,two,32,one,zero,,,two,41,one,27,
zero,one,4,three,24,one,,one,,,39,one,34,
one,three,,zero,25,zero,zero,zero,zero,,49,one,2,one
zero,,7,six,27,,zero,one,zero,one,47,one,37,zero
,one,4,three,28,one,zero,,zero,,19,,38,zero
,two,3,zero,14,one,zero,zero,zero,two,19,one,24,zero
,three,,two,16,one,zero,one,,one,59,one,17,zero
zero,zero,2,,,zero,zero,,zero,zero,39,one,13,zero
,one,,three,25,one,zero,one,zero,,19,one,35,
one,zero,4,zero,26,one,zero,zero,,zero,44,,,zero
zero,one,3,two,30,,,one,,two,44,one,40,
one,zero,4,,,zero,zero,one,zero,one,43,one,26,zero
zero,one,4,,15,zero,,zero,,one,77,one,25,zero
,zero,3,,22,,zero,one,zero,one,,one,27,zero
zero,zero,5,two,,one,zero,,zero,zero,,,,zero
,one,,one,22,,,zero,zero,,45,one,,one
zero,zero,11,zero,7,zero,zero,zero,zero,,44,one,17,zero
