AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
45,1,6,0,2,0,2,2,11171.6,1,2400,1,501,1,2,2,2,114,77
39,2,5,0,2,2,4,2,11171.6,,13500,3,52,2,2,2,2,143,143
21,1,6,,2,2,4,,11171.6,7,0,0,52,2,2,2,2,169,143
16,2,6,0,2,2,,2,11171.6,4,0,0,,2,2,2,2,205,143
66,1,1,,2,0,,,15097.5,,4100,1,84,2,2,2,2,41,42
68,2,1,,2,0,,2,15097.5,5,8900,2,84,1,1,2,,49,42
,2,5,0,2,0,2,,15097.5,7,47000,6,,2,2,2,,72,73
33,2,6,0,2,0,,1,15097.5,5,4300,1,,2,2,2,2,127,73
66,1,1,,6,,5,1,15097.5,10,22000,4,501,2,2,2,2,43,43
59,2,1,0,6,,5,1,15097.5,9,200000,9,501,2,2,2,2,42,43
39,1,6,0,6,0,5,,15097.5,,0,0,501,2,2,2,,60,43
34,,2,0,6,0,5,1,15097.5,,21800,4,501,2,2,2,2,50,43
39,2,1,,,,,1,15097.5,8,0,0,501,2,2,2,2,48,48
42,1,1,0,,3,5,1,15097.5,12,300000,9,501,2,2,2,2,37,48
59,1,1,0,6,1,,1,15097.5,12,544020,9,,2,2,2,2,87,87
56,2,1,0,6,1,3,1,15097.5,9,10,1,501,2,2,2,2,87,87
15,1,6,,6,1,,,15097.5,4,0,0,,2,2,2,2,89,87
,1,1,0,2,0,2,1,11171.6,5,1600,1,74,1,2,2,2,64,64
,2,1,,2,0,2,1,11171.6,,9800,2,74,2,2,2,2,71,64
59,1,1,0,2,0,,1,15097.5,10,120000,9,501,2,2,2,2,45,45
68,2,1,0,2,0,,1,15097.5,,54000,7,501,2,2,2,,43,45
,2,3,,2,0,3,1,15097.5,6,17200,3,501,2,2,2,2,81,81
50,1,6,0,,,3,1,15097.5,7,50000,6,,2,2,2,2,106,81
38,2,6,0,,0,3,1,15097.5,9,50000,6,501,2,2,2,2,132,81
36,2,6,0,,,2,,15097.5,8,10500,2,,2,1,2,,119,119
60,2,6,0,2,0,,,15097.5,5,0,0,61,2,1,2,2,121,119
36,,1,0,2,2,4,1,11171.6,7,100000,8,501,2,2,2,,605,605
,2,1,,2,2,4,1,11171.6,7,35000,5,501,2,2,2,,508,605
,2,1,0,,,2,1,11171.6,,70000,8,501,2,1,2,2,79,79
71,1,1,0,2,0,2,1,11171.6,4,18000,3,501,2,2,2,,98,79
39,2,6,,2,2,3,2,11171.6,7,29000,4,141,2,2,2,2,258,258
15,,6,0,2,2,3,,11171.6,4,0,0,141,2,2,2,2,275,258
43,,4,0,2,2,,,11171.6,7,20000,3,,2,2,2,2,210,210
18,1,6,0,,,,2,11171.6,4,3600,1,,2,2,2,2,220,210
16,2,6,0,2,2,4,2,11171.6,4,0,0,,2,2,2,2,301,210
,2,1,,2,0,2,,15097.5,,62000,7,501,2,2,2,2,151,151
,,1,0,2,0,2,1,15097.5,5,42300,6,501,2,2,2,2,123,151
67,,1,4,1,0,2,1,15097.5,9,160000,9,501,2,2,2,2,75,75
67,2,1,0,1,0,2,1,15097.5,9,16600,3,501,2,2,2,2,118,75
43,,6,0,,0,5,1,11171.6,9,62000,7,352,2,2,2,2,564,564
26,2,6,0,2,0,5,1,11171.6,7,38000,5,352,2,2,2,,943,564
24,2,6,0,2,0,5,1,11171.6,7,10000,2,352,2,2,2,2,799,564
54,2,6,0,2,0,2,2,15097.5,7,1300,1,18,2,2,2,2,47,47
52,,5,0,2,,,,15097.5,,1800,1,18,2,1,2,,60,47
44,2,6,0,2,,2,,15097.5,9,96000,8,,2,2,2,2,149,149
85,2,1,0,2,0,,,15097.5,10,13100,3,373,2,2,2,2,159,159
,1,1,0,2,0,2,1,15097.5,9,44500,6,373,2,2,2,,144,159
60,2,4,0,,0,2,,11171.6,4,12700,2,97,2,2,2,2,77,77
24,,6,0,2,0,2,2,11171.6,3,3700,1,97,2,2,2,2,106,77
76,2,3,,9,0,2,,15097.5,9,0,0,144,2,2,2,2,72,72
31,2,6,0,,0,2,,15097.5,10,22000,4,144,2,2,2,2,122,72
42,,6,0,,2,3,,11171.6,5,80000,8,,2,2,2,2,65,64
17,,6,0,,2,3,,11171.6,4,12300,2,453,2,2,2,2,93,64
,2,1,0,2,0,,2,15097.5,8,9000,2,91,1,1,2,,104,104
55,1,1,0,2,0,3,2,15097.5,,0,0,91,2,2,2,2,78,104
28,1,6,0,2,,3,2,15097.5,7,9100,2,91,1,1,1,2,128,104
,2,1,0,2,0,,1,11171.6,9,2800,1,157,2,2,2,2,134,134
81,,1,0,,0,2,1,11171.6,8,21100,4,157,2,2,2,2,111,134
50,,1,0,2,0,,2,11171.6,9,68260,7,376,2,2,2,2,107,108
47,1,1,,2,0,6,2,11171.6,5,30000,5,376,2,2,2,2,110,108
26,2,6,0,,,6,2,11171.6,5,32000,5,,2,2,2,,170,108
17,1,6,,2,0,6,2,11171.6,4,1200,1,,2,2,2,2,107,108
26,2,6,0,2,0,6,2,11171.6,5,0,0,0,2,2,2,2,168,108
72,2,4,0,2,0,,2,15097.5,7,29100,4,403,1,1,2,,169,169
,1,4,0,,0,3,2,15097.5,,31000,5,403,2,2,2,2,225,169
76,2,6,0,2,0,3,2,15097.5,5,20040,3,403,1,2,2,2,236,169
44,2,6,0,1,0,2,1,15097.5,9,179000,9,,2,2,2,2,155,155
28,,6,0,1,0,2,,15097.5,9,40000,6,501,2,2,2,,229,155
40,,4,,2,2,5,2,15097.5,7,47100,6,151,2,2,2,2,129,130
19,2,6,0,2,2,5,2,15097.5,5,0,0,,2,2,2,2,125,130
18,1,6,0,2,2,5,2,15097.5,,0,0,,2,2,2,2,120,130
44,2,6,0,2,,4,1,11171.6,8,154000,9,,2,2,2,2,116,115
17,2,6,0,,1,,1,11171.6,4,0,0,501,2,2,2,2,164,115
23,2,4,0,2,1,4,1,11171.6,9,17000,3,501,2,2,2,2,163,115
53,1,1,0,9,2,4,1,15097.5,7,120000,9,468,2,2,2,,57,57
41,2,1,2,2,2,,1,15097.5,7,0,0,468,1,2,2,1,55,57
53,1,6,,2,0,2,,15097.5,7,0,0,99,2,2,2,,51,51
30,2,6,0,,,2,,15097.5,7,16800,3,99,2,2,2,2,92,51
,2,3,,,2,3,1,15097.5,12,122200,9,501,2,2,2,2,47,47
34,2,6,0,2,,2,,15097.5,7,19300,3,,2,1,2,2,116,115
,2,1,0,1,0,2,,15097.5,9,108900,9,501,2,2,2,2,76,76
52,,1,2,1,0,2,1,15097.5,8,65000,7,501,2,2,2,,81,76
43,1,4,1,3,1,3,2,15097.5,7,40000,6,208,1,2,2,,243,243
18,,6,1,3,1,3,,15097.5,7,2200,1,208,2,2,2,2,213,243
15,1,6,1,3,1,3,,15097.5,4,0,0,,2,2,2,2,313,243
59,2,5,0,2,0,3,2,11171.6,,19600,3,,2,2,2,2,76,76
34,2,5,0,2,0,3,,11171.6,7,0,0,95,2,2,2,2,112,76
43,2,6,0,2,4,5,,15097.5,10,45000,6,,2,2,2,2,179,178
58,2,1,0,1,0,3,1,15097.5,12,12000,2,501,2,2,2,,85,85
58,1,1,0,1,0,3,1,15097.5,11,554000,9,501,2,2,2,,61,85
24,2,6,0,,0,3,,15097.5,9,20000,3,,2,2,2,2,64,85
33,1,6,,2,2,3,,15097.5,5,0,0,0,2,2,2,2,220,219
35,2,6,0,2,1,2,1,11171.6,9,63000,7,362,2,2,2,,78,78
37,,6,0,2,,2,,11171.6,,48000,6,366,2,1,2,,100,78
44,1,6,0,1,1,3,1,11171.6,9,76000,8,372,2,2,2,,169,169
24,2,6,,,1,3,1,11171.6,7,0,0,,2,2,2,2,167,169
38,2,6,0,2,1,2,,11171.6,,4900,1,,2,2,2,,237,238
29,2,6,0,,3,4,,15097.5,6,12000,2,46,2,2,2,,188,188
66,1,1,0,2,0,,,11171.6,,49700,6,,2,2,2,2,84,84
63,2,1,,,0,,1,11171.6,8,30000,5,501,2,2,2,2,83,84
,1,1,0,2,0,4,1,11171.6,9,62000,7,501,2,2,2,,139,84
38,,1,,2,0,,1,11171.6,,7400,2,501,2,2,2,2,113,84
56,,1,0,1,2,4,,15097.5,10,0,0,501,2,2,2,2,124,124
,1,1,0,1,2,4,1,15097.5,10,589000,9,501,2,2,2,2,89,124
17,1,6,0,1,2,4,,15097.5,4,250,1,501,2,2,2,2,96,124
43,2,4,0,2,0,2,2,15097.5,9,5900,1,84,2,2,2,,119,119
19,2,6,2,2,0,2,2,15097.5,7,8400,2,84,2,2,2,2,96,119
73,2,4,0,2,,2,2,15097.5,,13100,3,75,2,1,2,2,48,48
,2,1,0,2,3,,,15097.5,7,114000,9,501,2,2,2,,108,108
47,,1,,1,3,,1,15097.5,9,120000,9,501,2,2,2,2,61,108
17,2,6,0,8,3,5,,15097.5,4,400,1,,2,2,2,,112,108
16,1,6,,8,3,,,15097.5,4,0,0,501,2,2,2,2,109,108
32,2,1,2,8,2,,1,15097.5,,76600,8,501,2,2,2,2,276,276
33,1,1,0,1,2,4,1,15097.5,9,55000,7,501,2,2,2,,314,276
,1,1,0,2,,2,1,11171.6,7,65120,7,501,2,2,2,2,82,82
69,2,1,0,2,0,2,1,11171.6,,35000,5,501,2,2,2,2,72,82
76,1,3,0,2,0,,1,15097.5,,18600,3,,2,1,2,2,58,58
54,2,4,0,,0,,1,15097.5,7,15000,3,172,2,2,2,1,103,58
64,1,2,0,2,0,4,1,15097.5,5,12300,2,172,2,2,2,2,77,58
80,1,4,0,2,,4,,15097.5,,29400,4,241,2,1,2,,73,58
62,1,1,,1,,2,1,15097.5,12,35400,5,501,2,2,2,2,67,68
62,2,1,0,1,0,2,1,15097.5,10,59000,7,501,2,2,2,2,96,68
65,1,6,0,2,0,2,1,11171.6,,65000,7,501,2,2,2,,72,73
55,2,4,,,0,2,1,11171.6,5,0,0,0,2,2,2,2,70,73
84,2,3,0,2,0,2,1,11171.6,5,14400,3,501,2,2,2,2,87,73
66,2,6,0,,,4,1,11171.6,10,45000,6,,2,2,2,2,42,43
38,1,4,,,,,,11171.6,5,0,0,269,2,2,2,2,83,43
59,,1,0,2,,4,1,11171.6,,25000,4,269,2,1,2,2,69,43
,2,1,0,2,,4,,11171.6,9,0,0,269,2,2,2,,57,43
33,2,6,0,2,7,8,2,15097.5,5,2600,1,,2,2,2,2,319,319
17,1,6,0,2,7,8,,15097.5,4,0,0,,2,2,2,2,360,319
36,1,4,0,2,,2,,11171.6,10,70000,8,,2,2,2,2,96,96
65,2,5,0,2,0,,2,15097.5,1,8800,2,57,2,2,2,2,71,72
48,1,6,0,2,0,2,2,15097.5,7,0,0,,2,2,2,2,122,72
72,2,1,,2,0,2,1,11171.6,8,40000,6,393,2,2,2,2,44,45
74,1,1,0,2,0,,1,11171.6,,19800,3,393,1,1,2,2,56,45
67,1,1,,2,0,2,1,15097.5,10,13700,3,114,2,2,2,,38,38
58,2,1,0,,0,2,,15097.5,,3700,1,114,2,2,2,2,47,38
46,,4,0,2,0,,,15097.5,8,45000,6,322,2,2,2,,101,102
27,1,6,0,2,0,2,2,15097.5,5,10000,2,,2,2,2,,211,102
26,2,6,0,,0,2,,15097.5,5,12000,2,,2,2,2,2,212,102
49,2,4,0,1,2,3,,15097.5,9,82000,8,,2,2,2,,65,65
47,,6,0,,0,2,1,11171.6,5,75000,8,,2,2,2,2,540,541
23,1,6,0,,,2,1,11171.6,7,50000,6,,2,2,2,2,618,541
51,2,6,0,2,0,2,1,15097.5,9,80000,8,501,2,2,2,,144,144
28,2,6,0,2,0,2,1,15097.5,9,50000,6,,2,2,2,2,215,144
,1,6,0,2,0,2,1,15097.5,5,38000,5,287,2,2,2,2,137,144
53,,4,0,2,,,1,15097.5,5,10000,2,,2,2,2,2,544,545
16,1,6,0,2,3,4,,15097.5,,0,0,,2,2,2,2,663,545
65,,4,0,2,0,2,2,15097.5,6,28800,4,204,2,2,1,1,103,103
56,2,6,0,2,0,2,2,15097.5,,0,0,,1,2,2,2,130,103
65,1,6,0,2,0,,2,15097.5,5,2600,1,,1,1,2,,105,103
27,2,6,0,,1,,,15097.5,9,1000,1,51,2,2,2,,65,65
19,2,2,0,2,,5,2,15097.5,,1000,1,51,2,2,2,2,50,65
,2,2,0,2,1,,2,15097.5,4,0,0,51,1,2,2,2,70,65
72,1,4,0,2,1,,2,15097.5,10,14100,3,,2,2,2,2,42,65
45,1,1,0,2,0,2,1,11171.6,4,8400,2,266,1,2,1,2,103,103
,2,1,0,,0,2,1,11171.6,8,36400,5,266,2,2,2,2,79,103
36,2,6,0,,1,3,2,11171.6,5,14700,3,123,2,2,2,2,154,155
21,,6,0,,1,3,,11171.6,7,10000,2,,2,2,2,,219,155
16,1,6,0,2,1,3,2,11171.6,4,600,1,123,1,2,2,,164,155
39,2,4,0,2,1,2,,11171.6,10,50000,6,285,2,2,2,,332,331
28,1,6,0,,0,,2,15097.5,7,15600,3,89,2,2,2,2,114,114
39,2,6,0,,1,2,2,11171.6,4,16000,3,,2,2,2,,112,112
17,2,6,0,1,1,,,11171.6,4,0,0,91,2,2,2,2,118,112
66,,1,0,1,,2,1,15097.5,10,180200,9,501,2,2,2,2,45,44
70,1,1,0,2,,2,1,15097.5,7,78030,8,,2,2,2,2,43,44
46,,2,0,2,1,,2,15097.5,9,109000,9,501,2,2,2,,237,237
18,2,6,0,2,1,3,2,15097.5,7,500,1,501,2,2,2,2,302,237
82,1,1,,2,0,2,1,11171.6,7,26000,4,441,2,2,2,2,67,66
82,2,1,0,2,0,2,1,11171.6,,41200,6,441,2,2,2,2,84,66
74,2,3,0,,0,2,2,15097.5,7,48400,6,318,2,2,2,2,68,68
34,2,6,0,2,0,,,15097.5,7,0,0,,2,2,2,2,129,68
55,2,6,0,2,0,2,2,15097.5,9,80000,8,,2,2,2,,116,116
77,2,4,0,2,,2,,15097.5,8,90000,8,501,1,2,2,,148,116
29,,6,0,2,4,5,,11171.6,4,40000,6,133,2,2,2,2,175,174
25,1,6,0,,4,5,2,11171.6,7,38000,5,,2,2,2,,255,174
,1,1,,2,2,4,2,15097.5,,9600,2,68,1,2,2,,51,51
44,2,1,0,2,2,,2,15097.5,,8000,2,68,2,2,2,2,67,51
51,2,6,0,2,1,2,1,11171.6,9,61000,7,,2,2,1,2,46,46
31,,6,0,2,2,5,1,11171.6,9,62000,7,,2,2,2,2,99,100
30,2,6,0,2,,5,1,11171.6,8,92000,8,501,2,2,2,2,98,100
71,1,6,0,2,2,5,1,11171.6,5,45000,6,,2,2,2,2,100,100
30,1,1,1,1,0,,1,11171.6,,20000,3,119,2,2,2,2,48,48
,2,1,1,1,0,2,,11171.6,,0,0,119,2,2,2,2,43,48
67,2,3,0,2,0,2,1,11171.6,,9000,2,59,2,2,2,,53,53
50,1,6,0,2,0,2,,11171.6,5,0,0,59,2,2,2,2,82,53
62,2,3,0,2,0,2,,11171.6,7,4100,1,156,2,2,2,2,84,84
94,2,3,0,2,,2,1,11171.6,6,22570,4,156,1,1,2,1,105,84
47,2,1,0,1,0,2,1,15097.5,,48000,6,501,2,2,2,,49,49
55,1,1,0,1,0,2,1,15097.5,10,94000,8,501,2,2,2,,35,49
,2,6,0,,3,6,,11171.6,8,16370,3,,2,2,2,2,96,96
31,1,6,0,,,,,11171.6,9,9800,2,501,2,2,2,2,123,96
38,,6,0,2,3,6,2,11171.6,9,150000,9,,2,2,2,,142,96
,1,2,0,,0,4,1,11171.6,,32000,5,385,2,2,2,2,152,152
28,2,6,0,2,0,4,,11171.6,9,6000,1,385,2,2,2,2,248,152
25,2,6,,2,0,4,1,11171.6,9,6000,1,385,2,2,2,2,249,152
53,2,2,0,2,0,,1,11171.6,,56000,7,385,2,2,2,2,190,152
62,1,4,0,2,0,2,1,11171.6,6,70000,8,501,2,2,2,2,84,84
23,2,6,0,2,0,2,,11171.6,8,15000,3,501,2,2,2,,115,84
39,,1,0,2,2,4,1,15097.5,10,125000,9,501,2,2,2,2,46,46
45,,1,0,6,2,,1,15097.5,,50000,6,501,2,2,2,2,32,46
62,2,1,0,2,0,,1,15097.5,10,37000,5,501,2,2,2,,63,63
70,1,1,0,2,0,2,1,15097.5,10,56900,7,501,2,2,2,,53,63
73,1,6,0,,0,2,1,11171.6,12,171000,9,,2,2,2,,165,165
55,,6,0,2,,2,1,11171.6,10,91000,8,501,2,2,2,,193,165
69,,4,0,2,0,2,,11171.6,8,22600,4,245,2,2,2,2,40,41
50,2,6,0,2,,,1,11171.6,7,15000,3,,2,2,2,2,67,41
70,2,1,0,2,0,2,1,11171.6,4,18900,3,242,2,2,2,2,180,180
80,1,1,0,2,0,2,1,11171.6,,18000,3,242,2,2,2,2,177,180
46,1,1,0,6,,3,1,15097.5,12,167200,9,501,2,2,2,2,55,54
47,2,1,,1,1,3,,15097.5,10,20050,3,501,2,2,2,2,60,54
27,2,4,1,1,3,4,2,15097.5,7,16400,3,,2,2,2,2,185,184
63,,5,0,2,1,,,15097.5,7,13500,3,77,2,2,2,2,59,59
41,2,6,0,2,,,,15097.5,4,1000,1,7,2,2,2,2,75,59
48,1,1,0,,0,2,1,15097.5,10,94000,8,501,2,2,2,,174,173
48,,1,0,2,0,2,1,15097.5,12,115000,9,501,2,2,2,2,128,173
35,1,1,0,2,,,1,15097.5,,0,0,46,2,1,2,2,120,120
32,2,1,0,2,0,2,1,15097.5,9,8000,2,46,2,2,2,2,94,120
63,1,6,0,,,2,1,11171.6,5,63000,7,445,2,2,2,2,89,89
,,3,0,2,0,2,1,11171.6,5,12000,2,445,2,1,2,2,95,89
53,1,6,0,,,3,2,15097.5,5,65000,7,329,2,2,2,2,411,412
35,1,6,0,2,0,3,,15097.5,5,0,0,,2,2,2,2,962,412
54,1,6,0,2,0,3,2,15097.5,5,0,0,,2,2,2,2,513,412
34,2,6,0,2,,,,11171.6,5,25000,4,122,2,2,2,2,103,103
39,2,1,0,1,,4,1,15097.5,9,64000,7,,2,2,2,2,442,441
39,1,1,0,1,2,4,1,15097.5,12,48300,6,438,2,2,2,,346,441
72,2,1,0,2,0,3,1,11171.6,7,40000,6,436,2,2,2,2,102,102
75,1,1,0,2,,3,1,11171.6,7,20800,4,436,2,1,2,2,100,102
52,2,4,0,2,0,3,1,11171.6,9,25000,4,436,2,2,2,2,168,102
48,2,6,0,,0,2,2,11171.6,,34200,5,,2,2,2,2,56,56
26,1,6,0,2,,2,2,11171.6,5,0,0,202,1,2,1,2,121,56
83,1,1,,2,0,2,1,11171.6,5,120,1,107,1,1,2,,38,37
80,2,1,0,2,0,2,1,11171.6,,16400,3,107,2,2,2,2,48,37
55,1,1,4,1,1,4,2,11171.6,8,36000,5,298,2,2,2,,35,35
47,2,1,4,1,1,4,2,11171.6,7,42800,6,298,2,2,2,2,35,35
22,2,6,4,,1,4,,11171.6,5,360,1,,2,2,2,2,45,35
,1,1,,,1,3,,15097.5,10,60000,7,501,2,2,2,2,80,80
45,,1,1,8,1,3,1,15097.5,9,75000,8,501,2,2,2,2,102,80
39,,6,0,2,0,2,2,15097.5,7,20,1,,2,2,2,2,271,271
18,1,6,0,2,0,2,,15097.5,4,0,0,,2,2,2,2,252,271
,2,2,0,2,0,2,2,15097.5,5,37000,5,213,2,2,2,2,88,88
34,2,1,0,,1,3,1,15097.5,,36800,5,,2,2,2,2,60,60
,2,1,,1,1,,1,15097.5,9,50000,6,,2,2,2,2,51,60
27,1,1,0,6,0,2,2,15097.5,11,18000,3,487,2,2,2,2,98,98
28,,1,0,1,,2,2,15097.5,9,65000,7,487,2,2,2,2,112,98
49,2,6,,,1,2,,11171.6,7,0,0,0,2,2,2,2,321,321
52,1,1,0,1,3,,1,15097.5,10,220000,9,501,2,2,2,2,33,33
47,2,1,0,1,3,,1,15097.5,12,91000,8,501,2,2,2,2,44,33
22,2,6,1,,3,5,,15097.5,9,10000,2,,2,2,2,2,48,33
34,,5,0,2,,3,2,15097.5,7,29900,4,147,2,2,2,2,100,101
50,,5,0,1,2,3,2,15097.5,9,54000,7,266,2,2,2,,31,31
43,2,4,0,2,0,2,,11171.6,8,1500,1,8,2,2,2,2,63,63
21,1,6,,2,0,2,2,11171.6,8,0,0,,2,2,2,,77,63
,1,1,0,1,0,2,1,15097.5,12,265600,9,501,2,2,2,2,68,68
75,2,1,0,1,,,1,15097.5,,26600,4,501,2,2,2,2,42,68
,1,1,,1,0,,2,15097.5,,21800,4,204,2,2,2,2,77,77
74,2,1,,1,,,2,15097.5,5,9500,2,204,2,2,2,2,93,77
,2,4,0,2,,,,11171.6,8,14800,3,332,2,1,2,2,300,300
56,2,6,0,,0,3,,11171.6,5,50000,6,332,2,2,2,2,410,300
20,1,6,0,,0,,2,11171.6,7,1500,1,,2,2,2,2,466,300
81,2,3,,2,,3,1,11171.6,8,1800,1,104,2,2,2,1,79,79
51,1,6,0,,0,3,,11171.6,5,4100,1,104,2,2,2,2,109,79
21,2,6,0,,,3,1,11171.6,5,14900,3,,2,2,2,2,126,79
62,2,3,0,,0,2,1,11171.6,9,20000,3,292,2,2,2,2,48,49
33,2,6,0,2,0,2,,11171.6,7,30000,5,292,2,2,2,2,69,49
45,,4,0,2,2,,2,15097.5,5,1700,1,8,2,1,2,2,51,51
82,1,1,,2,0,3,1,11171.6,7,39000,5,323,2,2,2,2,55,55
,2,1,0,2,,3,,11171.6,,9000,2,323,2,1,2,2,69,55
34,1,6,0,2,0,3,1,11171.6,7,16000,3,323,2,2,2,,97,55
45,2,4,0,,,4,2,11171.6,8,104000,9,,2,2,2,,55,55
28,1,6,0,2,1,,2,11171.6,5,5000,1,442,2,2,2,2,123,55
21,2,6,0,,1,4,2,11171.6,4,7000,2,,2,2,2,,74,55
17,,6,0,2,1,4,2,11171.6,4,600,1,,2,2,2,2,55,55
,2,1,,2,1,6,1,11171.6,9,67000,7,393,2,2,2,2,111,111
,1,1,0,2,1,,1,11171.6,5,40000,6,393,2,2,2,2,109,111
25,2,6,0,2,1,6,,11171.6,9,21000,4,393,2,2,2,2,173,111
22,2,6,0,,1,6,,11171.6,9,12000,2,,2,2,2,2,146,111
17,,6,0,,1,6,,11171.6,4,500,1,,2,2,2,2,109,111
31,2,5,,,1,2,2,15097.5,10,24000,4,138,2,2,2,,39,39
70,,4,0,2,0,2,2,11171.6,5,78000,8,501,2,2,2,2,190,191
69,1,4,0,2,0,2,2,11171.6,5,0,0,,2,2,2,2,274,191
,1,1,,2,0,4,2,11171.6,5,2500,1,48,2,2,2,2,152,151
,2,1,0,2,0,,2,11171.6,,0,0,48,2,2,2,2,131,151
19,1,6,,,0,4,2,11171.6,4,0,0,48,2,2,2,,153,151
18,,6,0,2,0,4,,11171.6,4,10000,2,,2,1,2,2,151,151
56,,4,0,1,0,3,,11171.6,,82400,8,460,2,2,2,2,74,74
21,1,6,,,0,3,,11171.6,7,6000,1,,2,2,2,2,74,74
,2,6,0,1,0,3,1,11171.6,7,3000,1,460,2,2,2,2,78,74
46,2,4,0,2,0,,2,15097.5,5,32000,5,,2,2,2,2,124,123
21,2,6,0,2,0,2,,15097.5,7,0,0,,2,2,1,1,214,123
40,2,6,0,,5,6,,11171.6,7,83000,8,,2,2,2,2,455,455
17,1,6,0,,5,6,2,11171.6,4,9600,2,280,2,2,2,2,484,455
30,,6,0,,,4,,11171.6,5,37000,5,,2,2,2,2,97,97
65,2,1,0,1,,2,1,15097.5,11,554000,9,501,2,2,2,2,37,38
72,1,1,0,6,0,2,1,15097.5,10,125200,9,501,2,2,2,2,32,38
35,2,6,0,2,2,3,2,11171.6,6,25000,4,,2,2,2,2,253,253
40,2,4,2,,,2,2,11171.6,,53000,7,304,2,2,2,2,63,63
21,,6,0,1,,2,2,15097.5,5,34800,5,,2,1,1,2,39,39
73,2,2,0,1,0,2,2,15097.5,7,9200,2,258,2,2,2,2,60,39
28,2,6,0,2,,2,,15097.5,7,23900,4,,2,2,2,2,208,208
68,2,6,0,2,0,2,,15097.5,7,9000,2,374,1,1,2,2,67,66
25,2,6,0,2,0,2,,15097.5,8,48000,6,374,2,2,2,,140,66
36,2,6,0,,2,5,2,11171.6,5,36000,5,162,2,2,2,,268,269
15,2,6,,2,2,5,,11171.6,4,0,0,,2,2,2,2,384,269
30,1,6,,2,2,5,,11171.6,4,6000,1,,2,2,2,2,347,269
78,1,2,,,2,5,2,11171.6,5,8000,2,162,2,2,2,2,237,269
,1,1,0,2,2,4,2,15097.5,,70000,8,430,2,2,2,2,94,94
,2,1,0,2,2,4,2,15097.5,10,40000,6,,2,2,2,2,63,94
,2,3,0,2,0,,1,11171.6,7,13200,3,238,2,2,2,2,100,100
29,2,6,0,2,0,2,,11171.6,9,23400,4,,2,2,2,2,219,100
62,1,1,0,2,0,2,1,11171.6,7,130000,9,501,2,2,2,,230,230
,2,1,0,2,0,2,1,11171.6,5,13500,3,501,2,2,2,2,206,230
85,,3,0,2,,2,,11171.6,,26400,4,240,2,1,2,,47,47
63,2,6,0,2,0,2,2,11171.6,5,10500,2,240,2,2,2,2,56,47
67,1,1,0,2,0,2,2,11171.6,4,13000,3,183,2,2,2,2,206,206
49,,1,0,2,0,,2,11171.6,,15000,3,183,2,2,2,2,256,206
50,2,6,0,2,0,3,,11171.6,4,9200,2,,2,2,1,2,308,309
21,1,6,0,2,,3,,11171.6,5,0,0,,2,2,2,,352,309
67,2,5,0,2,0,3,,11171.6,,32200,5,,2,2,2,2,276,309
58,,1,0,,,2,1,15097.5,,219000,9,501,2,2,2,2,112,111
,1,1,0,2,0,2,1,15097.5,10,200000,9,501,2,2,2,2,89,111
50,2,4,,2,0,3,2,15097.5,9,11000,2,78,2,2,2,2,47,47
23,1,6,,2,0,,,15097.5,5,5000,1,78,2,2,2,2,60,47
31,,1,0,1,,,2,15097.5,10,44000,6,420,2,2,2,2,83,83
31,1,1,,1,1,3,2,15097.5,,42000,6,420,2,2,2,2,70,83
51,1,4,0,2,0,3,2,15097.5,5,107000,9,501,2,2,2,2,101,101
21,2,6,0,,0,3,2,15097.5,7,3300,1,,2,2,2,2,164,101
20,2,6,0,2,0,3,2,15097.5,7,7000,2,501,2,2,2,2,164,101
57,,1,0,1,0,2,1,15097.5,,120000,9,,2,2,2,2,52,52
59,2,1,0,,,2,1,15097.5,7,71000,8,501,2,2,2,,73,52
,2,6,0,2,0,2,2,15097.5,7,10800,2,71,1,1,2,,106,106
44,2,6,0,2,,2,2,15097.5,5,0,0,71,2,1,2,,171,106
40,1,1,1,8,1,5,1,11171.6,7,40000,6,281,2,2,2,2,227,227
39,,1,1,8,1,5,1,11171.6,5,25000,4,281,2,2,2,2,200,227
21,2,6,,,1,5,1,11171.6,8,18000,3,,2,2,2,,245,227
18,2,6,,8,1,5,1,11171.6,5,7200,2,281,2,2,2,2,190,227
,2,4,0,2,3,,1,15097.5,,42500,6,164,2,2,2,2,111,111
29,2,6,0,1,3,4,,15097.5,6,40300,6,304,2,2,2,,102,111
48,2,1,0,2,2,4,1,11171.6,10,112000,9,501,2,2,2,,98,98
52,1,1,,2,2,4,,11171.6,1,59000,7,501,2,2,2,2,95,98
15,1,6,0,,2,4,1,11171.6,4,0,0,,2,2,2,2,95,98
,2,1,0,1,3,5,1,15097.5,12,553000,9,501,2,2,2,2,49,48
44,,1,0,,,5,1,15097.5,9,544000,9,501,2,2,2,,38,48
15,1,6,,1,3,,,15097.5,3,0,0,501,2,2,2,2,35,48
28,,6,0,,0,2,,15097.5,5,14400,3,168,2,2,2,,90,90
43,2,6,0,2,,,,15097.5,,14000,3,,2,1,2,,90,90
44,,6,0,,1,,1,15097.5,8,84910,8,,2,2,2,,83,83
16,1,6,0,9,1,2,1,15097.5,4,-2000,0,,1,2,2,,109,83
