AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
62,1,1,,1,0,2,2,3305.1,10,156000,9,501,,2,2,2,46,46
52,2,1,0,1,0,2,2,3305.1,2,12000,3,501,2,2,,2,41,
43,1,4,,6,1,,2,,4,30600,5,247,2,2,2,2,83,
16,1,6,0,6,1,2,2,,4,12900,3,247,2,2,2,2,66,
79,1,1,0,6,0,2,2,,4,7200,2,178,2,2,2,2,203,
84,2,,,6,0,,2,,4,20300,4,178,1,1,,2,171,203
34,1,1,,6,0,,2,33632.6,10,300000,9,501,2,2,2,2,132,
31,2,,,1,0,2,2,,10,180000,9,501,2,,,2,,132
38,1,,0,6,2,,2,3305.1,10,110000,8,430,2,2,2,2,53,
37,2,1,,6,2,4,2,3305.1,10,0,0,430,2,,,2,49,
67,1,1,0,6,0,,1,3305.1,10,3000,1,19,2,2,2,2,118,118
63,2,,0,6,0,2,1,3305.1,9,,0,19,2,,,2,127,118
28,2,6,0,6,0,,2,33632.6,9,43300,6,315,2,2,,2,129,
75,1,1,,6,0,,2,33632.6,4,11900,3,315,2,2,,2,163,129
72,2,1,,6,0,3,2,33632.6,4,6800,2,315,2,2,2,2,146,
27,2,,0,6,0,,1,3305.1,9,,0,282,2,,,2,,
33,1,1,,1,0,2,1,3305.1,12,47600,6,282,2,,,2,58,
34,2,,0,1,1,2,2,3305.1,9,8000,2,45,2,,2,2,,58
43,1,1,0,1,3,5,1,3305.1,10,571000,9,501,2,2,2,2,64,63
45,2,,0,1,3,5,1,,9,,0,501,,,,2,,63
15,1,6,,1,3,5,1,3305.1,4,,0,501,,2,2,2,63,63
49,2,4,0,1,2,,1,,10,116700,8,501,2,,2,2,,
71,1,4,,1,2,3,1,3305.1,9,82700,8,501,2,2,2,2,,106
16,1,6,,1,2,3,1,,4,330,1,501,,,2,2,108,
16,1,,,1,2,3,1,3305.1,4,,0,501,2,,2,2,,
68,2,1,0,1,0,,1,3305.1,11,34300,5,289,2,,2,2,101,
83,1,1,0,1,0,,1,,9,9800,2,289,,2,2,2,97,101
64,1,,,6,0,3,2,,4,1000,1,254,2,,2,2,142,143
63,2,,,6,0,,2,,3,9600,2,254,2,,2,2,172,
33,1,,,6,0,,2,,7,40000,6,254,,2,2,2,197,
78,2,,0,1,0,2,1,3305.1,7,,7,452,2,2,,2,165,165
26,1,6,,1,0,2,1,,7,0,0,452,,,2,2,,165
72,2,3,0,1,0,2,1,,10,99500,8,501,,,,2,,51
26,1,6,,1,0,2,1,,7,3900,2,501,,,2,2,,51
41,1,1,0,1,2,4,1,33632.6,9,,9,501,,,2,2,52,
39,2,1,0,1,2,4,1,33632.6,11,,0,501,2,,2,2,,51
51,1,1,,6,2,5,2,,4,26000,4,249,2,2,2,2,67,68
45,2,1,0,6,2,,2,33632.6,7,40000,6,249,2,2,2,2,66,
15,2,,,6,2,5,2,33632.6,4,0,0,249,2,,,2,70,
82,2,3,0,6,2,5,2,33632.6,3,10900,3,249,1,2,2,2,91,
52,2,1,1,9,0,,2,33632.6,7,,5,362,,,,2,78,
60,1,1,0,1,0,,2,,5,30500,5,362,2,2,2,2,,78
44,1,1,0,1,1,3,2,33632.6,10,260000,9,501,2,2,2,2,60,60
45,2,,3,1,1,3,2,,9,,0,501,2,,2,2,,
40,1,1,0,1,1,,1,33632.6,12,571000,9,501,,2,2,2,,74
39,2,1,,6,1,,1,33632.6,12,,8,501,2,,,2,80,
40,1,1,,1,1,3,1,33632.6,11,746000,9,501,2,2,,2,,112
34,2,1,0,1,1,3,1,33632.6,9,40000,6,501,,,2,2,123,112
67,1,,,9,0,2,2,3305.1,9,0,0,196,2,2,,2,65,
61,2,,,9,0,,2,3305.1,7,30000,5,196,2,2,2,2,93,
64,2,1,0,1,0,,1,,9,,8,501,,,,2,109,109
61,1,1,,1,0,,1,3305.1,9,,8,501,,2,2,2,,109
55,1,1,,6,0,,1,3305.1,10,118000,8,501,,,2,2,48,47
53,2,1,,6,0,3,1,3305.1,10,,5,501,2,2,2,2,44,47
25,2,6,,6,0,3,1,,9,95000,8,501,2,,,2,87,47
63,2,,0,6,0,2,1,33632.6,9,150000,9,501,,2,,2,145,
89,2,,0,6,0,,1,33632.6,5,371900,9,501,2,2,,2,,145
44,2,1,0,1,2,,2,,9,,7,501,2,,2,2,84,
44,1,1,0,1,2,4,2,,9,99310,8,501,2,2,,2,106,84
20,1,,,6,0,4,2,33632.6,7,,3,308,1,2,2,2,47,47
22,1,6,,6,0,4,2,33632.6,6,30000,5,308,2,,2,2,60,
52,1,4,0,6,0,4,2,,3,0,0,308,2,2,2,2,83,
50,2,,,6,0,4,2,33632.6,1,35000,5,308,2,2,,2,71,
55,1,,,6,1,,1,3305.1,11,,9,501,,,2,2,,60
54,2,,,6,1,,1,3305.1,10,0,0,501,2,,2,2,53,60
18,2,6,0,6,1,4,1,3305.1,7,,0,501,2,,,2,51,
15,1,,,6,1,4,1,3305.1,4,0,0,501,2,,2,2,62,
89,1,,0,1,0,2,1,3305.1,9,,7,457,,2,2,2,,93
53,1,4,0,1,0,2,1,3305.1,7,,2,457,2,,2,2,128,93
83,1,1,0,1,0,,1,33632.6,11,130700,9,501,2,2,,2,,87
83,2,1,0,1,0,2,1,33632.6,9,21200,4,501,2,,2,2,,87
64,2,,0,6,0,,1,3305.1,9,0,0,237,2,,,2,39,38
62,1,1,,6,0,2,1,3305.1,10,40000,6,237,2,2,,2,37,38
59,2,1,0,6,0,,1,3305.1,10,,9,501,,2,2,2,,124
64,1,1,,6,0,,1,3305.1,10,155000,9,501,,2,2,1,,124
33,1,6,,6,0,3,1,3305.1,9,,9,501,,2,2,2,157,124
25,2,,0,1,0,,2,,9,,7,501,2,2,,2,,100
28,2,6,,1,0,,2,,9,,8,501,2,,,2,125,
25,2,6,,6,0,2,2,,9,,7,501,,2,2,2,170,100
63,1,1,0,1,0,2,1,33632.6,5,,8,501,,2,,2,,115
62,2,,0,1,0,2,1,,7,0,0,501,2,,2,2,103,115
56,1,1,,1,0,,1,3305.1,9,214000,9,501,2,2,2,2,,133
53,2,1,,6,0,,1,3305.1,10,,9,501,2,,2,2,111,
56,2,,0,1,0,2,1,3305.1,10,440000,9,501,2,2,,2,,139
57,1,1,0,1,0,2,1,3305.1,9,671000,9,501,,,2,2,142,139
51,1,1,,1,2,4,1,33632.6,9,18300,3,501,,,2,2,,
45,2,,,1,2,4,1,33632.6,10,,9,501,,,2,2,,66
42,2,1,,1,1,3,1,,10,136000,9,501,,,2,2,,
43,1,1,0,1,1,3,1,33632.6,9,180000,9,501,2,2,2,2,63,60
56,1,1,,1,0,,1,33632.6,9,349000,9,501,2,2,,1,116,117
54,2,1,0,1,0,,1,,8,20000,4,501,2,2,,2,115,117
78,2,6,0,1,0,,2,,9,12700,3,72,2,1,2,1,70,
15,2,,,6,0,2,2,,4,,0,72,2,,,2,77,
51,1,3,0,6,1,2,2,33632.6,4,18000,3,115,2,,2,2,59,59
15,1,6,0,6,1,2,2,33632.6,4,2200,1,115,2,2,,2,48,
33,1,1,,1,0,,2,,9,125000,9,501,2,,,2,,80
28,2,,0,1,0,,2,,9,200000,9,501,2,2,,2,71,
62,1,1,,6,0,,1,3305.1,11,117000,8,501,,2,2,2,104,103
59,2,,0,6,0,2,1,3305.1,11,,3,501,2,,,2,112,
78,2,1,,1,0,2,1,33632.6,10,12000,3,501,2,,2,2,,101
72,1,1,,1,0,2,1,33632.6,9,183000,9,501,,,2,2,96,101
51,2,2,0,6,0,2,2,3305.1,9,30000,5,176,2,2,,2,,
26,1,6,0,6,0,,2,,9,,1,176,2,,2,2,130,72
94,1,,,6,0,2,1,3305.1,9,8000,2,103,,1,2,1,83,83
86,2,,0,6,0,,1,3305.1,6,8000,2,103,2,,,2,,83
49,2,,,1,2,4,1,,9,,0,501,2,,2,2,,58
47,1,1,0,1,2,4,1,3305.1,12,150000,9,501,2,,2,2,50,58
16,2,,,1,2,4,1,,4,,0,501,2,,2,2,60,58
85,2,,0,6,0,4,1,,9,0,0,199,2,2,,2,56,56
50,1,2,,6,0,4,1,3305.1,10,30000,5,199,2,2,2,2,69,
49,2,,0,6,0,,1,3305.1,10,23000,4,199,,,,2,63,56
16,2,6,0,6,0,4,1,3305.1,4,,0,199,,2,2,2,57,
59,1,,,6,0,2,1,,10,,4,501,,2,,2,106,106
58,2,1,,6,0,,1,3305.1,10,,8,501,2,2,,2,,106
49,1,1,,1,0,,1,3305.1,12,163000,9,501,2,,,2,50,50
48,2,1,0,1,0,2,1,,9,-5100,0,501,2,,,2,,
63,2,,0,6,0,,1,3305.1,9,36300,5,501,2,2,,2,,
31,2,6,,6,0,,1,3305.1,10,100120,8,501,2,2,,2,71,61
27,1,6,,6,0,,1,3305.1,10,,8,501,,2,2,2,94,
90,2,,,6,0,4,1,3305.1,7,10800,2,501,2,,2,2,80,
61,2,,0,1,0,2,1,3305.1,10,0,0,501,2,,2,2,,120
61,1,1,0,6,0,,1,3305.1,11,,9,501,2,2,,2,110,
71,1,,0,6,0,2,1,3305.1,9,16000,3,298,2,2,,2,117,117
69,2,,0,6,0,,1,3305.1,9,,5,298,2,2,,2,,
36,2,1,0,1,2,4,2,,9,600,1,501,2,2,2,2,93,93
40,1,,,1,2,,2,,10,166800,9,501,2,2,2,2,114,
50,1,1,0,1,0,2,2,33632.6,7,165000,9,501,2,2,2,2,,70
49,2,1,,6,0,,2,33632.6,9,117900,8,501,,2,,2,57,70
84,1,1,1,1,0,2,1,3305.1,7,68300,7,501,2,2,2,1,,97
82,2,1,0,1,0,2,1,3305.1,7,8900,2,501,2,2,2,1,52,97
62,2,1,0,1,0,3,1,3305.1,8,,9,501,,2,2,2,,63
64,1,1,0,1,0,3,1,3305.1,8,90000,8,501,,2,2,1,65,63
26,1,6,0,1,0,3,1,,9,30000,5,501,2,2,2,2,,63
44,1,1,,6,2,4,2,3305.1,9,584000,9,501,2,2,2,2,56,
39,2,,,6,2,4,2,,9,,0,501,2,2,,2,53,56
30,1,1,,6,0,,2,,9,,6,501,2,,2,2,218,
32,2,1,4,8,0,,2,,9,,6,501,2,,,2,134,
36,1,1,,1,2,,1,3305.1,9,596000,9,501,,2,2,2,,66
38,2,1,0,1,2,,1,3305.1,9,,9,501,2,,2,2,54,66
47,2,,,1,2,4,2,,9,226000,9,501,2,2,2,2,52,52
45,1,1,,1,2,4,2,,8,12000,3,501,2,2,,2,,52
16,1,6,0,1,2,4,2,,4,0,0,501,2,2,2,2,,52
42,1,1,2,1,2,6,2,,10,200000,9,501,,,2,2,119,118
42,2,1,0,1,2,6,2,,11,5000,2,501,2,2,,2,,118
70,1,,0,1,2,6,2,,10,,0,501,1,2,1,2,140,118
69,2,1,0,1,2,6,2,,9,70000,7,501,2,2,,2,132,118
47,1,1,,6,0,,1,33632.6,7,187700,9,501,,,2,2,82,83
42,2,1,0,6,0,,1,33632.6,9,,4,501,2,,2,2,70,
68,1,1,,6,0,,1,3305.1,10,74000,7,501,,2,2,2,105,105
65,2,,,6,0,,1,3305.1,9,,0,501,2,,,2,103,
27,1,6,,6,0,3,1,3305.1,9,65000,7,501,2,,,2,,105
64,1,2,,6,0,,1,3305.1,10,60100,7,501,,,,2,58,
34,2,6,0,6,0,,1,3305.1,9,,8,501,2,2,2,2,70,
36,1,1,0,1,3,5,1,,10,,9,501,2,2,2,2,64,64
39,2,,,6,3,5,1,3305.1,10,,9,501,2,2,2,2,62,
29,1,1,0,1,0,,2,33632.6,10,611000,9,501,2,2,2,2,77,78
30,2,1,,1,0,2,2,,9,80000,8,501,2,2,2,2,109,78
36,2,,0,6,2,4,2,33632.6,9,25010,4,265,2,2,,2,75,75
39,1,,0,6,2,,2,33632.6,9,43400,6,265,2,,2,2,72,75
57,1,1,,6,2,4,1,3305.1,10,167900,9,501,2,2,2,2,62,62
51,2,1,0,6,2,4,1,3305.1,11,,9,501,2,,,2,,62
16,2,6,0,6,2,4,1,3305.1,4,2000,1,501,2,2,2,2,64,
65,2,,0,1,0,2,2,,9,77200,7,501,2,2,,2,93,92
86,1,1,0,1,0,2,2,33632.6,5,26200,4,501,,1,2,2,,92
48,1,1,,1,0,,2,,10,571000,9,501,2,2,2,2,196,196
52,2,,0,1,0,,2,,9,250000,9,501,2,2,2,2,184,
61,1,1,,6,0,,1,3305.1,10,188200,9,501,2,2,2,2,49,
60,2,,,6,0,2,1,3305.1,9,0,0,501,2,,,2,,49
81,1,,,1,0,2,1,3305.1,12,100000,8,501,2,2,2,2,,44
76,2,,,1,0,2,1,3305.1,10,30000,5,501,2,,2,2,49,44
32,1,1,,6,1,3,2,33632.6,10,142000,9,501,2,,2,2,103,102
35,2,,0,1,1,,2,33632.6,10,250000,9,501,,2,,2,82,102
30,1,1,,6,0,,2,,9,100000,8,501,2,2,,2,63,63
31,2,,0,6,0,2,2,,9,,3,501,,2,,2,54,
52,2,1,,6,0,,1,,9,,8,501,2,2,,2,46,46
52,1,1,0,6,0,,1,3305.1,10,100000,8,501,,2,2,2,52,46
90,2,1,1,1,0,2,2,,9,32300,5,412,2,2,,2,83,83
94,1,1,0,1,0,2,2,,9,31300,5,412,,1,,1,54,83
55,1,1,0,1,1,,2,3305.1,9,100900,8,501,,2,,2,59,59
48,2,1,,1,1,,2,,10,170000,9,501,2,2,2,2,57,
40,1,1,0,1,2,4,2,,10,271500,9,501,2,,2,2,84,84
40,2,1,0,1,2,4,2,,10,10000,2,501,2,2,,2,,84
85,1,,,6,0,2,1,33632.6,3,59100,7,436,,2,2,2,64,
83,2,,,6,0,2,1,,3,,2,436,2,,,2,,63
48,2,1,,6,0,2,1,3305.1,5,,0,501,,,,2,,
49,1,1,,6,0,,1,3305.1,10,,9,501,2,2,2,2,46,47
76,1,1,,6,0,2,1,3305.1,11,99100,8,501,,2,2,2,78,78
69,2,,,6,0,2,1,3305.1,9,,2,501,2,,,2,61,
65,1,1,0,1,2,4,1,3305.1,10,10000,2,78,2,2,2,2,,54
53,2,,0,1,2,,1,3305.1,9,10000,2,78,,,2,2,,54
16,2,,0,1,2,4,1,3305.1,4,,0,78,2,,2,2,,
48,1,1,,6,2,,1,3305.1,11,150600,9,501,,2,2,2,40,39
45,2,,0,6,2,6,1,,9,13300,3,501,2,2,,2,,39
17,2,6,,6,2,6,1,3305.1,4,,2,501,,,2,2,,39
79,1,,,6,2,6,1,3305.1,1,0,0,501,,1,2,1,61,39
73,2,,,6,2,6,1,3305.1,1,,2,501,2,2,,2,,
29,2,1,,1,0,2,2,,9,245000,9,501,,2,2,2,163,163
32,1,1,0,1,0,,2,,9,,5,501,2,2,2,2,130,
45,1,1,,7,2,4,2,3305.1,5,75000,7,294,2,2,2,2,39,39
42,2,1,,1,2,,2,,5,0,0,294,2,,,2,55,39
64,1,1,0,6,0,2,1,3305.1,9,3600,2,501,,2,2,2,130,
64,2,1,,6,0,,1,3305.1,10,147900,9,501,2,2,,2,140,129
54,1,1,0,6,2,,2,3305.1,10,16000,3,178,2,2,1,2,69,69
44,2,1,0,6,2,,2,3305.1,9,30000,5,178,2,,,2,69,
17,2,,,6,2,4,2,,4,0,0,178,,2,,2,67,
17,1,6,0,6,2,4,2,,4,0,0,178,2,2,,2,69,
51,1,1,,6,1,,1,3305.1,12,,9,501,,2,2,2,119,119
48,2,,,6,1,,1,3305.1,10,,9,501,2,2,,2,112,119
16,1,,0,6,1,,1,3305.1,4,,0,501,,2,,2,,119
69,2,1,0,1,0,,2,33632.6,12,98400,8,501,2,2,2,2,79,79
65,1,1,0,1,0,2,2,33632.6,12,104500,8,501,2,2,2,2,70,79
56,1,1,,6,0,2,1,3305.1,10,,9,501,2,2,2,2,121,121
58,2,1,0,6,0,,1,3305.1,9,,9,501,2,,,2,129,
37,1,1,,1,2,4,1,3305.1,10,571000,9,501,,2,2,2,,58
39,2,1,0,1,2,4,1,3305.1,8,,2,501,2,2,2,2,,
50,1,1,,6,1,4,1,3305.1,10,,9,501,2,2,,2,62,61
48,2,1,,6,1,,1,3305.1,9,60000,7,501,,2,,2,58,61
18,1,6,,6,1,4,1,3305.1,5,0,0,501,2,,2,2,52,
15,2,,,6,1,4,1,3305.1,4,,0,501,,,,2,59,
78,1,1,0,1,0,,1,,11,,7,501,2,2,2,1,48,48
62,2,1,,6,0,,1,33632.6,10,,4,501,2,2,,2,84,
76,2,1,0,1,0,2,1,,9,35500,5,501,,2,,2,,
78,1,1,0,1,0,2,1,3305.1,11,76700,7,501,2,,2,2,,186
69,1,,0,6,0,,2,33632.6,7,24000,4,222,2,2,,2,210,210
60,2,,,6,0,2,2,,5,10000,2,222,2,2,,2,290,
75,1,,0,6,0,,2,33632.6,5,9000,2,116,2,2,1,2,301,301
72,2,,0,6,0,,2,33632.6,5,9000,2,116,2,2,2,2,270,
55,1,,1,1,1,3,1,,9,28000,5,501,2,2,2,2,,119
52,2,1,,1,1,,1,,10,,9,501,2,,2,2,,119
17,1,6,1,1,1,3,1,3305.1,4,0,0,501,,,2,2,95,
68,2,,0,1,0,,2,,9,91420,8,501,,2,,2,47,
33,1,,0,1,0,2,2,,9,60,1,501,2,2,,2,60,
75,1,,0,1,0,2,1,3305.1,11,,9,501,,2,2,2,,32
74,2,,,1,0,,1,3305.1,10,38800,5,501,2,2,,2,,32
36,1,1,0,6,0,,1,3305.1,10,261000,9,501,2,2,,2,118,118
33,2,1,,6,0,,1,3305.1,10,,9,501,,,,2,103,
38,2,1,,1,2,,1,3305.1,9,,9,501,,,2,2,,103
37,1,1,0,1,2,4,1,3305.1,9,,9,501,,2,2,2,,103
54,1,1,0,1,1,3,2,3305.1,9,230000,9,501,2,2,2,2,,52
53,2,1,1,1,1,3,2,,9,0,0,501,2,,,2,,52
52,2,,0,1,0,2,1,,10,,6,501,2,2,2,2,,115
51,1,1,0,1,0,2,1,33632.6,11,250000,9,501,2,,2,2,,
42,2,1,,6,2,,1,3305.1,10,,9,501,2,2,2,2,63,
45,1,1,,6,2,,1,3305.1,10,581000,9,501,2,2,2,2,57,63
70,1,1,,1,0,,1,3305.1,10,,8,501,2,2,2,1,,51
68,2,1,,1,0,,1,3305.1,10,100000,8,501,,2,,2,,
59,2,,,1,0,,1,3305.1,11,,9,501,2,,2,2,98,
59,1,1,0,1,0,2,1,,11,275000,9,501,,2,2,2,97,97
57,2,,,9,0,,1,3305.1,7,,9,501,2,,,2,54,
25,2,6,,9,0,,1,3305.1,9,,7,501,2,,,2,102,53
48,2,4,0,6,1,,1,3305.1,12,230000,9,501,2,,2,2,68,
15,2,,,9,1,2,1,3305.1,4,,0,501,2,,,2,79,
24,2,,,6,0,,2,33632.6,7,10000,2,58,2,,,2,61,
59,2,4,,6,0,,2,33632.6,5,0,0,58,2,2,2,2,132,
65,1,1,,6,0,2,1,3305.1,10,,5,501,2,,,2,,
58,2,1,,6,0,,1,,10,158000,9,501,2,,2,2,113,105
50,1,,0,1,0,,1,3305.1,9,1600,1,12,,,,2,122,105
45,2,6,0,1,0,2,1,,7,20000,4,152,2,2,2,2,127,
49,1,1,0,1,3,5,1,33632.6,9,10000,2,501,2,2,2,2,,116
48,2,,0,1,3,5,1,33632.6,9,,9,501,2,2,2,2,,116
26,2,,1,8,3,,1,33632.6,9,,2,32,2,,,2,,
62,2,,0,6,0,2,2,33632.6,4,12000,3,129,2,2,2,2,92,92
68,1,,0,6,0,,2,33632.6,3,10000,2,129,2,1,2,2,66,92
73,1,1,0,1,0,5,1,3305.1,10,79300,8,427,2,2,,2,,45
72,2,,,1,0,5,1,,9,,4,427,,,2,2,,45
48,2,5,0,1,0,,1,3305.1,9,,4,427,2,2,2,2,,45
47,1,1,,6,1,3,1,3305.1,10,571000,9,501,2,2,2,2,54,54
41,2,,,6,1,,1,3305.1,12,,9,501,2,,2,2,59,54
34,2,1,1,1,1,3,2,,9,95050,8,501,2,2,,2,143,144
38,1,1,,1,1,3,2,,7,65050,7,501,,2,2,2,239,144
38,2,1,,9,2,4,1,3305.1,11,,8,501,,2,,2,81,81
40,1,1,,1,2,4,1,3305.1,12,651000,9,501,2,,,2,83,81
80,2,1,0,1,0,2,1,3305.1,7,56000,7,501,2,2,,2,,88
84,1,,,1,0,,1,3305.1,11,128800,9,501,,2,2,1,80,88
51,2,,0,1,2,5,1,3305.1,10,15000,3,501,2,2,,2,,103
48,1,,,6,2,5,1,3305.1,10,,9,501,2,2,,2,99,103
18,2,6,,9,2,5,1,3305.1,5,,1,501,,,,2,,
16,1,,,9,2,5,1,3305.1,4,,1,501,2,,,2,111,
77,1,1,,1,0,,1,,10,377300,9,501,,2,2,2,,77
79,2,,0,1,0,2,1,33632.6,7,7700,2,501,2,,2,2,89,
28,1,1,0,1,0,,1,33632.6,9,130000,9,501,2,2,2,2,,86
28,2,1,0,1,0,,1,,10,70000,7,501,2,,2,2,,86
58,1,1,,6,0,4,1,,9,,9,501,,2,2,2,95,96
53,2,,,6,0,,1,,5,,0,501,,,,2,85,96
26,2,,0,6,0,,1,,9,,0,501,,,,2,171,
23,1,6,0,6,0,4,1,3305.1,9,20000,4,501,2,,2,2,108,96
32,1,1,0,1,0,,2,,9,259960,9,501,2,,,2,122,122
32,2,1,,1,0,2,2,,9,,9,501,2,,2,2,136,
53,1,3,0,2,2,,1,,10,319700,9,501,,2,2,2,,55
15,1,,,9,2,3,1,3305.1,3,,0,501,2,,,2,101,
60,1,1,,6,0,2,1,3305.1,10,268000,9,501,2,2,2,2,49,49
53,2,1,,6,0,2,1,3305.1,9,0,0,501,2,,,2,,
61,2,4,0,1,0,,1,,9,,9,501,2,2,,2,75,75
36,1,1,0,1,0,3,1,3305.1,6,,3,501,,2,,2,94,75
38,2,1,0,1,0,,1,3305.1,9,,4,501,2,,,2,,
74,1,1,0,1,0,2,1,,12,18600,4,501,,,2,2,108,108
70,2,,0,1,0,2,1,3305.1,9,143600,9,501,,2,2,2,103,
88,1,,0,1,0,,1,3305.1,8,,5,454,1,,2,2,,46
80,2,1,,1,0,,1,3305.1,9,40800,6,454,2,2,2,2,,
69,1,1,0,1,0,,1,3305.1,7,70400,7,501,,2,2,2,,85
68,2,1,0,1,0,2,1,,9,9000,2,501,2,2,,2,,85
75,1,1,0,1,0,,1,3305.1,9,156700,9,501,2,2,2,2,,118
72,2,,,1,0,2,1,3305.1,5,137700,9,501,2,2,,2,124,
35,2,1,0,6,0,,2,33632.6,6,5000,2,267,2,2,,2,58,
39,1,,,8,0,,2,33632.6,9,40000,6,267,2,2,2,2,62,58
44,2,,0,6,4,6,1,33632.6,9,,9,501,2,2,2,2,105,
52,1,1,0,1,4,6,1,33632.6,9,,9,501,2,2,2,2,116,106
20,2,,0,1,4,6,1,33632.6,5,,2,81,2,2,,2,,106
43,2,1,,6,3,,1,,10,,0,412,2,,2,2,188,
59,1,,,1,3,5,1,,11,125000,9,412,,2,2,2,195,188
15,1,6,0,1,3,5,1,33632.6,3,0,0,412,,,2,2,131,188
36,1,1,0,1,0,2,2,,10,310000,9,501,2,2,2,2,139,139
36,2,1,,1,0,2,2,,9,180000,9,501,,2,,2,132,
48,1,1,0,6,3,5,1,3305.1,10,576000,9,501,,2,2,2,99,
41,2,1,,6,3,5,1,3305.1,10,144000,9,501,2,,,2,,
94,1,,0,1,0,,2,3305.1,9,9400,2,122,1,1,2,1,95,95
94,2,,0,1,0,,2,,9,9400,2,122,1,1,2,2,104,
38,1,1,,1,0,2,2,,10,203000,9,501,,2,2,2,,84
34,2,1,,1,0,2,2,,10,,8,501,2,2,,2,92,
44,2,,,6,2,4,1,3305.1,9,150000,9,501,,,2,2,,
58,1,1,,6,2,,1,,9,150000,9,501,2,2,2,2,62,63
46,1,6,0,6,1,2,1,3305.1,10,200000,9,501,2,2,2,2,53,53
45,2,,,6,1,,1,,9,100000,8,501,,,2,2,55,53
71,2,3,0,1,0,3,1,3305.1,7,46300,6,501,2,,,2,226,226
46,2,6,0,1,0,3,1,3305.1,10,8000,2,501,1,2,2,2,,
44,2,6,,1,0,3,1,,9,,9,501,,2,2,2,260,226
68,1,1,0,1,0,2,1,,8,40300,6,501,2,2,2,2,,87
66,2,1,0,1,0,,1,3305.1,10,,7,501,,2,2,1,,87
39,2,1,,6,2,4,1,3305.1,9,,9,501,2,2,2,2,,124
42,1,1,,6,2,4,1,3305.1,9,,9,501,2,,2,2,133,124
44,2,4,,1,2,3,1,3305.1,10,120000,9,501,2,,2,2,,43
58,1,4,,1,2,3,1,3305.1,8,200000,9,501,,2,2,2,69,43
57,2,,,1,0,,1,3305.1,9,48400,6,287,2,,,2,48,48
24,2,,0,1,0,2,1,,9,,0,287,2,,2,2,,
45,2,4,,8,0,2,1,3305.1,11,50000,6,381,2,,,2,,
45,2,1,0,1,2,4,1,3305.1,10,,8,501,,2,2,2,,54
45,1,1,,1,2,,1,,10,621000,9,501,,2,2,2,46,54
48,2,1,0,6,2,4,2,,9,300,1,501,2,,,2,,47
48,1,1,,6,2,,2,,10,190000,9,501,2,2,2,2,46,47
15,1,6,0,6,2,4,2,3305.1,4,0,0,501,2,2,,2,50,47
34,2,1,0,1,0,,1,33632.6,9,,9,501,,2,,2,233,
31,1,,0,1,0,2,1,,9,,9,501,2,2,2,2,205,232
41,1,1,0,1,2,4,2,3305.1,10,,9,501,2,2,2,2,77,76
41,2,1,0,1,2,4,2,,9,35000,5,501,,2,,2,63,
30,1,2,,6,0,,2,,10,85000,8,501,2,,2,2,113,112
62,2,1,,6,0,,2,33632.6,3,,1,501,2,2,2,2,167,112
61,1,,,6,0,3,2,33632.6,3,20000,4,501,2,2,2,2,135,112
67,1,1,,6,0,,1,3305.1,10,31400,5,355,,2,2,2,56,56
68,2,,,6,0,2,1,,10,,4,355,,2,,2,,56
36,1,1,,1,1,,1,3305.1,7,135000,9,501,2,,2,2,,96
37,2,1,0,2,1,3,1,3305.1,9,,9,501,,2,2,2,95,
53,2,,0,1,0,2,1,,9,,6,501,2,2,2,2,,
55,1,1,,1,0,,1,3305.1,9,493000,9,501,,2,2,2,52,44
43,1,,0,1,2,,2,,12,108000,8,423,2,,2,2,,30
41,2,,0,1,2,4,2,3305.1,12,0,0,423,2,2,,2,,
58,2,1,,1,0,2,1,,7,,7,475,2,2,,2,,125
59,1,,,6,0,,1,3305.1,8,,4,475,,2,2,2,114,125
63,2,1,0,1,0,,1,,9,,6,501,2,2,,2,118,118
65,1,1,0,1,0,,1,,9,,7,501,,,2,2,96,118
42,1,1,0,1,0,2,2,,10,50000,6,501,2,,2,2,192,191
38,2,1,0,1,0,2,2,,12,70000,7,501,2,2,,2,,191
67,2,,,1,0,2,1,,10,1100,1,501,2,2,2,2,,46
67,1,1,,1,0,2,1,3305.1,7,,9,501,2,2,2,2,47,46
55,2,4,0,1,0,2,1,3305.1,8,7500,2,56,2,,2,2,59,
52,1,6,0,1,0,2,1,3305.1,7,,4,151,,2,,2,54,46
47,2,4,,1,0,2,1,,9,,6,310,2,,2,2,,46
64,2,,0,1,0,,1,33632.6,10,3000,1,354,2,,2,2,,70
67,1,1,,1,0,,1,33632.6,5,56700,7,354,,2,2,2,,70
56,1,1,,1,0,2,2,,9,260000,9,501,2,2,2,2,119,119
43,2,,,6,0,,2,,9,125000,9,501,2,2,,2,113,
72,2,,,1,0,2,1,3305.1,5,143700,9,501,2,,,2,53,
70,1,,,1,0,2,1,,7,29800,5,501,,1,2,2,57,
75,1,,0,1,0,2,2,,10,78000,7,501,2,2,2,2,49,49
72,2,1,,1,0,2,2,,9,91700,8,501,2,2,2,2,62,49
67,2,6,0,1,0,,1,,11,27000,4,322,2,2,,2,,54
59,2,,0,1,0,3,1,3305.1,7,,4,322,,,,2,79,
58,2,,0,1,0,3,1,,9,13800,3,322,2,,2,2,,54
