a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
one,one,,,41,zero,one,zero,,one,27,one,47,one
zero,zero,6,zero,7,zero,,,zero,zero,39,one,,zero
one,one,2,,19,one,zero,one,zero,three,44,one,22,one
one,one,0,zero,18,,zero,zero,,zero,43,one,23,zero
zero,two,7,two,24,,zero,one,,zero,39,one,,zero
one,zero,4,,30,zero,zero,,,zero,59,one,,zero
one,zero,3,two,12,one,zero,,zero,one,11,one,22,zero
zero,zero,3,two,43,zero,zero,one,zero,zero,23,one,15,zero
zero,zero,5,zero,0,one,,zero,zero,zero,24,one,10,zero
zero,zero,,zero,4,zero,,zero,zero,zero,34,one,4,zero
one,zero,6,zero,17,zero,zero,,zero,one,39,one,27,zero
zero,one,2,,28,zero,zero,,,one,39,one,38,one
zero,zero,,three,26,one,zero,one,zero,two,39,one,17,zero
zero,zero,4,three,21,,,,zero,zero,104,one,31,zero
zero,zero,3,two,30,zero,,one,zero,zero,19,one,,zero
zero,zero,,,23,one,zero,zero,zero,two,49,one,13,one
one,zero,,zero,29,zero,zero,,,zero,59,one,26,zero
zero,zero,3,two,36,,zero,one,zero,zero,48,zero,7,zero
one,zero,4,three,32,one,,one,zero,zero,8,one,20,zero
zero,zero,3,one,41,one,one,zero,zero,zero,47,one,,zero
zero,zero,,six,22,,zero,zero,,zero,69,one,,zero
one,zero,,zero,11,zero,zero,,,one,49,one,,zero
zero,zero,6,five,34,one,,,zero,zero,9,one,44,zero
zero,zero,6,five,30,zero,,one,zero,zero,47,one,40,zero
one,zero,1,zero,29,zero,zero,one,zero,one,43,one,39,one
one,one,,,15,one,zero,one,zero,one,9,one,9,zero
zero,zero,8,zero,19,zero,,,,zero,49,one,29,zero
zero,zero,5,four,31,,zero,one,zero,zero,47,one,,zero
one,zero,,zero,67,zero,zero,,zero,one,47,one,72,one
one,zero,,five,39,one,zero,,zero,zero,49,one,,zero
zero,zero,,,6,zero,zero,zero,zero,one,89,one,16,zero
zero,one,,,26,one,zero,,,two,29,one,36,zero
one,one,,zero,13,zero,zero,zero,,two,50,one,20,zero
zero,zero,1,,15,zero,zero,one,,one,43,one,19,zero
zero,one,,,29,one,zero,one,,one,39,one,23,zero
zero,zero,6,four,33,zero,,,zero,zero,23,one,,zero
zero,zero,,two,44,zero,,one,zero,zero,39,one,30,one
zero,one,,three,21,,zero,one,,zero,47,one,31,one
zero,zero,3,,10,zero,zero,one,zero,one,39,one,20,zero
one,zero,4,zero,11,zero,,,zero,zero,47,one,,zero
zero,one,,,36,one,one,zero,,three,39,one,46,one
one,one,,,24,,zero,,,one,59,one,4,zero
zero,one,,two,30,,,zero,zero,zero,19,one,40,zero
zero,zero,1,zero,39,,,,zero,zero,71,one,16,one
zero,one,,,50,,zero,one,zero,zero,39,one,60,zero
zero,zero,2,two,26,one,,zero,zero,zero,65,one,,one
zero,two,,three,29,one,zero,one,zero,two,59,one,13,one
zero,one,2,,19,,,one,,zero,59,one,29,zero
zero,one,,one,17,one,zero,one,zero,one,65,one,27,one
zero,zero,,zero,12,zero,zero,zero,zero,one,35,one,18,zero
zero,zero,,three,32,zero,zero,one,zero,two,39,one,42,zero
zero,one,,,18,one,zero,one,zero,three,24,one,28,one
zero,zero,,,25,one,zero,,,one,44,one,15,zero
zero,zero,1,zero,15,zero,,,zero,zero,9,one,25,zero
zero,zero,3,,41,one,zero,one,zero,one,49,one,51,zero
zero,zero,1,zero,30,zero,,,zero,two,34,one,40,one
zero,zero,3,two,12,zero,zero,,zero,zero,29,one,,zero
zero,zero,,,42,one,zero,,zero,zero,14,one,19,zero
zero,zero,8,zero,9,zero,zero,zero,zero,zero,19,one,,zero
zero,zero,,,22,,zero,one,zero,zero,34,one,10,zero
one,zero,,one,32,one,zero,zero,,one,65,one,10,zero
zero,zero,,three,28,zero,zero,one,zero,two,39,one,,zero
zero,zero,15,one,34,zero,zero,zero,zero,zero,39,one,2,zero
zero,zero,2,one,22,,zero,one,zero,zero,83,one,,zero
zero,zero,5,four,45,,,zero,zero,zero,39,one,12,zero
one,zero,1,zero,21,zero,,,zero,zero,49,one,31,zero
zero,one,,,23,,zero,one,,three,39,one,33,one
zero,zero,4,three,40,,,,,zero,39,one,50,zero
one,zero,6,two,26,,zero,one,zero,zero,47,one,2,zero
zero,zero,5,four,43,one,,,zero,zero,35,one,16,zero
zero,zero,7,six,25,zero,,one,zero,zero,44,one,,zero
one,zero,,zero,10,one,zero,,,zero,59,one,20,zero
zero,zero,6,five,23,,,one,zero,zero,27,one,,zero
one,zero,0,zero,27,zero,zero,,zero,one,47,one,,zero
zero,zero,3,two,33,zero,zero,one,zero,zero,39,one,43,zero
one,zero,0,zero,23,zero,zero,zero,zero,two,59,one,,zero
zero,one,,,15,,zero,zero,zero,one,47,one,18,zero
zero,zero,2,one,21,zero,,,zero,zero,39,one,8,zero
zero,zero,2,one,39,,,zero,zero,zero,11,one,49,zero
zero,zero,4,zero,12,zero,zero,,zero,two,69,one,16,zero
one,one,0,,28,one,zero,zero,,two,71,one,38,one
zero,one,,,16,,zero,one,,one,47,one,26,one
one,one,1,,30,one,zero,,,two,37,one,26,one
one,one,,zero,14,one,zero,one,,one,49,one,13,zero
zero,one,,,26,,one,zero,zero,two,79,one,36,one
zero,zero,3,two,28,one,zero,,zero,zero,39,one,,zero
zero,zero,3,zero,13,zero,,zero,zero,one,62,one,23,zero
one,zero,,one,14,zero,zero,one,zero,one,48,one,5,zero
one,one,4,,19,zero,zero,one,zero,zero,71,one,12,one
zero,one,7,one,19,one,one,zero,zero,one,29,one,12,one
zero,zero,4,three,23,zero,,,zero,zero,43,one,33,zero
zero,two,,,53,,zero,one,,three,39,one,63,one
one,zero,,one,18,one,zero,,zero,one,29,one,11,one
one,zero,2,one,17,zero,,,zero,zero,55,one,,zero
one,zero,2,one,22,one,zero,one,zero,zero,39,one,,zero
zero,zero,2,one,15,zero,zero,one,zero,one,40,one,12,zero
zero,zero,3,one,30,zero,,zero,zero,zero,24,one,40,zero
zero,zero,3,zero,31,one,,zero,zero,zero,49,one,,zero
zero,zero,8,,22,zero,,,zero,zero,39,one,2,zero
one,zero,1,zero,5,zero,zero,,zero,zero,39,one,2,zero
one,zero,2,one,21,one,zero,,zero,one,67,one,3,zero
one,zero,3,zero,10,,,,zero,zero,44,one,,zero
zero,one,4,,35,,zero,one,,zero,43,one,45,zero
zero,zero,4,,23,zero,,,zero,zero,95,one,23,zero
zero,two,3,one,36,,zero,one,zero,zero,39,one,,zero
one,zero,,zero,10,one,zero,zero,zero,one,34,one,,zero
zero,zero,,,28,zero,zero,one,zero,one,83,one,20,zero
zero,two,5,zero,14,zero,zero,,zero,two,39,one,24,one
zero,zero,3,zero,9,one,zero,,zero,zero,47,one,,zero
one,zero,4,three,28,zero,zero,,zero,zero,49,one,30,zero
zero,one,3,two,27,,zero,one,,zero,11,one,21,zero
zero,zero,,,23,zero,zero,one,zero,one,47,one,3,zero
zero,zero,3,two,28,,,one,zero,zero,39,one,38,zero
zero,zero,,zero,25,zero,zero,zero,zero,one,39,one,,zero
zero,one,,zero,9,one,,one,,one,35,one,10,zero
one,zero,0,,15,one,zero,,,two,29,one,25,zero
zero,zero,4,three,22,one,zero,one,zero,zero,19,one,,zero
one,zero,,zero,28,zero,zero,zero,,zero,39,one,,zero
zero,one,6,,11,zero,zero,zero,,two,43,one,18,zero
one,zero,,two,45,zero,zero,one,zero,one,39,one,,one
one,zero,3,two,12,,,one,zero,zero,47,one,,zero
zero,zero,,,33,,,,zero,zero,29,one,43,zero
one,zero,4,two,57,zero,,,zero,zero,47,one,30,one
zero,one,3,two,47,zero,zero,one,zero,two,54,one,57,one
one,zero,,,39,one,,one,,one,47,one,44,zero
zero,zero,3,one,23,zero,zero,one,zero,zero,65,one,,zero
zero,zero,2,,29,one,zero,one,zero,one,47,one,39,zero
one,zero,,zero,22,one,,,,zero,43,one,,zero
one,zero,,one,8,one,zero,,zero,one,43,one,,zero
one,zero,3,zero,24,zero,zero,,zero,zero,47,one,,zero
zero,two,3,two,33,,zero,one,zero,three,39,one,43,one
one,zero,9,eight,39,zero,,,,zero,47,zero,49,zero
zero,five,1,,63,,zero,one,,zero,39,one,68,one
zero,zero,4,three,36,one,zero,one,zero,zero,69,one,,zero
one,zero,,one,21,,zero,one,zero,zero,55,one,,zero
one,zero,2,two,32,zero,,zero,zero,zero,39,one,10,zero
zero,zero,,,14,zero,zero,one,zero,one,39,one,24,zero
zero,one,,three,24,one,zero,zero,zero,two,23,one,34,zero
zero,zero,3,one,56,one,,zero,zero,zero,49,one,,zero
zero,one,4,three,40,,zero,one,zero,zero,20,one,31,zero
zero,zero,1,,27,,zero,,zero,zero,43,one,37,zero
zero,one,2,one,26,one,,one,,zero,55,one,1,zero
one,one,3,two,28,,zero,one,zero,two,43,one,38,one
zero,one,4,three,35,,zero,one,zero,two,39,one,45,one
zero,zero,3,two,39,zero,,,zero,zero,39,one,49,zero
zero,one,3,,24,,zero,one,zero,one,39,one,32,one
zero,zero,1,zero,20,one,zero,zero,zero,one,35,one,25,zero
zero,zero,7,six,32,zero,,one,zero,zero,47,one,0,zero
zero,zero,5,zero,6,zero,zero,zero,zero,zero,55,zero,7,zero
zero,zero,,one,16,one,zero,zero,zero,one,11,one,10,zero
zero,zero,1,,24,,zero,,zero,zero,48,one,12,one
zero,zero,1,zero,13,,,one,,zero,53,one,23,zero
one,zero,,one,35,zero,zero,,,two,23,one,25,one
zero,one,,,35,zero,zero,one,zero,zero,49,one,30,zero
zero,zero,4,two,37,,,one,zero,zero,47,one,47,one
zero,one,,,42,zero,zero,one,,two,71,zero,10,one
zero,zero,4,,24,zero,,one,zero,zero,47,one,,zero
zero,zero,,two,36,one,,zero,,one,53,one,,zero
zero,zero,2,one,17,zero,zero,,zero,one,43,one,,one
zero,one,0,,43,,,zero,zero,three,47,one,50,one
one,zero,0,zero,43,zero,,zero,zero,two,39,one,,zero
zero,one,,,16,,,one,,zero,69,one,26,one
zero,zero,1,,20,,zero,,,zero,39,one,,zero
zero,one,1,,50,zero,zero,,,zero,39,one,60,one
zero,zero,7,zero,22,zero,zero,,zero,zero,47,one,32,zero
zero,one,2,,9,,,zero,zero,two,71,one,3,zero
one,zero,,two,35,,zero,one,,zero,39,one,,zero
zero,one,,,45,zero,zero,one,zero,three,39,one,55,one
one,zero,,two,33,one,zero,one,,one,43,one,37,zero
one,zero,6,four,23,one,zero,one,,two,49,one,,one
zero,zero,9,zero,20,zero,,,zero,zero,39,one,30,zero
one,zero,,one,33,one,one,,zero,one,35,one,31,one
zero,zero,,zero,30,zero,,,zero,zero,49,one,,zero
one,zero,,zero,10,zero,,zero,,zero,34,one,,zero
zero,one,4,,19,one,zero,,zero,one,34,one,13,zero
one,one,1,,8,one,zero,,,two,47,one,18,zero
zero,one,,one,26,zero,zero,one,zero,one,70,one,36,one
one,two,5,zero,27,zero,zero,zero,,one,59,one,14,one
one,zero,,zero,6,zero,zero,,,zero,47,one,12,zero
zero,one,5,zero,10,,zero,zero,zero,two,39,one,20,zero
one,zero,,one,38,one,zero,one,,one,39,one,,one
zero,zero,,zero,5,one,zero,zero,zero,zero,43,one,,zero
zero,one,6,,37,,zero,one,,zero,39,one,47,zero
zero,three,5,one,46,zero,zero,one,zero,three,39,one,56,one
zero,one,3,,11,,zero,zero,,zero,47,one,21,zero
zero,one,,,14,,zero,zero,zero,two,43,one,18,zero
zero,zero,2,one,48,,one,zero,zero,two,43,one,58,zero
zero,zero,5,one,55,,,,zero,zero,29,one,,zero
zero,zero,6,four,19,,,,zero,zero,64,one,,zero
zero,zero,2,one,29,one,,one,zero,zero,47,one,,zero
zero,zero,4,,36,,zero,one,zero,zero,43,one,23,zero
zero,zero,,five,28,one,zero,,zero,one,29,one,,zero
zero,zero,2,one,24,zero,zero,,zero,zero,47,one,17,zero
zero,zero,3,zero,26,zero,,zero,zero,zero,44,one,,zero
zero,zero,,,15,zero,one,zero,zero,one,39,one,24,zero
zero,one,3,,27,,zero,one,zero,two,59,one,29,one
zero,zero,2,one,25,zero,zero,one,zero,zero,59,one,,zero
one,zero,,two,30,zero,zero,,zero,one,29,one,15,zero
zero,zero,3,two,46,,,,zero,one,44,one,35,zero
zero,zero,3,two,44,,,one,zero,zero,44,one,31,zero
zero,zero,2,one,42,zero,zero,one,zero,two,93,one,,one
one,zero,1,one,29,one,one,,zero,zero,39,one,20,zero
one,one,,,26,zero,zero,one,zero,zero,55,one,11,zero
zero,zero,,,27,zero,zero,,zero,zero,59,one,,zero
zero,zero,2,one,27,zero,zero,,zero,zero,43,one,37,zero
zero,one,2,,28,,zero,one,zero,three,39,one,16,one
one,zero,,zero,20,one,zero,,zero,one,43,one,,zero
one,one,,one,13,,zero,one,,two,43,one,23,zero
zero,zero,4,zero,23,one,,zero,zero,two,59,one,33,zero
zero,zero,6,one,16,,one,,zero,zero,43,one,26,zero
one,zero,2,one,23,zero,,,,one,39,one,33,zero
zero,zero,2,one,21,zero,zero,one,zero,two,39,one,31,one
zero,zero,,zero,7,zero,zero,zero,zero,one,58,one,,zero
zero,one,4,three,22,,,,,zero,24,one,,zero
zero,one,0,,36,zero,one,zero,,three,39,one,30,one
one,zero,0,zero,6,zero,,zero,zero,two,39,one,,zero
one,zero,,zero,12,one,,zero,zero,two,49,one,19,zero
zero,zero,,three,24,one,,,,zero,59,one,20,zero
zero,zero,5,four,18,,zero,one,zero,zero,39,one,21,zero
one,zero,4,three,22,,zero,,zero,zero,43,one,,zero
zero,one,5,,39,,,one,zero,zero,59,one,41,one
zero,one,2,,13,one,,zero,zero,two,39,one,23,zero
one,zero,2,one,41,one,,,,zero,39,one,51,zero
zero,zero,5,four,25,zero,zero,,zero,zero,48,one,35,zero
zero,zero,,zero,8,zero,zero,zero,zero,one,47,one,,zero
zero,zero,,zero,16,zero,zero,one,zero,zero,43,one,,zero
one,zero,2,zero,8,zero,zero,zero,zero,one,47,one,18,zero
zero,one,1,,37,,zero,one,,zero,35,one,30,zero
one,zero,,zero,24,one,zero,one,,one,43,one,,zero
zero,zero,,,6,zero,zero,,zero,one,41,one,16,zero
zero,zero,,,40,zero,zero,one,,one,49,one,50,one
one,one,5,,37,one,zero,one,,zero,39,one,2,zero
zero,zero,0,zero,25,zero,,,zero,two,29,one,6,one
zero,one,,,50,zero,zero,,zero,one,43,one,43,zero
zero,zero,5,five,17,one,,zero,zero,zero,53,one,,zero
one,one,,,14,one,zero,one,,one,63,one,16,zero
zero,one,,,19,,zero,zero,,one,43,one,13,zero
zero,one,2,,25,one,zero,one,,two,43,one,35,one
zero,zero,,two,50,zero,zero,,zero,zero,35,one,,zero
zero,zero,3,two,24,one,zero,one,zero,two,19,one,,zero
zero,zero,9,,23,,,zero,zero,zero,95,one,33,zero
zero,one,,,31,zero,zero,,,one,59,one,21,one
one,zero,2,,38,one,zero,one,zero,zero,19,one,,zero
zero,one,1,zero,20,,zero,zero,,two,39,one,19,one
one,zero,9,zero,15,zero,zero,,zero,zero,55,one,25,zero
one,zero,,one,11,one,zero,zero,zero,one,43,one,21,zero
one,zero,,one,28,zero,,,zero,zero,47,one,,zero
zero,zero,3,zero,29,zero,zero,zero,zero,zero,49,one,5,zero
zero,one,2,two,34,,one,zero,,two,24,one,44,zero
zero,zero,1,zero,65,,zero,one,,zero,39,one,20,zero
zero,zero,,two,29,zero,zero,one,zero,one,71,one,14,zero
zero,zero,,two,38,one,zero,one,zero,two,47,one,15,zero
zero,zero,2,one,15,zero,,one,zero,zero,71,one,,one
zero,one,,one,32,,,one,,zero,7,zero,39,zero
one,one,2,,26,,zero,,,one,39,one,,zero
one,zero,5,,38,zero,zero,one,,one,39,one,,zero
one,zero,1,,28,,zero,,zero,zero,47,one,,zero
zero,one,,,37,one,zero,one,zero,zero,62,one,3,one
zero,zero,3,two,19,,zero,one,zero,one,34,one,,zero
zero,one,,,24,,,one,,zero,59,one,,zero
one,zero,0,zero,22,,,zero,,zero,69,one,1,one
zero,one,0,,35,,zero,zero,,two,39,one,38,one
zero,zero,6,two,34,one,,,zero,zero,71,one,28,one
zero,zero,5,four,25,zero,,one,zero,zero,59,one,,zero
one,zero,3,zero,10,one,zero,zero,zero,one,35,one,20,zero
zero,one,5,,31,one,zero,one,zero,two,39,one,41,one
zero,two,,zero,47,one,,zero,,one,47,one,,zero
zero,zero,6,two,58,zero,,,zero,zero,47,one,,zero
zero,zero,,zero,13,zero,zero,,,one,39,one,,zero
zero,zero,0,zero,26,,,zero,zero,zero,93,one,,zero
one,zero,1,zero,11,zero,,,zero,zero,39,one,21,zero
zero,zero,,,26,,zero,one,,one,59,one,32,zero
one,one,4,three,17,zero,,one,zero,zero,39,one,27,zero
zero,two,2,one,26,,zero,one,zero,three,34,one,36,one
one,zero,3,two,11,one,zero,,zero,zero,69,one,21,zero
zero,one,,,40,,zero,one,,one,39,one,50,one
zero,one,3,,40,,zero,one,,one,62,one,50,one
zero,zero,0,,27,,,zero,zero,zero,47,one,4,zero
zero,one,3,,28,,,one,,zero,39,one,31,zero
zero,zero,8,,38,,zero,one,zero,zero,39,zero,48,zero
one,zero,6,,32,one,zero,one,zero,zero,39,one,,zero
zero,one,3,,26,zero,,one,zero,zero,43,one,15,zero
zero,one,2,,38,zero,,zero,,two,39,one,11,one
zero,one,2,one,53,,zero,one,zero,zero,42,one,63,one
zero,zero,3,,39,zero,,one,zero,zero,47,one,,zero
zero,zero,1,zero,36,,zero,,zero,zero,44,one,,zero
zero,one,,,40,one,zero,one,,one,49,one,50,zero
zero,one,3,zero,11,zero,,zero,,two,39,one,20,zero
zero,one,4,,35,,,one,,zero,29,one,20,zero
one,one,1,zero,11,one,zero,one,zero,two,27,one,21,one
zero,zero,1,,33,one,zero,zero,zero,one,45,one,21,zero
zero,zero,2,one,42,,,,zero,zero,39,one,14,zero
zero,one,4,,28,zero,zero,one,zero,one,24,one,30,one
one,zero,1,zero,46,zero,,one,,zero,47,one,,zero
zero,zero,11,one,12,,,,zero,zero,29,one,2,zero
zero,one,1,,26,one,zero,one,zero,one,43,one,36,one
one,one,3,,6,zero,zero,,,one,43,one,9,zero
zero,zero,5,one,72,zero,,,zero,zero,29,one,27,zero
zero,two,2,,41,,,one,zero,three,19,one,51,one
zero,zero,5,,38,zero,zero,,zero,zero,29,one,,zero
zero,one,,,22,,zero,one,zero,three,34,one,32,one
zero,one,,,38,one,one,zero,,three,39,one,17,one
one,zero,2,one,19,zero,zero,,,zero,49,one,4,one
one,zero,2,one,26,zero,zero,one,,zero,39,one,,zero
zero,zero,16,,19,one,,,zero,zero,47,one,29,zero
zero,zero,1,one,39,,one,zero,zero,one,39,zero,,zero
one,zero,0,zero,11,zero,,zero,zero,zero,43,one,,zero
one,zero,1,one,50,,,,zero,zero,49,one,60,zero
one,one,,,11,,zero,one,zero,two,39,one,20,one
one,zero,0,zero,15,zero,zero,,zero,two,53,one,,zero
zero,zero,6,three,38,one,,one,zero,two,79,one,48,zero
one,zero,,one,24,one,zero,,zero,one,29,one,34,zero
one,one,3,,37,one,zero,one,,two,39,one,47,one
zero,zero,4,three,29,zero,,,zero,zero,39,one,25,zero
zero,zero,,,14,zero,zero,,zero,one,39,one,,zero
zero,zero,,zero,10,one,zero,zero,,two,69,one,,zero
zero,zero,4,,24,one,,one,zero,zero,39,one,,zero
zero,one,2,,34,one,one,zero,,two,44,one,33,one
zero,zero,,one,40,zero,,,zero,zero,49,one,,zero
zero,one,,two,26,zero,zero,one,,one,41,one,9,zero
one,one,,,46,zero,zero,one,,one,7,one,56,zero
zero,zero,5,zero,12,one,zero,zero,zero,one,34,one,22,zero
zero,zero,6,,39,zero,,one,,zero,43,one,,zero
zero,zero,,one,41,,,one,zero,zero,43,one,,zero
zero,one,,one,20,one,,one,zero,two,43,one,24,zero
one,zero,,one,33,one,zero,zero,,one,39,one,18,one
zero,one,3,,12,zero,zero,one,zero,zero,39,one,22,one
one,zero,,zero,11,zero,,,,zero,39,one,,zero
zero,two,3,two,47,one,,one,zero,zero,29,one,,zero
zero,zero,3,two,30,one,,,zero,zero,47,one,37,zero
zero,zero,2,one,45,zero,,one,,zero,47,one,55,zero
zero,zero,5,zero,3,zero,zero,zero,zero,zero,35,one,,zero
zero,zero,,zero,18,zero,,,zero,zero,49,one,,zero
zero,one,2,,39,,one,zero,zero,two,39,one,34,one
zero,zero,5,,14,zero,,zero,zero,two,39,one,22,one
zero,two,,,38,zero,zero,one,zero,one,49,zero,,zero
zero,two,2,,30,zero,zero,one,zero,two,39,one,,one
zero,two,4,,11,,zero,zero,zero,two,43,one,20,zero
zero,zero,4,three,31,one,,one,zero,one,59,one,41,zero
zero,zero,,,19,one,,one,zero,two,43,one,,zero
zero,two,,,34,,zero,one,zero,one,49,one,,one
zero,two,4,three,31,one,zero,,zero,zero,39,one,,zero
zero,one,2,,28,zero,zero,one,,three,39,one,38,one
zero,one,2,,50,,,one,zero,zero,39,one,39,one
zero,zero,5,,19,zero,zero,,,zero,49,one,8,zero
zero,one,3,,10,one,zero,zero,,two,19,one,20,zero
one,zero,,,22,one,zero,zero,,one,39,one,,zero
zero,two,,two,36,,,,,zero,61,one,13,zero
one,zero,,zero,28,one,one,,zero,two,39,one,18,one
zero,one,4,,37,zero,zero,one,,two,47,one,12,one
one,zero,0,zero,11,zero,zero,,zero,zero,39,one,,zero
one,one,6,four,24,,zero,,,zero,39,one,23,zero
one,one,,two,18,,zero,one,zero,one,41,one,11,zero
zero,zero,,,29,zero,zero,one,zero,one,69,zero,39,zero
zero,one,3,,26,,,one,,zero,39,one,,one
zero,zero,,,24,one,one,zero,zero,one,43,one,34,zero
zero,one,9,three,25,one,zero,,zero,two,47,one,35,one
zero,one,,,36,,,one,,zero,49,one,,zero
zero,zero,,,11,zero,,one,,one,59,one,,zero
zero,zero,5,four,25,zero,,,zero,zero,39,one,,zero
zero,one,,,27,one,zero,one,,one,29,one,16,one
zero,zero,,one,33,zero,zero,one,zero,one,59,one,20,zero
zero,zero,4,zero,40,one,,zero,,zero,39,one,,zero
one,zero,,one,14,zero,zero,,zero,one,34,one,24,zero
zero,zero,4,zero,6,zero,zero,zero,zero,one,35,one,16,zero
zero,one,3,,21,,zero,one,,one,43,one,31,zero
one,zero,1,zero,10,zero,zero,,,one,49,one,8,zero
zero,zero,8,,52,zero,,one,zero,zero,35,one,,zero
zero,zero,4,three,21,,zero,one,zero,zero,47,one,19,zero
zero,zero,2,one,20,zero,,one,zero,zero,89,one,30,one
zero,one,2,,24,zero,,one,,zero,44,one,25,zero
zero,one,,,9,,,zero,zero,two,43,one,9,zero
zero,zero,8,zero,21,zero,,one,zero,zero,43,one,23,zero
one,zero,1,,42,one,zero,,zero,zero,39,one,,zero
zero,one,3,,35,zero,zero,one,zero,one,39,one,26,one
zero,zero,9,zero,13,,zero,zero,zero,one,43,one,,zero
zero,one,4,two,38,zero,zero,one,,two,45,one,48,one
one,zero,,one,31,one,,,zero,zero,69,one,,zero
zero,one,,,24,,zero,one,,one,39,one,34,zero
one,one,,zero,16,zero,zero,one,,one,39,one,15,one
one,zero,,,39,,,one,zero,zero,39,one,49,one
zero,zero,,two,35,zero,,,zero,one,59,one,44,zero
zero,zero,2,one,19,one,zero,one,zero,zero,29,one,,zero
one,zero,2,,25,,zero,,zero,zero,29,one,,zero
zero,zero,,zero,28,zero,zero,,zero,zero,35,zero,38,zero
zero,zero,4,three,41,zero,,,zero,zero,39,one,8,zero
zero,one,3,,29,,one,zero,,two,64,one,30,one
one,zero,1,zero,25,zero,zero,,zero,zero,98,one,,one
zero,zero,,two,24,zero,zero,one,zero,one,47,one,34,zero
zero,zero,,zero,11,zero,zero,,zero,one,23,one,21,zero
one,zero,,zero,11,one,zero,,,one,69,one,,zero
zero,two,10,four,34,zero,,one,zero,zero,83,one,20,one
zero,two,,three,44,zero,zero,one,zero,one,39,one,,one
zero,zero,,two,19,one,zero,one,zero,one,97,one,23,zero
zero,zero,7,two,42,,zero,,zero,zero,49,one,25,zero
zero,one,2,,45,,zero,one,,two,47,one,30,one
zero,zero,,seven,31,,zero,one,,zero,23,one,20,zero
zero,zero,,two,40,,zero,,,zero,51,zero,50,one
one,zero,1,zero,29,,,,,zero,39,one,,zero
one,zero,,zero,15,,zero,zero,zero,two,35,one,,one
zero,zero,9,six,43,zero,zero,one,zero,zero,47,one,38,zero
zero,zero,2,zero,7,,,,zero,zero,53,one,17,zero
zero,zero,1,zero,64,zero,,one,zero,zero,39,one,74,one
zero,zero,3,two,57,zero,,one,zero,zero,44,zero,67,zero
zero,one,1,,41,zero,one,zero,zero,zero,39,one,51,zero
one,zero,,two,28,zero,,one,,zero,39,one,,zero
zero,zero,,three,39,,,,zero,zero,47,one,,zero
zero,zero,4,three,22,one,zero,,zero,two,29,one,,zero
zero,zero,1,one,21,zero,,zero,zero,zero,49,one,12,zero
zero,zero,5,four,43,,,one,zero,zero,39,one,53,zero
zero,zero,4,three,51,,zero,one,zero,zero,89,one,32,one
zero,one,,,32,,zero,one,zero,zero,35,one,,zero
zero,two,,,40,one,zero,one,zero,three,39,one,5,one
one,one,,,22,zero,zero,,,three,49,one,32,one
zero,zero,,zero,14,,,,zero,zero,43,one,,zero
zero,one,2,one,24,,zero,one,,one,47,one,,zero
zero,two,,two,31,one,zero,one,zero,three,39,one,41,one
zero,zero,1,zero,24,one,,,zero,two,15,one,26,one
one,zero,1,one,44,zero,,,,zero,39,one,,zero
zero,one,,,26,,zero,one,zero,one,58,zero,36,one
zero,one,,,27,one,zero,one,,two,39,one,8,zero
zero,zero,0,zero,36,,,zero,zero,zero,23,zero,38,zero
zero,zero,7,six,25,one,,one,zero,one,49,one,35,zero
one,two,,two,43,one,zero,,,two,54,one,,one
zero,zero,5,four,16,,,,zero,zero,47,one,,zero
one,one,,,25,zero,zero,one,,three,39,one,35,one
zero,zero,3,two,26,zero,,one,zero,two,43,one,,one
one,zero,6,five,26,zero,,one,zero,zero,76,one,36,zero
zero,zero,,zero,19,,,zero,zero,one,35,one,,zero
one,zero,2,two,29,one,one,,zero,zero,55,one,,zero
zero,zero,4,three,32,one,zero,one,zero,two,29,one,42,zero
one,zero,,,16,zero,zero,one,zero,one,39,one,5,zero
zero,zero,6,five,64,,,,,zero,53,one,,zero
zero,one,,,3,,,zero,,one,21,one,13,zero
one,zero,9,zero,7,,,,zero,zero,34,one,10,zero
zero,zero,3,two,21,,zero,one,,zero,47,one,10,zero
zero,one,2,,20,one,zero,one,zero,one,44,one,30,zero
zero,zero,1,one,45,one,,,zero,zero,39,one,,zero
zero,zero,1,one,45,,one,zero,zero,zero,53,one,20,one
zero,zero,1,zero,18,zero,,one,zero,zero,39,one,28,zero
zero,one,1,zero,35,,one,zero,,three,9,one,10,zero
zero,zero,,zero,12,zero,,zero,zero,zero,47,one,17,zero
zero,zero,,zero,18,zero,zero,one,zero,one,38,one,28,zero
one,one,4,three,21,zero,zero,one,,zero,43,one,31,zero
zero,one,1,zero,41,,zero,one,zero,zero,39,zero,15,one
zero,zero,1,zero,23,zero,zero,,zero,zero,39,one,,zero
one,one,2,one,10,,zero,one,,zero,44,one,9,zero
zero,two,,two,25,one,,,zero,three,71,one,20,one
zero,one,5,,31,,,,,zero,71,one,41,zero
one,zero,12,seven,58,zero,,,zero,zero,29,one,68,zero
zero,zero,4,,20,zero,zero,zero,,one,47,one,30,zero
one,zero,3,zero,8,one,zero,,zero,two,39,one,,zero
zero,one,2,,35,,zero,one,,zero,29,one,22,zero
one,zero,3,two,16,one,zero,,zero,two,24,one,3,zero
zero,one,2,,30,zero,zero,one,zero,two,47,one,11,zero
zero,one,5,,14,,zero,one,zero,two,47,one,24,zero
zero,one,2,zero,61,,zero,one,,zero,69,one,,one
