a2,a3,a4,a5,a9,a10,a11,a12,a13,combo
,,three,51.0,zero,zero,39,one,61,zero_zero_zero_one_one
,,zero,9.0,,one,49,one,2,
,,zero,18.0,,one,47,one,15,
two,3.0,two,34.0,zero,two,39,one,30,zero_zero_zero_one_one
zero,2.0,one,,zero,one,43,one,20,one_zero_zero_one_zero
zero,1.0,zero,,zero,zero,47,one,20,
one,,zero,22.0,zero,one,43,,32,zero_zero_zero_one_zero
,3.0,two,26.0,zero,two,49,one,17,
zero,4.0,one,,zero,zero,23,,53,one_one_zero_one_zero
zero,,two,18.0,zero,zero,39,one,2,one_zero_zero_one_one
,,zero,4.0,zero,one,19,one,14,
zero,,zero,13.0,zero,one,7,one,23,zero_zero_zero_zero_zero
,2.0,two,26.0,zero,zero,47,,18,zero_zero_zero_zero_zero
one,2.0,one,15.0,,two,39,,23,zero_one_zero_one_zero
zero,2.0,one,18.0,zero,zero,39,one,14,
,2.0,zero,25.0,zero,three,43,one,20,
zero,3.0,two,22.0,zero,zero,29,one,30,
zero,2.0,one,,zero,zero,29,one,63,
,,zero,7.0,,one,47,one,10,
one,2.0,one,27.0,,one,39,one,37,zero_zero_zero_one_zero
,3.0,zero,4.0,zero,one,71,one,1,
,,zero,65.0,zero,zero,19,one,35,
zero,2.0,one,10.0,,two,55,one,0,
,3.0,two,30.0,,zero,65,one,2,
,4.0,three,28.0,zero,zero,39,one,38,
one,5.0,four,,,zero,73,,12,
zero,2.0,one,38.0,zero,zero,31,,48,
,0.0,zero,28.0,,zero,39,one,23,one_zero_one_zero_one
two,3.0,two,27.0,zero,two,39,one,37,zero_zero_zero_one_one
zero,1.0,zero,18.0,zero,zero,11,one,24,
one,,one,43.0,,one,49,one,27,one_one_zero_zero_one
,,zero,21.0,zero,one,71,one,31,
zero,4.0,zero,11.0,zero,one,47,one,21,
,3.0,two,,zero,zero,47,one,32,zero_zero_zero_one_zero
zero,,four,,,zero,39,one,36,zero_zero_zero_one_zero
zero,,one,,zero,zero,69,,25,zero_zero_zero_one_zero
,,two,39.0,zero,one,59,one,49,
,1.0,zero,49.0,zero,zero,19,,32,
two,4.0,three,,,zero,52,one,33,
two,3.0,zero,,zero,two,51,,22,zero_zero_zero_zero_zero
,,two,30.0,zero,one,49,one,37,
zero,,two,21.0,,one,63,one,31,
,0.0,zero,30.0,zero,one,47,one,20,
,,zero,7.0,,zero,39,one,2,one_zero_zero_zero_zero
zero,3.0,one,40.0,,zero,44,one,50,zero_one_zero_one_zero
one,3.0,two,39.0,zero,zero,62,,33,
zero,,zero,12.0,zero,two,47,one,12,
zero,0.0,zero,9.0,zero,zero,64,one,8,
,4.0,three,10.0,zero,zero,59,one,20,zero_zero_zero_one_zero
,4.0,zero,10.0,zero,one,44,one,10,zero_zero_zero_zero_zero
one,2.0,one,36.0,,one,59,one,14,zero_zero_zero_one_one
one,3.0,two,31.0,zero,one,29,one,18,
,,zero,11.0,,one,53,,10,
zero,,zero,10.0,zero,zero,24,one,20,
,,zero,17.0,zero,one,43,one,27,
,0.0,zero,,zero,zero,29,one,74,
,1.0,zero,58.0,zero,zero,11,one,68,
zero,,two,,,one,49,,4,one_zero_zero_one_zero
zero,,two,34.0,zero,one,62,,44,
,6.0,zero,10.0,zero,one,43,one,20,zero_zero_zero_zero_zero
one,,three,,,one,59,,3,zero_zero_zero_one_zero
one,2.0,one,,zero,two,43,one,41,zero_zero_zero_one_one
zero,2.0,zero,17.0,zero,zero,47,one,27,
,4.0,three,26.0,,three,39,,36,zero_zero_zero_one_one
zero,3.0,two,,zero,zero,24,one,27,
,5.0,zero,10.0,,zero,59,one,0,
zero,2.0,one,15.0,zero,zero,6,one,5,one_zero_zero_one_zero
zero,1.0,zero,14.0,zero,zero,61,one,15,zero_zero_zero_one_zero
,,one,18.0,zero,one,59,one,28,
one,2.0,one,,zero,zero,47,one,40,zero_zero_zero_one_one
,,two,33.0,zero,one,47,one,43,
zero,,zero,25.0,zero,two,43,one,18,one_one_zero_zero_zero
zero,,zero,41.0,,zero,44,one,10,
one,3.0,one,20.0,,zero,55,,13,
zero,3.0,zero,20.0,zero,zero,39,zero,30,zero_zero_zero_zero_zero
zero,6.0,five,,zero,zero,39,,33,zero_zero_zero_one_zero
one,,zero,21.0,,three,59,one,31,
two,,three,30.0,,three,31,one,40,zero_one_zero_one_one
zero,,two,22.0,,one,49,one,6,
,2.0,one,,,zero,29,zero,35,zero_zero_zero_one_zero
zero,,two,33.0,zero,zero,59,one,30,
zero,1.0,zero,,zero,zero,62,one,33,zero_zero_zero_one_zero
zero,5.0,four,24.0,,zero,7,,15,zero_one_zero_one_zero
,,two,,zero,one,47,one,42,zero_zero_zero_one_zero
zero,3.0,two,32.0,zero,zero,39,one,20,
,,zero,30.0,,one,34,one,40,
zero,5.0,four,,,one,47,,8,zero_one_zero_one_zero
,1.0,zero,9.0,,zero,59,one,8,
three,,three,42.0,zero,three,39,,21,
zero,3.0,two,21.0,zero,zero,39,one,31,zero_zero_zero_one_one
,,three,,zero,zero,54,,24,
zero,3.0,zero,50.0,zero,zero,7,one,47,zero_zero_one_zero_zero
,,zero,32.0,,three,59,,1,
zero,4.0,three,,zero,zero,49,one,52,
one,,two,29.0,,one,47,one,23,
one,6.0,one,,zero,zero,49,,26,zero_zero_zero_one_one
zero,2.0,one,,zero,one,87,,15,one_zero_zero_one_one
,,zero,,zero,two,39,one,18,zero_zero_zero_zero_zero
zero,,five,,zero,zero,44,,31,zero_zero_zero_one_zero
zero,2.0,one,19.0,zero,zero,79,one,29,one_zero_zero_one_zero
one,3.0,two,27.0,zero,two,0,one,37,one_zero_zero_one_one
,2.0,zero,,zero,zero,39,one,48,zero_one_zero_one_zero
,1.0,zero,35.0,zero,zero,39,one,45,zero_zero_zero_one_zero
one,5.0,four,24.0,zero,zero,64,one,13,
,,two,21.0,zero,two,34,one,31,
zero,6.0,five,,,zero,43,,52,one_zero_zero_one_zero
zero,3.0,two,27.0,zero,zero,47,one,0,zero_zero_zero_one_one
zero,,zero,,zero,zero,35,one,49,zero_zero_zero_one_zero
,0.0,zero,46.0,,zero,29,,1,one_zero_one_zero_zero
one,,zero,8.0,,one,44,one,14,
zero,8.0,six,46.0,zero,zero,39,one,4,zero_zero_zero_one_zero
three,5.0,zero,8.0,zero,two,23,one,18,
zero,6.0,five,,zero,zero,43,one,16,
one,4.0,one,14.0,zero,zero,49,,12,zero_one_zero_zero_zero
zero,6.0,four,,,zero,39,,1,zero_one_zero_zero_zero
,,one,,,one,36,zero,20,zero_zero_zero_one_one
zero,2.0,one,19.0,,zero,29,one,5,
,,zero,10.0,,one,47,one,20,
zero,1.0,zero,65.0,zero,zero,11,one,75,zero_zero_zero_one_zero
zero,0.0,zero,12.0,,one,39,one,6,
zero,,zero,,zero,two,47,one,19,
,7.0,zero,11.0,zero,one,43,one,21,zero_zero_zero_zero_zero
zero,6.0,five,,,zero,59,one,2,one_zero_zero_one_zero
,1.0,zero,,zero,one,47,one,3,one_zero_zero_one_zero
two,,two,,zero,three,51,one,40,
zero,1.0,zero,46.0,zero,zero,43,one,31,zero_zero_zero_one_zero
zero,1.0,zero,11.0,zero,zero,47,one,10,zero_zero_zero_one_zero
zero,4.0,three,35.0,,zero,43,one,25,
zero,2.0,one,,,zero,9,,74,
zero,,two,29.0,zero,zero,3,one,12,
zero,1.0,zero,28.0,zero,zero,43,,27,
,,zero,7.0,,one,39,one,1,
zero,,zero,20.0,zero,zero,39,one,1,
zero,,zero,7.0,,one,47,one,17,
zero,,two,13.0,,one,59,one,22,one_one_zero_zero_zero
,,zero,45.0,zero,zero,83,one,55,
zero,2.0,one,,,one,39,one,10,
zero,11.0,nine,33.0,zero,zero,69,one,6,one_zero_zero_one_zero
,,zero,28.0,zero,three,35,,10,
zero,2.0,one,,zero,zero,47,,54,
zero,5.0,two,20.0,zero,zero,24,,30,
zero,1.0,one,25.0,,one,49,,18,
one,2.0,one,,zero,zero,71,one,42,zero_one_zero_one_zero
,,zero,12.0,zero,one,39,one,22,zero_zero_zero_zero_zero
one,3.0,two,33.0,zero,two,44,one,23,
,4.0,three,,zero,zero,39,one,7,
two,4.0,two,48.0,zero,zero,41,one,20,
,4.0,three,25.0,zero,three,32,one,35,zero_one_zero_one_zero
zero,2.0,zero,14.0,zero,zero,50,zero,24,
,3.0,two,28.0,zero,two,39,one,38,
one,15.0,four,,zero,one,39,,51,zero_zero_zero_one_one
zero,3.0,one,31.0,zero,zero,39,,19,one_one_zero_one_zero
one,,three,41.0,zero,one,39,one,41,zero_zero_zero_one_zero
one,,three,,zero,zero,55,,38,
zero,4.0,one,36.0,,zero,14,,25,zero_one_zero_one_zero
zero,5.0,zero,15.0,zero,one,59,one,25,
one,,two,25.0,zero,zero,59,one,35,zero_zero_zero_one_one
zero,5.0,zero,,zero,zero,24,one,9,
,,zero,14.0,,three,29,one,3,one_zero_zero_zero_one
zero,2.0,one,20.0,,one,29,one,30,one_one_zero_zero_zero
zero,5.0,three,,zero,zero,59,one,31,
zero,7.0,six,33.0,zero,zero,59,one,43,zero_zero_zero_one_zero
zero,2.0,one,,zero,zero,59,,15,one_zero_zero_one_zero
,,zero,12.0,zero,zero,35,one,22,one_zero_zero_zero_zero
,,zero,8.0,zero,two,19,one,18,zero_one_zero_zero_zero
,4.0,two,41.0,,zero,29,,14,zero_one_zero_one_zero
zero,3.0,two,33.0,zero,zero,35,one,18,
,4.0,three,39.0,zero,zero,53,one,49,one_zero_zero_one_zero
,,zero,20.0,zero,two,59,one,30,
zero,5.0,four,,zero,zero,39,,34,zero_zero_zero_one_zero
zero,5.0,four,30.0,zero,one,19,one,40,
zero,3.0,two,,zero,zero,47,zero,9,one_zero_zero_one_zero
zero,,zero,,zero,zero,90,one,10,one_zero_zero_one_zero
zero,3.0,two,33.0,zero,zero,69,one,43,
,1.0,zero,63.0,zero,zero,7,,35,
,,zero,19.0,,one,31,one,2,
zero,,zero,,zero,zero,47,,53,
two,3.0,two,33.0,zero,two,58,one,43,zero_zero_zero_one_one
zero,2.0,one,,zero,one,59,one,24,one_zero_zero_one_zero
zero,4.0,three,17.0,zero,zero,29,,19,
zero,4.0,three,31.0,,one,47,zero,14,zero_one_zero_one_zero
zero,3.0,zero,13.0,,zero,53,one,5,
,4.0,three,32.0,,one,47,one,3,one_zero_zero_one_one
one,3.0,two,,zero,three,49,one,29,
zero,2.0,one,,,two,59,,48,one_zero_zero_one_zero
one,2.0,one,34.0,zero,two,39,,30,
,2.0,one,20.0,zero,zero,83,,29,one_zero_zero_one_zero
one,3.0,two,23.0,,three,39,one,9,
one,1.0,zero,,zero,three,39,one,39,zero_zero_zero_one_one
zero,,zero,10.0,zero,two,95,one,14,
,3.0,two,23.0,,two,39,one,23,
zero,2.0,one,18.0,zero,one,5,one,8,
,,zero,,zero,zero,29,one,13,zero_zero_zero_zero_zero
zero,6.0,five,23.0,zero,zero,47,,13,one_one_zero_one_zero
,,zero,61.0,,one,39,one,1,
one,4.0,three,24.0,zero,zero,59,one,20,one_zero_zero_one_zero
zero,7.0,one,8.0,zero,one,39,,18,
,,zero,10.0,,zero,39,one,6,zero_zero_zero_zero_zero
one,,zero,44.0,zero,zero,59,one,34,
,9.0,two,20.0,zero,zero,24,one,8,
,3.0,two,29.0,zero,two,43,one,39,
three,2.0,one,,,three,39,,57,zero_zero_zero_one_one
,5.0,four,,zero,zero,39,,11,zero_zero_zero_one_zero
zero,4.0,three,,zero,zero,44,,22,one_zero_zero_one_zero
zero,5.0,four,,zero,zero,26,,49,zero_one_zero_one_zero
one,3.0,one,,zero,zero,47,one,7,one_zero_zero_one_one
zero,3.0,one,39.0,zero,zero,54,,38,
one,3.0,one,,zero,zero,29,one,50,
one,,two,35.0,,one,49,one,45,one_zero_zero_one_zero
one,,three,31.0,zero,one,59,,41,
one,,two,24.0,zero,two,39,one,25,zero_zero_zero_one_one
zero,4.0,three,21.0,,zero,55,one,3,
one,3.0,two,27.0,zero,zero,17,,37,
zero,0.0,zero,15.0,zero,three,39,one,25,one_zero_zero_zero_one
,,two,,zero,zero,59,one,15,
zero,,two,28.0,,zero,47,,38,zero_zero_zero_one_zero
zero,,three,,,zero,35,one,17,zero_zero_zero_one_zero
,,zero,7.0,zero,zero,47,one,17,
zero,2.0,one,,,two,47,one,28,
zero,1.0,zero,40.0,zero,zero,41,one,49,zero_zero_zero_one_zero
zero,5.0,three,43.0,zero,zero,39,,53,
zero,1.0,zero,,,three,59,,10,
zero,4.0,three,,zero,zero,23,one,57,one_zero_zero_one_zero
,4.0,three,,zero,one,69,one,15,zero_zero_zero_one_zero
zero,12.0,zero,9.0,,zero,29,one,19,
,3.0,one,20.0,,one,39,one,18,
zero,4.0,three,20.0,,one,39,one,12,
,3.0,two,,zero,zero,12,zero,15,zero_one_zero_one_zero
zero,0.0,zero,10.0,zero,zero,47,,0,one_zero_zero_zero_zero
zero,4.0,three,26.0,,two,39,one,36,zero_zero_zero_one_zero
one,,zero,6.0,zero,one,53,one,16,
zero,3.0,one,,zero,one,71,one,28,
one,3.0,two,45.0,zero,two,29,,24,
zero,1.0,one,20.0,,zero,43,,2,
,,zero,,zero,two,41,,26,
,2.0,two,33.0,,one,43,,15,
zero,3.0,two,32.0,zero,zero,44,one,32,
zero,3.0,two,16.0,zero,two,44,one,3,
zero,5.0,two,54.0,zero,zero,39,one,47,
,2.0,one,,zero,zero,47,,3,zero_zero_zero_one_zero
one,3.0,two,34.0,zero,one,41,one,10,zero_one_one_zero_zero
,,zero,6.0,zero,one,77,one,16,one_zero_zero_zero_zero
,4.0,zero,28.0,zero,zero,77,one,38,
zero,2.0,two,32.0,zero,one,43,one,42,
zero,6.0,five,,zero,zero,47,,42,zero_zero_zero_one_zero
one,,zero,8.0,,one,44,one,4,
,4.0,zero,6.0,zero,zero,59,,0,
zero,3.0,one,,zero,zero,95,one,30,zero_zero_zero_one_zero
zero,8.0,seven,32.0,zero,zero,34,zero,42,zero_one_zero_one_zero
zero,,three,24.0,,one,43,one,1,
,,zero,,,one,47,one,20,
two,,three,36.0,zero,two,47,one,46,
zero,7.0,six,34.0,,zero,47,one,15,zero_zero_zero_one_zero
one,4.0,three,39.0,zero,zero,43,one,49,
,,zero,19.0,zero,one,39,one,10,zero_zero_zero_zero_zero
zero,,two,20.0,zero,one,43,one,30,zero_zero_zero_one_zero
two,0.0,zero,13.0,zero,zero,49,one,3,
,,zero,15.0,,three,43,,14,zero_zero_zero_zero_zero
one,1.0,zero,23.0,zero,zero,41,one,32,
zero,3.0,two,27.0,zero,two,39,one,37,
zero,4.0,one,,,one,83,,23,zero_zero_zero_one_zero
,,zero,30.0,zero,zero,63,one,40,zero_zero_zero_zero_zero
zero,4.0,zero,,,zero,44,one,10,
,4.0,zero,,zero,zero,47,one,20,
zero,5.0,four,,,zero,55,one,31,zero_zero_zero_one_zero
zero,,zero,16.0,zero,zero,71,one,26,
two,7.0,zero,,zero,two,44,one,28,
,,two,,zero,three,39,one,34,
one,2.0,one,29.0,zero,one,74,one,1,
one,,two,15.0,zero,zero,47,one,25,one_one_zero_one_zero
one,2.0,one,,,two,47,one,7,
,,two,43.0,zero,two,43,one,53,
,4.0,zero,18.0,,two,43,one,2,
one,,zero,48.0,zero,one,23,one,55,
zero,,three,43.0,zero,zero,49,one,16,
two,3.0,two,,zero,two,39,one,37,zero_zero_zero_one_one
zero,,two,16.0,zero,zero,19,,26,
,3.0,two,,zero,zero,59,one,17,zero_one_zero_one_one
,,two,16.0,zero,two,29,one,26,
zero,3.0,two,28.0,,two,29,one,38,one_zero_zero_one_one
,2.0,zero,28.0,zero,three,39,,30,zero_zero_zero_zero_one
one,0.0,zero,23.0,zero,two,89,one,4,
,,three,37.0,zero,zero,59,one,23,zero_zero_zero_one_one
two,1.0,zero,28.0,zero,two,47,,38,
one,1.0,zero,25.0,zero,two,71,one,13,zero_zero_zero_one_zero
zero,2.0,one,,zero,zero,59,,18,zero_zero_zero_one_zero
one,2.0,one,,zero,one,49,one,51,zero_zero_zero_one_one
zero,2.0,one,,,zero,15,,10,
one,5.0,three,,zero,zero,39,one,38,
zero,2.0,zero,5.0,,zero,65,one,15,
zero,3.0,two,18.0,,zero,13,one,1,
zero,4.0,three,,zero,two,49,one,30,zero_one_zero_one_one
zero,0.0,zero,40.0,zero,zero,29,one,34,
one,,zero,12.0,,one,59,zero,21,
two,,two,25.0,,three,39,one,3,
zero,2.0,one,,,one,47,,31,one_zero_zero_one_one
zero,6.0,one,12.0,,two,39,,22,zero_zero_zero_one_zero
two,,two,36.0,,three,15,,17,
,,two,,,zero,89,one,15,one_zero_zero_one_zero
zero,5.0,four,,,zero,47,,33,one_zero_zero_one_zero
,1.0,zero,,zero,zero,59,,55,
,,zero,69.0,zero,zero,6,,79,
zero,1.0,zero,32.0,zero,zero,59,one,42,one_one_zero_one_zero
,1.0,zero,,zero,one,29,one,20,
zero,2.0,one,19.0,zero,two,47,,28,zero_zero_zero_one_zero
two,2.0,zero,24.0,,three,47,one,34,
one,3.0,two,34.0,zero,zero,49,one,39,
,5.0,two,25.0,,one,54,one,35,
one,,zero,8.0,zero,one,33,one,18,
zero,2.0,one,,zero,zero,24,,39,
,,zero,15.0,zero,zero,39,,25,one_zero_zero_one_zero
one,2.0,zero,26.0,zero,three,59,one,35,zero_zero_zero_zero_one
zero,2.0,one,,zero,zero,39,one,43,
zero,15.0,six,,zero,zero,47,one,41,
,,zero,42.0,zero,one,39,one,52,zero_zero_zero_zero_zero
zero,2.0,one,,zero,zero,44,,61,zero_zero_zero_one_zero
one,1.0,zero,55.0,,two,39,one,18,
zero,1.0,one,18.0,zero,zero,19,one,28,zero_one_zero_zero_zero
zero,8.0,seven,,,zero,47,one,47,
zero,2.0,one,,,zero,54,,16,one_zero_zero_one_one
,4.0,three,27.0,,two,39,one,35,
zero,3.0,two,34.0,zero,zero,29,one,32,
zero,3.0,one,20.0,,zero,49,one,30,
one,,two,22.0,zero,one,22,one,32,
,5.0,one,10.0,zero,zero,59,,18,zero_zero_zero_one_zero
,2.0,zero,10.0,zero,zero,44,one,20,one_zero_zero_zero_zero
one,3.0,one,41.0,,two,39,one,51,zero_one_zero_one_one
,,zero,,,one,47,one,8,
one,4.0,three,41.0,zero,zero,43,one,51,zero_zero_zero_one_zero
,2.0,one,43.0,,zero,34,one,53,one_zero_zero_one_zero
,0.0,zero,17.0,,one,49,,8,one_zero_zero_zero_one
one,3.0,one,,zero,two,39,one,31,zero_one_one_zero_zero
one,1.0,zero,20.0,,three,59,one,4,one_zero_zero_one_one
,0.0,zero,23.0,zero,three,59,one,0,one_zero_zero_zero_one
zero,2.0,one,22.0,zero,two,24,one,11,
,6.0,zero,5.0,zero,one,35,,13,
zero,0.0,zero,54.0,zero,zero,19,one,61,
,3.0,zero,,zero,one,19,one,14,zero_zero_zero_zero_zero
,3.0,two,26.0,zero,zero,47,one,36,
one,2.0,one,,,two,39,,38,
zero,7.0,two,37.0,zero,zero,39,one,30,
,,two,30.0,zero,zero,59,one,40,zero_zero_zero_one_zero
,,two,30.0,zero,zero,17,one,1,zero_one_zero_one_zero
,4.0,zero,10.0,zero,two,29,one,17,
,,zero,4.0,zero,zero,35,one,3,one_zero_zero_zero_zero
zero,2.0,one,,zero,zero,59,,10,one_zero_zero_one_zero
one,,three,21.0,zero,two,24,one,31,zero_one_zero_one_one
zero,2.0,one,17.0,zero,one,55,one,20,
zero,,three,30.0,zero,zero,79,one,40,
,3.0,two,20.0,,zero,49,one,14,
,0.0,zero,17.0,zero,two,19,,1,
zero,3.0,two,35.0,zero,one,29,,45,
one,1.0,zero,13.0,zero,two,29,,1,
,,two,10.0,zero,zero,19,one,9,
zero,,two,42.0,zero,zero,55,one,20,one_zero_zero_one_zero
zero,5.0,one,17.0,zero,zero,39,,27,zero_zero_zero_one_zero
zero,1.0,zero,11.0,,one,9,one,7,
one,0.0,zero,39.0,zero,three,49,one,37,zero_one_zero_zero_one
zero,,zero,6.0,zero,one,44,one,0,
zero,2.0,two,34.0,zero,zero,44,one,16,
zero,,zero,41.0,zero,one,39,one,25,
,,two,24.0,zero,one,69,one,34,one_zero_zero_one_zero
zero,2.0,zero,11.0,one,two,29,one,21,zero_zero_zero_zero_zero
zero,2.0,one,16.0,zero,zero,29,one,26,
zero,2.0,one,20.0,,zero,43,,0,one_zero_zero_one_zero
one,2.0,one,27.0,zero,zero,69,one,3,zero_zero_zero_one_zero
zero,,two,23.0,zero,two,47,one,20,zero_zero_zero_one_one
,,two,29.0,zero,one,54,,39,
zero,,zero,7.0,,one,47,one,17,zero_one_zero_zero_zero
two,0.0,zero,12.0,zero,zero,43,one,22,zero_zero_zero_zero_zero
zero,2.0,one,24.0,zero,zero,65,one,34,
,0.0,zero,8.0,zero,zero,59,,0,
,,zero,16.0,zero,one,47,one,18,
zero,,zero,,zero,zero,110,,15,zero_zero_zero_zero_zero
,,two,39.0,zero,one,59,one,49,zero_zero_zero_one_one
zero,,seven,,zero,zero,29,one,17,zero_zero_zero_one_zero
one,3.0,two,35.0,zero,zero,69,one,20,zero_zero_zero_one_one
zero,6.0,five,,,zero,53,,33,zero_zero_zero_one_zero
one,,zero,5.0,zero,one,59,one,15,zero_zero_zero_zero_zero
,2.0,one,24.0,,three,39,one,23,zero_one_zero_one_one
zero,6.0,one,,zero,two,14,one,35,zero_one_one_zero_zero
one,,three,35.0,,three,39,,45,zero_zero_zero_one_one
,5.0,three,37.0,zero,one,97,one,35,
zero,,zero,,zero,one,43,one,8,
zero,3.0,two,21.0,zero,zero,39,one,31,
,,one,,zero,one,47,,3,zero_zero_zero_one_zero
,4.0,zero,7.0,zero,one,59,one,12,zero_one_zero_zero_zero
zero,,zero,10.0,,zero,69,,10,
,2.0,one,,zero,zero,39,,13,one_zero_zero_one_zero
one,2.0,zero,,zero,zero,43,one,25,
one,,one,56.0,zero,zero,39,,12,
,,zero,39.0,zero,two,39,one,35,zero_one_zero_zero_one
zero,2.0,one,,,zero,39,,15,one_zero_zero_one_zero
one,3.0,zero,7.0,,one,9,one,10,
,,zero,,zero,zero,19,,50,zero_zero_zero_one_zero
,2.0,zero,10.0,zero,two,47,one,20,
one,2.0,one,37.0,zero,one,43,one,47,
,4.0,zero,17.0,zero,two,49,one,27,zero_zero_one_zero_zero
zero,,three,29.0,zero,zero,47,,9,
,2.0,one,,zero,one,49,,30,zero_zero_zero_one_one
zero,,three,48.0,zero,zero,59,,58,
zero,,three,20.0,,one,44,one,11,one_zero_zero_one_zero
,,zero,,zero,zero,34,,22,one_zero_zero_zero_zero
,,two,,,zero,39,one,25,
,,two,26.0,zero,zero,59,one,36,one_zero_zero_one_zero
zero,8.0,four,,zero,two,39,,28,zero_one_zero_one_zero
zero,,zero,9.0,zero,zero,43,one,16,
zero,2.0,one,,,zero,49,,21,one_zero_zero_one_zero
zero,1.0,zero,50.0,zero,zero,34,one,14,
one,2.0,one,,,zero,47,,13,
zero,3.0,two,,zero,two,47,one,39,
zero,4.0,three,,zero,zero,43,one,24,zero_zero_zero_one_zero
zero,3.0,two,35.0,zero,zero,47,,44,zero_zero_zero_one_zero
one,1.0,zero,,zero,zero,39,one,56,zero_zero_zero_one_one
,,two,21.0,zero,one,19,one,30,
,3.0,one,37.0,,zero,91,,13,zero_zero_zero_one_one
,,zero,7.0,zero,zero,39,,17,zero_zero_zero_zero_zero
zero,1.0,zero,,zero,zero,49,one,43,zero_zero_zero_one_zero
zero,3.0,two,,,zero,19,,34,
zero,4.0,three,15.0,zero,zero,54,one,25,
zero,3.0,two,,,zero,23,one,20,
zero,7.0,six,36.0,zero,zero,49,one,15,one_zero_zero_one_zero
one,3.0,two,,zero,zero,59,one,51,zero_one_zero_one_zero
two,3.0,two,27.0,,two,39,one,4,zero_one_zero_one_one
one,2.0,one,25.0,zero,one,71,,35,one_zero_zero_one_zero
zero,2.0,one,,zero,zero,39,one,5,zero_zero_zero_one_zero
two,,two,38.0,,zero,59,one,30,zero_zero_zero_one_one
one,1.0,zero,43.0,zero,zero,39,,40,
one,,one,,zero,two,19,,3,
zero,4.0,three,18.0,zero,two,44,one,11,
,,zero,9.0,,one,43,one,3,zero_zero_zero_zero_zero
zero,2.0,one,,one,three,39,,51,zero_zero_zero_one_one
one,1.0,zero,16.0,zero,one,0,one,17,zero_one_zero_one_zero
one,5.0,zero,10.0,zero,two,39,,20,
zero,5.0,five,22.0,zero,zero,29,,32,
zero,,zero,14.0,zero,one,41,,6,
,,zero,18.0,zero,one,47,one,5,
zero,0.0,zero,44.0,,three,64,one,25,
one,2.0,one,31.0,zero,three,59,,41,zero_zero_zero_one_one
zero,7.0,two,16.0,zero,zero,19,one,25,zero_one_zero_zero_zero
zero,6.0,two,23.0,zero,zero,59,one,0,
zero,6.0,five,,,zero,55,,40,
one,2.0,one,,,one,98,,31,
one,,one,22.0,zero,two,39,,29,one_zero_zero_one_zero
zero,4.0,three,34.0,,zero,35,one,39,zero_one_zero_one_zero
zero,1.0,zero,12.0,zero,zero,69,one,1,
one,2.0,one,25.0,zero,two,39,,35,zero_zero_zero_one_one
zero,4.0,three,,zero,zero,55,one,45,
zero,,zero,65.0,zero,zero,41,one,15,zero_zero_zero_one_zero
zero,,zero,7.0,zero,one,83,one,17,zero_zero_zero_zero_zero
zero,,one,29.0,zero,one,29,one,31,
zero,,two,,zero,zero,71,one,13,zero_zero_zero_one_one
zero,2.0,one,,,one,39,one,36,zero_zero_zero_one_zero
,3.0,two,30.0,zero,one,59,one,34,zero_zero_zero_one_one
,3.0,two,22.0,zero,two,29,one,32,zero_one_zero_one_zero
,,two,,zero,two,29,one,8,
zero,4.0,three,31.0,zero,zero,43,,41,
one,4.0,three,40.0,zero,zero,39,one,50,
two,4.0,three,27.0,,one,47,,37,
one,3.0,one,,,one,41,one,23,zero_zero_zero_one_zero
zero,2.0,one,23.0,,two,29,one,33,zero_one_zero_one_zero
zero,2.0,one,,,zero,49,one,19,zero_zero_zero_one_zero
zero,,zero,17.0,,two,43,one,27,
,5.0,zero,,zero,zero,20,one,7,one_zero_zero_zero_zero
zero,3.0,two,36.0,zero,zero,39,,46,zero_zero_zero_one_one
one,3.0,two,21.0,zero,three,25,one,31,
zero,1.0,zero,12.0,zero,one,43,one,21,
,,two,45.0,zero,one,14,one,55,
,,zero,9.0,zero,two,47,,1,zero_zero_zero_one_one
,8.0,zero,9.0,,one,59,one,7,
zero,2.0,zero,46.0,zero,zero,31,,56,
zero,8.0,zero,24.0,zero,two,39,one,14,zero_zero_zero_zero_zero
,,zero,15.0,,two,59,one,10,
zero,,zero,,zero,one,47,,15,zero_zero_zero_zero_zero
,3.0,two,28.0,,one,41,one,38,
zero,,one,25.0,,one,55,one,30,
,4.0,three,26.0,zero,three,39,,36,zero_zero_zero_one_one
one,4.0,three,25.0,,one,98,,35,
zero,4.0,four,,zero,zero,47,,32,zero_one_zero_zero_zero
,,zero,25.0,zero,three,49,one,20,
zero,1.0,zero,21.0,zero,two,43,,11,
,,zero,41.0,zero,three,29,one,51,zero_one_zero_zero_one
zero,6.0,five,47.0,,zero,29,,57,one_one_zero_one_zero
one,2.0,zero,26.0,zero,one,49,one,36,zero_zero_zero_zero_one
,,two,28.0,,two,39,one,38,zero_one_zero_one_one
zero,2.0,one,19.0,,one,49,,29,one_zero_zero_one_zero
one,1.0,zero,13.0,zero,two,39,one,23,one_one_zero_one_zero
one,,zero,56.0,zero,zero,39,,66,
zero,3.0,two,25.0,zero,zero,47,one,10,
,1.0,zero,27.0,zero,zero,43,one,37,
one,4.0,three,,zero,zero,39,,46,zero_zero_zero_one_one
one,3.0,two,31.0,zero,one,39,one,40,
zero,3.0,two,30.0,zero,two,39,one,40,zero_zero_zero_one_zero
