a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
zero,zero,1,zero,17,zero,one,zero,zero,two,,one,22,one
zero,zero,3,two,30,zero,zero,one,zero,one,45,one,40,zero
one,three,2,one,16,one,zero,one,zero,two,29,one,26,one
zero,zero,0,zero,70,one,zero,zero,zero,zero,3,one,80,zero
zero,two,3,two,36,zero,zero,one,one,two,39,one,26,one
zero,one,7,zero,32,zero,one,zero,zero,three,39,one,42,one
zero,zero,1,zero,31,one,zero,one,zero,zero,49,one,41,one
zero,zero,9,four,43,one,zero,one,zero,zero,29,one,33,zero
zero,zero,2,zero,23,zero,zero,zero,,two,44,one,33,zero
zero,one,3,two,,zero,zero,one,zero,zero,39,one,33,zero
zero,two,1,zero,14,one,zero,one,zero,two,38,one,15,
zero,zero,4,,13,zero,zero,zero,zero,two,,one,18,zero
zero,one,,one,14,zero,zero,one,zero,one,77,one,24,zero
one,zero,3,two,31,zero,zero,one,zero,two,43,one,30,one
one,zero,2,two,19,one,one,zero,zero,zero,19,one,29,
zero,one,,two,35,zero,zero,one,zero,zero,59,one,7,zero
zero,one,4,three,35,zero,zero,one,zero,two,44,one,45,one
zero,one,3,zero,45,zero,one,zero,zero,three,59,one,16,
zero,zero,6,,16,one,zero,one,zero,two,9,one,26,zero
zero,zero,2,one,20,zero,zero,one,,one,43,one,9,zero
zero,two,3,two,24,one,zero,one,zero,three,23,one,34,
zero,zero,3,zero,12,zero,zero,zero,,two,43,one,14,zero
zero,zero,5,zero,19,zero,zero,one,,zero,35,one,,zero
zero,one,5,three,,zero,zero,one,zero,two,39,one,30,one
zero,zero,0,zero,1,zero,one,zero,,zero,43,one,,zero
one,zero,2,one,34,zero,zero,one,,one,49,one,25,one
one,zero,2,,16,zero,zero,one,zero,two,59,one,7,one
one,zero,4,zero,7,zero,zero,zero,zero,one,47,one,16,zero
zero,zero,4,three,16,one,zero,one,zero,one,49,one,8,zero
zero,two,3,zero,14,zero,zero,one,zero,two,47,one,17,one
zero,zero,5,,34,zero,zero,one,zero,zero,39,one,44,zero
zero,one,4,one,56,zero,zero,one,zero,zero,29,one,66,zero
zero,zero,1,,20,one,zero,zero,zero,two,57,one,30,zero
zero,three,0,zero,10,zero,zero,zero,zero,one,23,one,20,zero
zero,zero,,two,21,one,zero,one,zero,zero,39,one,20,zero
zero,zero,6,zero,16,zero,zero,zero,zero,zero,39,one,0,
zero,zero,4,three,32,one,zero,one,zero,zero,29,one,42,zero
one,zero,5,zero,9,one,zero,zero,zero,one,29,one,12,zero
one,zero,,zero,5,zero,zero,zero,zero,zero,27,one,,zero
one,zero,1,zero,12,zero,zero,one,zero,one,55,one,11,zero
zero,two,2,one,47,zero,zero,one,zero,two,43,one,57,one
zero,zero,,five,34,one,zero,one,zero,zero,,one,,zero
one,zero,2,one,10,zero,zero,one,zero,zero,35,one,10,zero
one,one,6,one,21,zero,one,zero,zero,zero,51,one,18,zero
one,zero,4,three,27,zero,zero,one,zero,zero,,one,,zero
one,one,1,zero,,one,zero,one,zero,one,59,one,10,
zero,one,2,zero,6,zero,zero,zero,zero,one,59,one,1,zero
zero,zero,3,zero,18,one,zero,zero,zero,one,47,one,28,zero
zero,one,5,two,25,zero,zero,one,zero,zero,39,one,35,zero
zero,zero,4,three,17,zero,zero,one,zero,zero,44,one,27,zero
zero,zero,,zero,27,one,zero,zero,,two,39,one,8,zero
zero,zero,3,two,47,one,one,zero,zero,zero,39,one,47,
one,zero,3,two,30,zero,zero,one,zero,zero,47,one,40,zero
zero,zero,6,,32,zero,zero,one,zero,one,47,one,18,zero
zero,one,2,one,42,one,zero,one,,two,43,one,52,zero
zero,two,2,one,28,zero,zero,one,,three,47,one,14,
zero,zero,3,zero,11,zero,zero,zero,zero,one,43,one,14,zero
zero,zero,3,two,24,zero,zero,one,,one,43,one,4,one
one,zero,2,,28,one,zero,zero,zero,two,,one,38,one
one,zero,1,zero,54,zero,zero,one,zero,zero,39,one,1,zero
zero,zero,4,four,29,one,zero,zero,zero,zero,51,one,39,zero
zero,zero,6,zero,22,one,zero,zero,zero,one,59,one,30,one
zero,one,3,two,45,one,zero,one,zero,zero,39,one,,zero
zero,zero,1,one,25,one,zero,zero,zero,zero,43,one,15,zero
one,zero,4,two,43,zero,zero,one,zero,zero,69,one,10,one
one,zero,1,zero,,one,zero,one,zero,zero,9,one,51,zero
one,one,3,zero,19,zero,zero,one,zero,zero,69,one,,zero
one,zero,3,two,31,zero,zero,one,zero,zero,,one,41,one
zero,zero,1,zero,41,one,zero,one,zero,zero,24,one,50,
one,zero,2,zero,8,zero,zero,zero,zero,zero,47,one,18,zero
zero,one,3,two,,zero,zero,one,zero,two,49,one,56,one
zero,zero,4,three,27,one,zero,one,zero,zero,47,one,19,zero
one,one,2,one,32,one,zero,one,zero,one,69,one,42,one
one,zero,2,two,26,one,zero,zero,zero,zero,,one,9,zero
zero,three,6,four,35,one,zero,one,zero,zero,64,one,30,
one,zero,1,zero,44,one,one,zero,zero,zero,39,one,54,one
one,zero,2,one,12,zero,zero,one,zero,zero,64,one,7,one
one,zero,4,three,14,one,zero,one,,one,49,one,10,
one,zero,15,five,22,zero,zero,one,zero,zero,37,one,2,zero
zero,zero,0,zero,18,zero,zero,zero,zero,zero,47,one,,zero
one,zero,4,,40,zero,zero,one,zero,zero,83,one,1,zero
zero,zero,9,zero,16,one,zero,one,zero,one,59,one,26,zero
zero,one,1,one,43,one,one,zero,zero,two,29,one,53,one
zero,zero,2,one,37,one,zero,one,zero,two,39,one,12,
zero,one,4,three,17,zero,zero,one,zero,zero,39,one,27,zero
one,zero,3,,19,one,zero,one,zero,two,39,one,3,zero
zero,zero,3,two,,one,zero,one,zero,zero,29,one,36,
one,zero,0,zero,30,zero,zero,zero,zero,zero,,one,25,zero
zero,zero,4,three,14,one,zero,one,zero,zero,14,one,,
one,zero,2,zero,21,zero,zero,zero,zero,two,35,one,31,zero
one,zero,4,one,30,one,zero,zero,zero,two,47,one,40,
zero,one,4,three,26,one,zero,one,zero,one,44,one,7,zero
zero,zero,3,two,34,zero,zero,one,zero,one,39,one,30,one
one,zero,3,two,18,zero,zero,one,zero,one,98,one,,zero
one,zero,7,zero,22,zero,zero,one,zero,zero,59,one,9,zero
one,one,3,two,28,zero,zero,one,zero,one,49,one,4,one
zero,two,2,one,29,zero,zero,one,zero,two,,one,39,one
zero,zero,5,four,44,zero,zero,one,zero,zero,47,one,15,zero
one,zero,1,zero,17,zero,zero,one,zero,one,,one,4,one
zero,one,3,two,22,zero,zero,one,zero,two,71,one,32,
one,one,3,two,19,zero,zero,one,zero,zero,43,one,18,zero
one,zero,4,three,29,zero,zero,one,zero,zero,53,one,39,zero
one,one,3,zero,21,zero,zero,zero,zero,one,39,one,31,one
one,zero,8,five,,zero,zero,one,zero,one,53,one,36,zero
zero,two,3,two,31,zero,zero,one,zero,three,49,one,2,one
zero,zero,,one,40,zero,zero,one,zero,zero,,one,50,zero
zero,zero,4,three,30,one,one,zero,,two,39,one,8,one
zero,zero,,four,34,one,zero,one,zero,zero,39,one,28,zero
one,one,2,two,38,zero,one,zero,zero,two,47,one,20,one
one,zero,3,zero,13,zero,zero,zero,zero,zero,,one,23,zero
zero,zero,3,two,39,zero,zero,one,zero,zero,59,one,25,zero
zero,zero,3,,15,zero,zero,one,zero,zero,29,one,25,zero
zero,zero,3,two,37,zero,zero,one,zero,zero,19,zero,4,zero
zero,one,3,two,25,zero,zero,one,zero,two,39,one,35,one
zero,zero,6,zero,14,zero,zero,zero,zero,one,54,one,24,zero
zero,two,6,one,17,one,zero,one,zero,two,39,one,27,zero
one,one,0,zero,27,zero,one,zero,zero,zero,39,one,15,zero
zero,zero,1,,17,zero,zero,one,zero,zero,43,one,,zero
zero,zero,2,one,28,one,zero,one,zero,zero,29,one,38,
zero,one,4,three,21,one,zero,one,zero,zero,98,one,15,one
zero,zero,4,three,11,zero,zero,one,zero,zero,49,one,21,zero
zero,zero,3,,17,one,zero,one,zero,one,59,one,27,
zero,one,2,one,24,one,zero,one,zero,two,39,one,18,one
zero,zero,1,zero,29,zero,zero,zero,zero,one,43,one,34,zero
zero,zero,2,one,18,one,zero,one,zero,two,19,one,28,zero
one,one,2,one,22,one,zero,one,zero,one,41,one,31,
one,zero,4,three,31,zero,zero,one,zero,zero,41,one,18,zero
one,one,1,zero,34,zero,zero,one,zero,zero,47,one,44,zero
one,one,1,one,35,zero,one,zero,zero,three,39,one,44,one
zero,one,3,zero,11,zero,zero,zero,zero,two,47,one,21,zero
zero,two,3,two,32,one,zero,one,zero,zero,6,one,42,zero
zero,zero,7,six,35,zero,zero,one,zero,one,45,one,45,zero
zero,zero,4,,51,zero,zero,one,,zero,47,one,44,zero
one,one,6,zero,,zero,zero,zero,zero,one,44,one,13,zero
one,one,3,two,32,zero,zero,one,zero,two,55,one,14,
zero,zero,6,three,51,zero,zero,one,zero,zero,39,one,61,one
one,zero,0,zero,9,one,zero,zero,zero,one,49,one,2,zero
zero,zero,,zero,18,zero,zero,one,zero,one,47,one,15,one
zero,two,3,two,34,zero,zero,one,,two,39,one,30,
one,zero,2,,,zero,zero,one,zero,one,43,one,20,zero
one,zero,1,zero,10,zero,zero,zero,zero,zero,,one,20,one
zero,one,1,zero,,zero,zero,one,zero,one,43,one,32,zero
zero,zero,,two,26,one,zero,one,zero,two,49,one,17,
one,zero,4,one,,one,zero,one,zero,zero,,one,53,zero
one,zero,3,two,18,zero,zero,one,zero,zero,39,one,,one
one,zero,3,zero,4,one,zero,zero,zero,one,19,one,,zero
zero,zero,6,,13,zero,zero,zero,zero,one,7,one,23,zero
zero,zero,2,two,26,zero,zero,zero,zero,zero,,one,,zero
zero,one,2,one,15,one,zero,one,zero,two,39,one,23,zero
zero,zero,,one,18,one,zero,one,zero,zero,39,one,14,zero
zero,one,2,zero,25,one,zero,zero,zero,three,43,one,20,one
zero,zero,3,two,22,one,zero,one,zero,zero,29,one,,
one,zero,2,one,53,zero,zero,one,zero,zero,29,one,63,zero
zero,zero,6,zero,7,one,zero,zero,zero,one,47,one,10,
zero,one,2,one,27,zero,zero,one,zero,one,39,one,37,zero
one,zero,3,,4,zero,zero,zero,zero,one,71,one,1,zero
zero,one,0,zero,65,zero,one,zero,zero,zero,19,one,35,zero
one,zero,2,one,10,one,zero,one,zero,two,55,one,0,zero
zero,zero,3,two,30,one,zero,one,zero,zero,65,one,2,zero
zero,one,4,three,,one,zero,one,zero,zero,39,one,38,zero
zero,one,5,four,36,zero,zero,one,zero,zero,73,one,12,zero
zero,zero,2,one,38,one,zero,one,zero,zero,,one,48,zero
one,zero,0,,28,zero,one,zero,zero,zero,,one,23,one
zero,two,3,two,27,zero,zero,one,zero,two,39,one,37,one
one,zero,1,zero,18,one,zero,one,zero,zero,11,one,24,
one,one,1,one,,one,zero,zero,zero,one,49,one,27,
zero,zero,10,zero,21,zero,zero,zero,zero,one,71,one,31,zero
zero,zero,4,zero,11,one,zero,one,zero,one,47,one,21,zero
zero,zero,3,two,22,zero,zero,one,,zero,47,one,32,zero
zero,zero,6,four,26,zero,zero,one,zero,zero,39,one,,zero
zero,zero,,one,16,zero,zero,one,,zero,69,one,25,zero
zero,one,3,,39,zero,zero,one,,one,59,one,49,one
zero,one,,zero,49,one,zero,one,zero,zero,19,one,32,zero
one,two,4,three,24,zero,zero,one,zero,zero,52,one,33,zero
zero,two,3,zero,12,zero,zero,zero,zero,two,51,one,22,zero
zero,one,3,two,30,one,zero,one,zero,one,49,one,37,zero
one,zero,4,two,21,one,one,zero,zero,one,63,one,31,
one,zero,0,zero,30,zero,one,zero,,one,47,one,20,one
one,zero,4,zero,7,zero,zero,zero,zero,zero,39,one,2,zero
zero,zero,3,one,40,one,zero,one,zero,zero,44,one,50,zero
one,one,3,two,,zero,zero,one,zero,zero,,one,33,one
zero,zero,6,zero,12,one,zero,zero,zero,two,47,one,12,zero
one,zero,0,zero,9,one,zero,zero,zero,zero,64,one,8,zero
zero,zero,4,three,10,zero,zero,one,,zero,,one,20,zero
zero,two,4,zero,10,zero,zero,zero,zero,one,44,one,10,zero
zero,one,2,one,,zero,zero,one,zero,one,59,one,14,
zero,one,3,two,,one,zero,one,zero,one,29,one,18,
one,zero,1,zero,,one,zero,one,zero,one,53,one,10,zero
one,zero,1,zero,10,one,zero,one,zero,zero,24,one,20,zero
zero,zero,4,zero,17,one,one,zero,zero,one,43,one,27,zero
zero,zero,0,zero,64,one,one,zero,zero,zero,29,one,74,zero
zero,zero,,zero,58,one,zero,one,zero,zero,11,one,,zero
one,zero,4,two,19,zero,zero,one,,one,49,one,4,zero
one,zero,3,two,34,zero,zero,one,zero,one,62,one,44,one
zero,zero,6,zero,,zero,zero,zero,zero,one,43,one,20,zero
zero,one,4,three,34,zero,zero,one,zero,one,59,one,3,
zero,one,2,one,31,zero,zero,one,zero,two,43,one,41,one
zero,zero,,zero,17,one,zero,zero,zero,zero,47,one,27,zero
zero,zero,4,three,26,zero,zero,one,zero,three,39,one,36,one
zero,zero,3,two,17,one,zero,one,zero,zero,24,one,27,zero
one,zero,5,zero,10,zero,zero,zero,zero,zero,59,one,0,zero
one,zero,,one,15,zero,zero,one,zero,zero,6,one,5,zero
zero,zero,1,,14,zero,zero,one,zero,zero,61,one,15,zero
zero,two,2,one,,zero,zero,one,,one,59,one,28,zero
zero,one,2,one,69,zero,zero,one,zero,zero,47,one,,one
one,zero,3,two,33,zero,zero,one,zero,one,47,one,43,zero
one,zero,2,zero,25,one,zero,zero,zero,two,43,one,18,zero
zero,zero,1,zero,41,one,zero,zero,zero,zero,44,one,10,
one,one,3,one,20,zero,zero,one,zero,zero,55,one,13,one
zero,zero,,zero,20,zero,zero,zero,zero,zero,39,zero,,zero
zero,zero,6,five,23,zero,zero,one,zero,zero,39,one,33,zero
one,one,1,zero,21,one,zero,one,zero,three,59,one,31,one
zero,two,4,three,30,one,zero,one,zero,three,31,one,40,
one,zero,2,,,zero,zero,zero,zero,one,49,one,6,zero
zero,two,2,one,47,zero,zero,one,zero,zero,29,zero,35,zero
zero,zero,3,two,33,zero,zero,one,zero,zero,,one,30,zero
zero,zero,,zero,23,zero,zero,one,zero,zero,62,one,33,zero
zero,zero,5,four,24,one,zero,one,zero,zero,7,one,15,zero
zero,one,3,two,,zero,zero,one,zero,one,47,one,42,zero
one,zero,,,32,one,one,zero,zero,zero,39,one,,zero
zero,zero,1,zero,30,zero,zero,one,,one,34,one,40,zero
zero,zero,5,four,17,one,zero,one,zero,one,47,one,8,zero
one,zero,,zero,9,one,zero,one,zero,zero,59,one,8,one
zero,three,5,three,42,zero,zero,one,zero,three,39,one,21,one
zero,zero,3,two,21,zero,zero,one,zero,zero,39,one,31,one
zero,zero,4,three,32,zero,zero,one,,zero,54,one,24,zero
zero,zero,3,zero,50,zero,one,zero,zero,zero,7,one,47,zero
one,one,1,zero,32,zero,zero,one,zero,three,59,one,1,one
zero,zero,4,three,42,zero,zero,one,zero,zero,49,one,52,zero
zero,one,3,two,29,zero,zero,one,zero,one,47,one,23,one
zero,one,6,one,18,zero,zero,one,zero,zero,49,one,26,one
one,zero,2,one,27,zero,zero,one,zero,one,87,one,15,one
zero,zero,2,zero,9,zero,zero,zero,zero,two,39,one,18,zero
zero,zero,6,five,21,zero,zero,one,zero,zero,44,one,31,zero
one,zero,2,,19,zero,zero,one,zero,zero,79,one,29,zero
one,one,3,two,27,zero,zero,one,zero,two,0,one,37,one
zero,zero,,zero,38,one,zero,one,zero,zero,39,one,48,zero
zero,one,,zero,35,zero,zero,one,zero,zero,,one,45,zero
zero,one,,four,24,zero,zero,one,zero,zero,64,one,13,one
zero,zero,6,two,21,one,zero,one,zero,two,34,one,31,zero
one,zero,,five,42,zero,zero,one,,zero,43,one,52,zero
zero,zero,3,,27,zero,zero,one,zero,zero,47,one,0,one
zero,zero,1,zero,39,zero,zero,one,zero,zero,35,one,49,zero
one,zero,0,zero,46,zero,one,zero,zero,zero,29,one,1,zero
zero,one,8,zero,,one,zero,zero,zero,one,44,one,14,zero
zero,zero,,six,46,zero,zero,one,zero,zero,39,one,4,zero
zero,three,5,zero,8,zero,zero,zero,zero,two,23,one,18,zero
zero,zero,6,five,20,one,zero,one,zero,zero,43,one,,zero
zero,one,4,one,14,one,zero,zero,zero,zero,,one,12,zero
zero,zero,6,four,17,one,zero,zero,,zero,39,one,1,zero
zero,zero,2,one,19,zero,zero,one,zero,one,36,zero,20,one
one,zero,2,one,19,one,zero,one,zero,zero,29,one,5,zero
one,zero,4,zero,10,one,zero,zero,zero,one,47,one,20,zero
zero,zero,1,zero,65,zero,zero,one,zero,zero,11,one,,zero
one,zero,0,,12,one,zero,zero,zero,one,39,one,6,zero
one,zero,0,zero,14,one,zero,zero,zero,two,47,one,19,zero
zero,zero,7,zero,,zero,zero,zero,zero,one,43,one,21,zero
one,zero,6,,32,zero,zero,one,zero,zero,59,one,2,zero
one,zero,1,,18,zero,zero,one,zero,one,47,one,,zero
zero,two,3,two,33,zero,zero,one,,three,51,one,40,one
zero,zero,1,zero,46,zero,zero,one,zero,zero,43,one,31,zero
zero,zero,,zero,11,zero,zero,one,zero,zero,47,one,10,zero
one,zero,,three,35,one,zero,zero,zero,zero,43,one,25,zero
one,zero,2,one,64,one,one,zero,zero,zero,,one,74,zero
zero,zero,3,two,29,one,zero,one,zero,zero,3,one,12,zero
one,zero,1,,28,one,one,zero,zero,zero,43,one,27,zero
zero,one,4,zero,,one,zero,zero,zero,one,39,one,1,zero
zero,zero,,zero,20,zero,zero,zero,,zero,39,one,1,zero
zero,zero,2,zero,7,one,zero,zero,zero,one,47,one,,
one,zero,2,,13,one,zero,zero,zero,one,59,one,22,zero
zero,zero,0,,,zero,one,zero,zero,zero,83,one,,zero
zero,zero,2,one,17,zero,zero,one,zero,one,39,one,10,zero
one,zero,11,nine,33,zero,zero,one,zero,zero,69,one,6,zero
zero,zero,0,zero,28,one,zero,zero,zero,three,35,one,10,one
one,zero,2,,44,zero,zero,one,zero,zero,47,zero,54,zero
zero,zero,5,two,20,zero,zero,one,zero,zero,24,one,30,zero
zero,zero,1,one,25,one,zero,zero,zero,one,49,one,18,zero
zero,one,2,one,32,one,zero,one,zero,zero,71,one,42,zero
zero,zero,5,zero,12,zero,zero,zero,zero,one,39,one,22,zero
one,one,3,two,,one,zero,one,zero,two,44,one,23,one
one,zero,4,three,18,one,one,zero,zero,zero,39,one,7,
one,two,4,two,48,one,zero,zero,zero,zero,41,one,20,zero
zero,zero,4,three,25,one,zero,one,zero,three,32,one,35,
zero,zero,2,,14,one,zero,one,zero,zero,50,zero,24,zero
one,one,3,two,28,zero,zero,one,zero,two,39,one,38,one
zero,one,15,four,41,zero,zero,one,zero,one,39,one,51,one
one,zero,,one,31,one,zero,one,zero,zero,39,one,19,zero
zero,one,4,three,41,zero,zero,one,zero,one,39,one,41,
one,one,4,three,,one,zero,one,zero,zero,55,one,38,zero
zero,zero,4,one,36,one,zero,one,zero,zero,,one,,zero
zero,zero,5,zero,15,zero,zero,zero,,one,59,one,25,zero
zero,one,3,two,,zero,zero,one,zero,zero,59,one,35,one
one,zero,5,,3,zero,zero,zero,zero,zero,24,one,9,zero
one,one,0,zero,14,zero,zero,zero,zero,three,29,one,3,one
one,zero,2,one,20,one,zero,zero,zero,one,29,one,30,zero
zero,zero,5,three,21,zero,zero,one,zero,zero,59,one,31,zero
zero,zero,7,six,33,zero,zero,one,zero,zero,59,one,,zero
one,zero,2,,16,zero,zero,one,zero,zero,59,one,15,zero
one,one,3,zero,,zero,zero,zero,zero,zero,35,one,22,zero
zero,zero,7,zero,8,one,zero,zero,zero,two,19,one,18,zero
zero,one,4,two,41,one,zero,one,zero,zero,29,one,14,
zero,zero,,two,33,zero,zero,one,,zero,,one,18,one
one,zero,4,three,39,zero,zero,one,,zero,53,one,49,zero
zero,one,1,zero,20,one,zero,one,zero,two,59,one,30,one
zero,zero,5,four,24,zero,zero,one,zero,zero,39,one,34,zero
zero,zero,5,four,30,one,zero,one,zero,one,19,one,40,zero
one,zero,3,two,28,zero,zero,one,zero,zero,47,zero,9,zero
one,zero,1,zero,24,zero,zero,one,zero,zero,,one,10,zero
one,zero,,two,33,zero,zero,one,zero,zero,69,one,43,zero
zero,zero,1,zero,63,one,one,zero,,zero,7,one,35,zero
one,zero,0,zero,19,zero,zero,zero,zero,one,31,one,2,zero
zero,zero,2,zero,43,zero,zero,zero,zero,zero,,one,53,zero
zero,two,3,two,33,zero,zero,one,zero,two,,one,43,one
one,zero,2,one,14,zero,zero,one,zero,one,59,one,24,
zero,zero,,,17,one,zero,one,zero,zero,29,one,19,zero
zero,zero,4,,31,one,zero,one,zero,one,47,zero,14,
zero,zero,3,zero,13,zero,zero,one,zero,zero,,one,,one
one,two,4,three,32,zero,zero,one,zero,one,47,one,3,one
zero,one,3,two,30,zero,zero,one,zero,three,49,one,29,one
one,zero,2,one,39,zero,zero,one,zero,two,59,one,48,zero
zero,one,2,one,,zero,zero,one,zero,two,39,one,30,one
one,zero,2,one,20,zero,zero,one,zero,zero,83,zero,29,zero
zero,one,3,two,23,zero,zero,one,zero,three,39,one,9,one
zero,one,1,zero,,zero,zero,one,zero,three,39,one,39,
zero,zero,8,zero,10,zero,zero,zero,,two,95,one,14,one
zero,one,3,two,23,one,zero,one,zero,two,39,one,,zero
one,zero,2,one,18,one,zero,one,zero,one,5,one,8,zero
zero,zero,6,,5,zero,zero,zero,zero,zero,29,one,13,zero
one,zero,6,five,23,one,zero,one,zero,zero,47,one,13,zero
one,zero,0,zero,61,one,zero,zero,zero,one,39,one,1,zero
one,one,4,three,24,zero,zero,one,zero,zero,59,one,20,zero
zero,zero,7,one,8,one,zero,zero,zero,one,39,one,18,zero
zero,zero,,zero,10,zero,zero,zero,zero,zero,,one,6,zero
zero,one,1,zero,44,one,zero,one,zero,zero,59,one,34,zero
zero,zero,9,,20,one,zero,zero,zero,zero,24,one,8,zero
zero,one,,two,29,zero,zero,one,zero,two,43,one,39,one
zero,three,2,one,,zero,zero,one,zero,three,39,one,57,one
zero,zero,5,,22,zero,zero,one,zero,zero,39,one,11,zero
one,zero,4,three,22,zero,zero,one,,zero,,one,22,zero
zero,zero,5,four,39,one,zero,one,zero,zero,26,zero,49,zero
one,one,3,one,,zero,zero,one,zero,zero,47,one,7,one
one,zero,3,one,39,one,zero,zero,zero,zero,54,one,38,zero
zero,one,3,one,40,one,zero,one,zero,zero,29,one,50,
one,one,3,two,,zero,zero,one,zero,one,49,one,45,
zero,one,9,three,31,zero,zero,one,zero,one,59,one,41,
zero,one,3,two,24,zero,zero,one,zero,two,39,one,25,one
zero,zero,4,three,21,zero,zero,one,zero,zero,55,one,3,zero
zero,one,3,two,27,zero,zero,one,zero,zero,17,one,37,one
one,zero,0,zero,15,zero,zero,zero,,three,39,one,25,one
zero,zero,,two,41,zero,zero,one,,zero,59,one,15,zero
zero,zero,,two,28,zero,zero,one,zero,zero,47,one,38,zero
zero,zero,,three,22,zero,zero,one,,zero,,one,17,zero
zero,zero,3,zero,7,zero,zero,zero,zero,zero,47,one,17,zero
one,zero,2,,18,zero,zero,one,zero,two,47,one,28,zero
zero,zero,1,zero,40,zero,zero,one,zero,zero,41,one,,zero
one,zero,,,43,one,zero,one,zero,zero,39,zero,53,one
one,zero,1,zero,19,zero,zero,one,zero,three,59,one,10,zero
one,zero,4,three,47,zero,zero,one,zero,zero,23,one,57,zero
zero,zero,4,three,17,zero,zero,one,zero,one,69,one,15,
one,zero,12,zero,9,one,zero,zero,zero,zero,29,one,,zero
zero,zero,3,,20,one,zero,zero,zero,one,39,one,18,one
one,zero,4,three,20,zero,zero,one,zero,one,39,one,12,zero
zero,zero,3,two,41,one,zero,one,zero,zero,12,zero,15,zero
one,zero,,zero,10,zero,zero,zero,zero,zero,,one,,zero
zero,zero,4,three,26,zero,zero,one,zero,two,39,one,36,zero
zero,one,7,zero,6,one,zero,zero,zero,one,53,one,16,zero
zero,zero,3,one,18,zero,zero,one,zero,one,71,one,28,zero
one,one,3,two,45,one,zero,one,zero,two,29,one,24,zero
one,zero,1,one,20,one,zero,zero,zero,zero,43,one,2,zero
one,zero,2,zero,16,one,zero,one,zero,two,41,one,26,zero
zero,zero,2,,33,one,zero,zero,zero,one,43,one,15,one
zero,zero,3,two,32,zero,zero,one,,zero,,one,32,zero
zero,zero,3,two,16,one,zero,one,,two,44,one,3,zero
zero,zero,5,two,54,zero,zero,one,,zero,39,one,47,zero
zero,zero,2,one,24,zero,zero,one,zero,zero,47,one,3,zero
zero,one,3,two,34,one,one,zero,zero,one,41,one,10,zero
one,zero,6,zero,6,zero,zero,zero,zero,one,77,one,16,zero
zero,zero,4,zero,28,one,one,zero,zero,zero,77,one,,zero
zero,zero,2,two,32,one,one,zero,zero,one,43,one,42,
zero,zero,6,five,32,zero,zero,one,,zero,47,one,,zero
zero,one,4,zero,,one,zero,zero,zero,one,44,one,4,zero
one,zero,4,zero,6,one,zero,zero,zero,zero,59,one,0,zero
zero,zero,3,,20,zero,zero,one,zero,zero,95,one,30,zero
zero,zero,8,,32,one,zero,one,zero,zero,34,zero,42,
one,zero,4,three,24,zero,zero,one,zero,one,43,one,1,one
zero,zero,2,zero,12,zero,zero,zero,zero,one,47,one,20,zero
zero,two,4,,36,one,zero,one,zero,two,47,one,46,one
zero,zero,7,six,34,zero,zero,one,zero,zero,47,one,,zero
zero,one,4,three,39,one,zero,one,zero,zero,43,one,49,zero
zero,two,6,zero,19,zero,zero,zero,zero,one,39,one,10,zero
zero,zero,3,two,20,zero,zero,one,,one,43,one,30,zero
zero,two,0,zero,13,one,zero,zero,zero,zero,49,one,3,zero
zero,two,3,zero,15,zero,zero,zero,,three,43,one,14,zero
one,one,,zero,23,one,zero,one,zero,zero,41,one,32,zero
zero,zero,3,two,27,zero,zero,one,zero,two,39,one,37,one
zero,zero,4,,16,zero,zero,one,,one,83,one,23,
zero,zero,3,zero,30,zero,zero,zero,zero,zero,,one,40,zero
zero,zero,4,zero,10,zero,zero,zero,zero,zero,44,one,,zero
zero,zero,4,zero,10,one,zero,zero,zero,zero,47,one,,zero
zero,zero,,four,21,zero,zero,one,zero,zero,55,one,31,zero
one,zero,1,zero,16,one,zero,one,zero,zero,71,one,26,zero
zero,two,7,zero,25,zero,zero,one,zero,two,,one,28,one
zero,one,3,two,24,zero,zero,one,zero,three,39,one,34,one
one,one,2,one,,one,zero,one,zero,one,74,one,1,zero
one,one,,two,15,one,zero,one,zero,zero,47,one,25,zero
zero,one,2,one,,one,zero,one,zero,two,47,one,7,
zero,one,3,two,,zero,zero,one,zero,two,43,one,53,one
one,two,4,zero,18,one,zero,zero,zero,two,43,one,2,one
one,one,0,zero,48,one,one,zero,zero,one,23,one,55,one
zero,zero,4,three,43,one,zero,one,,zero,49,one,16,zero
zero,two,3,two,48,zero,zero,one,zero,two,39,one,37,one
one,zero,2,two,16,one,zero,zero,zero,zero,19,one,26,zero
zero,one,3,two,23,one,zero,one,zero,zero,59,one,17,one
zero,zero,3,two,16,one,zero,one,zero,two,29,one,26,zero
one,zero,3,,28,zero,zero,one,zero,two,29,one,38,one
zero,three,,zero,,zero,zero,zero,zero,three,39,one,,one
one,one,0,zero,23,zero,zero,zero,zero,two,89,one,4,one
zero,one,4,three,37,zero,zero,one,zero,zero,59,one,23,one
zero,two,1,zero,28,one,zero,one,zero,two,47,one,,zero
zero,one,1,zero,25,zero,zero,one,zero,two,71,one,13,zero
zero,zero,2,one,18,zero,zero,one,zero,zero,59,one,,zero
zero,one,2,one,41,zero,zero,one,zero,one,49,one,51,one
one,zero,2,one,,one,zero,one,zero,zero,,one,10,zero
zero,one,,three,28,one,zero,one,zero,zero,39,one,38,zero
