a2,a3,a4,a5,a9,a10,a11,a12,a13,combo
,2.0,one,,zero,zero,,one,13.0,
one,,,39.0,zero,,,one,31.0,
,3.0,,40.0,,zero,39.0,one,30.0,
,,,21.0,zero,zero,39.0,one,31.0,one_zero_zero_zero_zero
zero,2.0,one,,,zero,59.0,one,19.0,
zero,4.0,zero,,zero,,39.0,,28.0,
zero,,two,14.0,,one,39.0,one,,
,4.0,,10.0,zero,zero,76.0,,,
one,3.0,two,,zero,two,89.0,,30.0,zero_zero_zero_one_zero
one,,two,22.0,zero,,59.0,one,32.0,
,9.0,three,46.0,,,76.0,one,,zero_zero_zero_one_zero
,2.0,one,40.0,,zero,44.0,one,29.0,
zero,5.0,,,zero,,39.0,one,13.0,
zero,8.0,,26.0,,zero,39.0,one,20.0,
,4.0,three,26.0,,zero,39.0,one,36.0,
,,one,,zero,,44.0,one,6.0,
zero,3.0,,32.0,,,35.0,one,,zero_zero_zero_zero_zero
zero,4.0,,35.0,zero,two,55.0,one,3.0,
one,,two,,,two,24.0,,46.0,
zero,2.0,one,,zero,zero,,one,0.0,
zero,6.0,,26.0,zero,zero,47.0,,36.0,
one,5.0,,29.0,zero,zero,39.0,one,39.0,one_zero_zero_one_zero
,,zero,56.0,zero,zero,11.0,one,27.0,
zero,2.0,zero,18.0,zero,zero,35.0,,,
zero,2.0,zero,,zero,one,53.0,,17.0,
,,zero,17.0,zero,one,98.0,,27.0,
zero,4.0,,23.0,zero,zero,,one,,
zero,5.0,two,,zero,zero,39.0,one,,zero_one_one_zero_zero
,,two,21.0,,,49.0,,31.0,
zero,3.0,,,zero,one,65.0,one,0.0,
zero,,,39.0,zero,three,,,40.0,
,4.0,,,,zero,,one,,
,4.0,three,21.0,zero,zero,,one,10.0,
zero,6.0,,29.0,,,47.0,one,,
,8.0,,47.0,zero,zero,,one,57.0,
zero,,,43.0,zero,,31.0,one,53.0,zero_one_one_zero_zero
zero,3.0,two,,zero,,47.0,,20.0,
zero,3.0,,14.0,,zero,47.0,,15.0,
,4.0,,38.0,zero,,47.0,one,21.0,
one,3.0,two,,zero,one,,,38.0,
,,zero,22.0,zero,two,47.0,one,,
zero,8.0,,,zero,one,27.0,one,8.0,
zero,,zero,30.0,zero,zero,39.0,one,,
,1.0,zero,,zero,,39.0,one,55.0,
,2.0,,45.0,zero,zero,47.0,one,55.0,
zero,3.0,two,,,one,9.0,one,31.0,
zero,5.0,four,,,,39.0,one,44.0,one_zero_zero_one_zero
zero,5.0,,17.0,,one,51.0,one,27.0,
,,,20.0,zero,zero,,one,20.0,one_zero_zero_one_zero
zero,1.0,,28.0,zero,,,one,,
zero,6.0,zero,,,zero,49.0,one,17.0,
one,4.0,three,39.0,zero,zero,98.0,one,49.0,
zero,,,,zero,one,29.0,one,7.0,
one,4.0,zero,8.0,,,35.0,,,
zero,3.0,,,zero,one,39.0,one,,
,3.0,three,25.0,zero,one,47.0,one,7.0,
,,three,,zero,zero,,one,,
,6.0,zero,9.0,zero,one,,one,19.0,zero_zero_zero_zero_zero
zero,,,,zero,,65.0,one,4.0,
zero,,,,zero,,29.0,one,,
zero,3.0,,22.0,zero,zero,44.0,one,16.0,
zero,2.0,one,44.0,,,29.0,zero,,
one,3.0,two,,zero,two,79.0,one,,
zero,3.0,,,,two,19.0,,10.0,
,0.0,,40.0,,,29.0,one,1.0,
zero,4.0,,18.0,,zero,,one,,
,,,18.0,zero,,54.0,one,10.0,
,2.0,one,26.0,,,43.0,one,7.0,
one,2.0,one,,zero,zero,,one,35.0,
zero,,four,37.0,,zero,,one,15.0,
zero,5.0,four,,zero,two,24.0,one,32.0,
one,2.0,one,50.0,zero,zero,39.0,one,30.0,
,,,5.0,zero,one,34.0,one,15.0,
zero,,one,,zero,zero,39.0,one,12.0,zero_zero_zero_one_zero
,1.0,,33.0,zero,zero,39.0,,18.0,one_one_one_zero_zero
zero,1.0,one,,zero,zero,40.0,one,31.0,
zero,,zero,32.0,zero,,,,42.0,
,5.0,four,23.0,zero,zero,44.0,one,,
zero,3.0,two,24.0,,,59.0,one,34.0,
zero,3.0,two,46.0,zero,,,one,,
,1.0,zero,35.0,zero,zero,39.0,,4.0,
zero,,,29.0,zero,,39.0,one,15.0,
,5.0,,18.0,,one,47.0,one,,
zero,1.0,,22.0,zero,zero,59.0,one,28.0,
,2.0,zero,22.0,zero,zero,51.0,one,13.0,
,3.0,,13.0,zero,,,one,23.0,
zero,4.0,,18.0,,one,47.0,,28.0,
one,,one,17.0,,zero,,one,12.0,
zero,,two,32.0,zero,one,,one,42.0,
two,,two,40.0,zero,one,,zero,50.0,
zero,5.0,,,,,,one,41.0,
,,three,,zero,one,,one,15.0,
zero,,two,34.0,,,39.0,one,44.0,
zero,3.0,zero,63.0,zero,zero,79.0,one,,zero_zero_zero_one_one
,6.0,,37.0,zero,zero,39.0,one,,
,,three,28.0,zero,two,,one,2.0,
,0.0,zero,25.0,,two,,one,8.0,zero_one_zero_zero_zero
zero,,zero,9.0,,one,,one,19.0,
,4.0,three,,,,6.0,one,,
zero,2.0,,19.0,zero,zero,,one,,
zero,,one,16.0,zero,,41.0,,26.0,
zero,,zero,39.0,zero,zero,39.0,one,20.0,
zero,4.0,three,31.0,zero,two,,,,zero_one_one_zero_one
,4.0,three,,,zero,34.0,one,6.0,
zero,,,14.0,,zero,71.0,one,,
,1.0,,21.0,zero,zero,39.0,one,16.0,
zero,,zero,21.0,zero,,39.0,one,4.0,
zero,3.0,,37.0,zero,zero,,,39.0,
zero,3.0,zero,36.0,zero,zero,39.0,one,29.0,zero_zero_zero_zero_zero
one,0.0,,15.0,,,39.0,one,,one_one_zero_zero_one
,,two,35.0,zero,zero,19.0,one,45.0,zero_one_zero_one_zero
zero,2.0,,16.0,,,47.0,one,17.0,
,,one,,,one,,one,24.0,
one,5.0,four,37.0,zero,zero,29.0,one,30.0,
,1.0,zero,18.0,,,49.0,,28.0,
zero,3.0,two,27.0,,,47.0,one,17.0,one_one_zero_one_zero
zero,0.0,,,zero,one,,one,38.0,
,3.0,two,34.0,zero,three,54.0,one,,zero_one_zero_one_one
zero,,,30.0,,one,,one,,
zero,2.0,,35.0,,,39.0,one,15.0,
three,,two,47.0,,three,39.0,one,50.0,
zero,2.0,one,23.0,,,29.0,,,
zero,5.0,four,,zero,two,39.0,one,20.0,
zero,,two,23.0,zero,,47.0,one,13.0,
,1.0,zero,46.0,zero,one,,zero,36.0,zero_zero_zero_one_zero
zero,,zero,15.0,zero,,49.0,one,20.0,
,4.0,zero,,zero,,83.0,one,,
zero,3.0,one,31.0,zero,zero,39.0,one,41.0,
one,2.0,one,,zero,one,29.0,one,12.0,
,5.0,,,,zero,,,,
one,,four,46.0,zero,,39.0,one,46.0,
,3.0,one,,,one,39.0,one,51.0,
zero,2.0,one,34.0,zero,,71.0,one,,
zero,7.0,,5.0,zero,,53.0,one,15.0,
one,,,28.0,zero,zero,43.0,zero,12.0,zero_zero_zero_one_zero
,,,14.0,zero,zero,47.0,,24.0,
one,4.0,,30.0,zero,,39.0,one,24.0,one_one_zero_one_one
one,3.0,two,33.0,zero,,49.0,one,,
one,2.0,,,zero,zero,48.0,one,52.0,zero_zero_zero_one_zero
zero,,,31.0,zero,zero,39.0,one,,
,3.0,,,,,64.0,one,11.0,
zero,,one,43.0,zero,,39.0,,53.0,
zero,2.0,zero,10.0,zero,,44.0,one,1.0,one_one_zero_zero_zero
,3.0,two,18.0,zero,zero,39.0,one,6.0,
zero,6.0,three,,,two,65.0,one,39.0,
zero,,,33.0,,zero,29.0,,43.0,
,2.0,zero,52.0,zero,zero,44.0,one,62.0,
,3.0,two,30.0,,,47.0,,26.0,
zero,2.0,,,,zero,39.0,zero,20.0,
,4.0,three,32.0,zero,,89.0,one,42.0,zero_one_zero_one_zero
zero,,zero,11.0,zero,two,39.0,one,5.0,
one,3.0,two,21.0,zero,zero,23.0,one,,
one,2.0,one,29.0,,one,35.0,zero,3.0,
,,,15.0,zero,,59.0,one,25.0,one_zero_zero_zero_one
,3.0,two,25.0,zero,zero,43.0,one,35.0,
,0.0,zero,31.0,,zero,59.0,one,41.0,
zero,5.0,,46.0,zero,,,zero,50.0,
zero,6.0,zero,8.0,zero,one,47.0,one,18.0,
zero,4.0,two,16.0,zero,one,53.0,one,26.0,
zero,3.0,one,55.0,zero,,19.0,one,59.0,
,4.0,two,15.0,zero,zero,43.0,one,25.0,
,2.0,,30.0,zero,one,55.0,one,38.0,zero_zero_zero_one_one
zero,2.0,,0.0,,zero,34.0,,10.0,
two,4.0,three,35.0,zero,two,39.0,one,45.0,
one,,zero,14.0,,one,,one,24.0,
one,1.0,zero,22.0,zero,,,,,
one,4.0,,22.0,zero,one,,one,,
,3.0,,30.0,zero,one,59.0,one,16.0,
zero,1.0,,18.0,zero,two,43.0,one,,
one,3.0,two,19.0,zero,two,65.0,,29.0,
one,2.0,,33.0,zero,two,39.0,one,43.0,
,0.0,,41.0,zero,zero,78.0,one,22.0,
zero,4.0,three,51.0,,zero,9.0,one,61.0,
,3.0,two,19.0,zero,,34.0,,,
two,2.0,one,,zero,zero,,one,53.0,
two,4.0,,,zero,,19.0,one,,
zero,4.0,two,49.0,zero,zero,,one,21.0,
,3.0,zero,23.0,zero,one,39.0,one,1.0,
zero,5.0,four,17.0,zero,zero,39.0,one,12.0,
,,three,32.0,,zero,35.0,one,,
zero,4.0,three,35.0,zero,one,39.0,one,,zero_one_zero_one_one
zero,,two,,,,,one,15.0,
zero,8.0,two,33.0,zero,two,39.0,,43.0,
zero,2.0,one,13.0,zero,zero,,one,23.0,
,3.0,two,,zero,two,,one,29.0,
two,,,48.0,,three,59.0,one,48.0,
zero,4.0,two,39.0,zero,zero,49.0,,49.0,
,2.0,one,,zero,zero,14.0,one,40.0,zero_zero_zero_one_zero
one,2.0,one,18.0,,three,59.0,,1.0,
zero,3.0,two,56.0,zero,zero,44.0,,,
one,3.0,two,20.0,zero,zero,39.0,one,10.0,
zero,,,,zero,,26.0,one,41.0,
zero,2.0,,,,zero,39.0,,,
,3.0,two,,zero,one,55.0,one,43.0,
zero,6.0,five,34.0,,one,83.0,zero,,
one,3.0,,,zero,zero,19.0,one,48.0,
one,3.0,zero,28.0,zero,zero,44.0,,,zero_zero_zero_zero_zero
zero,8.0,,18.0,zero,,7.0,,0.0,
one,3.0,zero,8.0,,,,one,18.0,
zero,4.0,zero,35.0,zero,zero,,one,40.0,
one,4.0,three,37.0,,two,,one,,
zero,,four,29.0,,,59.0,one,,
zero,1.0,zero,18.0,,one,39.0,one,24.0,
zero,0.0,zero,,zero,zero,39.0,one,49.0,zero_zero_zero_zero_zero
zero,4.0,,37.0,zero,zero,39.0,,45.0,
,3.0,one,19.0,zero,zero,,,,zero_zero_zero_one_zero
,2.0,one,37.0,,,49.0,,,
one,5.0,four,45.0,zero,zero,15.0,,55.0,
four,,,19.0,,,,one,,zero_zero_zero_one_one
zero,,four,,zero,,39.0,,42.0,
zero,3.0,zero,43.0,,one,,one,53.0,zero_one_zero_zero_zero
zero,1.0,one,,,one,29.0,one,40.0,
zero,,,32.0,,,39.0,one,42.0,
,,one,34.0,zero,one,,,24.0,zero_zero_zero_one_one
,0.0,,,zero,zero,35.0,one,2.0,
zero,,,11.0,,zero,14.0,,12.0,
,4.0,three,30.0,zero,,47.0,,21.0,
zero,2.0,one,13.0,zero,,47.0,one,6.0,
zero,4.0,,,,zero,,one,,
zero,2.0,two,20.0,zero,one,69.0,one,2.0,
zero,1.0,zero,32.0,,,48.0,one,42.0,
,,two,40.0,zero,zero,,one,50.0,
zero,1.0,zero,,zero,zero,29.0,one,59.0,
,4.0,three,24.0,,one,,one,,
zero,1.0,,37.0,zero,,39.0,one,,
zero,2.0,zero,8.0,,one,59.0,one,11.0,
,11.0,,6.0,zero,zero,44.0,one,,
one,,,27.0,zero,,,one,23.0,
zero,,,5.0,zero,zero,41.0,one,,one_one_zero_zero_zero
zero,,one,18.0,zero,two,19.0,one,28.0,
,,one,16.0,zero,two,69.0,,11.0,
,2.0,one,,zero,three,39.0,one,28.0,zero_one_zero_one_one
zero,2.0,zero,54.0,zero,,23.0,one,54.0,one_zero_zero_one_zero
one,3.0,two,19.0,,one,43.0,one,,
zero,,one,45.0,zero,two,41.0,one,55.0,one_one_zero_one_one
,3.0,,21.0,zero,one,27.0,one,31.0,
one,3.0,,21.0,zero,zero,47.0,one,5.0,
,2.0,two,,zero,zero,47.0,one,17.0,
one,,three,45.0,zero,one,58.0,one,44.0,
,3.0,zero,21.0,zero,three,39.0,one,31.0,
,,zero,26.0,zero,three,39.0,one,30.0,
,,two,17.0,,two,,one,27.0,
,3.0,two,22.0,zero,,43.0,one,,
zero,3.0,two,40.0,zero,one,,,23.0,
zero,3.0,zero,,zero,two,,,14.0,
,,zero,12.0,zero,zero,,one,22.0,zero_zero_zero_one_zero
zero,0.0,zero,13.0,zero,two,,,23.0,
zero,3.0,one,43.0,zero,two,34.0,,53.0,
zero,2.0,one,11.0,zero,zero,76.0,,21.0,
zero,5.0,four,,zero,zero,,,44.0,
zero,1.0,zero,,zero,one,59.0,,15.0,
one,3.0,zero,,,one,47.0,,,
,4.0,,26.0,zero,one,52.0,,17.0,zero_one_zero_one_zero
,1.0,one,,,two,43.0,,25.0,
one,,two,,zero,two,59.0,one,35.0,
,3.0,two,,,,47.0,,7.0,
zero,4.0,three,21.0,zero,zero,43.0,one,31.0,
one,1.0,zero,,,two,44.0,one,25.0,
,,zero,24.0,zero,one,69.0,one,34.0,
one,,,,zero,,39.0,one,20.0,
,4.0,one,48.0,zero,zero,44.0,one,,
,,one,30.0,zero,,49.0,,13.0,
zero,,zero,8.0,zero,two,27.0,one,,
,1.0,zero,15.0,,two,71.0,one,13.0,
zero,1.0,zero,13.0,,zero,49.0,,23.0,
,2.0,one,,zero,three,65.0,one,22.0,
one,3.0,,27.0,,zero,59.0,,,
zero,,zero,40.0,,two,,one,50.0,zero_zero_zero_one_zero
one,3.0,two,,,one,,,,
two,,zero,,zero,one,39.0,one,18.0,
one,,two,,one,three,,one,10.0,
two,5.0,four,,,two,14.0,one,,
one,,zero,5.0,zero,,,one,,
one,2.0,,,zero,,43.0,one,,zero_one_zero_one_one
,3.0,two,27.0,zero,,39.0,one,,
one,4.0,zero,8.0,zero,,,,,
zero,1.0,zero,31.0,zero,,47.0,one,40.0,
zero,5.0,,,zero,zero,65.0,one,46.0,
,1.0,,35.0,,three,,,,
zero,4.0,three,42.0,zero,zero,39.0,,10.0,zero_zero_zero_one_zero
zero,1.0,zero,,zero,zero,39.0,one,31.0,zero_one_zero_zero_zero
one,3.0,,44.0,,zero,83.0,one,25.0,
zero,,zero,63.0,zero,zero,9.0,one,56.0,
zero,2.0,zero,,zero,,48.0,,50.0,
zero,4.0,three,,,,34.0,one,45.0,
,2.0,one,,,three,29.0,,49.0,
zero,,one,46.0,zero,,,,18.0,
zero,,three,19.0,zero,zero,19.0,one,10.0,
,6.0,zero,11.0,one,zero,39.0,,,
zero,0.0,,38.0,zero,zero,59.0,,20.0,
zero,9.0,six,,zero,zero,,zero,54.0,
zero,4.0,three,46.0,zero,zero,17.0,one,48.0,one_one_zero_one_zero
,,two,34.0,,zero,,one,2.0,
one,,,29.0,zero,two,59.0,one,7.0,
two,6.0,zero,10.0,,two,34.0,,20.0,
,3.0,two,26.0,,,44.0,one,6.0,
,3.0,two,,zero,zero,,one,41.0,
zero,3.0,two,60.0,zero,zero,,one,70.0,
zero,,zero,,zero,one,47.0,one,22.0,
one,4.0,,28.0,zero,one,69.0,,38.0,zero_zero_zero_one_zero
zero,,three,30.0,zero,two,47.0,one,,zero_zero_zero_one_one
zero,11.0,,,,zero,73.0,one,12.0,
one,2.0,one,37.0,,zero,59.0,,39.0,
,,,45.0,,two,,one,55.0,
zero,3.0,two,22.0,zero,one,84.0,one,32.0,
,,three,38.0,zero,zero,43.0,,48.0,
zero,4.0,three,,zero,,9.0,one,7.0,
one,2.0,,,zero,,39.0,one,,
,3.0,two,27.0,zero,one,39.0,one,17.0,zero_zero_zero_one_one
one,3.0,two,34.0,zero,two,59.0,one,44.0,
zero,2.0,one,37.0,zero,two,41.0,one,23.0,
,4.0,two,42.0,zero,,39.0,one,14.0,
one,1.0,zero,22.0,zero,,49.0,zero,32.0,
two,,two,,zero,,54.0,,27.0,
zero,,zero,8.0,zero,two,47.0,,18.0,
one,6.0,four,32.0,zero,zero,19.0,one,42.0,
zero,,,15.0,zero,,,,19.0,
zero,7.0,six,,zero,zero,7.0,one,,
zero,1.0,zero,,zero,one,,one,,
one,5.0,zero,4.0,,,,,,
zero,8.0,,,zero,zero,31.0,one,,zero_zero_zero_one_zero
zero,0.0,zero,26.0,,zero,43.0,one,36.0,
zero,,one,31.0,zero,one,47.0,,,
,,two,,zero,zero,39.0,,21.0,
,,zero,13.0,zero,,49.0,one,23.0,
zero,3.0,two,26.0,zero,,43.0,one,35.0,
,2.0,one,21.0,zero,three,11.0,one,,
,3.0,two,23.0,zero,,,one,,
,3.0,two,,,one,44.0,,28.0,
zero,,six,34.0,,zero,,one,20.0,
zero,,zero,28.0,,zero,,,,
,0.0,zero,29.0,,two,43.0,one,39.0,zero_zero_zero_zero_one
zero,,zero,21.0,,zero,,one,,
,3.0,zero,,zero,zero,49.0,,9.0,
two,3.0,,28.0,zero,,27.0,,23.0,
zero,,,43.0,zero,,39.0,one,30.0,one_zero_zero_one_zero
two,,one,,,,,,10.0,
one,3.0,,18.0,,,74.0,,,one_zero_zero_one_one
one,,,9.0,zero,,43.0,one,19.0,
,,two,,zero,,,one,7.0,
one,5.0,four,39.0,zero,zero,54.0,one,10.0,
zero,1.0,zero,29.0,zero,two,39.0,one,9.0,
,,one,41.0,zero,zero,69.0,one,51.0,
,1.0,,40.0,zero,two,18.0,,50.0,
zero,1.0,,14.0,zero,one,,,,
one,1.0,zero,43.0,zero,,,one,14.0,
one,3.0,,9.0,zero,two,,one,19.0,
zero,5.0,four,32.0,zero,zero,,zero,2.0,
zero,2.0,,15.0,zero,two,,,25.0,
zero,1.0,,63.0,zero,zero,71.0,one,,
,5.0,three,,zero,one,83.0,,11.0,one_zero_zero_one_zero
one,3.0,two,,,two,35.0,one,,
,4.0,two,30.0,zero,zero,,one,40.0,zero_one_zero_one_zero
one,,one,40.0,zero,one,11.0,one,,
zero,,one,14.0,zero,one,47.0,one,6.0,
,,,26.0,,one,39.0,one,10.0,
zero,3.0,,,zero,zero,47.0,one,15.0,
zero,,,16.0,zero,,,one,4.0,
zero,3.0,two,,zero,,23.0,one,63.0,
,6.0,five,16.0,,,71.0,one,0.0,one_one_zero_one_zero
zero,2.0,one,19.0,zero,two,19.0,zero,26.0,
one,4.0,,,zero,two,48.0,one,16.0,
one,4.0,,34.0,zero,one,,one,44.0,
,0.0,zero,27.0,,zero,59.0,one,37.0,
one,1.0,zero,,zero,three,39.0,one,25.0,
zero,,three,35.0,,zero,44.0,one,22.0,
zero,,,57.0,zero,,65.0,one,47.0,
zero,4.0,zero,19.0,zero,zero,43.0,one,29.0,
one,3.0,zero,12.0,zero,one,45.0,one,1.0,
zero,,,41.0,zero,,,,,
,,two,22.0,zero,zero,,,,zero_one_zero_one_zero
zero,5.0,two,60.0,zero,zero,,one,70.0,
one,1.0,zero,17.0,zero,,,,27.0,
zero,3.0,two,45.0,,zero,24.0,,55.0,zero_one_zero_one_zero
,,,22.0,zero,zero,49.0,,32.0,
zero,9.0,,22.0,,one,47.0,one,32.0,
zero,,two,30.0,zero,,49.0,one,29.0,
,1.0,zero,14.0,zero,one,43.0,one,24.0,
,0.0,zero,71.0,,zero,19.0,,15.0,
zero,4.0,three,27.0,zero,one,35.0,,37.0,
one,,two,20.0,,two,71.0,one,,one_zero_zero_one_one
,2.0,zero,,zero,one,19.0,one,,
zero,3.0,two,30.0,,zero,44.0,,0.0,zero_one_zero_one_zero
,0.0,,,zero,zero,41.0,,0.0,
one,4.0,three,30.0,zero,zero,47.0,one,,
zero,,three,,,zero,41.0,,,
,2.0,one,14.0,zero,three,39.0,one,,
,2.0,,47.0,zero,zero,49.0,,,
two,,zero,18.0,zero,one,71.0,one,28.0,
one,4.0,three,,zero,,47.0,one,,one_zero_zero_one_zero
zero,4.0,zero,,zero,one,45.0,one,29.0,zero_zero_zero_zero_one
zero,6.0,,51.0,,,43.0,,61.0,
,2.0,one,21.0,one,three,71.0,one,,one_zero_zero_one_zero
two,3.0,zero,13.0,zero,zero,,,23.0,zero_zero_zero_zero_zero
zero,3.0,two,,zero,one,,,,
,4.0,,49.0,zero,,,,25.0,
,,zero,36.0,zero,one,75.0,one,7.0,
two,1.0,zero,20.0,zero,three,43.0,,,
one,3.0,two,,zero,,59.0,,24.0,
one,5.0,two,,zero,,29.0,one,53.0,
,9.0,six,37.0,zero,,,one,47.0,
,,,,zero,one,,one,48.0,one_one_one_zero_one
zero,8.0,seven,10.0,zero,zero,27.0,,3.0,
two,3.0,,24.0,zero,,51.0,one,22.0,
zero,,zero,,zero,two,63.0,,20.0,
zero,6.0,two,32.0,,two,,one,42.0,
two,3.0,two,,zero,three,,one,49.0,
zero,3.0,,52.0,zero,,43.0,one,,
zero,2.0,,,zero,zero,47.0,,34.0,
zero,11.0,,,zero,zero,34.0,one,30.0,
zero,2.0,,26.0,,zero,47.0,one,,
one,,one,37.0,,two,39.0,one,24.0,one_one_zero_one_one
,1.0,zero,30.0,zero,zero,39.0,one,,
zero,0.0,zero,51.0,zero,zero,49.0,one,61.0,
zero,,two,17.0,zero,zero,3.0,,27.0,
,3.0,,,zero,two,,one,16.0,one_zero_zero_zero_zero
one,3.0,,5.0,,one,,zero,1.0,
zero,7.0,zero,,,two,59.0,,20.0,
,,,16.0,zero,two,39.0,one,26.0,
zero,2.0,one,52.0,,zero,,zero,50.0,
,4.0,,26.0,zero,zero,,one,30.0,
,5.0,,32.0,zero,,39.0,,14.0,zero_zero_zero_one_zero
one,2.0,one,,,zero,,one,41.0,
,1.0,,35.0,zero,,39.0,one,25.0,
zero,1.0,zero,29.0,zero,zero,39.0,one,,
one,4.0,three,30.0,zero,,43.0,one,22.0,
one,,two,31.0,zero,zero,62.0,one,,
zero,,zero,,,two,19.0,one,19.0,
,1.0,zero,51.0,zero,zero,84.0,one,3.0,
,2.0,,30.0,,,,,40.0,
zero,1.0,,31.0,zero,zero,43.0,one,,
two,,one,33.0,zero,,47.0,one,43.0,
zero,,zero,8.0,zero,zero,,one,7.0,
zero,,three,25.0,zero,two,39.0,one,15.0,zero_zero_zero_one_zero
,4.0,two,68.0,zero,zero,,one,22.0,
one,,zero,19.0,zero,three,43.0,one,,one_zero_zero_zero_one
zero,4.0,zero,,zero,,,,53.0,
zero,,zero,18.0,zero,zero,19.0,one,28.0,
zero,,,,zero,,39.0,,50.0,zero_zero_zero_one_zero
zero,3.0,,31.0,zero,two,24.0,one,14.0,
,10.0,,30.0,zero,zero,47.0,one,40.0,
zero,5.0,three,39.0,zero,zero,65.0,,28.0,
,5.0,,,zero,zero,47.0,one,37.0,zero_one_zero_one_zero
zero,3.0,,19.0,,zero,64.0,,29.0,
,,three,27.0,zero,zero,44.0,,12.0,zero_zero_zero_one_one
zero,3.0,two,12.0,zero,,23.0,one,22.0,
two,4.0,three,45.0,one,three,49.0,one,30.0,
zero,0.0,zero,24.0,zero,one,61.0,one,,one_zero_one_zero_one
,3.0,two,,zero,one,,one,37.0,
zero,3.0,two,62.0,zero,zero,19.0,one,72.0,
zero,3.0,two,37.0,,zero,47.0,,47.0,
,2.0,two,,,,,,10.0,
zero,1.0,,12.0,zero,,39.0,one,,
zero,,zero,14.0,,,,one,,
zero,,zero,,zero,one,,one,28.0,
zero,6.0,,32.0,zero,,24.0,one,,
one,,,49.0,zero,one,53.0,one,58.0,zero_zero_zero_one_zero
zero,3.0,,13.0,zero,zero,,one,23.0,
zero,,three,24.0,zero,two,19.0,one,34.0,
one,,zero,12.0,,one,79.0,one,0.0,
,5.0,zero,11.0,zero,one,47.0,,21.0,
zero,4.0,three,17.0,zero,,43.0,one,12.0,zero_zero_zero_one_one
,,four,,zero,zero,39.0,,12.0,
zero,,,16.0,zero,one,47.0,,8.0,one_zero_zero_one_zero
,,one,40.0,,,43.0,one,50.0,
,0.0,zero,24.0,,,41.0,one,3.0,zero_zero_zero_zero_zero
,,,21.0,,one,59.0,one,31.0,
,,zero,,zero,,59.0,one,,
one,,,,,,,one,35.0,
zero,3.0,two,18.0,zero,,71.0,,10.0,
zero,2.0,zero,22.0,zero,,47.0,one,3.0,
zero,3.0,two,15.0,zero,zero,43.0,one,25.0,zero_zero_zero_one_zero
zero,,zero,10.0,,one,43.0,one,,
zero,2.0,one,,zero,,,one,,
zero,,zero,,zero,,23.0,one,29.0,
one,1.0,,,zero,three,69.0,one,52.0,zero_one_zero_zero_one
,4.0,three,20.0,zero,,39.0,one,,
one,3.0,two,19.0,zero,two,47.0,,29.0,
one,3.0,two,25.0,zero,two,49.0,,35.0,
zero,,zero,32.0,zero,,62.0,,,
zero,0.0,zero,,zero,zero,29.0,one,11.0,
,2.0,one,,zero,one,43.0,one,40.0,
one,,two,22.0,zero,two,,,32.0,
zero,3.0,,38.0,zero,,55.0,one,15.0,
,0.0,zero,27.0,,one,55.0,one,26.0,one_zero_one_zero_zero
one,3.0,two,35.0,zero,,,,,
zero,2.0,,18.0,,,,,,
,2.0,one,19.0,,zero,,,29.0,
,2.0,one,,zero,zero,49.0,,29.0,one_one_zero_one_zero
one,3.0,two,30.0,zero,,39.0,one,,
,1.0,zero,44.0,zero,two,29.0,one,54.0,
,,one,53.0,,zero,43.0,one,46.0,
,,one,26.0,zero,three,29.0,one,1.0,
zero,1.0,,,zero,,,one,25.0,one_zero_zero_zero_one
one,0.0,,25.0,zero,,39.0,,1.0,
two,3.0,zero,11.0,,two,3.0,one,21.0,
zero,,two,43.0,zero,,,one,,
one,3.0,two,,zero,two,29.0,,32.0,
zero,2.0,,12.0,zero,two,,one,21.0,zero_one_zero_zero_zero
zero,,two,,,,47.0,,30.0,
zero,,zero,37.0,zero,zero,39.0,,,
,5.0,zero,16.0,zero,two,90.0,one,,
four,,zero,13.0,zero,one,71.0,one,7.0,
zero,,,27.0,zero,zero,,,37.0,
one,1.0,zero,58.0,zero,zero,49.0,one,,
one,,,,zero,three,,one,,
,,zero,7.0,zero,zero,,,17.0,
zero,3.0,zero,0.0,,zero,3.0,,4.0,
,0.0,zero,25.0,zero,,,,33.0,
zero,,one,10.0,zero,zero,39.0,,20.0,
,,one,17.0,,two,59.0,,11.0,zero_one_zero_zero_zero
,3.0,zero,,zero,one,43.0,,24.0,zero_zero_zero_zero_zero
,3.0,two,,,zero,1.0,one,,
two,3.0,two,27.0,zero,one,53.0,one,30.0,
one,4.0,zero,,zero,zero,71.0,one,14.0,
zero,3.0,,30.0,,zero,47.0,one,3.0,
three,,,37.0,one,zero,,one,,
zero,7.0,,42.0,zero,,41.0,,,
one,4.0,two,16.0,,,29.0,one,26.0,zero_one_zero_zero_zero
,4.0,,,,,39.0,,12.0,
zero,,four,16.0,zero,one,,one,26.0,
zero,5.0,,,,,,one,1.0,
one,2.0,one,43.0,zero,two,43.0,,53.0,
one,4.0,three,,zero,zero,,one,55.0,
one,1.0,zero,60.0,,,19.0,one,70.0,
zero,,,13.0,,zero,35.0,,15.0,
one,5.0,one,20.0,zero,zero,64.0,one,,
zero,3.0,two,49.0,,zero,49.0,one,49.0,
zero,3.0,one,39.0,zero,,49.0,one,42.0,
,,zero,,zero,,,one,10.0,
one,4.0,three,,zero,one,,one,56.0,
one,2.0,,41.0,zero,zero,17.0,one,18.0,
zero,,zero,21.0,zero,two,34.0,,,
one,3.0,zero,15.0,zero,two,54.0,,25.0,zero_zero_zero_zero_zero
zero,,,,zero,two,,one,34.0,
