a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
one,zero,4,three,,one,zero,one,zero,zero,29,one,31,zero
one,one,,zero,7,one,zero,zero,,one,9,one,1,zero
zero,one,7,one,24,one,zero,,,three,39,one,34,one
one,one,1,zero,19,zero,zero,one,zero,two,44,one,29,zero
zero,one,6,zero,9,zero,,zero,zero,two,45,one,19,zero
zero,zero,4,zero,12,one,,,zero,two,39,,22,zero
zero,,3,zero,8,zero,zero,,zero,one,39,one,16,zero
zero,zero,1,zero,36,one,,one,zero,zero,39,one,41,zero
zero,zero,1,one,,one,one,zero,,zero,29,one,36,zero
one,,3,two,11,one,zero,one,zero,two,47,one,21,zero
zero,two,,two,,zero,,one,,two,93,one,30,one
zero,zero,5,four,,zero,zero,one,zero,zero,47,one,27,zero
zero,,2,one,26,one,zero,,,zero,39,one,8,zero
one,,2,one,,zero,zero,one,zero,zero,49,,55,zero
zero,one,2,one,,one,zero,one,zero,zero,39,one,30,zero
zero,zero,5,zero,16,zero,zero,zero,zero,two,53,one,10,zero
zero,zero,2,one,,one,zero,one,,zero,59,one,10,zero
zero,zero,1,zero,18,zero,,one,zero,zero,47,one,25,zero
zero,,3,two,,zero,,one,zero,zero,49,,21,zero
one,zero,3,three,38,one,zero,zero,zero,zero,39,one,15,zero
zero,one,2,one,,one,zero,,zero,zero,19,zero,48,one
zero,one,2,one,,one,one,zero,,zero,49,,17,zero
zero,zero,4,three,,one,zero,one,,zero,39,one,3,zero
zero,,3,two,26,zero,zero,one,zero,two,39,one,36,zero
zero,zero,2,one,,zero,zero,one,zero,zero,69,,20,zero
zero,,9,zero,,zero,,zero,zero,zero,47,one,15,zero
zero,one,2,one,46,one,zero,,zero,three,39,,56,one
zero,zero,4,three,28,one,,,,zero,44,,8,one
zero,one,2,one,26,zero,zero,one,zero,zero,43,one,22,zero
one,zero,5,four,,zero,zero,one,,zero,47,,22,zero
zero,two,1,one,,one,zero,zero,,one,29,one,40,one
zero,one,2,one,,zero,zero,one,zero,zero,47,,53,zero
zero,zero,4,one,21,one,zero,one,,zero,49,one,31,zero
zero,zero,3,two,29,zero,,zero,zero,zero,43,one,15,zero
zero,zero,1,zero,44,one,zero,one,zero,zero,43,one,47,zero
zero,,3,zero,17,one,,,zero,three,76,one,27,one
zero,,4,three,,zero,zero,,zero,one,55,,46,one
zero,zero,,two,27,zero,zero,,zero,two,39,one,37,zero
zero,,,zero,39,one,,,zero,three,43,one,32,one
one,one,4,three,40,zero,zero,one,,two,39,one,10,one
zero,one,,two,39,zero,zero,one,zero,one,11,one,49,zero
one,zero,,two,,one,,one,,two,29,one,25,zero
zero,zero,2,one,,zero,zero,one,zero,zero,43,one,7,zero
one,zero,,zero,,zero,,zero,zero,two,39,one,28,one
zero,zero,5,four,,one,zero,,zero,zero,29,,48,zero
zero,,3,two,20,zero,zero,one,zero,zero,43,,30,zero
one,zero,2,one,,zero,zero,,,one,47,,10,zero
zero,one,2,one,,zero,zero,one,zero,one,43,,31,zero
zero,,,three,,one,zero,,zero,two,29,one,43,one
zero,zero,3,two,,zero,,,zero,zero,49,zero,64,zero
zero,zero,2,one,34,zero,zero,one,zero,one,65,one,42,zero
zero,zero,,zero,45,one,,zero,zero,zero,43,,5,zero
zero,,,zero,16,zero,zero,,zero,two,44,one,26,zero
zero,zero,3,two,20,one,zero,one,,two,39,,30,zero
zero,zero,4,one,,one,zero,one,zero,zero,41,,61,zero
zero,,,zero,11,one,zero,zero,zero,one,34,one,19,zero
zero,,,zero,52,one,one,,zero,zero,71,one,62,zero
zero,,,two,31,zero,zero,one,zero,zero,51,one,35,zero
zero,,,zero,,one,,zero,zero,zero,41,one,70,one
one,zero,,one,44,zero,zero,one,zero,zero,59,one,20,zero
zero,,4,three,38,zero,zero,one,zero,one,47,one,25,zero
zero,,4,zero,37,zero,one,,zero,one,59,one,6,one
zero,zero,3,two,43,zero,zero,,zero,zero,53,zero,53,zero
zero,two,3,zero,10,one,,,,two,39,one,20,zero
zero,two,4,three,32,one,zero,one,zero,zero,39,one,42,one
one,zero,5,zero,6,zero,zero,zero,,zero,11,,16,zero
zero,one,3,two,29,zero,zero,,zero,one,59,,39,zero
zero,zero,,two,30,zero,zero,one,,three,39,one,8,one
zero,,,zero,48,one,,one,zero,zero,69,one,24,zero
one,zero,,two,44,zero,zero,one,zero,zero,54,zero,15,one
zero,,,zero,34,one,,,,two,39,,5,zero
one,zero,,zero,,zero,,zero,,zero,41,one,2,one
zero,zero,2,one,37,one,,one,,zero,9,one,41,zero
zero,,4,zero,5,zero,zero,zero,zero,one,47,one,15,zero
zero,zero,3,two,47,zero,,one,zero,zero,39,one,57,zero
one,zero,,zero,18,zero,zero,one,zero,zero,29,one,28,zero
zero,,,zero,15,one,zero,,,one,47,one,25,zero
zero,two,3,two,19,one,zero,,zero,three,73,one,29,one
zero,one,2,one,,one,zero,,,zero,39,,44,zero
zero,zero,2,one,,zero,zero,one,zero,zero,39,one,40,one
zero,,4,three,29,one,,,,two,39,one,10,one
one,zero,6,four,,zero,zero,one,zero,zero,41,,44,zero
zero,,5,four,,one,zero,,,zero,11,one,41,zero
zero,,,zero,32,zero,zero,zero,zero,one,47,one,42,zero
zero,zero,6,zero,12,zero,zero,zero,zero,two,71,one,5,one
one,zero,5,four,50,one,zero,zero,,zero,29,,60,zero
zero,,0,zero,24,one,zero,,,three,24,one,3,one
one,zero,2,one,,zero,zero,one,zero,two,44,,28,zero
zero,,,zero,,one,,,,one,47,,1,zero
zero,,3,two,22,zero,,one,zero,zero,57,one,32,zero
zero,,,zero,7,zero,zero,zero,zero,zero,48,one,17,zero
one,zero,,two,35,one,zero,,zero,zero,47,one,20,one
one,,3,two,25,one,zero,,zero,one,31,one,28,zero
zero,one,8,four,,one,zero,one,zero,zero,53,,48,zero
one,,9,zero,11,zero,,,zero,zero,39,one,0,zero
one,zero,,one,18,one,zero,one,,one,59,,1,zero
zero,zero,2,one,,one,zero,one,zero,two,4,,24,zero
one,zero,,one,23,one,one,zero,,one,39,one,1,zero
zero,,,zero,16,one,zero,zero,zero,two,47,one,18,zero
zero,two,,two,35,one,zero,,zero,three,49,one,45,one
one,one,3,two,26,zero,zero,one,zero,two,44,one,1,one
zero,,3,two,21,zero,zero,one,zero,zero,59,one,31,zero
zero,one,3,two,18,zero,,one,zero,two,43,one,28,one
zero,one,,two,,zero,zero,,zero,zero,11,one,32,one
zero,one,4,zero,12,zero,,,zero,two,49,one,22,zero
one,,3,two,23,one,zero,,,zero,29,one,33,zero
zero,zero,1,one,26,one,,zero,zero,two,29,one,36,zero
zero,,3,two,26,zero,,,zero,two,70,one,36,zero
one,one,,zero,46,one,zero,,zero,zero,53,one,20,zero
zero,zero,5,zero,8,one,,zero,zero,zero,47,one,6,zero
zero,zero,,zero,46,one,one,zero,zero,zero,71,one,42,zero
zero,two,4,two,41,zero,one,zero,zero,one,35,one,51,zero
one,one,4,three,30,one,,one,zero,zero,39,one,40,zero
zero,,3,two,29,zero,zero,,zero,two,43,one,21,one
one,,,two,21,zero,,one,zero,zero,59,one,11,zero
zero,,,zero,10,one,,zero,zero,two,47,one,20,zero
one,,2,one,,one,zero,one,,zero,43,,44,zero
zero,one,,two,24,zero,zero,one,zero,two,55,one,30,one
zero,,,zero,,zero,,one,zero,zero,43,zero,14,zero
zero,zero,2,one,,zero,zero,one,zero,zero,43,,12,zero
one,,,zero,11,one,zero,,,one,43,one,21,zero
zero,zero,5,four,,zero,zero,one,zero,zero,31,,48,zero
zero,four,4,zero,15,one,zero,,zero,two,39,one,23,one
one,,1,one,36,zero,zero,,,three,29,one,46,one
zero,two,,two,27,zero,zero,one,zero,two,59,one,25,one
one,one,3,two,,zero,zero,,,one,69,one,38,one
zero,zero,2,one,16,zero,zero,one,zero,zero,59,,9,zero
one,one,,two,42,one,zero,,zero,three,19,one,52,one
zero,,,zero,5,zero,zero,zero,zero,one,42,one,10,zero
zero,zero,6,four,,zero,zero,one,zero,zero,48,one,31,zero
zero,zero,2,one,55,zero,zero,one,zero,zero,39,zero,21,zero
zero,one,1,zero,16,one,,,zero,two,43,one,26,one
zero,zero,3,zero,12,zero,zero,zero,zero,two,43,zero,14,zero
zero,zero,6,two,40,zero,,one,zero,zero,54,one,10,one
zero,,,zero,15,zero,,zero,zero,one,47,one,15,zero
zero,zero,1,zero,40,zero,zero,one,zero,zero,39,one,24,zero
zero,,1,zero,39,one,zero,,,three,39,one,20,one
zero,,3,two,24,one,,,zero,zero,35,one,22,zero
one,,3,zero,13,zero,zero,,zero,one,39,one,23,zero
one,zero,1,zero,17,zero,zero,one,zero,zero,49,one,1,zero
zero,one,1,zero,24,zero,zero,,zero,three,34,one,2,one
zero,one,3,two,32,zero,zero,one,zero,one,59,one,22,one
zero,zero,,three,35,zero,zero,,zero,one,48,,45,zero
zero,zero,,zero,21,zero,zero,zero,zero,two,39,one,31,zero
zero,one,,zero,52,one,,,zero,zero,39,one,62,zero
zero,zero,,two,30,zero,,one,zero,zero,39,,40,zero
one,one,2,one,28,zero,zero,one,,one,49,one,10,zero
one,zero,,three,35,one,,,zero,three,39,one,39,one
one,one,8,seven,33,zero,zero,one,zero,two,39,one,15,one
one,zero,1,zero,21,one,,,zero,two,43,one,31,zero
zero,zero,6,five,,one,zero,one,zero,zero,41,,37,zero
zero,zero,9,three,15,one,zero,one,zero,zero,20,one,12,zero
zero,,,zero,35,zero,zero,,zero,one,69,one,45,one
zero,zero,2,one,,zero,zero,one,zero,zero,24,,25,zero
zero,zero,,zero,,zero,,zero,zero,zero,39,zero,20,zero
zero,,,zero,28,zero,,zero,,two,54,one,38,zero
zero,,,zero,14,zero,zero,zero,,one,45,one,19,zero
zero,zero,,three,,one,,one,zero,zero,19,one,37,zero
zero,zero,1,one,52,one,one,,zero,zero,34,one,21,zero
zero,one,,zero,13,one,zero,zero,,two,31,one,23,zero
zero,one,2,one,,zero,zero,one,,two,47,one,30,one
zero,zero,8,four,,zero,zero,one,zero,zero,53,,60,zero
one,one,,one,,zero,zero,one,zero,zero,47,,61,zero
zero,zero,2,one,52,one,zero,zero,,zero,3,,30,zero
zero,zero,8,zero,9,one,,zero,zero,zero,59,one,0,zero
zero,,1,zero,,zero,zero,zero,zero,zero,39,one,14,zero
zero,zero,5,three,,zero,zero,one,zero,zero,79,,42,zero
one,,0,zero,29,zero,zero,zero,zero,zero,77,,20,one
one,one,,two,36,one,zero,,zero,two,39,one,8,zero
one,zero,2,one,40,zero,zero,one,,zero,39,one,50,one
one,one,4,three,,one,,one,,two,47,,34,one
zero,zero,2,one,17,zero,zero,one,,one,34,,8,zero
one,,,two,27,one,one,zero,,three,35,one,37,one
zero,,,three,,one,,one,,zero,55,one,36,zero
one,,1,zero,20,zero,zero,one,one,two,69,one,10,one
zero,one,2,one,,zero,zero,one,,zero,23,,16,zero
one,zero,,one,23,zero,zero,,zero,one,51,,33,one
zero,zero,3,two,38,zero,,one,zero,zero,49,one,43,zero
zero,one,3,two,24,zero,zero,,zero,two,43,one,34,one
one,zero,,two,,zero,zero,,zero,zero,47,one,21,one
zero,zero,9,one,22,zero,zero,one,zero,zero,15,,30,zero
zero,two,3,two,34,zero,zero,one,,three,59,one,10,one
zero,one,2,one,,one,one,,zero,zero,41,,53,one
zero,zero,,zero,51,one,,zero,zero,zero,39,one,61,one
zero,zero,5,one,12,zero,zero,one,,one,47,one,19,zero
zero,one,2,one,35,one,,,,one,39,,45,zero
one,,,zero,6,zero,zero,zero,zero,one,39,one,15,zero
zero,,6,two,28,zero,zero,one,,zero,23,zero,19,zero
zero,one,1,zero,35,zero,one,zero,,one,69,one,45,zero
zero,zero,5,one,,zero,zero,one,,zero,34,one,5,zero
zero,one,,two,37,one,zero,,zero,one,41,one,47,one
zero,one,4,one,18,zero,zero,,,one,43,one,12,zero
zero,three,,three,32,zero,,one,,one,65,,6,one
zero,zero,5,zero,,zero,,,,one,43,one,24,zero
zero,zero,6,five,,zero,zero,one,zero,zero,39,one,68,zero
zero,zero,3,three,,one,,,zero,zero,44,one,44,zero
zero,one,4,three,33,one,,one,zero,zero,39,one,43,zero
zero,,3,zero,15,zero,,zero,zero,two,39,one,25,one
one,zero,,one,13,one,,,zero,one,15,,1,zero
one,,1,zero,18,one,,,zero,one,41,one,2,zero
one,zero,3,two,28,zero,zero,one,,zero,49,one,6,zero
zero,zero,3,zero,14,one,zero,,,one,39,one,10,zero
one,,2,two,39,one,one,,,one,47,,31,one
zero,one,,zero,40,zero,,,zero,zero,43,one,40,one
one,,,zero,,zero,,zero,zero,zero,39,one,1,zero
zero,zero,2,one,26,zero,zero,one,,one,63,,31,one
zero,zero,4,two,30,zero,zero,one,,zero,47,one,12,one
one,zero,1,zero,43,zero,,one,zero,zero,59,one,53,zero
zero,,3,two,,zero,zero,one,zero,two,59,one,0,one
zero,,3,two,27,zero,,one,zero,two,39,one,27,zero
zero,one,3,two,40,zero,,one,zero,zero,47,zero,21,one
one,,,zero,,zero,zero,,zero,one,59,one,2,zero
zero,,,two,22,one,zero,,,one,49,one,32,zero
zero,one,4,two,32,one,zero,,zero,one,39,one,42,zero
one,,4,one,31,one,zero,,zero,zero,39,,41,zero
zero,zero,2,two,,one,,zero,zero,zero,39,,13,zero
zero,three,,zero,14,zero,zero,zero,zero,two,49,one,12,one
zero,one,3,two,30,zero,zero,one,zero,zero,49,,31,zero
zero,,4,zero,4,one,,zero,zero,one,11,one,14,zero
zero,,4,three,,zero,zero,one,zero,one,39,,28,one
one,,3,zero,12,zero,zero,,,zero,43,one,22,zero
zero,one,,zero,16,zero,zero,one,zero,one,47,one,26,one
zero,one,5,four,,zero,zero,one,zero,three,39,one,20,one
zero,,3,two,,zero,,one,zero,two,69,one,31,one
zero,one,,zero,10,zero,,zero,zero,two,43,one,20,zero
one,zero,3,zero,,zero,,zero,zero,zero,55,one,22,zero
zero,zero,5,four,,zero,zero,one,zero,zero,71,,11,zero
zero,two,4,zero,6,zero,zero,,zero,one,39,one,16,zero
one,,3,zero,,zero,zero,zero,,zero,49,one,3,zero
zero,zero,8,seven,29,one,zero,one,,zero,47,one,39,zero
zero,one,4,zero,38,one,,,zero,two,47,one,22,one
zero,,3,two,21,one,,one,zero,zero,39,one,6,one
zero,zero,,zero,,zero,,one,zero,zero,19,one,25,zero
one,,,zero,15,one,zero,,zero,two,39,one,25,one
zero,two,5,zero,12,zero,zero,zero,zero,two,39,one,15,one
zero,zero,,two,,zero,zero,one,,zero,39,one,20,zero
zero,one,2,one,,zero,zero,one,zero,two,69,,33,one
zero,,5,three,,zero,zero,one,,zero,44,one,13,zero
one,zero,2,zero,51,zero,zero,one,zero,zero,55,one,61,one
zero,two,5,two,38,zero,zero,one,zero,zero,59,one,8,one
zero,zero,6,three,,zero,zero,one,zero,zero,29,one,66,zero
zero,,3,two,41,one,zero,,zero,zero,39,one,51,zero
zero,zero,4,three,,one,,one,zero,zero,39,one,29,one
one,zero,,two,18,zero,,one,zero,zero,47,one,5,zero
zero,zero,,zero,11,zero,zero,zero,zero,two,43,one,21,zero
zero,zero,4,one,25,one,zero,one,zero,two,29,one,35,zero
one,zero,1,zero,64,zero,zero,one,zero,zero,47,one,8,one
zero,zero,,two,,zero,zero,one,zero,zero,59,one,1,zero
zero,zero,4,one,,one,,,,two,19,one,30,zero
zero,zero,,zero,45,zero,,zero,zero,zero,19,,55,zero
zero,zero,6,four,,one,zero,one,zero,two,39,,50,one
zero,zero,2,one,,zero,zero,one,,zero,43,one,43,one
zero,,3,two,30,zero,zero,one,zero,one,39,zero,30,zero
one,one,,two,34,one,zero,,,three,39,one,37,one
zero,,,zero,46,zero,,one,zero,zero,55,one,56,zero
zero,zero,6,four,39,zero,zero,one,,zero,44,,49,zero
one,zero,,one,,zero,zero,one,zero,zero,53,,19,zero
zero,three,3,one,49,one,zero,,zero,three,49,one,55,one
zero,one,,two,34,one,zero,,zero,three,39,one,44,one
zero,one,,zero,,zero,,one,zero,two,43,one,31,one
zero,zero,3,two,22,one,,,zero,zero,71,one,3,zero
zero,one,,two,20,zero,zero,one,,one,95,one,1,zero
zero,zero,,zero,39,zero,zero,zero,zero,zero,19,one,49,zero
zero,zero,,one,,one,zero,one,zero,zero,41,,14,zero
zero,zero,5,two,9,one,zero,one,zero,two,59,one,1,zero
one,,4,two,50,zero,zero,,zero,zero,53,,60,zero
one,zero,,two,,zero,,one,,zero,79,one,17,zero
zero,,0,zero,41,one,,zero,zero,three,39,,23,one
one,zero,,zero,18,zero,,zero,,zero,71,zero,17,one
zero,,,zero,,one,one,,zero,zero,39,,10,zero
one,zero,1,one,,zero,zero,zero,,zero,55,,18,zero
one,zero,5,four,,zero,zero,one,zero,zero,95,one,28,zero
zero,one,3,two,30,zero,zero,one,zero,three,43,one,38,one
one,zero,5,zero,13,one,,,zero,two,39,one,23,zero
zero,zero,,zero,35,one,,zero,,one,47,,40,zero
one,,,three,,zero,zero,,zero,zero,39,,36,zero
one,,,three,32,one,zero,,zero,one,39,one,24,one
zero,one,2,one,19,zero,zero,one,,one,35,,29,one
zero,zero,4,one,,one,,zero,zero,two,41,one,24,zero
one,one,2,one,,zero,zero,one,,one,39,,10,zero
zero,zero,4,three,33,zero,zero,one,zero,zero,89,,30,zero
zero,,,two,33,one,,one,zero,zero,14,one,43,zero
one,zero,3,two,21,zero,zero,,zero,one,47,one,3,one
one,one,5,four,47,zero,zero,,,one,71,,57,one
one,zero,,four,58,zero,zero,,,zero,43,,10,zero
zero,zero,,zero,,zero,zero,zero,,one,47,one,10,one
zero,three,,zero,15,zero,zero,zero,zero,three,53,one,25,one
one,zero,6,five,26,zero,zero,one,,zero,43,,8,zero
zero,,,two,44,zero,zero,one,zero,one,47,one,30,zero
zero,,,zero,5,zero,zero,,,one,23,one,15,zero
one,,,zero,15,zero,zero,,zero,one,8,one,25,zero
zero,zero,5,zero,20,zero,one,zero,zero,one,49,one,30,zero
one,zero,,zero,7,zero,zero,zero,zero,one,39,one,17,zero
zero,zero,4,three,27,zero,,one,zero,zero,47,one,37,zero
one,,,two,33,one,zero,,zero,zero,34,one,29,zero
zero,zero,7,one,16,one,zero,zero,zero,zero,20,,24,zero
zero,,3,zero,9,one,zero,,,two,35,one,19,zero
one,zero,4,three,33,zero,zero,,zero,zero,83,,43,zero
zero,zero,6,five,,zero,zero,one,zero,zero,59,one,49,zero
zero,,4,three,40,zero,zero,one,zero,two,27,,42,one
zero,zero,2,two,32,one,,zero,,zero,24,one,16,zero
zero,zero,3,two,32,zero,,one,,zero,53,one,42,zero
zero,one,5,three,32,zero,,,,one,39,one,20,one
zero,one,,zero,22,zero,,zero,,one,14,,30,zero
zero,,4,three,32,zero,zero,,zero,one,71,one,40,one
one,zero,4,zero,16,one,zero,,zero,two,35,one,26,one
zero,one,3,two,,zero,zero,one,,one,53,one,34,one
one,,1,zero,31,zero,zero,,zero,two,59,one,39,one
zero,zero,3,two,25,zero,zero,one,zero,one,44,one,10,zero
zero,zero,4,zero,44,zero,,zero,zero,zero,43,one,46,zero
zero,two,2,one,39,one,zero,,zero,three,29,one,49,one
zero,one,2,one,,one,zero,one,,three,43,one,39,zero
one,one,,zero,,zero,,,zero,one,39,one,15,zero
zero,,0,zero,62,one,,zero,,three,39,one,25,one
one,,,three,23,zero,zero,one,,zero,43,,6,zero
zero,zero,,three,,zero,zero,,zero,two,44,one,54,one
zero,three,4,three,,one,zero,,,two,44,one,41,one
one,zero,,zero,,one,,one,zero,zero,24,,49,zero
one,zero,2,one,,one,zero,one,zero,two,19,,22,zero
one,two,,two,32,zero,zero,,zero,two,43,one,42,one
one,,0,zero,24,one,,zero,zero,three,43,one,30,one
one,zero,3,one,,zero,zero,one,zero,zero,39,,26,zero
zero,one,3,two,26,one,,one,zero,one,44,one,36,zero
one,zero,7,six,44,zero,zero,one,,one,59,one,54,one
one,zero,2,one,,zero,zero,one,,two,39,one,30,zero
one,zero,1,one,23,one,one,zero,,one,29,one,25,zero
zero,zero,2,zero,,zero,zero,zero,zero,zero,11,one,3,zero
zero,one,,two,25,zero,zero,,,one,7,one,10,zero
zero,one,2,one,10,one,zero,one,zero,zero,24,,3,zero
one,zero,4,three,,zero,zero,one,zero,zero,39,one,25,zero
one,one,4,two,27,one,zero,,zero,zero,39,,31,zero
one,one,,zero,42,zero,zero,one,zero,zero,47,one,20,one
zero,zero,,two,24,zero,zero,,,one,47,one,20,zero
zero,zero,3,one,,zero,one,zero,zero,zero,39,,3,zero
zero,,,zero,24,one,,zero,zero,zero,53,one,18,zero
one,zero,4,two,35,zero,zero,one,zero,zero,43,,23,zero
zero,,,zero,9,zero,zero,one,,one,43,one,19,zero
one,one,1,zero,18,one,zero,,zero,three,43,one,28,zero
zero,zero,2,one,,zero,zero,one,zero,zero,83,one,43,zero
one,,,two,40,zero,zero,,,zero,39,one,12,one
one,,0,zero,53,zero,one,zero,zero,zero,54,one,18,zero
zero,,,zero,11,zero,zero,zero,zero,two,29,one,21,zero
one,zero,,two,28,zero,,,zero,zero,39,one,12,one
one,zero,2,zero,24,zero,zero,,zero,zero,74,one,34,one
one,one,,two,23,one,zero,,zero,two,39,one,33,zero
zero,zero,,zero,21,zero,zero,zero,zero,zero,55,one,9,zero
one,one,1,zero,,zero,zero,zero,zero,two,43,one,11,zero
zero,zero,,zero,10,zero,zero,,zero,two,49,one,20,zero
one,zero,5,three,,zero,,one,zero,zero,59,one,20,zero
one,,,zero,28,zero,zero,zero,zero,zero,47,one,38,zero
zero,zero,6,one,23,zero,one,zero,zero,zero,39,,5,zero
zero,zero,4,three,,zero,zero,one,zero,zero,53,one,31,zero
zero,one,,three,14,zero,zero,one,zero,two,47,one,11,one
one,zero,,two,18,one,zero,one,zero,one,65,one,28,zero
zero,zero,2,one,11,zero,zero,one,,one,50,one,21,zero
one,zero,,two,19,one,,zero,zero,two,43,one,29,zero
zero,zero,4,zero,30,zero,,one,zero,zero,83,one,40,zero
one,zero,,three,,zero,zero,one,zero,zero,29,,35,zero
zero,zero,6,zero,9,one,zero,,,one,44,one,19,zero
zero,zero,4,three,,zero,zero,one,,two,19,one,52,zero
one,zero,,three,,zero,zero,,zero,zero,59,one,38,one
one,,6,one,,one,zero,,,one,39,,27,zero
zero,one,1,zero,,zero,,one,zero,one,59,one,30,one
zero,zero,4,two,40,zero,zero,one,zero,zero,43,one,50,zero
zero,one,7,two,54,zero,zero,one,zero,zero,55,one,45,one
one,one,2,one,23,zero,zero,one,,three,43,,33,one
zero,zero,,zero,2,zero,,zero,zero,zero,19,one,12,zero
one,,3,zero,10,zero,zero,,,one,60,one,5,zero
zero,one,3,two,41,zero,zero,one,zero,zero,47,one,40,one
zero,two,,zero,17,one,,,,zero,29,one,1,zero
one,,2,two,38,one,one,,zero,two,39,one,48,one
zero,zero,,three,44,one,,,zero,zero,34,one,54,zero
one,,4,zero,4,one,,zero,,one,43,one,8,zero
zero,one,5,four,,one,one,zero,zero,zero,63,,60,zero
zero,zero,6,one,11,zero,zero,one,,one,39,one,19,one
zero,zero,1,one,,zero,one,,zero,zero,43,,64,zero
zero,zero,1,one,28,one,zero,zero,zero,zero,43,zero,38,zero
zero,,4,four,27,one,one,zero,,one,59,,10,zero
one,zero,4,three,,zero,zero,one,zero,zero,43,one,19,zero
one,one,5,two,24,one,zero,one,zero,two,29,,16,zero
zero,,,zero,,one,,,zero,two,47,one,12,zero
one,zero,2,two,,one,zero,zero,zero,zero,44,one,22,zero
one,,3,two,23,zero,zero,,zero,two,41,,4,one
one,zero,3,two,19,one,,one,zero,zero,69,one,7,zero
zero,zero,4,three,41,zero,,one,zero,zero,89,one,51,zero
zero,one,3,two,,zero,zero,one,zero,zero,47,,41,zero
zero,,,two,,zero,zero,one,,one,99,one,37,zero
zero,zero,1,one,43,one,zero,,zero,zero,19,zero,43,zero
zero,zero,3,one,17,one,zero,one,zero,zero,39,,27,zero
one,,,two,21,zero,zero,,,one,39,one,20,one
zero,zero,2,one,,zero,zero,one,zero,zero,47,one,47,zero
one,,4,three,,zero,zero,,,zero,59,,6,zero
zero,zero,3,two,35,one,zero,,zero,zero,13,one,40,zero
zero,zero,2,one,,zero,zero,one,zero,zero,71,one,25,zero
one,zero,4,two,31,zero,zero,one,zero,zero,59,,15,zero
zero,zero,5,four,,zero,zero,one,,one,39,,26,zero
zero,zero,5,four,34,zero,zero,one,zero,zero,47,,26,one
zero,zero,5,zero,6,zero,zero,,zero,zero,35,one,13,zero
zero,zero,,three,35,one,one,zero,zero,two,47,,45,zero
zero,zero,2,one,17,one,zero,one,,zero,59,one,12,zero
zero,,4,zero,10,zero,zero,,,one,47,one,20,one
zero,zero,3,two,,one,,,,two,49,one,20,one
zero,,3,two,,zero,zero,one,,one,59,one,29,zero
zero,zero,4,four,,one,one,zero,zero,zero,53,,43,zero
one,one,3,two,29,zero,zero,,,two,63,one,39,one
zero,zero,3,one,45,zero,zero,one,zero,zero,71,,53,zero
zero,zero,3,two,,zero,zero,one,zero,zero,49,one,61,zero
one,,,two,25,zero,zero,one,,two,47,one,35,zero
zero,,,two,34,zero,zero,one,,one,47,one,30,one
zero,zero,6,five,,zero,zero,one,,zero,39,,34,zero
one,,6,three,,zero,zero,one,zero,zero,91,,61,one
one,,0,zero,51,zero,one,,zero,one,39,one,61,zero
zero,one,,zero,32,one,,,zero,three,69,one,42,one
zero,,1,zero,22,zero,zero,,zero,two,39,one,10,one
one,one,,zero,,zero,,,zero,one,29,one,40,one
zero,zero,6,zero,17,zero,zero,,zero,zero,39,,27,zero
zero,,1,zero,38,zero,zero,one,,one,39,one,2,one
zero,zero,,one,24,one,zero,,,one,13,one,14,zero
zero,,4,zero,41,zero,,zero,zero,one,43,one,10,zero
one,one,3,two,20,zero,zero,,zero,three,47,,1,one
zero,one,,zero,9,zero,zero,zero,zero,zero,47,one,12,zero
zero,,,zero,7,one,,,zero,one,27,one,17,zero
one,zero,0,zero,17,zero,zero,zero,zero,one,47,one,27,zero
zero,,,zero,,zero,zero,,zero,one,23,one,17,zero
zero,one,,zero,19,zero,zero,zero,zero,zero,39,one,29,zero
zero,zero,4,three,,zero,zero,one,zero,zero,47,one,60,one
zero,zero,6,one,18,one,zero,one,zero,zero,39,one,28,zero
zero,,,zero,12,zero,zero,one,,one,53,one,22,one
zero,one,4,three,26,zero,zero,one,zero,two,39,,36,one
zero,zero,6,five,,zero,zero,one,zero,zero,44,,33,zero
zero,zero,5,zero,5,zero,,zero,,zero,55,,15,zero
one,zero,1,zero,13,zero,zero,one,zero,zero,41,one,10,zero
one,,2,two,30,zero,,zero,zero,zero,89,,9,zero
zero,zero,6,one,,one,,one,,one,43,zero,19,zero
zero,two,5,two,,one,,one,zero,two,44,zero,40,one
zero,two,2,one,36,one,zero,,,three,39,one,25,one
one,,2,one,8,zero,zero,one,zero,zero,43,,8,zero
zero,two,,three,27,zero,zero,one,,one,54,one,25,one
one,one,2,one,47,zero,zero,one,zero,zero,63,,36,one
one,zero,,zero,33,zero,zero,zero,zero,zero,50,one,43,zero
zero,zero,,zero,38,zero,,zero,zero,two,49,one,48,one
zero,two,2,one,52,zero,zero,one,zero,zero,47,,62,one
one,one,1,zero,17,zero,zero,one,,two,50,,0,one
one,zero,,two,,one,,one,zero,zero,35,one,15,zero
zero,zero,,zero,12,zero,zero,zero,,zero,39,,2,zero
zero,zero,5,four,,one,zero,,,zero,29,one,42,zero
zero,,3,two,,zero,one,zero,zero,zero,24,one,35,zero
zero,zero,2,one,,zero,zero,one,,zero,43,,25,one
zero,one,,zero,45,zero,zero,one,zero,two,59,one,55,one
one,zero,2,one,15,zero,zero,one,,one,47,one,3,zero
zero,one,2,one,27,one,zero,one,,one,69,,37,zero
zero,two,2,one,21,one,,one,,three,29,one,31,zero
