a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
one,zero,11,five,32,one,,one,zero,zero,5,zero,4,zero
zero,,,,16,zero,,one,zero,zero,49,one,,
zero,,,two,,zero,zero,one,zero,zero,39,one,,zero
one,,5,,28,zero,zero,one,zero,,47,one,38,
zero,zero,3,two,24,,zero,one,zero,zero,47,one,34,zero
zero,,6,zero,13,,zero,zero,zero,,34,one,16,zero
zero,one,1,,16,zero,,one,,,,one,,one
,one,3,two,25,,zero,,zero,zero,,one,10,one
zero,zero,1,zero,16,zero,zero,,zero,zero,,,26,zero
one,one,2,,22,one,,one,zero,,39,one,8,zero
one,,3,two,,zero,zero,one,zero,zero,,one,22,zero
one,zero,,zero,,zero,zero,one,zero,one,,one,,zero
one,zero,,zero,,,zero,,zero,two,,one,10,zero
zero,,8,,43,zero,,one,zero,two,41,one,50,
,one,5,three,33,zero,zero,one,,zero,,one,,zero
zero,,3,one,44,zero,,,zero,zero,47,one,17,one
one,zero,2,,10,zero,,,zero,one,,one,0,
,,0,,53,one,one,zero,zero,zero,19,one,,zero
,zero,2,,29,one,one,zero,,one,39,one,20,
zero,two,3,,,,zero,one,zero,zero,39,one,54,one
zero,one,6,,54,zero,zero,,zero,,49,zero,64,one
,zero,,zero,20,zero,,one,,,35,one,,zero
zero,zero,2,two,40,one,,zero,zero,zero,,one,,
zero,zero,,three,20,one,zero,one,,one,49,one,13,zero
,zero,0,,,one,,zero,zero,one,,one,9,
zero,,,,55,one,zero,,zero,,29,,25,one
,zero,1,one,30,,,zero,zero,,6,one,40,
,zero,5,,20,,zero,zero,zero,zero,,,,one
,zero,,two,30,zero,zero,one,zero,zero,53,,,zero
zero,one,2,zero,9,,zero,zero,zero,one,,zero,19,zero
zero,one,3,two,20,zero,zero,one,zero,zero,,one,,zero
zero,,4,one,43,zero,zero,one,zero,zero,43,one,35,one
,zero,3,,45,one,zero,one,zero,zero,24,,,zero
one,one,4,three,39,one,,one,zero,,24,one,,zero
,zero,2,,55,one,zero,one,,,43,,,
zero,zero,,zero,,,zero,one,zero,zero,39,one,11,zero
zero,zero,,zero,63,zero,zero,one,,zero,,,73,
,one,1,zero,,one,zero,zero,zero,,,,,zero
,zero,,three,,one,zero,one,zero,two,19,one,54,zero
one,zero,,,,zero,zero,,zero,two,,one,34,zero
zero,one,1,one,63,one,,zero,zero,zero,69,one,73,zero
zero,zero,,one,,zero,zero,one,zero,,,one,14,
one,zero,,two,51,zero,zero,one,zero,zero,39,,40,zero
zero,zero,3,two,33,zero,zero,,zero,zero,47,,25,one
zero,,5,four,34,one,zero,zero,zero,,39,one,,
one,zero,8,,8,one,zero,,zero,one,43,one,6,zero
zero,one,,,36,zero,,one,zero,zero,119,one,30,zero
zero,two,2,one,34,zero,zero,one,,three,39,one,44,
one,zero,,zero,20,zero,zero,,zero,zero,39,,30,zero
one,one,1,zero,9,one,zero,one,,two,41,one,19,zero
,zero,,,11,zero,zero,one,zero,zero,59,,,zero
zero,zero,3,two,33,one,,one,,,39,one,,zero
zero,one,4,two,,zero,zero,one,,zero,39,one,28,zero
,two,,zero,10,zero,zero,zero,zero,one,43,,20,zero
zero,zero,5,two,42,one,zero,one,zero,zero,39,,52,
one,zero,,,18,zero,zero,,,,,,,zero
,zero,,zero,,one,zero,zero,zero,zero,59,,,zero
zero,,,three,32,one,zero,,zero,one,56,one,23,zero
,zero,3,,,,zero,one,zero,zero,39,one,,zero
one,zero,,,13,zero,zero,one,zero,one,,one,23,zero
,one,3,,37,one,zero,,zero,zero,,one,47,zero
zero,one,,two,,zero,zero,one,zero,one,44,,,zero
zero,zero,,zero,,,zero,,zero,,39,one,16,zero
zero,zero,2,,18,zero,,,,one,41,one,28,zero
zero,,4,one,11,one,,one,zero,,41,,3,
zero,,10,,41,,,,,zero,47,one,51,
zero,one,0,zero,26,zero,zero,zero,zero,zero,,one,,zero
one,zero,,two,22,one,,zero,zero,one,83,,1,
,two,3,two,,one,zero,one,,three,47,one,,one
zero,one,,two,26,,zero,one,zero,,,one,,one
zero,one,,two,27,one,zero,one,,,49,one,37,
,one,3,two,26,one,zero,,zero,,47,,15,zero
zero,one,3,two,,one,,,,,59,one,44,one
one,zero,,,14,one,,zero,zero,,,one,24,zero
zero,,1,one,67,zero,one,zero,zero,zero,39,one,,
zero,zero,2,one,,zero,zero,,,zero,47,one,10,
one,zero,2,two,32,one,zero,,zero,,,one,,zero
zero,one,4,zero,,zero,zero,zero,zero,two,,,19,zero
,zero,,zero,,,zero,,,zero,,,20,zero
zero,one,5,,45,,zero,,zero,one,,one,55,one
one,one,3,,25,,zero,one,zero,two,,one,8,one
zero,one,,zero,16,,zero,zero,zero,two,,,26,one
zero,zero,2,,19,zero,zero,one,zero,one,47,one,12,
zero,one,7,six,23,one,zero,one,,,,one,33,zero
zero,zero,,two,,zero,zero,,,one,,,36,one
,,1,zero,,one,zero,one,zero,,,one,,zero
zero,three,4,three,18,one,zero,one,,three,54,,28,
zero,two,,,,one,zero,one,zero,three,34,one,42,
zero,zero,4,,37,,zero,,zero,,23,,,zero
zero,,,zero,21,zero,zero,zero,zero,two,39,one,20,
one,,4,two,26,zero,zero,one,,zero,47,,36,zero
,zero,3,zero,14,,zero,,,two,29,,,zero
zero,,2,one,19,,zero,one,zero,two,69,one,6,
one,,2,one,21,,,one,zero,two,59,one,3,
,zero,1,zero,38,,zero,,zero,zero,47,zero,,zero
zero,,4,three,28,zero,zero,one,zero,one,,,,
one,one,,two,,,zero,one,zero,,,one,30,one
one,zero,3,two,,,,one,zero,zero,,one,7,zero
zero,one,4,three,53,zero,zero,one,one,zero,29,one,46,zero
,one,,,35,,zero,,,,,one,45,zero
zero,,4,zero,12,,zero,zero,,,,,,
zero,,5,two,,zero,zero,one,zero,zero,,,40,zero
,zero,,three,,zero,zero,one,zero,zero,59,one,,zero
one,zero,3,two,25,,zero,one,zero,zero,47,,35,
zero,one,3,two,23,,zero,one,zero,one,39,one,20,
one,zero,3,two,,,zero,one,,zero,39,one,31,zero
one,zero,,zero,29,,one,zero,,one,29,one,,zero
,zero,,,33,,,one,zero,zero,,,43,zero
one,zero,,three,28,one,zero,one,,,59,one,19,zero
zero,,,one,29,zero,zero,one,zero,zero,39,one,39,zero
zero,zero,,,19,,zero,,zero,one,29,one,29,zero
one,,3,two,23,one,,,,one,,,7,zero
,zero,4,,16,,zero,,,one,,one,10,
,,2,one,58,,,zero,,two,29,zero,40,
,zero,,zero,14,zero,zero,zero,zero,,39,,,zero
,,4,three,46,zero,zero,one,,zero,47,one,56,one
one,,6,five,34,,,,zero,zero,39,one,39,
zero,zero,4,three,,zero,zero,,zero,zero,,one,28,zero
zero,one,,,24,zero,zero,one,,one,39,one,34,zero
zero,zero,6,,37,,zero,one,,zero,53,zero,30,zero
zero,zero,3,two,23,,zero,one,zero,zero,43,one,20,zero
zero,one,5,two,,,,one,zero,zero,39,one,,
,,1,zero,7,,zero,zero,zero,,,,17,zero
one,zero,,,37,zero,zero,one,zero,zero,,,,zero
zero,,,two,,zero,zero,one,,zero,47,one,53,zero
,,0,zero,14,zero,zero,,zero,zero,31,,,zero
one,,6,,,zero,zero,,zero,zero,,one,40,zero
zero,,3,two,20,,zero,one,zero,,,,30,zero
zero,,7,four,44,zero,zero,one,zero,three,39,one,54,one
one,zero,8,,,zero,zero,,zero,one,39,,,
zero,,3,one,30,zero,zero,one,,one,35,one,40,
zero,zero,1,zero,51,,zero,zero,zero,two,49,,,zero
zero,,5,four,32,zero,zero,one,zero,zero,39,one,42,
zero,zero,4,one,,one,one,,,zero,29,one,46,
zero,,1,one,33,,,zero,zero,one,83,one,43,
,zero,4,,19,one,zero,zero,,,17,one,26,
,zero,,zero,10,zero,zero,zero,zero,zero,39,one,20,zero
zero,zero,,two,26,zero,zero,one,zero,zero,59,one,,one
,zero,3,,14,one,zero,,zero,,42,,13,zero
zero,,2,,48,,,zero,zero,,19,one,,
one,zero,,zero,12,zero,zero,zero,zero,,49,one,,zero
zero,,2,one,36,,,one,,,,one,46,
zero,one,,zero,,zero,zero,zero,zero,zero,44,one,14,zero
,zero,0,zero,,one,zero,zero,,,41,zero,,zero
zero,,2,one,,zero,zero,one,zero,zero,,one,,zero
zero,,,one,11,zero,zero,one,zero,,43,one,21,zero
zero,zero,,two,34,,zero,one,zero,zero,,one,27,one
one,one,7,,33,,,one,zero,,48,one,26,one
zero,,3,,,zero,zero,one,,one,47,one,29,zero
zero,one,4,three,36,,,,zero,zero,11,one,,zero
,zero,,two,19,,,one,zero,two,29,one,29,zero
,one,,,20,one,,zero,zero,one,,,10,zero
one,one,4,,25,zero,,,,two,95,,2,one
zero,zero,,two,20,,zero,one,,,,,,zero
,zero,,zero,,one,,one,,zero,5,one,,zero
zero,one,4,three,35,zero,zero,one,zero,one,49,one,45,one
zero,one,1,zero,44,,zero,one,zero,zero,,one,30,zero
,one,,zero,60,,one,zero,zero,,83,one,,
zero,one,3,,34,zero,,one,zero,one,,one,22,one
zero,zero,,two,41,zero,zero,,zero,zero,,one,,zero
zero,zero,4,three,24,,zero,,,zero,21,one,,zero
one,zero,0,zero,,,zero,,zero,,47,one,27,zero
zero,,5,,,,zero,one,zero,zero,47,one,40,
zero,zero,6,three,30,zero,zero,one,,zero,53,,24,zero
,zero,3,two,31,,zero,one,zero,,48,one,22,zero
one,zero,,,,,,,zero,one,,one,15,zero
,zero,1,zero,,one,,,,two,7,,18,zero
zero,,4,four,24,one,,,,one,24,one,12,
,zero,4,,,one,zero,one,,zero,59,one,32,zero
zero,,2,one,44,zero,,one,zero,zero,59,one,54,
zero,,,zero,54,zero,zero,one,zero,,,,64,zero
one,zero,3,two,44,one,zero,one,zero,one,47,zero,54,zero
one,,4,one,9,one,,,zero,,43,one,19,
one,zero,0,,34,zero,one,,,zero,,one,25,zero
zero,two,3,two,39,one,,,zero,two,55,one,,
,zero,4,zero,10,one,,zero,zero,,,one,20,zero
,two,4,zero,8,,zero,,zero,,23,,14,zero
zero,zero,7,,25,,zero,,zero,zero,1,,,zero
one,,,two,,zero,zero,one,zero,,,one,24,zero
one,zero,3,zero,10,one,zero,zero,zero,,63,one,15,zero
,zero,0,zero,13,,zero,zero,zero,two,39,,23,one
,,3,zero,,zero,zero,zero,,one,47,,,zero
zero,,4,three,,zero,,one,zero,zero,83,one,20,
zero,zero,2,one,34,,,zero,zero,one,,,44,
one,zero,,zero,10,,zero,,zero,two,,,2,
zero,,3,one,37,,zero,one,zero,zero,59,one,47,zero
zero,zero,7,six,47,zero,,one,zero,zero,39,one,49,
zero,two,5,four,32,one,,one,zero,three,39,one,41,
zero,,2,one,13,zero,,one,zero,zero,59,one,8,one
,,5,zero,,,zero,zero,zero,,39,,,zero
zero,,,two,41,one,,one,zero,two,,,33,
zero,zero,3,two,,,zero,one,zero,zero,,one,44,
zero,zero,5,,29,one,,one,zero,,69,,37,zero
one,one,4,three,,,zero,one,zero,one,41,one,8,zero
zero,one,3,,,zero,zero,,zero,one,47,,20,one
one,,3,two,24,zero,,one,zero,,47,one,,zero
one,zero,7,,,,zero,one,zero,one,9,,,zero
,zero,,two,20,zero,zero,one,zero,zero,47,one,,zero
,zero,2,one,57,one,zero,one,,zero,55,one,,
one,,4,,,zero,,,,,49,one,1,zero
zero,zero,,zero,10,one,zero,zero,,,,,3,zero
,three,,two,31,,zero,one,,,59,one,,zero
one,,,five,44,zero,,,,zero,49,one,30,
zero,three,,zero,32,zero,zero,one,zero,one,47,one,24,one
,,,,20,zero,zero,zero,zero,three,54,,,one
zero,zero,1,zero,27,,zero,,zero,,,one,,one
zero,,3,one,18,,,,zero,two,87,one,28,
zero,one,2,,31,zero,zero,one,zero,zero,53,one,41,
,,,one,16,zero,zero,one,zero,zero,39,one,23,zero
,zero,,two,31,,zero,one,zero,,41,one,41,
,zero,5,three,38,zero,zero,one,zero,zero,47,one,25,zero
zero,,2,one,,zero,,one,zero,,71,one,62,
one,,2,one,32,one,zero,,,zero,24,one,42,
,zero,0,,10,zero,zero,,,,,one,,zero
zero,zero,3,two,23,zero,zero,one,,,47,one,6,zero
zero,,,three,,,zero,one,,one,19,one,53,zero
zero,zero,3,two,,,zero,,zero,one,47,one,23,zero
zero,one,,,21,,zero,,zero,one,,,,zero
zero,,2,one,24,zero,,one,zero,one,43,one,34,
,one,,three,,,,,zero,,,,20,zero
zero,one,3,two,,one,,one,zero,one,19,,27,zero
,zero,,zero,29,,zero,,zero,zero,,one,,zero
one,zero,,zero,19,zero,zero,,zero,one,,,,zero
zero,zero,3,,33,one,zero,,zero,zero,39,one,,
zero,,3,two,36,,zero,,zero,zero,49,,46,zero
zero,one,3,two,45,one,,one,,,,,30,
one,three,4,two,23,,,one,zero,two,,one,18,one
one,,5,,45,zero,zero,one,zero,zero,59,one,55,
,zero,0,zero,43,zero,one,zero,zero,zero,59,,,zero
,zero,,zero,7,one,zero,,,,20,one,2,zero
one,one,2,one,19,one,,one,zero,one,41,one,,zero
one,,3,,,zero,zero,,zero,zero,47,one,30,zero
,two,2,one,39,zero,,one,zero,zero,49,one,,zero
one,,2,one,38,zero,,one,zero,one,43,one,2,
zero,zero,3,two,,zero,zero,,zero,one,,,45,zero
zero,zero,3,,32,one,zero,one,zero,two,,one,9,zero
,one,,zero,,one,,,,one,35,,24,zero
zero,,6,,20,zero,zero,one,zero,,69,one,30,
,zero,,zero,15,zero,zero,,zero,two,47,one,21,zero
,zero,4,three,30,one,zero,zero,,,,one,11,zero
zero,two,0,zero,16,,zero,zero,zero,,47,one,,zero
zero,zero,3,two,,zero,zero,one,zero,zero,,one,25,zero
one,zero,,,,zero,,,zero,zero,,,,zero
one,zero,3,two,14,zero,zero,one,zero,zero,,,20,zero
one,one,3,,,zero,zero,one,,zero,43,one,,zero
,one,5,,6,,zero,zero,zero,zero,,,,zero
one,zero,5,,60,zero,,one,zero,zero,39,one,70,zero
,zero,,zero,16,,zero,,zero,zero,49,one,,zero
zero,zero,,,20,zero,zero,one,,one,59,one,,zero
,,,two,41,one,,one,one,zero,83,,36,zero
,zero,2,one,15,,zero,,zero,one,43,one,15,zero
zero,,1,zero,18,,zero,zero,zero,,,one,28,one
zero,,3,two,,zero,,,zero,two,39,one,,zero
zero,one,4,three,34,,zero,one,,zero,45,one,44,zero
one,,1,,,,zero,,zero,two,44,one,,
zero,,7,five,35,zero,,one,zero,,64,one,45,zero
,zero,5,four,49,zero,,,zero,zero,47,one,43,
zero,zero,1,,,zero,zero,one,,zero,69,,,zero
one,,4,,,zero,zero,one,zero,zero,,one,38,
zero,zero,2,one,,zero,zero,,zero,zero,29,one,46,zero
zero,zero,8,seven,29,,,one,,zero,21,one,39,
,,3,two,,,,one,,two,55,one,,zero
one,,2,,,zero,,one,zero,zero,59,one,,
,zero,2,two,31,one,one,,zero,,47,one,,zero
zero,,5,zero,9,one,zero,zero,zero,,,,,zero
,zero,,zero,14,,,,zero,,29,one,8,zero
zero,,6,,61,one,one,,,,39,one,71,
one,one,3,zero,7,zero,zero,zero,zero,one,,one,17,zero
,,3,two,27,zero,zero,,zero,one,39,one,37,one
one,,2,one,45,zero,zero,one,,zero,44,one,20,
,zero,4,,48,,zero,one,zero,,,one,56,zero
,zero,,zero,,,one,,zero,one,,one,,zero
zero,zero,5,,40,zero,zero,one,,zero,55,one,,one
,,1,zero,,,,one,zero,,,,45,zero
one,,6,five,22,zero,,,,zero,47,one,11,
,,7,zero,,one,zero,,zero,zero,,one,38,zero
zero,one,3,two,,,zero,one,zero,,72,one,,one
,zero,,zero,58,zero,zero,,zero,zero,,one,,zero
zero,two,2,one,44,zero,,one,,three,59,one,,
zero,,7,five,,,,one,zero,zero,39,one,60,
,two,,zero,20,one,zero,,zero,,,,30,zero
,zero,1,,28,one,,,zero,one,47,one,,zero
,zero,1,,12,one,zero,one,,zero,,,22,zero
,zero,,two,32,one,zero,one,zero,,23,one,38,zero
zero,,2,,,zero,zero,,,,49,one,14,
zero,two,,,,,,one,one,,24,,49,one
zero,,,two,31,zero,zero,,,zero,,one,38,zero
,zero,,,36,,zero,zero,zero,one,,one,,one
,zero,,three,29,one,zero,one,,zero,59,one,39,
zero,zero,,two,,,,one,zero,one,39,one,,zero
,zero,,zero,,zero,zero,,zero,,43,one,,one
zero,,,three,19,zero,zero,one,zero,zero,49,one,17,zero
zero,one,,zero,10,,,zero,zero,one,,,2,zero
zero,,2,one,,,,one,zero,zero,49,one,18,zero
zero,zero,,one,42,one,,,zero,,35,one,33,zero
zero,one,3,two,,zero,zero,,zero,one,43,,,zero
one,zero,2,one,21,one,,one,zero,,49,,21,
zero,zero,12,nine,39,zero,zero,,zero,zero,37,one,20,
zero,zero,,,45,one,zero,zero,zero,,,one,55,one
zero,,2,one,35,one,,,,zero,34,one,45,zero
zero,,2,zero,5,,zero,zero,,one,,one,15,
one,zero,2,,25,,,one,,one,,one,20,
,zero,,,40,,zero,,zero,zero,49,one,,zero
,one,,,,zero,,one,,,,one,26,zero
one,,5,,35,,,one,zero,zero,41,one,45,zero
one,zero,,,10,zero,zero,zero,zero,zero,,one,,zero
,zero,4,,30,one,,zero,,,,one,40,
,two,,zero,28,,zero,zero,zero,one,,,,one
,zero,0,zero,33,zero,one,zero,zero,zero,49,,,
one,,3,three,30,one,one,,,,,one,,zero
zero,zero,2,one,36,,zero,one,zero,zero,47,one,25,one
,,,,17,zero,zero,,,zero,,one,27,zero
one,zero,4,one,38,zero,,one,zero,zero,59,one,24,
zero,,2,one,,zero,,one,zero,one,75,one,4,
zero,zero,1,,29,one,,,zero,two,,,,zero
,zero,4,two,,zero,zero,,zero,,71,,,zero
,zero,0,,16,zero,zero,zero,zero,two,,,0,zero
zero,,4,three,33,zero,,one,zero,zero,69,one,,zero
zero,,8,,62,,zero,one,zero,zero,39,,56,zero
one,,3,two,35,zero,zero,one,zero,zero,39,,45,zero
zero,zero,2,,59,,,one,zero,zero,59,one,69,
zero,one,4,one,,zero,zero,one,zero,zero,53,one,39,zero
,zero,3,two,,,zero,,zero,,,,47,zero
,zero,,zero,9,zero,zero,zero,,zero,43,,19,zero
,zero,,two,,zero,zero,one,zero,,39,,29,one
zero,,,zero,17,,zero,one,zero,zero,49,,,zero
zero,zero,,,12,,zero,zero,zero,,35,,,zero
one,one,,two,,one,zero,one,zero,two,,one,34,one
,zero,,,,zero,zero,one,zero,,,,62,zero
zero,two,3,,50,zero,,one,zero,two,,one,27,one
zero,zero,3,two,41,zero,zero,,zero,,,one,,zero
one,zero,4,one,43,zero,,one,,zero,43,one,31,
zero,,2,one,,zero,zero,one,,zero,55,,24,zero
zero,two,,zero,33,zero,one,zero,zero,two,,,,
,zero,6,zero,32,one,zero,,,,,one,35,
one,zero,,zero,,one,zero,zero,zero,,39,zero,28,zero
,one,3,two,,one,zero,,zero,one,,one,49,one
zero,two,2,zero,20,,zero,zero,,,47,,,
zero,two,1,zero,41,,zero,one,zero,,59,,51,one
zero,zero,1,zero,19,,zero,one,,one,,one,29,zero
,one,,zero,,one,zero,,,two,19,,,zero
,,2,,26,,,,zero,one,69,one,,
zero,,5,four,28,zero,,one,zero,zero,59,one,6,zero
zero,zero,1,zero,33,zero,zero,,,zero,39,one,15,zero
,,,zero,10,one,,one,,two,,,,zero
,zero,1,zero,49,zero,zero,zero,,,39,,48,zero
one,,2,one,,,zero,,zero,zero,39,one,41,
zero,zero,5,four,17,,,one,zero,zero,89,one,20,zero
zero,zero,3,,,zero,zero,one,zero,zero,69,one,,one
zero,four,3,,46,,,one,,,49,one,,one
,zero,2,,,zero,zero,one,zero,zero,,,,zero
,one,3,two,34,,zero,one,zero,,,one,44,one
one,,,,33,zero,zero,one,,one,,,43,one
zero,one,,,13,,one,,zero,two,43,,,zero
zero,zero,,two,19,,zero,,zero,,29,,,zero
zero,zero,4,three,37,,zero,one,zero,,,one,26,zero
zero,one,2,zero,29,zero,,zero,zero,two,,,,zero
zero,one,3,two,,,zero,one,zero,three,,one,,
zero,one,,three,,zero,,,zero,one,43,one,43,one
zero,zero,,,,zero,zero,one,zero,zero,,one,4,zero
zero,two,3,two,,zero,,one,zero,three,39,one,,one
,two,4,,,,,,zero,one,29,one,16,one
,,3,,10,zero,one,zero,zero,one,39,,,zero
zero,,5,one,20,,,,zero,one,34,one,10,zero
,,,two,,zero,zero,one,zero,zero,,one,27,zero
zero,zero,11,,39,one,,,zero,zero,53,one,31,one
zero,zero,1,zero,21,zero,zero,one,zero,,,,12,zero
zero,,,,,,zero,one,zero,zero,53,,31,
,,2,,,,zero,one,,,43,zero,28,
one,,1,one,13,one,,zero,zero,,34,one,21,
one,zero,,zero,16,,zero,,zero,,,,,one
zero,zero,2,one,,zero,zero,,zero,zero,47,one,20,
,zero,,zero,48,one,zero,zero,zero,zero,15,one,,zero
,zero,3,three,24,one,one,zero,,,39,one,,zero
,,1,zero,52,zero,one,,zero,zero,35,one,41,zero
one,,,two,30,one,,zero,zero,,27,one,,one
zero,two,4,,18,one,,one,zero,two,24,one,28,zero
zero,zero,3,two,30,,zero,one,zero,one,49,,40,zero
one,,3,two,,zero,,one,,zero,,one,,
zero,zero,4,one,42,one,,one,,zero,47,one,29,zero
zero,two,6,two,,one,zero,one,,zero,49,,15,zero
zero,,2,one,,zero,zero,one,,,19,one,30,
,zero,1,zero,21,zero,zero,zero,zero,zero,,,,zero
,zero,2,two,28,one,zero,zero,zero,zero,49,,38,zero
,one,1,,19,zero,zero,one,zero,,11,,10,zero
zero,one,3,two,32,zero,zero,,zero,zero,43,one,42,zero
zero,,3,,,,,one,,,53,one,52,one
one,zero,,,14,zero,,one,zero,one,,one,,one
zero,,5,one,,one,,one,,,43,zero,,zero
zero,,3,three,35,one,one,zero,zero,,44,one,45,
,zero,,zero,13,one,,,,,24,,23,zero
one,one,4,two,37,zero,zero,one,,three,47,,1,one
zero,one,4,,,,zero,,,zero,71,one,35,zero
one,,,,13,,zero,,zero,,,one,4,zero
one,zero,,zero,,zero,zero,one,,one,,one,14,
,zero,1,,7,one,zero,zero,,one,31,one,12,zero
,one,7,zero,8,one,,zero,,,71,one,,zero
zero,,5,,18,zero,zero,one,zero,zero,39,one,28,
,zero,4,zero,11,one,zero,zero,zero,,,,21,zero
one,zero,2,one,28,zero,zero,one,,one,1,one,38,
one,zero,,two,19,one,zero,one,zero,,29,,26,zero
zero,one,3,two,,zero,,,,,59,one,30,one
one,zero,7,,11,one,zero,zero,zero,,,one,,zero
,,2,,32,zero,zero,,zero,two,39,,42,one
,zero,,,19,zero,zero,zero,zero,zero,47,one,29,zero
zero,,7,five,17,one,,,,,20,one,16,
zero,,5,one,19,one,,one,,zero,,one,29,zero
,one,4,zero,7,one,,zero,zero,,,one,17,
,one,,two,32,,one,zero,zero,three,24,one,42,one
,,7,five,,zero,zero,one,zero,zero,41,one,15,
,one,,two,,,zero,one,zero,zero,47,,31,zero
zero,two,,two,33,zero,zero,one,zero,two,,one,43,one
zero,,2,,37,,zero,one,zero,one,39,one,47,
zero,,4,three,38,zero,zero,one,zero,two,51,one,29,one
one,,2,one,16,zero,zero,,zero,one,59,one,26,zero
zero,one,,one,48,zero,,one,zero,zero,35,one,58,one
one,,2,one,36,one,,one,zero,zero,,one,,
one,,,,,,zero,one,,zero,47,one,,zero
,one,4,zero,10,zero,zero,,,,59,,20,zero
zero,,4,four,33,one,,,zero,zero,19,one,29,
zero,one,2,,,,,one,zero,zero,59,one,22,one
,zero,,,3,zero,zero,zero,zero,,,,,zero
,one,4,,32,one,zero,one,zero,two,,one,42,
,,0,,26,zero,zero,,zero,two,43,,,zero
,zero,3,zero,14,zero,zero,,,zero,39,one,,zero
zero,,3,two,,zero,zero,one,,zero,39,,26,zero
one,,2,,18,zero,,,zero,zero,34,one,,zero
,two,,two,43,zero,zero,one,zero,one,,one,31,
,zero,,three,48,zero,zero,one,zero,zero,,one,23,zero
zero,zero,4,one,8,one,zero,,,,,one,3,
,zero,1,zero,,zero,zero,,zero,one,43,,19,zero
zero,zero,,zero,7,,zero,zero,zero,one,47,,,zero
zero,one,3,,,one,,,,zero,,one,8,zero
,zero,,two,31,one,,zero,,one,47,one,41,zero
one,zero,,zero,15,one,zero,,,,47,,1,zero
,,4,zero,,zero,zero,,zero,one,47,one,,zero
zero,zero,4,,27,one,zero,one,,zero,49,one,37,zero
zero,,6,,54,zero,one,zero,,zero,47,one,64,zero
,zero,,zero,,zero,zero,,,two,,one,8,one
zero,two,,one,29,one,zero,,,,24,one,39,
zero,zero,4,three,,zero,zero,one,zero,one,59,,,zero
zero,zero,3,,,one,,one,zero,,,one,20,zero
one,,2,one,36,one,,one,zero,,39,one,46,
zero,zero,,,,zero,zero,one,,zero,39,one,30,
,zero,,,62,zero,zero,one,zero,,91,one,,zero
zero,,0,,10,one,,zero,,zero,51,one,10,
,two,4,three,34,one,zero,one,,,,one,19,
,,,,21,zero,zero,one,zero,two,,,,one
zero,zero,2,one,18,one,,one,zero,one,39,one,28,
zero,zero,,,20,one,,one,,,,one,22,zero
,zero,3,,,zero,,one,zero,zero,,,34,zero
zero,zero,,zero,30,one,zero,one,zero,two,29,one,,one
,zero,4,zero,11,,zero,zero,zero,zero,39,one,,zero
one,zero,1,zero,13,,zero,one,zero,two,43,one,3,zero
,zero,,three,14,,zero,one,zero,,49,one,24,zero
,,3,,36,,zero,one,,zero,,one,,one
zero,,7,five,29,zero,zero,one,zero,zero,51,one,39,
,zero,10,three,22,,zero,,zero,,59,one,32,zero
,one,,zero,14,one,zero,one,zero,three,19,one,16,one
one,,5,zero,11,zero,zero,one,,one,49,,21,zero
one,,2,one,,zero,,one,,one,,one,11,one
zero,three,3,,40,one,,one,,three,,,50,
zero,zero,3,one,49,one,,,zero,zero,34,one,49,
zero,,5,four,37,zero,zero,one,zero,zero,29,one,14,zero
zero,zero,,zero,17,zero,zero,zero,,,39,one,,zero
zero,,2,,44,,,one,zero,one,31,one,15,
one,one,2,one,28,zero,,one,zero,one,47,one,6,
zero,,2,,24,zero,,,,one,47,one,5,zero
zero,zero,4,three,19,one,,one,zero,zero,39,one,29,zero
zero,two,,,,one,zero,,zero,,29,one,34,
,zero,4,zero,15,,,zero,,two,43,one,,zero
zero,,4,one,45,one,,one,zero,,19,one,49,
zero,zero,,zero,46,zero,zero,one,zero,one,,one,56,one
,two,,two,30,,zero,one,zero,one,,,,one
,zero,4,three,,zero,zero,one,,,,one,,zero
one,zero,3,two,,zero,zero,one,,one,,one,,
,,,zero,18,zero,zero,zero,zero,three,,,23,one
,zero,11,,10,,zero,,zero,,47,one,10,zero
,one,,,27,,,one,,,29,one,37,zero
zero,,3,one,,one,,one,zero,zero,,one,42,zero
zero,one,1,zero,43,one,zero,,zero,zero,39,,31,zero
zero,,2,one,35,one,,one,zero,zero,39,one,25,zero
,zero,2,zero,,zero,zero,one,zero,one,,,,zero
,zero,2,one,21,one,zero,one,zero,,,one,31,
,three,4,,17,one,,,zero,,47,one,3,zero
,one,3,,,zero,zero,one,zero,zero,,one,,one
zero,zero,2,one,29,one,,,zero,,39,one,39,
,zero,3,two,15,one,,one,zero,two,,one,,zero
one,zero,2,one,21,one,,one,zero,one,,one,20,
one,one,3,,37,one,zero,,zero,zero,29,,47,zero
zero,,2,one,28,one,zero,one,,,22,one,6,one
zero,zero,3,,,one,,one,zero,two,,,26,zero
zero,one,4,three,27,,zero,one,zero,one,101,one,37,
one,one,,one,27,,,,,,43,one,,
,,,two,,,,one,,,55,,34,zero
one,,3,two,,,,one,zero,,39,one,,zero
zero,zero,2,,13,,zero,one,zero,one,71,one,23,zero
zero,,3,,,zero,zero,one,zero,two,39,,,one
zero,two,1,zero,,zero,zero,,zero,one,,,,one
,,,two,28,one,zero,,,one,39,one,38,
zero,one,,two,36,,zero,,zero,zero,,one,46,zero
