AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25,2,6,0,2,0,,2,15097.5,5,16200,3,193,2,2,2,2,323,203
21,,6,0,2,0,4,2,15097.5,,26000,,193,,2,2,,,203
,1,1,0,1,2,4,1,15097.5,10,544200,,501,,2,2,2,49,48
48,,,0,2,2,4,1,15097.5,10,,6,501,2,2,2,2,,48
15,1,6,0,9,2,4,1,,,,1,501,2,2,2,2,82,48
78,2,1,,2,,,1,15097.5,10,80000,8,501,2,2,2,2,,120
78,1,1,0,2,0,,1,,5,,3,501,,2,2,1,107,
53,2,6,0,2,,,1,15097.5,,110000,9,,2,2,2,2,,120
45,,6,0,2,,4,1,15097.5,9,,7,,2,2,2,2,,
46,2,4,0,2,0,2,,15097.5,5,26200,4,303,2,2,2,2,133,133
19,2,6,0,2,0,,2,15097.5,5,,,303,2,2,2,2,173,133
57,1,1,,2,0,2,,15097.5,5,73000,8,501,2,2,2,2,,51
49,2,1,0,2,0,,2,15097.5,,35000,5,501,2,,2,2,50,51
50,2,,0,2,0,4,1,11171.6,9,0,0,373,,,2,2,,
50,1,1,0,2,0,4,1,11171.6,5,80000,8,373,2,2,2,2,82,81
,2,6,0,2,0,4,1,,5,8000,2,373,2,2,2,2,111,81
18,,6,0,2,0,4,1,,,9000,,373,2,2,2,2,,81
28,,6,0,2,3,4,,15097.5,5,25000,4,,2,2,2,2,293,293
37,,1,0,6,2,4,2,15097.5,12,48000,6,187,2,2,2,2,79,79
36,2,1,0,6,2,4,2,,,,0,187,2,2,2,2,76,79
53,1,1,,1,0,2,,15097.5,10,50000,6,501,2,,2,2,,65
52,2,1,,1,0,2,,15097.5,9,,5,,2,2,2,2,,65
,2,,0,2,0,2,1,,7,12410,2,232,,2,2,,47,46
,2,4,0,2,0,,1,11171.6,5,27000,4,,2,,2,2,59,
33,2,6,0,,3,4,2,15097.5,4,7200,2,27,1,,1,1,335,335
44,1,1,0,2,,2,,15097.5,5,19900,3,295,,2,2,2,365,366
41,2,1,,2,,2,1,15097.5,8,30000,5,295,2,2,2,2,246,366
67,2,1,0,2,0,4,1,11171.6,9,,5,152,2,2,2,2,,53
58,1,1,,,0,4,1,11171.6,7,0,,152,1,1,,2,74,53
26,1,6,,,0,4,1,11171.6,6,650,,152,1,2,2,2,164,53
24,1,6,0,,0,4,1,11171.6,4,0,,152,1,2,2,2,83,53
46,2,6,0,,0,,2,11171.6,8,60000,7,501,2,2,,2,228,228
26,1,6,0,2,0,,2,11171.6,5,29000,4,501,2,2,2,2,501,228
23,1,,0,2,0,3,2,11171.6,5,30000,5,501,2,2,2,2,253,228
73,1,,0,,0,2,,,5,,4,229,2,1,2,2,80,80
71,2,,,,0,2,,11171.6,7,12000,2,229,,1,,2,,
32,2,6,0,2,1,2,,15097.5,5,9000,2,51,2,2,2,2,357,357
29,1,1,0,2,2,4,1,,,,8,338,2,2,2,2,117,117
29,2,1,0,2,2,4,,11171.6,,0,0,338,2,2,2,,85,117
,2,1,0,2,0,3,2,15097.5,6,0,0,49,,1,2,2,52,52
61,1,1,,2,0,3,2,15097.5,1,10120,,49,1,,2,2,,52
,1,,0,2,0,3,2,15097.5,3,0,0,49,,2,,,69,52
60,2,1,,,2,,1,11171.6,9,2000,,,,2,2,2,90,
62,1,1,0,2,2,5,1,11171.6,8,24000,4,153,,2,2,2,111,89
21,2,6,0,2,,5,1,,5,15600,3,153,2,2,2,2,147,89
,1,6,0,2,2,5,1,11171.6,,,1,153,2,2,2,2,,
64,,,0,2,0,8,2,11171.6,,,6,,2,2,2,2,45,
36,,6,0,2,0,8,2,11171.6,,21000,4,168,,2,,2,,45
,1,6,0,2,0,8,2,11171.6,4,0,,168,2,2,,2,45,45
16,,,0,2,0,8,2,11171.6,,0,,168,2,2,2,,64,45
66,,1,0,1,,2,1,15097.5,12,8000,2,,2,2,2,2,,41
71,1,,,1,0,2,1,15097.5,9,79100,8,,,2,2,2,,41
56,2,1,,2,0,3,2,15097.5,4,,0,,2,,2,2,69,
51,1,1,0,2,0,3,2,15097.5,4,,7,291,2,2,2,2,,69
,,6,0,,0,3,2,15097.5,5,0,,291,2,2,2,,,69
46,2,6,,2,0,2,1,,,,8,501,2,,2,2,82,82
64,2,,0,,0,,,,4,65000,7,,,,2,,108,82
,,4,,,0,2,,15097.5,10,,,108,2,1,,2,40,
19,2,6,0,2,0,2,2,15097.5,5,1400,1,108,2,2,2,2,51,39
78,1,1,0,2,0,2,1,11171.6,7,0,0,0,2,,,2,58,58
70,2,1,,2,,,1,,,0,0,0,2,2,2,,63,58
,1,3,,2,0,,1,11171.6,7,20300,,,2,,2,2,,75
61,2,,0,2,0,2,,,7,37000,,374,2,2,2,,108,75
,1,4,0,2,0,2,,11171.6,5,2000,1,15,2,2,2,2,,75
,1,6,2,2,2,3,2,,7,35000,5,172,2,2,2,2,209,209
32,1,6,0,6,0,2,1,15097.5,7,,,,2,2,,2,47,47
,2,6,,6,0,2,,,9,153000,9,501,2,2,2,2,67,47
54,1,1,0,,0,,2,15097.5,5,,4,130,2,2,2,,212,213
47,2,1,0,2,0,,2,15097.5,,0,0,130,2,2,2,2,203,
78,2,3,,,0,,1,11171.6,1,37100,5,213,1,1,2,2,39,39
53,,6,0,,0,3,1,11171.6,,,,213,2,2,,2,55,39
45,,6,0,2,0,,1,11171.6,7,3100,1,213,2,2,2,2,,39
46,2,6,0,2,0,4,2,11171.6,5,14000,3,,2,2,,2,132,132
26,1,6,0,2,0,4,2,,,,2,,2,2,2,2,291,132
25,1,6,0,2,0,4,2,11171.6,5,0,0,89,2,2,2,2,,132
24,1,,0,,0,4,2,,4,0,0,89,2,2,2,2,147,132
29,2,1,,,0,2,2,15097.5,11,60000,7,477,,,2,,139,139
29,1,1,0,2,0,2,,15097.5,9,21020,4,,,2,2,,168,139
28,,6,0,2,1,2,2,15097.5,9,,7,299,2,2,1,,,237
29,1,6,0,2,,2,2,,,31000,5,236,2,2,2,2,,237
65,,6,0,2,0,,1,11171.6,10,100000,8,,2,,2,2,74,73
45,,,0,,0,2,,11171.6,4,80000,8,,,2,,2,123,73
40,2,6,0,,1,,,11171.6,5,31500,,179,2,2,,,232,232
64,2,1,0,2,0,2,2,15097.5,12,52100,7,,,2,2,,226,226
71,1,1,,,0,,2,15097.5,5,21100,4,429,,1,2,2,184,226
59,2,,,2,2,4,1,11171.6,7,80200,8,351,2,2,,2,40,
21,1,6,0,2,2,4,1,,5,9600,,351,2,2,2,2,,41
17,1,6,0,2,2,4,,11171.6,4,0,0,,2,2,2,2,50,41
29,2,1,0,2,0,2,2,15097.5,,,7,501,,,2,,220,220
,1,1,0,2,0,2,2,15097.5,8,,5,501,2,,,,186,220
60,2,1,,,0,2,,15097.5,7,58000,7,501,2,2,2,,130,130
64,1,1,0,2,0,2,1,15097.5,,42000,6,501,,,2,,126,130
75,1,1,0,2,0,5,2,,,18000,3,501,,2,1,2,209,209
57,2,1,,,0,5,,15097.5,5,22200,4,501,,2,2,,229,
37,1,,0,2,0,5,2,,5,100000,8,501,2,2,2,,428,209
,1,,0,2,0,,2,,4,21800,4,501,2,2,2,2,301,209
,1,6,0,2,0,5,2,,,9000,,501,,2,,,,209
57,2,1,0,2,0,,1,11171.6,8,24900,4,434,2,2,,2,,
57,1,1,,2,0,,1,11171.6,8,,0,434,2,1,2,2,86,
,2,6,0,2,0,4,1,11171.6,5,,8,434,2,2,2,,133,69
72,1,1,,2,0,2,,11171.6,9,61200,7,501,2,2,2,2,82,
69,2,1,0,2,0,,,11171.6,7,52200,7,501,,2,2,2,75,
38,2,6,0,2,0,4,1,15097.5,,87000,8,,2,2,2,,86,86
,2,6,0,2,0,4,1,,7,42000,6,501,2,2,2,2,,86
,,5,0,2,0,4,,,7,,,501,2,2,2,2,88,
,,1,0,2,0,2,1,15097.5,10,25900,4,,,2,2,2,117,117
65,1,1,,2,0,2,1,15097.5,9,0,0,153,2,2,,,96,117
,2,,0,,,2,1,15097.5,5,18200,3,219,2,1,2,2,,62
,2,5,0,2,0,2,1,15097.5,6,,,219,2,2,2,2,75,62
58,1,4,0,2,0,2,1,15097.5,4,,2,91,2,2,2,2,74,62
48,2,1,0,2,0,3,2,15097.5,9,38100,5,501,2,,2,,138,138
,1,1,0,2,0,3,2,15097.5,5,40000,,501,2,,,2,191,138
22,2,6,0,2,0,,2,15097.5,10,,,501,2,2,2,2,195,138
45,2,1,0,2,,,1,11171.6,9,69000,7,501,2,,2,2,101,101
49,1,,0,2,0,,1,11171.6,7,79000,8,,2,2,,2,,101
36,,1,0,1,,,1,,10,,9,501,,2,2,,72,72
37,2,1,0,1,2,4,1,15097.5,10,110440,9,501,2,2,2,,93,72
59,1,1,,2,0,2,1,15097.5,12,275000,9,501,2,2,2,2,78,78
,2,1,0,2,0,2,1,15097.5,10,102000,9,501,2,,2,2,81,78
32,2,1,0,1,0,2,,15097.5,11,38000,,501,2,2,2,2,146,147
34,1,1,,,0,,,15097.5,10,120000,,501,1,,2,2,124,147
56,2,4,0,,0,3,,11171.6,10,62000,7,,2,2,2,2,148,
,2,6,0,2,0,3,1,11171.6,9,4800,1,361,,2,2,,244,148
21,,,0,2,,3,1,11171.6,,,1,361,,2,2,2,206,148
,1,,,2,0,2,,,7,20300,3,501,2,2,2,2,102,
72,2,,0,2,0,,1,,10,60000,7,,,2,2,2,119,
62,2,4,,,0,2,2,11171.6,5,114600,9,501,,,1,2,78,77
58,1,6,,2,,2,,11171.6,1,0,0,0,2,,1,2,96,77
45,1,6,0,,0,2,2,,1,2400,1,501,1,,2,2,114,77
39,,5,0,2,2,,2,11171.6,7,13500,3,,2,2,2,,143,
21,1,6,0,,2,4,2,11171.6,7,0,0,52,2,2,2,,169,143
16,,6,0,2,2,,2,11171.6,4,0,,52,2,2,2,2,,143
66,1,1,0,2,0,2,2,15097.5,5,4100,1,84,2,2,,2,41,42
68,2,1,,,0,2,,15097.5,5,8900,2,84,1,,2,2,49,42
63,2,5,0,,0,,1,,7,,6,302,,2,2,2,72,
33,2,,,2,0,,1,15097.5,,4300,,302,2,2,2,2,127,73
66,,1,0,6,0,5,1,15097.5,10,22000,4,,2,2,2,2,,43
59,2,,0,,0,5,1,15097.5,9,200000,9,501,2,2,2,2,42,
39,1,,0,6,,5,1,,,0,0,501,,2,2,2,60,43
34,2,,0,6,0,5,,,10,21800,,501,,2,2,,50,43
,2,,0,1,3,,1,15097.5,,0,,501,2,2,,2,,
42,,1,,1,3,5,1,15097.5,12,,9,501,2,2,2,,37,48
59,1,1,0,6,1,,,15097.5,12,544020,9,501,2,,2,2,87,
56,,1,0,6,1,3,1,15097.5,9,10,1,501,2,2,2,2,87,87
15,1,6,0,6,1,3,,,4,0,0,501,,2,2,,89,87
76,1,1,,,0,2,1,,5,1600,1,74,1,,2,2,64,64
65,2,1,0,,0,2,1,,,9800,2,74,2,2,,2,71,64
59,1,1,0,,,2,1,15097.5,10,120000,9,501,2,2,2,2,,45
68,2,,0,2,0,,,,10,54000,7,501,2,2,2,2,43,
74,2,3,0,,0,,,15097.5,6,17200,3,501,2,2,2,2,81,81
50,1,6,,2,0,3,1,15097.5,,50000,6,501,2,,2,,106,81
,2,6,0,2,0,,1,15097.5,,,,501,,2,2,,,81
36,2,6,0,2,0,2,2,15097.5,8,,2,61,2,,2,,119,119
60,2,6,0,,0,2,2,15097.5,5,0,,61,,1,2,2,121,119
36,1,1,0,2,,4,1,11171.6,7,,8,501,2,,2,2,605,605
36,2,1,0,2,2,4,1,11171.6,,35000,5,501,,2,2,,508,605
69,2,,0,2,0,2,1,11171.6,9,70000,8,501,2,1,2,2,,
,1,1,0,2,0,2,,11171.6,4,18000,3,501,,,2,,98,79
39,2,,0,2,,3,2,11171.6,7,29000,4,141,2,2,2,,258,258
15,,6,0,2,2,3,2,11171.6,4,0,0,141,2,2,2,2,275,
43,2,4,0,2,2,4,2,11171.6,7,20000,3,92,,,2,2,210,210
18,1,6,0,2,2,4,,11171.6,4,3600,,92,,2,2,2,220,210
,2,6,0,2,2,4,2,11171.6,4,,,92,2,2,2,2,301,210
62,,1,,2,0,2,1,,7,62000,7,501,,2,2,,151,151
65,1,,0,,0,,1,15097.5,5,42300,6,,2,2,2,2,,151
67,1,1,4,1,0,2,1,15097.5,9,160000,9,501,2,2,,,75,75
67,2,1,,1,0,,1,,9,16600,3,501,,2,2,2,118,75
,2,6,0,,,5,1,11171.6,9,,7,,2,2,,2,,564
26,2,6,0,2,,5,1,11171.6,,38000,,352,2,2,2,2,943,564
24,2,6,0,2,,5,1,11171.6,,10000,,352,,2,,2,,564
54,2,6,0,2,0,2,,15097.5,7,1300,1,18,2,2,2,2,47,
52,,5,,2,0,2,2,15097.5,5,1800,1,18,,,2,2,60,47
44,2,,0,,1,2,1,15097.5,9,96000,,501,2,2,,2,149,149
85,2,,,2,0,2,1,15097.5,10,13100,3,373,,,2,2,,159
88,1,,0,2,0,2,1,15097.5,9,44500,6,373,2,,2,2,144,
,2,4,0,2,0,2,2,,4,12700,2,97,2,2,2,2,,77
24,1,6,0,2,0,2,2,11171.6,3,3700,,97,2,2,2,,106,77
76,2,3,0,9,0,2,2,15097.5,9,0,0,144,2,2,2,2,72,72
31,2,,0,9,,2,2,15097.5,10,22000,4,144,,2,2,,122,72
42,,6,0,2,2,3,1,11171.6,5,80000,8,453,,2,2,2,65,64
17,2,6,0,2,,3,,11171.6,4,,2,453,,2,2,,93,64
53,2,1,,2,0,3,2,15097.5,8,,2,91,1,,2,2,104,104
,1,1,0,2,0,3,2,15097.5,4,0,0,91,2,2,2,2,78,104
,1,6,,,0,,2,15097.5,7,9100,2,91,1,,1,2,128,104
,2,1,0,2,0,2,1,11171.6,9,2800,1,,,2,2,2,134,134
81,1,1,,2,,2,1,11171.6,8,21100,4,157,2,2,2,2,111,134
50,2,,,2,0,6,2,11171.6,9,68260,7,376,2,2,2,2,,
47,1,1,0,2,0,,2,11171.6,5,30000,5,,2,2,2,,110,108
26,,6,0,2,0,,2,11171.6,5,32000,,376,2,,2,2,170,108
,,6,0,2,0,6,2,11171.6,4,,1,376,2,2,2,,,108
26,2,6,0,2,0,6,2,11171.6,5,0,0,,,2,2,,168,108
72,2,4,,,0,3,2,15097.5,7,29100,4,403,1,,2,2,,169
,1,4,0,,,3,,15097.5,7,31000,5,403,,2,,2,225,
76,2,6,,2,0,3,2,15097.5,5,20040,3,,1,,2,,236,169
44,2,,0,1,0,2,,15097.5,9,179000,9,501,,,2,2,155,155
28,1,6,0,,,2,1,,,40000,6,501,2,2,2,2,229,155
,,4,0,2,2,5,,15097.5,7,47100,6,151,2,2,2,2,,130
19,2,6,0,2,2,5,2,15097.5,5,0,0,151,2,2,2,2,125,130
18,,6,0,2,2,5,2,15097.5,1,0,,151,2,2,2,,120,130
44,2,6,,2,,4,1,11171.6,,154000,9,501,2,2,2,,,
17,,6,0,2,1,4,1,11171.6,4,,,501,2,2,2,2,164,115
,2,4,0,2,1,4,,11171.6,9,,3,501,2,2,2,,163,
53,1,1,,9,2,4,,15097.5,7,120000,,468,2,2,2,,57,57
,,1,2,,2,4,,,7,0,0,468,1,2,,1,55,57
53,1,6,0,2,0,2,,15097.5,7,,0,99,2,,2,2,51,51
,2,6,0,2,0,,2,15097.5,7,16800,,99,,2,2,2,,51
,,3,0,,,,1,15097.5,12,122200,,501,2,2,2,2,47,
34,2,6,0,2,1,2,2,15097.5,7,19300,,110,2,1,2,2,116,115
46,2,1,,1,0,2,1,15097.5,9,108900,9,501,2,2,2,2,,76
52,2,,2,1,0,2,,15097.5,,65000,,501,2,2,2,2,81,76
43,1,4,,,,3,2,15097.5,7,40000,6,208,1,2,2,1,243,243
18,1,6,1,3,1,3,2,15097.5,7,2200,1,208,2,2,2,2,213,243
15,1,6,1,,1,3,2,15097.5,,0,0,208,,2,2,2,313,
,2,5,0,2,0,3,,11171.6,4,19600,3,,,2,2,2,76,76
34,2,5,,2,0,3,2,11171.6,7,0,0,95,2,2,2,2,112,76
43,,,0,2,,,2,15097.5,10,,6,151,2,2,2,2,179,178
58,,,0,1,0,3,1,15097.5,12,,2,501,2,2,2,,85,85
58,,1,0,1,0,3,1,15097.5,11,554000,9,501,2,,2,2,61,85
24,2,,0,1,0,3,1,15097.5,,20000,3,501,,2,,2,64,85
33,1,6,0,,,3,2,15097.5,5,0,0,0,2,2,2,,,219
35,2,,0,2,1,2,1,11171.6,9,63000,,,2,2,2,,78,78
37,1,6,0,2,1,2,1,11171.6,9,48000,6,366,,,2,,100,
44,1,6,0,1,,,1,11171.6,9,76000,8,372,2,2,2,2,169,169
24,2,6,0,1,1,3,,11171.6,7,0,,372,2,2,2,2,167,169
,2,6,0,2,1,2,2,,,4900,1,28,,2,2,2,237,238
,2,6,0,,,4,2,,6,12000,2,46,,2,2,2,188,188
,,1,0,2,0,4,,11171.6,11,,6,,2,2,2,2,84,84
63,2,1,,2,0,4,1,11171.6,8,30000,5,501,2,2,2,2,83,84
39,1,1,0,2,0,4,1,11171.6,,62000,,,2,2,2,,139,84
38,,1,,2,,,1,11171.6,7,7400,2,501,2,2,2,2,113,84
56,2,,0,1,2,4,1,15097.5,10,,0,,2,2,2,,,124
,1,,0,1,2,4,,15097.5,10,589000,9,501,2,,,2,,
17,1,6,0,1,2,4,1,15097.5,,250,1,501,2,2,2,2,96,124
43,2,4,0,2,0,2,,15097.5,,5900,1,,2,2,2,2,119,119
19,2,6,2,,0,,2,15097.5,7,8400,,84,2,2,2,2,96,119
73,2,,,2,0,2,,15097.5,4,13100,3,,2,1,2,2,48,48
50,,1,0,2,3,5,1,15097.5,7,114000,9,501,2,2,2,2,,
47,1,,,1,,5,1,15097.5,9,120000,9,501,2,2,,2,61,108
17,2,6,0,8,3,5,1,15097.5,4,,1,501,2,2,2,,,108
,1,,0,8,3,,,15097.5,4,0,,501,2,2,2,2,109,108
32,2,1,2,8,2,4,,15097.5,,76600,8,501,2,2,2,2,276,276
33,,1,0,,2,4,1,15097.5,,55000,7,501,2,2,2,2,314,276
65,1,,,,0,2,1,11171.6,7,65120,7,501,2,2,2,2,82,82
,,,0,2,0,2,,11171.6,7,35000,5,501,,2,2,2,72,82
76,1,,,,0,4,1,15097.5,7,18600,3,,2,1,2,2,58,58
54,2,,0,2,0,4,,15097.5,7,15000,3,172,2,2,2,1,,58
64,1,2,,2,0,4,1,15097.5,5,12300,2,172,,2,2,2,,58
80,1,4,,2,0,,1,,1,29400,4,,2,1,,2,73,
62,1,,0,1,0,2,1,,12,35400,,501,2,,2,,67,68
62,2,,0,1,0,2,1,15097.5,10,59000,7,501,2,2,2,2,96,
65,1,6,0,,0,2,1,,9,65000,7,,2,2,2,2,72,73
55,2,4,0,2,0,2,,11171.6,5,0,0,0,2,,2,2,70,73
84,2,3,,2,0,2,1,11171.6,,14400,3,501,2,2,2,2,87,73
,2,6,0,2,0,4,,11171.6,10,45000,,269,2,,,2,42,
38,,4,0,2,0,4,1,11171.6,5,,0,269,2,,,2,,43
59,1,1,0,,,,,11171.6,5,25000,4,269,2,1,2,2,69,
59,,1,,2,0,4,,11171.6,9,0,,269,,2,,,57,
33,2,6,0,2,,8,2,,,,,6,,2,2,,,319
,1,6,0,2,,8,,15097.5,,,0,6,2,2,2,2,360,319
36,1,4,0,2,1,2,1,,10,70000,,399,2,2,2,2,,96
65,2,5,0,2,0,2,2,15097.5,1,8800,2,,2,2,2,2,71,72
48,1,6,0,2,0,2,,15097.5,7,0,0,57,2,2,2,2,,72
72,2,,0,2,0,2,1,11171.6,8,40000,6,393,2,2,2,,,
74,1,1,,2,0,,1,11171.6,7,19800,3,393,1,,2,2,56,45
67,1,1,,2,0,,1,15097.5,,,3,114,2,2,2,2,38,
58,2,1,0,,0,2,1,,9,3700,1,114,2,,,2,47,38
46,2,4,0,2,0,2,,15097.5,8,45000,6,322,2,2,2,2,101,102
27,1,6,0,2,0,2,2,15097.5,,10000,,322,2,2,2,,,102
26,,6,0,2,0,2,2,,,,2,90,2,,2,,212,102
,2,4,,1,2,3,1,15097.5,9,,,403,2,2,2,2,65,65
47,1,6,0,2,0,,1,11171.6,5,75000,8,501,,2,2,2,540,541
,,6,0,2,0,,1,,,50000,6,501,2,2,2,,618,541
51,2,6,0,2,0,2,1,15097.5,9,80000,8,501,,2,,2,144,144
28,2,6,0,2,0,2,,15097.5,9,50000,6,501,2,2,2,2,215,144
51,1,6,0,,0,2,,15097.5,5,38000,,287,2,2,2,2,137,144
53,2,,0,2,,4,1,15097.5,,10000,2,38,,2,2,2,544,545
,1,6,0,2,3,,1,15097.5,,,,38,2,2,2,,663,545
65,1,,,2,0,2,2,15097.5,6,28800,4,204,2,,1,,103,103
,2,6,0,2,0,2,,15097.5,5,0,0,0,1,2,2,2,130,103
65,1,6,,,0,2,2,15097.5,5,2600,1,204,1,1,2,1,,103
27,,6,0,2,1,5,2,15097.5,9,1000,1,51,2,2,,2,65,65
19,2,,,2,,,2,15097.5,,,1,51,,2,2,,,65
,2,2,0,2,1,5,2,15097.5,4,,0,51,1,,2,2,70,65
72,1,4,,2,1,5,2,,10,14100,3,51,2,2,2,2,42,
45,1,1,,2,0,2,1,11171.6,4,8400,2,,1,,1,2,103,103
73,2,1,,2,,2,1,,8,36400,5,266,,,2,2,,103
,,,0,,,3,2,11171.6,5,14700,,123,2,2,2,2,154,155
21,,6,0,2,,3,2,11171.6,,10000,2,123,2,,2,,219,155
16,1,6,0,,1,3,2,11171.6,4,600,,123,,2,2,2,164,155
39,2,4,0,2,1,2,2,11171.6,10,50000,6,285,2,2,2,2,332,331
,1,6,0,2,0,2,2,15097.5,7,15600,3,,2,2,2,2,114,114
39,2,6,0,1,1,2,2,11171.6,4,16000,3,91,,2,2,2,112,
17,2,6,0,,1,,,11171.6,4,,0,91,2,2,2,2,118,112
,2,1,0,1,0,2,1,15097.5,,,9,501,2,2,2,,45,44
70,1,1,,2,0,2,,15097.5,7,78030,8,501,2,,2,2,43,44
46,,2,0,2,1,,2,15097.5,9,109000,9,501,,2,2,2,237,237
18,2,6,,2,1,3,,15097.5,7,500,1,501,,2,2,2,302,237
82,1,1,0,,0,2,1,,7,26000,4,441,2,2,2,2,67,66
82,2,1,0,2,0,,1,11171.6,7,41200,6,,2,2,,2,84,66
74,2,3,0,2,0,2,,15097.5,7,48400,6,318,2,,,,68,
34,2,,0,,0,2,2,15097.5,7,0,0,318,2,2,2,2,129,68
55,2,6,0,2,0,2,,,9,80000,8,501,2,2,2,2,116,116
77,2,4,,,0,2,2,15097.5,8,90000,8,501,1,,,2,148,116
,2,,0,2,4,5,2,11171.6,4,40000,,133,2,2,2,,175,174
,1,6,0,2,4,5,2,,7,,,286,2,2,,,,
52,1,1,,,2,4,2,15097.5,5,9600,2,68,1,,2,2,51,51
,2,1,0,2,2,4,2,15097.5,5,8000,2,68,,2,2,2,67,51
51,2,,,2,1,,1,11171.6,9,61000,7,349,2,2,1,2,46,46
31,1,6,0,2,2,5,1,11171.6,,,,353,2,,2,2,99,100
30,2,6,,,2,5,1,11171.6,8,92000,8,,2,2,2,2,98,100
71,,6,0,2,,,,,5,45000,6,,2,2,2,2,100,
30,1,1,1,,0,,1,11171.6,7,20000,,119,2,2,2,2,,48
30,2,,1,,0,2,1,11171.6,6,0,0,119,2,2,2,2,43,
,2,3,0,2,0,2,1,,4,,2,,2,2,2,2,53,
50,1,,0,2,0,2,1,11171.6,5,0,0,59,2,2,2,2,82,53
62,2,3,0,2,0,2,1,11171.6,7,4100,1,156,,2,2,2,84,84
94,2,3,,,0,2,1,11171.6,6,22570,4,156,1,,2,1,105,84
47,2,1,,1,,2,1,15097.5,10,48000,6,,,,,2,49,49
55,1,,0,1,0,2,1,,10,94000,8,,2,2,2,2,35,49
37,2,,0,2,3,6,2,,,16370,3,,2,2,2,2,96,96
,1,6,0,2,3,,2,11171.6,9,9800,2,501,2,2,,2,123,96
,1,6,,2,3,6,2,11171.6,,,,501,2,2,2,2,142,
56,1,2,0,2,0,,1,11171.6,7,32000,5,,,2,2,2,152,152
28,2,6,0,2,0,4,1,11171.6,,6000,1,385,2,2,2,2,248,152
25,2,,0,2,,4,1,11171.6,9,,1,385,2,,2,2,249,152
53,2,2,,2,,4,,,8,56000,7,385,,,,2,,152
,1,4,0,,0,2,1,11171.6,6,70000,8,,2,,2,2,84,84
23,2,6,,2,0,,1,11171.6,8,15000,3,501,2,2,2,2,115,84
39,2,1,,2,2,4,1,15097.5,,125000,9,501,2,2,,,46,46
45,,1,0,6,,4,1,15097.5,,50000,6,501,2,2,2,,32,46
62,2,1,0,2,0,2,1,15097.5,10,37000,,501,2,2,,,63,63
70,1,1,0,,0,2,1,15097.5,10,56900,7,,2,2,2,2,,63
73,1,,0,,0,,,11171.6,12,171000,9,501,2,,2,2,165,
55,2,6,0,2,,2,,11171.6,,91000,8,501,2,2,2,2,193,165
69,2,4,,2,0,,1,,8,22600,4,245,2,2,2,2,40,41
,2,6,0,2,0,2,1,11171.6,7,,3,,2,,2,2,67,
70,2,1,0,,0,2,1,11171.6,4,18900,3,242,2,2,2,2,180,
80,1,,,2,0,,1,11171.6,4,18000,3,,2,,2,2,177,180
46,1,1,0,6,1,,,15097.5,,,9,501,2,,2,2,55,54
47,,1,,1,1,3,,15097.5,10,20050,,501,2,2,2,2,60,54
27,2,,1,1,3,,2,15097.5,,16400,,63,2,2,2,2,185,184
63,1,5,0,2,1,,2,15097.5,7,13500,3,77,2,,2,2,59,59
41,2,6,0,2,1,,2,15097.5,4,1000,,7,2,2,2,2,75,59
48,1,1,0,2,0,2,1,15097.5,10,94000,8,501,2,,2,2,174,173
48,2,1,0,2,0,2,1,15097.5,12,115000,9,501,2,2,2,2,128,173
35,1,1,0,2,0,2,1,15097.5,4,,0,46,2,1,2,2,120,120
32,2,1,0,2,0,,,15097.5,9,8000,,46,,,2,2,,120
63,1,6,,2,0,2,1,11171.6,5,63000,,445,2,2,2,2,89,89
89,2,3,0,2,,,1,11171.6,5,12000,2,445,2,1,2,2,95,89
53,,6,0,2,0,3,,,5,65000,7,329,2,,2,,411,412
35,1,6,0,2,,3,2,15097.5,5,0,0,329,2,2,2,2,962,412
,1,6,0,2,0,,2,15097.5,,0,0,329,2,2,2,2,513,
34,2,6,0,2,2,3,2,11171.6,5,25000,4,122,2,2,2,2,103,
39,2,1,0,1,2,4,,15097.5,9,64000,7,438,2,2,2,,442,441
39,1,1,,1,2,4,1,15097.5,12,48300,6,,2,2,2,2,346,441
72,2,1,,,0,3,1,11171.6,7,,6,436,2,2,2,2,102,
75,1,1,0,2,0,3,1,11171.6,7,20800,4,,2,1,2,2,,102
52,,4,0,,,3,1,11171.6,9,25000,4,,,2,2,,168,
48,2,6,,2,0,2,2,,,34200,5,202,2,,2,2,56,56
26,1,6,0,,0,2,2,11171.6,5,0,,202,1,,1,2,121,56
83,1,1,,,0,2,1,11171.6,5,120,1,107,1,,2,2,38,37
,2,1,,,0,2,1,11171.6,4,16400,3,,2,,2,2,,
55,1,1,4,1,1,4,,,8,36000,5,,2,2,2,2,35,35
47,2,,,1,1,4,2,11171.6,7,42800,6,298,2,2,,2,35,35
22,,6,4,1,,4,2,11171.6,5,360,1,298,,2,2,2,45,
41,,1,0,1,1,3,1,15097.5,10,60000,7,501,2,2,2,2,80,80
45,2,1,,8,1,3,,15097.5,9,75000,8,501,2,2,2,2,,80
39,2,6,0,,,2,,15097.5,7,20,1,0,2,2,,,271,271
,1,6,,,0,2,2,15097.5,,0,,0,,2,2,2,252,271
31,2,2,,2,0,2,2,15097.5,5,,,213,2,2,2,2,88,88
34,2,1,0,1,,3,1,15097.5,9,,5,429,,,2,2,60,60
