AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
,2,1,0,6,0,2,2,33632.6,,,0,415,,,2,2,,81
52,1,1,,1,,4,1,3305.1,7,25000,4,94,2,2,,2,,68
50,2,1,0,1,1,4,1,3305.1,7,0,,94,,,2,,66,68
19,1,,,,,,1,3305.1,5,0,,94,,2,2,2,82,68
69,1,1,0,1,0,2,1,3305.1,11,191000,9,501,,2,,1,40,40
66,,1,0,1,0,2,1,3305.1,10,5000,2,,2,2,2,2,,40
,,1,,,3,7,1,3305.1,9,0,0,501,2,2,2,2,61,
48,1,1,0,1,3,7,1,,9,571000,9,501,2,2,2,2,,61
,1,6,0,1,,,1,3305.1,,,1,501,,2,2,2,63,61
15,1,6,0,1,3,7,1,,3,0,0,501,2,2,2,,61,61
72,1,1,0,,3,7,1,,,,,501,2,,2,2,71,61
,2,1,0,1,3,7,1,3305.1,9,,3,,2,2,2,2,67,61
64,2,1,0,6,0,2,2,33632.6,,,1,109,2,,2,2,290,290
,1,1,0,,0,2,2,33632.6,5,15100,3,109,2,2,2,2,,
94,1,1,0,,0,,1,3305.1,9,23000,4,208,2,2,2,2,44,43
90,2,1,0,6,0,2,1,3305.1,12,8700,2,,2,2,,2,38,
61,1,1,0,6,2,,1,3305.1,10,106000,,409,2,2,2,2,43,
44,2,1,0,6,,,1,3305.1,10,0,0,409,2,,2,,44,44
,2,1,0,,2,,1,3305.1,,,0,,2,2,2,2,45,
38,1,1,0,,2,,1,3305.1,10,651000,9,501,2,2,2,2,56,45
70,1,1,0,6,,2,1,3305.1,9,88700,8,501,2,2,2,,129,
64,2,,0,6,,2,1,3305.1,7,0,,501,,2,2,2,139,129
53,2,,0,1,2,,1,3305.1,10,45000,,501,2,,2,2,77,78
53,1,1,0,,2,4,1,3305.1,10,,9,501,,2,2,,79,78
17,1,6,0,1,2,,,3305.1,,1500,1,501,2,2,2,,82,78
60,1,,0,1,1,,,33632.6,,100,,501,2,2,2,,62,62
60,,1,0,,1,,1,33632.6,9,147100,9,501,2,2,2,2,57,62
,1,6,0,,1,,1,,4,,0,501,2,2,2,2,41,62
60,1,1,,1,,2,,33632.6,10,72000,,501,2,2,2,2,,
58,2,1,0,6,,,1,33632.6,9,20000,,501,2,,2,,,189
54,2,,0,,2,4,1,3305.1,10,6200,2,,,2,2,2,100,
52,,1,0,6,2,,1,3305.1,12,,9,501,,2,,2,113,99
16,1,6,0,6,2,4,1,3305.1,4,0,,501,2,2,,2,113,99
,1,1,0,1,,3,2,3305.1,,,9,501,2,,2,2,174,174
41,2,,0,1,1,3,2,3305.1,,0,0,,,2,2,2,169,174
32,1,,0,,1,3,1,33632.6,9,200500,9,501,,2,,2,138,
33,2,1,0,6,1,3,1,33632.6,10,200000,,501,2,2,2,2,121,137
80,1,1,0,1,0,3,1,33632.6,11,213100,9,501,2,2,,1,86,87
,2,,0,1,0,,1,33632.6,9,62400,7,501,2,2,2,2,98,87
47,,,0,,0,3,1,33632.6,,,,501,2,2,2,,176,87
51,1,1,0,,2,4,1,3305.1,10,310000,,501,2,2,2,2,46,
48,2,1,0,,2,4,1,,12,100000,,501,,2,2,2,48,46
,2,6,,8,2,4,1,3305.1,,0,0,501,2,2,2,2,48,46
64,1,1,0,6,0,2,2,33632.6,1,27500,,194,2,2,2,2,45,45
66,,1,0,6,0,2,2,33632.6,3,5500,2,194,2,2,,2,43,45
39,,1,0,6,2,6,1,,12,250000,9,501,2,2,2,2,58,58
38,,1,0,,2,6,1,3305.1,12,175000,9,501,2,2,2,2,63,
79,1,1,0,6,2,6,1,3305.1,12,,4,501,2,1,2,2,85,58
68,2,1,0,6,,6,1,3305.1,10,,,,2,2,2,2,,58
48,2,1,0,,3,5,1,,10,,0,501,2,2,2,2,,
48,1,,0,,,,1,33632.6,10,,9,501,2,2,2,2,76,71
16,1,,0,,3,,1,33632.6,4,4000,2,501,2,2,2,2,49,71
78,1,1,0,,0,2,1,3305.1,9,75000,7,501,,2,2,2,51,51
76,2,1,0,1,0,2,1,3305.1,9,41300,,,2,2,2,,55,
59,1,6,0,6,0,2,2,,4,6000,,35,2,2,,2,75,75
63,,6,,6,0,2,,33632.6,3,0,0,35,2,1,2,,,75
,2,1,0,1,0,3,1,3305.1,,16600,3,345,,2,,2,,
81,1,,0,,0,3,1,3305.1,9,28700,,345,2,2,2,2,84,87
53,1,6,,1,0,3,1,3305.1,7,23000,4,345,2,2,2,2,105,87
36,1,1,0,6,0,7,2,3305.1,9,25000,4,255,2,2,2,2,69,
,2,,0,6,0,7,2,3305.1,10,14000,3,255,2,,2,2,97,69
68,2,3,0,6,,,2,3305.1,,0,0,255,2,2,,2,72,69
,1,1,0,,0,7,2,3305.1,9,24000,,255,2,2,2,2,82,
35,2,1,0,6,0,,2,3305.1,,,4,255,2,2,,,75,
29,2,6,0,6,0,7,,3305.1,5,24000,4,255,,2,,2,113,69
72,2,2,0,6,0,3,1,3305.1,3,1500,1,,2,2,2,2,97,
42,,1,0,6,0,3,1,3305.1,9,,8,501,2,2,2,2,132,97
41,1,1,,6,0,3,1,3305.1,9,152220,9,501,2,2,2,2,143,97
67,,,0,1,0,2,1,3305.1,8,58200,7,501,2,2,2,2,80,80
,1,1,0,1,,2,1,3305.1,,,8,501,2,2,2,2,84,
56,,1,0,1,2,4,1,3305.1,9,200000,9,501,2,2,2,2,109,109
49,,1,,1,2,,,,9,20000,4,,2,2,2,,103,109
16,1,,0,1,2,4,1,3305.1,,0,0,,2,2,2,2,104,
,2,1,0,,0,2,2,33632.6,10,100000,8,501,,2,2,2,98,98
,,1,0,1,0,2,2,,,175000,,,,2,2,,103,98
64,1,1,0,,,2,1,,,19800,4,501,2,2,2,2,113,112
,2,,,6,,2,1,3305.1,10,139990,9,,2,2,2,,109,112
34,1,1,,6,2,4,2,,10,300800,9,501,2,2,2,2,174,
31,2,1,0,,2,4,2,3305.1,,,,501,2,2,2,2,145,
34,1,,0,,,4,2,3305.1,7,0,0,,,2,2,2,114,114
34,2,1,0,1,2,,2,3305.1,,80000,8,310,2,2,2,2,102,114
46,1,1,0,1,1,4,1,,6,260000,9,,2,2,2,2,77,
50,2,1,,1,1,4,,,6,,,,2,,2,2,,
21,2,6,0,1,1,4,1,3305.1,7,15000,,501,2,2,2,2,142,
,2,6,,1,1,4,1,3305.1,,0,0,501,,2,,2,90,77
,1,1,0,6,,3,1,3305.1,10,,1,261,2,2,,2,104,104
61,2,,0,6,0,3,1,,7,0,,261,2,2,,2,,104
28,1,6,0,6,0,3,1,3305.1,,50000,6,261,2,2,,,153,104
53,,1,0,,2,4,,,9,9600,2,501,2,2,2,2,,46
55,1,1,0,6,2,4,1,3305.1,9,150000,9,501,2,2,2,2,,46
17,1,6,,6,2,,1,3305.1,4,,0,501,2,,2,2,,46
42,1,1,0,6,,,2,,,100000,8,391,2,2,2,,216,
35,2,1,,6,,4,,3305.1,9,0,0,391,2,2,2,,200,217
49,,1,0,6,2,4,1,,,57000,,501,2,2,2,2,,178
54,1,1,0,,2,4,1,3305.1,10,130000,9,501,2,2,2,2,,178
17,2,6,0,6,2,4,1,3305.1,4,0,0,501,2,,2,2,,178
,1,1,0,6,0,,2,,1,7200,2,86,2,2,2,,65,
,2,1,0,6,0,2,,33632.6,,6000,2,86,2,2,2,2,70,65
40,1,1,,1,1,3,2,33632.6,,120000,9,501,2,2,2,2,376,376
,2,1,0,6,1,3,2,33632.6,7,45000,6,501,2,2,2,,395,
52,2,2,0,6,1,,2,3305.1,,,,0,2,2,2,2,,
,2,6,0,6,1,3,2,3305.1,4,0,0,0,2,2,2,2,54,53
,2,6,0,6,1,3,2,3305.1,4,,0,,2,2,2,2,63,53
61,2,4,,,0,2,2,33632.6,7,13500,,80,1,1,2,2,92,93
,,6,4,8,0,2,2,33632.6,5,0,0,,1,2,2,,57,93
,1,,0,1,,,1,,,,9,,,,2,,66,66
53,2,1,,,1,3,1,,10,100000,,501,2,2,2,,60,
,2,6,0,1,,3,,3305.1,4,,0,501,2,,2,,65,66
45,2,1,0,,0,2,,3305.1,9,0,0,501,2,2,2,2,55,56
62,1,,0,6,,2,1,3305.1,,100000,8,,2,2,,2,56,56
64,1,1,0,1,0,2,1,3305.1,8,25200,4,,2,2,2,,102,101
,2,,0,1,0,2,,3305.1,,16600,3,244,,2,2,2,101,
76,1,1,0,1,0,,,3305.1,9,42800,6,432,2,2,,2,64,65
71,2,1,0,,0,,1,3305.1,9,23000,4,432,2,,2,2,68,65
60,1,1,0,2,1,,1,3305.1,10,215200,9,,2,2,2,2,56,56
55,2,,0,2,1,3,1,3305.1,,60000,7,501,2,2,2,2,,
17,1,6,0,,1,3,,3305.1,4,6500,,501,2,2,2,2,110,56
66,1,1,0,1,0,8,1,3305.1,7,203000,9,501,2,2,,2,63,63
63,2,1,0,1,0,8,1,,7,154000,9,501,2,2,2,2,,
41,2,,0,1,0,8,1,3305.1,9,,9,501,2,2,2,2,62,63
,1,1,,1,0,,,3305.1,,,2,501,2,2,,,,63
39,,,0,,1,3,2,3305.1,10,211000,9,501,2,2,2,,54,54
36,2,1,0,6,1,3,,,10,138000,9,,2,2,,2,50,54
,1,1,0,,1,3,1,3305.1,5,320500,9,501,2,,2,2,45,44
,2,,0,1,1,3,1,,10,101000,8,501,2,2,2,,44,
16,2,6,0,1,1,3,,,4,600,1,501,2,,,2,,44
53,,1,,6,1,4,1,3305.1,12,171000,9,,,,,2,50,50
49,2,1,0,6,,,1,3305.1,10,221040,9,501,2,2,2,2,,50
18,,,0,6,1,4,1,3305.1,4,,1,,,2,,2,42,50
15,,6,0,6,1,4,1,3305.1,,20,,501,,2,2,2,50,50
48,1,1,1,,3,5,2,,5,35000,5,291,,2,2,,160,161
50,2,,0,,3,5,2,33632.6,9,,6,,2,2,2,2,112,161
50,2,4,0,1,1,2,1,3305.1,,,,,2,2,2,2,116,116
52,1,4,,,1,2,1,3305.1,12,130000,9,501,2,2,2,2,119,116
53,,1,0,6,1,3,1,3305.1,10,80000,8,501,2,2,2,2,55,56
,1,1,,6,1,3,1,3305.1,9,571000,9,501,2,2,2,2,,56
16,,6,0,6,1,3,1,3305.1,,,,501,,,2,,,56
94,2,,0,1,0,2,,3305.1,9,3660,2,23,2,1,2,2,95,
63,1,6,0,1,,2,1,3305.1,8,0,,23,2,2,2,2,131,
73,1,6,0,1,0,2,1,3305.1,7,0,,0,2,2,2,2,121,95
68,1,,0,6,0,2,2,33632.6,,10700,2,122,2,2,2,2,38,37
69,2,,0,6,0,2,2,33632.6,,8000,,122,2,2,2,2,39,37
59,1,1,0,6,0,,2,,4,0,0,,2,2,2,2,85,85
52,2,1,0,6,0,3,2,33632.6,4,8000,2,192,2,,2,,64,85
24,,6,0,6,0,3,2,33632.6,9,30000,5,192,2,2,2,2,81,
68,2,,,1,0,2,2,33632.6,,15350,3,501,2,2,2,2,105,104
60,2,1,0,2,0,,2,33632.6,9,120000,9,501,2,,2,2,95,104
56,,1,,1,0,2,1,3305.1,7,0,0,,2,2,2,2,90,90
,1,1,0,1,0,2,1,3305.1,9,571000,,501,2,,2,,89,90
23,2,6,3,1,0,2,,3305.1,,,,,2,,,,,
,2,3,0,6,0,2,1,3305.1,10,,9,,2,2,2,2,41,41
18,2,6,0,6,0,2,1,3305.1,,179000,9,501,2,2,2,2,,41
48,2,,0,6,0,2,1,,10,133000,9,,2,2,2,2,,43
,1,6,0,6,,2,,3305.1,,130000,9,501,,2,2,2,56,43
50,1,1,0,1,0,2,,33632.6,11,571000,9,501,2,2,,2,,133
,2,,1,1,0,2,,33632.6,9,0,0,501,2,2,2,,100,
74,1,1,0,1,0,2,1,3305.1,9,83500,8,501,,2,,1,125,124
74,2,1,0,1,0,2,1,3305.1,10,6200,2,501,,1,2,2,117,124
29,1,1,0,1,0,2,2,33632.6,9,175000,9,501,2,,2,2,46,46
28,2,1,0,1,0,2,,33632.6,9,75000,,501,,,2,2,51,46
54,1,1,,6,0,4,2,3305.1,9,250000,,501,,2,2,2,52,
,2,,0,,0,4,2,,9,,0,501,2,2,2,,46,
,2,6,0,6,0,4,2,3305.1,9,0,0,,2,2,2,2,90,52
,,,0,6,,,2,3305.1,4,0,0,501,2,,2,,,52
47,,3,0,6,1,3,2,33632.6,5,30000,5,,2,2,2,2,100,100
22,2,6,0,6,1,3,,33632.6,9,7000,2,180,2,2,2,2,82,100
,2,,4,1,0,2,,3305.1,9,92500,,501,,2,2,2,79,80
35,1,1,,6,0,2,2,3305.1,10,91000,8,501,2,,2,2,80,
89,1,,0,,0,2,1,3305.1,,,9,501,,2,2,1,71,71
94,2,,4,,,2,,3305.1,7,,2,501,2,2,2,,111,71
50,1,1,0,1,0,,1,3305.1,9,571000,,501,2,,2,2,88,88
57,2,,0,1,0,3,,3305.1,11,,1,501,2,,,2,97,
,1,,0,1,0,,1,,5,0,0,501,2,2,2,,108,
78,,1,0,1,0,,1,33632.6,9,,9,,2,,2,2,117,118
88,,1,0,,0,2,1,33632.6,10,150700,9,,2,2,2,,101,
62,1,4,1,8,0,4,,3305.1,7,141000,9,501,2,2,,2,82,
35,1,,1,8,0,4,2,,8,25000,4,501,2,2,2,2,58,82
26,2,6,,,0,4,2,3305.1,9,,5,501,2,2,,2,60,82
26,2,6,1,8,0,4,2,,9,35000,5,501,2,2,2,2,62,82
,1,1,0,6,2,,1,3305.1,10,182400,9,501,2,,,2,71,72
41,2,1,0,6,2,4,1,3305.1,8,0,0,,,,2,,72,72
80,2,3,0,,0,,1,33632.6,8,144000,,501,,2,2,2,44,43
48,1,6,,1,0,,1,,9,26100,4,501,2,2,2,2,74,43
53,1,,0,1,1,2,1,3305.1,9,355400,9,501,2,2,2,2,87,87
,2,6,,1,1,2,,3305.1,,480,,501,2,,2,2,101,87
,1,1,,1,0,2,1,,9,200000,9,501,,2,,2,45,45
47,2,,0,6,0,,1,3305.1,,301000,9,501,2,,2,2,49,45
36,2,1,0,9,3,5,,3305.1,5,,8,501,2,2,,2,254,254
,1,1,0,1,,,1,3305.1,9,571280,9,501,,2,,2,138,
17,2,,,9,,5,,3305.1,4,1000,,,2,2,2,2,214,254
16,2,6,0,,3,,,3305.1,,0,0,501,2,2,,2,215,254
60,2,1,0,6,0,2,1,3305.1,12,83000,,501,,2,2,2,122,122
,1,1,,6,,,1,,,200000,,501,2,2,,2,112,
44,1,1,0,,2,4,2,3305.1,12,242000,9,501,2,2,2,2,51,
39,2,1,0,6,,4,2,3305.1,9,,,,,,2,2,48,
35,1,1,0,1,1,,2,33632.6,,200000,,501,,2,2,2,,71
35,2,,0,,1,3,,,10,250000,9,,,2,2,2,67,71
67,,1,0,1,0,2,1,33632.6,10,,,501,,2,2,,,74
60,2,,0,1,,2,,,,30000,5,501,2,2,2,2,89,74
74,2,1,0,1,0,2,1,,8,14900,,181,2,2,,,74,74
82,1,1,0,1,0,2,1,33632.6,11,12800,,181,2,,2,2,57,74
45,2,1,0,1,5,,1,3305.1,10,,6,501,2,,2,2,,61
53,1,1,0,1,5,7,1,,9,200000,,501,2,,,,,
50,2,1,,6,1,4,1,,9,90000,,501,2,2,2,2,43,42
52,1,1,0,6,1,4,1,3305.1,9,290000,9,501,2,2,2,2,50,
22,1,6,0,6,1,4,1,3305.1,9,3000,1,501,2,,,2,53,42
37,2,,0,6,2,4,1,3305.1,9,110000,8,501,2,2,2,2,100,
37,1,1,,6,2,4,1,3305.1,12,158000,9,501,2,2,,2,107,
80,2,1,0,1,,2,1,3305.1,10,,8,501,,1,2,2,60,
81,1,1,0,1,0,2,1,3305.1,10,,6,,1,2,1,,54,
54,1,1,0,9,0,,,3305.1,,328000,9,501,2,2,2,,63,
52,,1,,1,0,2,2,3305.1,,18000,,501,2,,,2,58,
48,1,1,,6,3,5,1,3305.1,10,3000,,319,2,,2,2,96,96
38,2,,0,6,3,5,1,3305.1,9,93000,8,319,2,2,2,2,106,96
66,1,1,0,1,0,2,,3305.1,,246000,9,501,2,2,,2,,71
59,2,1,0,,0,2,1,3305.1,7,,7,501,2,2,,2,75,
45,,1,,6,,3,2,3305.1,12,270000,9,501,2,,,,100,100
,2,,0,6,1,3,2,3305.1,9,0,0,,2,2,2,,103,100
59,1,1,0,1,0,3,1,3305.1,,140580,9,501,2,2,2,2,71,70
56,2,,0,1,0,,1,3305.1,10,97000,8,501,2,2,2,2,69,70
18,2,6,0,1,0,3,1,3305.1,,,1,,2,2,,2,101,70
61,1,1,0,6,0,2,1,3305.1,,45000,6,477,2,2,2,2,,88
,2,1,0,1,,2,1,3305.1,10,35500,5,477,2,2,2,2,,88
48,1,1,0,6,2,4,2,3305.1,,,,501,,2,2,2,29,30
44,2,1,,6,,4,2,3305.1,,500,1,,,2,,2,31,
,1,1,,6,0,,1,3305.1,10,8700,,,2,2,,2,,64
63,,1,0,6,0,4,1,3305.1,10,170600,9,501,2,,2,2,69,
28,,6,0,6,0,,,3305.1,9,14100,,501,2,2,,2,117,64
24,1,,0,6,0,4,1,,5,440,1,,2,2,2,2,73,64
35,2,1,1,1,1,3,,33632.6,10,65000,7,,2,,2,2,142,
,,1,,1,1,3,2,33632.6,,,7,501,2,2,2,2,92,
69,1,,0,,0,3,1,3305.1,12,,,501,2,2,2,2,115,
77,2,,0,,0,,1,3305.1,12,,0,501,2,2,2,2,116,116
35,1,6,,,0,3,1,3305.1,,1000,1,501,2,2,2,,141,116
36,1,1,0,6,1,3,2,,7,0,0,,2,2,2,2,382,382
36,2,1,0,6,1,,2,33632.6,10,92000,8,454,,2,2,2,396,
42,1,,0,,2,4,2,,9,155130,,501,2,2,2,2,41,41
37,2,1,0,6,2,4,,3305.1,10,,1,501,2,,,,,41
65,,,,1,2,4,2,33632.6,,60000,7,,2,2,,2,,64
48,2,1,0,6,2,4,2,,9,70000,7,501,2,2,2,2,74,64
44,1,1,0,,1,,,,10,,9,,2,2,2,,127,127
,2,1,0,6,1,3,2,3305.1,7,,,501,2,2,2,2,124,127
42,2,1,0,,,4,1,3305.1,,,0,501,2,2,2,,54,54
61,1,,0,1,2,4,1,3305.1,9,250000,9,501,,2,2,2,68,
42,1,1,0,1,2,4,1,3393.2,11,490000,9,501,2,2,,2,103,103
37,2,1,0,1,2,4,1,3393.2,9,255000,9,501,2,,2,2,111,103
20,2,6,0,,2,4,,3393.2,5,,2,,2,2,2,,175,103
37,1,1,0,,1,3,1,3393.2,,386300,9,501,2,2,2,2,48,48
,2,1,0,1,1,,1,3393.2,,,7,,,2,,2,51,48
,1,1,,1,0,2,,,10,,9,501,2,2,,2,73,72
66,,1,0,,0,2,1,3393.2,,64000,7,501,2,2,2,2,70,
40,2,,0,1,2,4,1,3393.2,7,60000,7,501,2,2,2,2,62,63
44,1,1,,1,2,4,,3393.2,7,80000,8,501,2,2,2,2,62,
,2,6,0,1,,3,2,,,18900,3,281,,2,2,2,80,80
49,1,6,,,,3,2,3393.2,8,22000,3,281,2,2,2,,73,
76,2,,,1,0,3,2,,7,,2,281,2,2,2,,82,80
60,2,,0,1,0,2,,3393.2,11,50000,6,501,,2,2,2,43,44
,1,1,0,,0,2,1,3393.2,9,130000,9,501,2,2,2,2,,44
42,1,1,0,1,1,3,1,3393.2,6,45000,6,296,2,2,2,2,77,
37,2,1,0,1,1,3,1,,9,15000,,296,,2,2,2,85,77
89,2,3,0,1,,,1,3393.2,10,,,501,2,,2,,52,53
56,1,6,0,1,0,,1,,12,,9,501,2,2,,2,63,53
44,1,1,1,1,,8,2,3393.2,4,65000,7,,2,,2,2,73,74
44,2,1,1,1,,8,2,,3,0,0,244,2,2,2,2,81,74
25,2,6,,1,2,,,3393.2,7,20000,3,244,2,2,,2,124,
,1,,1,1,2,8,2,,7,,3,244,,2,2,2,97,74
16,2,6,,1,2,8,2,,4,0,0,244,,,,2,149,74
34,,1,0,1,0,2,2,3393.2,7,55000,6,501,,2,2,2,,192
32,2,1,0,1,0,2,2,3393.2,9,30000,4,501,,2,2,2,271,192
47,2,1,0,6,0,2,2,3393.2,12,0,,0,2,2,2,2,46,45
49,1,,0,6,0,2,2,3393.2,12,0,0,0,2,2,,2,80,
20,1,,1,1,0,4,,,5,10000,,137,2,2,2,,39,
20,,,,1,,4,2,3393.2,,10000,2,,,2,2,2,72,39
48,2,1,1,1,,,,3393.2,4,16000,,137,2,2,2,2,39,39
47,1,,1,1,0,4,,3393.2,4,0,,137,2,,,2,92,39
42,2,1,,1,,4,,3393.2,9,540,,473,2,2,2,2,59,59
54,,1,,1,2,4,1,3393.2,7,,9,473,,2,2,2,,59
16,1,6,0,1,2,,1,3393.2,4,1000,1,,2,2,2,2,70,59
59,1,1,0,1,0,,1,3393.2,7,170000,9,501,2,2,2,,,61
58,2,1,0,1,0,,1,3393.2,11,2500,,501,2,2,,2,,61
40,,1,0,1,,5,1,3393.2,9,,5,334,,2,2,2,,59
42,,1,0,,3,,1,3393.2,10,65000,7,334,2,2,2,2,59,59
16,1,6,0,1,3,5,1,3393.2,4,1200,1,334,,2,,2,69,59
64,1,1,0,1,0,,1,3393.2,9,,8,501,,2,2,2,142,142
51,2,1,,,0,2,,3393.2,8,,2,,2,,2,2,151,
65,1,1,0,1,,2,1,3393.2,,,,501,2,2,,2,106,
62,2,1,0,1,0,2,1,,,1500,1,501,2,2,2,2,113,106
34,2,1,0,1,0,2,1,3393.2,12,95000,8,501,2,2,2,2,97,96
36,1,1,0,,0,2,1,,12,290000,,501,,2,2,2,60,96
,,1,0,1,0,2,,3393.2,12,84500,8,,2,,2,2,73,73
,2,,0,,0,2,2,,9,175000,9,501,2,2,2,2,46,73
57,2,,0,1,0,2,1,3393.2,12,78000,,469,2,2,,2,,109
,1,1,0,1,0,,1,,10,2000,1,469,,2,2,,,
64,2,1,,1,,,1,3393.2,10,57700,7,501,2,2,2,2,65,
63,1,1,0,1,,,,3393.2,,53100,6,,2,2,2,,71,
78,,3,0,,,5,1,3393.2,10,47500,6,501,,2,2,2,50,50
53,2,1,0,1,0,,,,,0,0,,,2,,2,58,50
15,1,6,0,1,0,5,1,3393.2,4,200,1,,2,2,2,2,64,50
,1,1,0,1,0,5,,3393.2,10,121000,9,501,,2,,2,65,50
23,2,1,0,,,,1,3393.2,10,,1,501,2,2,2,2,110,
25,1,1,0,1,,2,1,3393.2,9,,,501,2,2,,2,62,110
43,1,1,0,,,3,2,3393.2,9,,7,,2,2,2,,66,66
,2,1,1,1,1,3,,3393.2,7,32000,,448,2,,2,2,,66
79,,1,,1,0,2,1,3393.2,9,,2,126,2,2,,2,73,72
79,1,1,0,1,0,,1,3393.2,10,8400,,126,,2,2,2,66,72
67,2,1,0,1,0,2,1,3393.2,10,,4,,2,,2,2,44,44
70,1,,,,,,1,,11,304500,9,501,2,,2,2,49,44
49,1,1,4,8,1,3,2,3393.2,3,18000,,90,2,2,2,2,223,224
47,2,1,4,8,1,3,2,3393.2,5,0,0,90,2,2,2,2,100,224
16,2,6,,9,1,3,2,3393.2,4,300,1,90,2,,2,2,160,224
50,1,,0,1,0,2,,3393.2,,,3,,,,2,2,67,67
83,2,2,0,1,0,2,1,,9,36000,,326,2,1,,1,,
33,1,1,0,1,0,2,2,3393.2,7,36900,5,,,2,2,2,111,111
26,,1,0,,0,2,2,3393.2,7,31200,4,400,,2,2,,,
,,1,0,1,2,5,1,3393.2,,,9,501,2,,,2,51,52
41,2,1,0,1,2,,1,3393.2,10,0,,501,2,2,2,,59,52
75,2,,,1,2,5,1,,11,,5,501,2,2,,2,,52
45,1,,0,1,4,,2,3393.2,,250000,9,501,2,2,2,2,178,179
44,2,,0,1,4,,,3393.2,11,33000,,501,2,,2,2,206,
,1,1,0,,1,,1,3393.2,9,303700,9,,2,,2,2,,99
,,1,0,1,1,3,1,3393.2,9,,,501,2,2,2,2,,99
15,2,6,0,,1,,1,3393.2,3,15000,3,501,2,,,,76,99
,,1,0,1,0,2,1,3393.2,,583000,9,,2,2,2,2,96,96
70,,,0,1,0,,1,3393.2,12,,9,501,2,2,2,2,,
67,,1,0,1,0,2,,3393.2,9,36200,5,262,2,2,2,2,43,43
64,2,1,0,,,2,,3393.2,5,,1,262,2,2,2,2,,43
30,1,,0,1,,,2,3393.2,10,27000,4,367,2,,,2,31,32
,2,1,0,1,0,2,2,,10,,5,367,2,2,2,,45,
39,,1,0,1,,3,1,3393.2,9,,3,490,2,,,,33,33
35,1,,0,1,1,3,1,3393.2,9,85000,8,,2,2,,2,34,33
69,2,1,,1,0,2,1,3393.2,9,64840,7,,,2,2,2,59,
71,1,1,0,,0,2,1,3393.2,12,14500,2,501,2,2,2,2,64,
39,1,1,,1,,4,,3393.2,9,130000,,,2,2,2,2,45,45
38,2,1,0,1,2,4,,3393.2,10,362000,,,2,2,2,2,49,45
64,2,1,,1,0,2,1,3393.2,11,44400,6,,2,2,2,2,,102
65,,1,0,,0,2,1,3393.2,,46000,6,501,2,2,2,2,102,102
31,2,1,0,1,1,3,,3393.2,8,0,,,2,2,2,2,85,85
,1,,0,1,1,3,,,10,160000,,501,2,2,2,2,55,85
29,,6,0,1,0,2,2,3393.2,9,7600,,86,2,2,2,2,55,55
27,1,6,0,1,0,2,,3393.2,9,7000,1,,2,2,2,2,54,55
36,2,1,0,1,,2,1,3393.2,10,98200,8,501,2,,2,2,,54
,1,1,0,1,0,2,1,3393.2,10,,9,501,2,2,2,2,64,
55,2,5,0,,1,2,1,3393.2,8,130000,9,,2,2,2,,74,74
17,2,6,0,,1,2,1,3393.2,,,0,,,2,,2,69,74
44,,5,0,,3,4,1,3393.2,10,5000,1,28,2,2,2,2,,55
,1,6,0,9,3,,1,3393.2,,,1,28,2,2,2,2,,55
,2,1,0,1,1,3,1,,9,,,501,2,,2,2,81,81
46,1,1,,1,1,,1,3393.2,9,130000,9,501,2,2,2,,63,81
68,1,1,0,,0,2,1,3393.2,11,3800,1,,2,2,2,2,71,71
67,2,1,,,0,2,1,,11,,7,470,2,2,2,2,69,
74,2,1,,,,2,,3393.2,10,37000,,298,2,2,2,2,124,124
67,,,0,1,,,,3393.2,,8800,2,298,2,,,2,135,124
59,,,0,1,0,,1,3393.2,7,60000,7,501,2,2,,2,134,
,2,1,0,1,,3,1,3393.2,9,,7,501,2,,2,2,131,
22,2,6,0,1,,3,1,3393.2,,10000,2,501,2,2,,2,202,
21,1,6,,,0,,1,3393.2,8,5700,,43,,2,,,198,134
58,2,1,0,1,0,4,1,3393.2,11,,9,501,2,2,2,2,121,120
,1,1,,6,0,,1,3393.2,10,130000,9,,2,,2,2,134,120
23,2,6,0,6,0,4,1,3393.2,9,,6,501,,2,2,2,153,120
21,1,6,0,6,0,4,1,3393.2,5,,1,501,2,2,2,2,,120
63,1,1,0,1,0,2,1,,10,100000,,501,2,,2,2,118,118
62,2,1,0,1,0,2,1,3393.2,10,155000,9,,,2,2,2,,118
83,2,3,0,1,0,3,1,,7,23500,3,190,2,2,2,2,194,194
,1,4,1,,0,3,1,3393.2,8,15000,3,190,,2,2,2,,194
,1,6,0,1,0,3,1,,4,280,1,190,2,2,2,,248,194
43,1,6,0,,0,2,2,3393.2,8,,3,124,2,2,,2,61,62
,2,3,0,1,0,,2,3393.2,9,1700,,124,2,2,2,2,71,
45,1,,,6,,5,2,3393.2,,220000,9,501,2,2,,2,143,143
40,,1,,6,,,,3393.2,9,58000,7,,2,2,2,2,64,143
63,2,,,1,0,2,1,3393.2,7,55000,6,501,2,2,2,2,78,79
69,1,1,,1,,2,,,11,196000,,501,2,2,2,2,78,79
69,2,,0,1,0,2,1,3393.2,9,64840,7,501,,,1,,53,
71,,1,0,1,0,2,1,3393.2,,366000,9,501,2,2,2,2,57,53
64,1,,0,1,0,,1,3393.2,,,2,,2,2,,2,60,
