a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
one,one,3,two,20,,zero,one,zero,two,71,one,30,one
zero,,2,zero,23,one,one,zero,,one,19,one,7,zero
zero,zero,3,two,,one,zero,one,zero,zero,44,one,0,zero
zero,one,0,zero,5,one,zero,zero,zero,zero,41,,0,zero
zero,one,4,three,30,zero,zero,one,zero,,47,one,,zero
zero,zero,4,three,9,one,zero,,zero,zero,,one,13,zero
zero,one,2,one,14,zero,zero,one,zero,three,39,,24,
zero,,2,one,47,zero,zero,one,zero,zero,49,,15,zero
zero,two,0,,18,one,zero,zero,zero,one,71,one,28,zero
one,one,4,three,,zero,zero,one,zero,zero,47,one,1,zero
zero,zero,4,zero,,zero,zero,zero,zero,one,45,one,29,one
zero,zero,6,two,51,,,one,zero,zero,43,one,61,zero
one,one,2,one,21,zero,zero,,,three,71,one,0,zero
zero,two,3,zero,13,zero,zero,,zero,zero,35,one,23,zero
one,zero,3,two,24,zero,zero,one,zero,one,,one,18,zero
one,zero,4,three,49,zero,zero,one,zero,,,,25,
one,zero,1,zero,36,one,zero,one,zero,one,75,one,7,zero
zero,two,1,zero,20,one,zero,zero,,three,43,one,10,one
zero,one,3,two,17,,zero,,zero,one,59,one,24,
zero,one,5,two,59,zero,zero,one,zero,zero,29,one,53,zero
zero,zero,9,six,37,one,zero,one,,zero,19,one,47,zero
one,zero,1,one,53,one,one,zero,zero,one,59,one,48,one
zero,zero,8,seven,10,,zero,,zero,zero,27,one,,zero
zero,,,zero,24,zero,zero,zero,zero,three,51,one,22,one
zero,zero,1,zero,18,zero,zero,zero,zero,two,63,one,20,zero
zero,zero,,two,32,one,zero,zero,zero,,,one,42,zero
zero,two,3,two,39,zero,zero,one,zero,three,39,,49,one
one,zero,3,two,52,zero,zero,one,zero,,43,one,4,zero
one,,2,one,24,one,zero,zero,zero,zero,47,one,34,zero
one,zero,,four,37,zero,zero,one,zero,zero,34,one,,zero
zero,,2,one,26,zero,zero,one,zero,zero,47,one,8,zero
one,,3,one,,one,zero,one,zero,two,39,one,24,
zero,,1,zero,30,,zero,one,zero,zero,39,one,40,one
,zero,0,zero,51,zero,,zero,zero,zero,49,one,61,zero
zero,zero,3,two,17,one,zero,one,zero,zero,3,one,27,zero
one,one,,zero,18,zero,zero,zero,zero,two,39,one,16,zero
one,one,3,zero,5,one,zero,zero,zero,one,43,zero,1,zero
zero,zero,7,,12,zero,zero,zero,zero,two,59,one,20,
,zero,0,zero,16,zero,zero,zero,zero,two,,one,26,
zero,zero,2,one,52,one,zero,one,zero,zero,9,zero,50,zero
zero,zero,,three,26,,zero,one,zero,,59,one,30,zero
zero,zero,5,four,32,zero,zero,,zero,zero,39,one,14,zero
zero,one,,one,31,one,zero,one,zero,zero,43,one,41,zero
one,zero,1,one,,one,zero,,zero,two,39,one,,one
zero,zero,1,zero,29,zero,zero,one,zero,,39,one,30,zero
zero,one,4,three,,zero,zero,one,zero,zero,43,one,22,one
zero,one,3,two,31,zero,zero,one,,zero,62,one,41,one
zero,,1,zero,,one,zero,one,zero,two,19,one,19,zero
zero,one,,zero,51,zero,zero,one,zero,zero,84,one,3,one
one,zero,2,one,30,zero,zero,one,zero,zero,62,one,40,zero
one,,1,one,31,zero,one,zero,,zero,43,one,41,
zero,two,2,one,33,one,zero,one,zero,three,47,one,43,one
zero,zero,8,zero,8,zero,zero,zero,zero,zero,13,one,7,zero
,zero,4,three,25,zero,zero,one,,two,39,one,15,zero
zero,one,4,two,68,zero,zero,one,zero,zero,19,,22,one
one,one,,zero,19,zero,zero,zero,zero,three,,one,2,one
zero,zero,4,zero,44,zero,zero,zero,zero,,14,one,53,zero
zero,zero,1,zero,18,one,zero,one,zero,zero,19,one,28,zero
zero,zero,7,six,40,zero,zero,one,zero,zero,39,one,50,zero
zero,zero,3,two,31,one,zero,one,zero,two,24,,14,zero
zero,zero,10,six,30,one,zero,,zero,zero,47,one,40,zero
zero,zero,5,three,39,zero,zero,one,zero,,65,one,28,zero
,zero,5,four,28,one,zero,one,zero,,47,one,37,zero
zero,zero,3,two,19,zero,zero,one,zero,zero,64,one,29,zero
zero,zero,,three,27,zero,zero,one,zero,zero,,one,12,one
zero,zero,3,two,12,zero,zero,one,zero,zero,23,one,22,zero
zero,two,4,three,45,zero,zero,one,,three,49,one,30,one
one,zero,0,zero,24,zero,one,zero,zero,one,61,one,12,one
zero,zero,3,,27,zero,zero,one,zero,one,98,one,37,zero
zero,zero,3,two,62,zero,,one,zero,zero,19,one,72,zero
zero,zero,3,two,37,zero,zero,one,,zero,47,one,47,zero
one,zero,2,two,27,one,one,zero,zero,one,,one,,zero
zero,zero,1,zero,,one,zero,one,zero,,39,one,6,zero
zero,zero,3,zero,14,zero,zero,zero,zero,zero,47,one,24,zero
one,zero,2,zero,18,one,,one,,one,11,one,28,zero
zero,,6,five,32,one,zero,one,zero,zero,24,one,42,zero
zero,one,5,four,49,zero,zero,one,zero,one,53,,58,zero
zero,zero,3,two,,zero,,one,zero,zero,39,one,23,zero
one,zero,4,three,24,,zero,one,zero,two,19,one,34,zero
,one,3,zero,12,zero,zero,zero,zero,one,79,,0,one
,zero,5,zero,11,zero,zero,zero,zero,,47,one,21,zero
zero,,,three,,,zero,,,two,43,one,12,one
zero,zero,,four,18,one,one,,zero,zero,39,one,12,zero
one,zero,2,one,16,zero,,one,zero,one,47,one,8,zero
zero,one,2,one,40,zero,zero,one,zero,zero,43,one,,zero
zero,one,0,zero,24,zero,zero,zero,zero,two,41,one,,zero
zero,zero,5,zero,21,one,zero,,zero,one,59,one,31,zero
zero,one,1,zero,32,zero,zero,one,zero,two,59,,42,one
zero,one,4,,27,zero,zero,one,zero,two,39,one,35,one
zero,,,two,18,zero,zero,one,,,71,,10,zero
zero,zero,2,zero,22,one,one,zero,zero,one,47,one,3,zero
zero,zero,3,two,15,zero,zero,one,zero,zero,43,one,25,zero
zero,zero,4,zero,10,zero,zero,one,zero,one,,one,12,zero
zero,zero,2,one,,one,,one,zero,zero,,one,50,zero
zero,,,zero,19,zero,,one,zero,two,23,one,29,zero
zero,one,1,one,42,one,zero,zero,zero,three,69,one,52,one
zero,zero,4,three,20,zero,,one,zero,one,39,one,17,zero
one,,,two,19,one,zero,one,zero,two,47,,29,zero
one,one,3,two,25,,,one,zero,two,49,one,35,one
zero,zero,3,zero,32,,one,zero,zero,zero,62,one,5,zero
,zero,0,zero,23,zero,zero,zero,zero,zero,29,one,11,zero
one,one,2,one,35,,zero,one,zero,one,43,one,40,
zero,one,3,two,22,one,zero,one,zero,two,47,one,32,zero
zero,zero,3,two,38,zero,zero,one,zero,zero,55,one,15,zero
one,zero,0,zero,27,zero,one,,,one,55,one,26,zero
zero,one,3,two,35,zero,zero,one,zero,two,51,one,45,one
zero,zero,,zero,18,one,zero,zero,zero,two,53,one,17,zero
one,,,one,19,zero,zero,one,zero,zero,,one,29,one
,zero,2,one,37,one,zero,one,zero,zero,49,one,,
zero,one,,two,30,one,zero,one,zero,one,39,one,,zero
zero,one,1,zero,44,one,zero,one,zero,,29,one,,one
,two,4,one,53,zero,zero,one,zero,zero,43,one,46,one
one,two,2,one,,one,zero,one,zero,three,29,,1,one
one,zero,1,zero,23,zero,zero,zero,zero,one,43,one,25,one
zero,one,0,zero,25,,zero,zero,zero,,39,one,1,one
zero,two,3,zero,11,zero,zero,zero,zero,,3,one,21,
,zero,2,two,43,one,one,zero,,zero,24,one,15,
zero,one,3,two,22,one,zero,one,zero,two,29,,32,zero
,zero,2,,12,one,zero,,zero,two,55,one,,zero
zero,zero,7,two,20,one,zero,one,zero,one,,one,30,zero
zero,zero,6,zero,37,one,one,zero,zero,zero,39,one,,zero
zero,zero,5,zero,16,one,zero,zero,zero,two,90,one,25,
zero,four,0,zero,13,one,zero,zero,,,71,one,7,
zero,zero,,one,27,zero,zero,one,zero,zero,98,one,37,zero
zero,one,1,zero,58,zero,zero,,zero,zero,49,one,68,
one,,,,28,one,zero,one,zero,three,39,one,,zero
zero,zero,8,zero,7,one,zero,zero,zero,zero,71,one,17,zero
zero,zero,3,zero,0,zero,zero,,zero,zero,3,,4,zero
one,zero,0,zero,25,,zero,,zero,two,39,one,33,zero
zero,zero,,,10,zero,zero,one,zero,zero,39,one,20,zero
,two,6,one,17,one,zero,zero,zero,two,59,zero,11,
zero,,3,zero,14,zero,zero,zero,zero,,43,,,zero
zero,zero,3,two,28,zero,zero,one,zero,zero,,one,38,zero
zero,two,3,two,27,one,zero,one,zero,one,,one,30,one
zero,one,4,zero,12,zero,one,zero,zero,zero,71,one,14,zero
one,zero,3,two,30,,zero,one,zero,zero,47,one,3,zero
zero,three,4,,37,zero,zero,one,one,zero,11,one,37,
zero,zero,7,six,42,zero,zero,one,zero,zero,41,,,zero
zero,one,4,two,16,one,,zero,zero,two,29,one,26,zero
zero,zero,,two,26,zero,zero,one,zero,one,39,one,12,one
one,,5,four,16,one,zero,one,zero,one,39,one,26,zero
zero,zero,5,two,12,zero,zero,one,zero,one,69,one,1,one
zero,one,2,,43,one,zero,one,zero,,43,one,53,one
one,one,4,three,,zero,zero,one,zero,zero,,one,55,zero
zero,one,1,zero,60,one,zero,one,zero,zero,19,one,70,zero
zero,zero,2,one,13,one,zero,one,zero,zero,35,,15,zero
one,one,5,one,20,,,one,zero,zero,64,one,30,zero
zero,zero,3,two,49,one,zero,one,zero,zero,49,one,49,
zero,zero,3,one,39,zero,zero,one,zero,zero,49,one,42,zero
one,zero,,zero,20,zero,zero,zero,zero,zero,47,one,10,zero
zero,,,,,one,one,zero,zero,one,79,one,56,one
zero,one,2,one,41,one,zero,one,zero,zero,17,one,18,zero
one,zero,0,zero,21,one,zero,zero,,two,34,,31,one
,one,3,zero,15,zero,zero,zero,zero,two,54,one,25,zero
zero,zero,4,,,zero,zero,one,zero,two,,one,34,zero
zero,zero,2,two,42,one,one,zero,,zero,43,one,,zero
one,one,3,two,18,one,zero,one,zero,two,47,one,6,one
,zero,2,,15,one,zero,one,zero,zero,19,one,6,
,two,6,zero,,zero,zero,zero,zero,zero,53,one,2,zero
zero,zero,3,two,,zero,zero,one,zero,zero,39,one,,zero
zero,one,2,one,,zero,zero,one,zero,zero,55,one,,one
zero,one,3,one,38,zero,zero,one,zero,zero,47,one,,zero
,zero,4,three,,zero,zero,one,zero,,39,one,,one
zero,two,1,zero,39,zero,zero,one,,one,49,one,,zero
zero,one,1,zero,59,zero,zero,one,zero,zero,59,zero,8,one
one,one,,three,35,zero,zero,one,zero,zero,79,one,17,one
zero,one,2,,16,zero,zero,one,zero,two,59,one,26,one
zero,zero,,,34,zero,zero,zero,zero,zero,15,one,44,zero
one,zero,5,zero,15,zero,zero,zero,zero,zero,71,one,5,zero
one,one,6,zero,23,,zero,one,zero,,49,,33,
zero,one,2,one,49,zero,zero,one,zero,zero,87,,30,
one,,7,zero,3,zero,zero,zero,,zero,34,one,13,zero
zero,one,,zero,29,zero,,one,zero,one,83,one,,one
one,zero,4,zero,10,zero,zero,zero,zero,one,39,one,20,
zero,zero,0,,44,zero,one,zero,zero,zero,47,one,8,zero
,zero,1,,27,one,zero,zero,zero,three,39,one,8,zero
zero,one,4,three,38,zero,zero,one,zero,zero,59,one,4,one
zero,three,,three,35,one,zero,,,,39,one,25,one
zero,one,3,zero,14,one,zero,zero,zero,one,,one,24,zero
one,,4,zero,13,zero,zero,,zero,zero,59,one,21,one
zero,zero,5,three,42,,zero,one,zero,zero,,one,52,zero
one,zero,8,zero,8,one,zero,zero,zero,zero,43,one,4,zero
zero,zero,2,one,34,zero,zero,one,zero,zero,59,one,44,zero
zero,,5,zero,21,zero,one,zero,zero,zero,39,one,31,zero
one,zero,5,four,35,zero,zero,one,zero,zero,39,one,45,zero
zero,zero,2,one,18,zero,zero,one,zero,zero,59,one,16,zero
zero,zero,5,zero,6,zero,zero,zero,zero,one,23,one,8,zero
zero,one,2,one,35,one,,one,zero,two,,one,45,zero
zero,,3,two,57,zero,zero,one,,zero,39,one,67,one
one,,0,zero,35,zero,one,zero,zero,zero,39,one,31,
zero,zero,2,two,33,,zero,zero,zero,one,39,one,23,one
zero,zero,9,zero,10,zero,zero,zero,zero,zero,39,one,10,zero
,zero,2,zero,33,one,,zero,zero,two,39,one,43,
zero,one,3,zero,22,zero,zero,zero,zero,,39,one,27,zero
zero,,5,one,48,zero,zero,one,zero,zero,47,one,44,zero
zero,,1,zero,33,zero,zero,one,zero,one,43,one,28,one
,one,0,zero,36,one,one,zero,zero,zero,49,one,46,zero
one,zero,5,zero,15,,zero,zero,one,two,43,one,12,zero
zero,two,1,zero,,one,zero,one,zero,three,9,one,49,one
zero,one,4,zero,11,,,zero,zero,two,41,one,21,one
zero,zero,2,two,,one,zero,zero,zero,zero,47,one,56,
zero,,7,zero,31,one,zero,zero,zero,three,39,one,41,zero
zero,zero,6,five,37,one,zero,one,zero,two,39,one,25,zero
,zero,4,three,42,zero,zero,one,zero,,39,one,25,zero
zero,one,4,two,27,zero,zero,one,zero,two,69,,25,zero
zero,zero,,three,,one,zero,one,,,29,one,34,zero
zero,,3,two,43,zero,zero,one,zero,two,,one,16,
zero,zero,1,zero,43,zero,zero,one,zero,zero,47,one,53,one
zero,two,3,two,36,zero,zero,one,,zero,43,one,46,one
zero,zero,5,four,,zero,zero,one,zero,zero,43,one,9,zero
zero,one,4,three,27,zero,zero,one,,two,39,one,,one
zero,zero,7,zero,26,zero,zero,zero,zero,one,39,one,,zero
one,one,4,three,,zero,zero,one,zero,zero,59,one,36,
,zero,3,,30,zero,zero,one,zero,one,59,one,20,
one,one,4,three,23,,zero,one,zero,zero,29,one,33,zero
,,,two,19,zero,zero,one,,,,one,26,one
zero,,1,zero,65,one,zero,zero,zero,two,44,one,75,one
zero,zero,4,two,49,one,zero,one,zero,zero,49,one,59,zero
zero,one,5,two,26,one,zero,one,zero,one,69,one,36,zero
zero,zero,3,two,13,,zero,,zero,zero,39,one,20,zero
zero,zero,0,zero,13,zero,zero,zero,zero,one,29,one,23,zero
one,,2,one,,zero,zero,one,zero,two,34,one,1,one
one,zero,1,zero,7,zero,zero,zero,zero,one,49,one,17,
zero,two,3,two,34,zero,zero,one,zero,two,43,one,44,one
zero,,3,two,37,zero,zero,one,zero,zero,76,one,47,one
one,zero,2,one,18,zero,zero,one,zero,zero,39,one,19,zero
zero,one,1,zero,23,zero,zero,one,zero,zero,44,one,14,one
zero,zero,2,one,28,zero,zero,one,zero,zero,39,one,38,zero
zero,zero,3,two,20,zero,zero,one,zero,two,71,one,30,one
zero,zero,2,one,31,zero,zero,one,zero,zero,69,one,7,zero
zero,zero,4,three,48,zero,zero,one,zero,,43,one,58,zero
zero,one,3,zero,9,one,zero,zero,zero,two,39,,15,zero
zero,zero,,two,21,zero,zero,one,zero,zero,39,one,15,zero
zero,three,2,zero,48,one,zero,one,zero,zero,59,one,58,
zero,,,one,29,one,zero,zero,,two,39,one,34,zero
zero,zero,2,one,16,one,zero,one,zero,two,39,one,26,zero
one,,3,zero,5,one,zero,zero,zero,one,,one,5,zero
zero,one,5,,37,zero,zero,one,zero,zero,39,one,26,
one,zero,2,one,11,one,zero,one,zero,one,29,,16,zero
zero,zero,5,,28,one,zero,one,zero,one,39,one,37,
zero,one,4,three,35,zero,zero,one,zero,two,95,one,45,one
,zero,,zero,70,zero,one,zero,zero,zero,9,one,41,zero
zero,one,5,zero,,zero,zero,zero,zero,two,48,one,29,zero
one,zero,6,two,28,one,zero,one,zero,zero,5,one,25,
zero,zero,6,five,55,zero,zero,one,zero,zero,39,one,62,
zero,one,3,two,30,one,zero,one,zero,three,41,one,40,zero
one,zero,1,zero,46,zero,one,zero,zero,,41,one,56,zero
one,zero,5,zero,18,zero,zero,zero,zero,two,47,one,2,one
zero,zero,3,zero,,zero,zero,one,zero,two,56,one,27,zero
zero,zero,6,five,48,zero,zero,one,zero,,35,one,55,
zero,zero,4,three,29,one,zero,one,zero,zero,43,one,8,zero
one,one,3,two,22,zero,zero,one,zero,one,75,one,15,one
one,zero,3,two,29,zero,zero,one,zero,zero,53,one,34,zero
zero,zero,3,two,45,zero,zero,,zero,two,39,one,20,zero
zero,one,2,zero,41,one,zero,zero,zero,three,39,one,23,one
zero,zero,4,,8,zero,zero,zero,zero,zero,,one,17,zero
zero,zero,0,,53,zero,zero,,zero,zero,47,zero,39,zero
one,zero,,five,25,zero,zero,one,zero,zero,47,one,31,one
zero,zero,2,one,22,zero,zero,one,zero,three,24,one,32,one
,zero,2,one,13,zero,zero,,zero,zero,47,one,18,zero
zero,one,2,one,27,,zero,one,zero,,39,one,30,one
one,one,3,two,24,zero,zero,one,zero,one,39,one,30,zero
zero,one,3,two,,one,,one,zero,zero,14,one,,zero
zero,one,2,,13,one,zero,one,zero,two,39,one,23,zero
,zero,3,two,28,one,zero,one,,one,39,one,38,zero
one,one,1,zero,20,,zero,one,zero,zero,39,one,11,one
zero,zero,1,,20,zero,zero,,zero,one,,one,,zero
zero,zero,3,two,40,one,zero,one,zero,zero,9,one,,zero
one,zero,2,zero,,one,zero,zero,zero,zero,39,one,25,zero
zero,zero,6,zero,3,zero,,zero,zero,zero,19,one,13,zero
one,zero,4,three,23,one,zero,,zero,,8,one,33,
zero,two,4,three,32,one,,,,three,39,one,31,one
zero,zero,2,one,25,zero,zero,one,zero,zero,49,,35,
zero,zero,3,two,18,one,zero,one,,zero,49,one,27,zero
one,one,3,zero,16,zero,zero,zero,zero,two,59,one,26,
one,zero,2,one,,zero,zero,one,zero,one,47,one,,zero
,zero,4,zero,15,zero,,zero,zero,two,39,one,25,one
zero,one,2,zero,18,one,zero,zero,zero,two,19,one,8,zero
zero,zero,4,two,54,zero,zero,one,zero,zero,29,one,,zero
zero,,4,three,34,one,zero,one,zero,zero,19,one,44,zero
zero,zero,2,one,,zero,zero,,zero,zero,44,one,20,one
zero,zero,0,zero,8,one,zero,zero,zero,zero,55,,18,zero
one,two,5,four,31,zero,zero,one,zero,zero,39,one,41,one
one,two,4,,31,one,zero,one,zero,three,44,one,3,one
zero,zero,3,one,56,zero,zero,one,zero,zero,39,one,12,zero
zero,zero,3,zero,11,one,,zero,zero,,44,one,21,zero
,zero,,one,44,one,zero,one,zero,zero,62,one,54,zero
one,zero,0,zero,23,,zero,zero,zero,two,43,one,16,zero
zero,zero,2,,,one,zero,one,zero,zero,29,one,7,zero
zero,zero,4,zero,11,zero,zero,zero,zero,zero,59,one,21,zero
zero,zero,5,zero,8,one,zero,zero,zero,zero,47,one,18,zero
zero,,,one,41,one,,zero,zero,,,one,3,zero
zero,zero,6,three,33,one,zero,,zero,zero,17,one,43,zero
one,one,4,three,28,zero,zero,one,zero,zero,39,one,,zero
zero,zero,3,,15,zero,zero,one,zero,zero,39,one,25,zero
one,zero,0,zero,44,zero,zero,zero,zero,zero,79,one,54,zero
zero,zero,0,zero,6,one,zero,,zero,one,47,one,16,zero
zero,one,1,zero,,zero,zero,one,zero,zero,59,one,47,one
zero,zero,3,zero,19,one,zero,,zero,two,43,one,,zero
zero,zero,,one,,one,,,zero,zero,19,one,38,
one,,3,two,24,zero,zero,,zero,zero,,one,34,one
zero,two,1,zero,41,zero,zero,one,zero,zero,59,one,51,one
zero,,1,zero,48,zero,zero,,zero,zero,24,,,zero
zero,one,1,zero,39,zero,zero,one,zero,zero,39,one,25,zero
one,zero,2,zero,8,zero,,,zero,zero,39,one,,zero
,zero,2,one,17,zero,zero,,zero,one,29,one,7,zero
one,zero,2,one,24,zero,zero,one,zero,zero,49,one,2,one
one,one,3,two,,one,,one,,,,one,,one
one,one,1,zero,18,zero,,one,zero,,39,one,25,one
one,one,3,two,23,zero,zero,one,,two,59,one,33,one
zero,zero,3,zero,34,zero,zero,one,zero,one,44,,3,zero
zero,zero,5,,32,one,zero,one,zero,one,39,one,42,
,zero,2,zero,27,one,zero,zero,zero,one,,one,37,one
,zero,3,two,22,zero,zero,one,zero,,43,one,32,zero
zero,zero,1,zero,34,one,zero,one,zero,one,43,one,44,zero
zero,zero,5,one,59,one,zero,zero,zero,zero,,one,40,zero
zero,zero,1,one,41,,one,zero,zero,zero,39,one,51,zero
zero,zero,4,one,50,zero,zero,one,zero,zero,69,zero,4,zero
zero,,4,two,42,zero,zero,,zero,zero,39,one,30,one
zero,zero,1,zero,39,zero,zero,one,zero,zero,47,one,49,zero
zero,zero,3,two,22,zero,zero,one,zero,zero,44,one,32,zero
zero,one,3,two,40,zero,zero,one,zero,two,49,one,8,one
zero,one,2,one,15,zero,zero,one,zero,zero,49,one,20,zero
zero,zero,3,two,27,one,zero,one,zero,zero,77,one,25,one
zero,zero,3,two,25,zero,zero,one,,zero,,one,35,zero
zero,one,4,zero,13,zero,zero,,zero,one,47,one,23,
zero,zero,2,zero,,,zero,zero,zero,zero,49,,20,zero
zero,one,0,zero,41,zero,one,zero,,two,89,one,,one
zero,zero,2,,45,zero,zero,one,zero,zero,47,one,,one
zero,zero,4,zero,9,one,zero,zero,zero,zero,,one,,
zero,zero,1,zero,35,,zero,one,zero,three,39,one,,one
zero,zero,1,,11,zero,zero,one,zero,one,45,one,13,zero
one,zero,1,zero,34,zero,zero,one,one,three,59,one,22,one
zero,zero,13,eight,22,,zero,one,zero,,83,one,4,one
zero,,2,one,,one,zero,one,zero,three,39,one,,one
one,zero,2,two,28,one,one,zero,zero,two,19,one,25,one
one,one,2,,11,,zero,one,zero,one,39,one,21,one
zero,zero,3,one,43,zero,zero,one,zero,zero,47,one,15,zero
one,one,4,three,33,one,zero,one,,two,39,one,26,one
zero,two,2,two,54,zero,one,zero,zero,,47,one,64,one
zero,zero,12,zero,20,zero,zero,zero,zero,zero,39,,30,zero
one,one,8,zero,11,zero,zero,one,,zero,47,one,21,zero
one,one,3,,34,one,one,zero,,two,29,one,,
one,zero,4,one,31,zero,zero,one,zero,,,one,,zero
one,zero,,one,22,zero,zero,one,,one,47,one,1,one
zero,zero,2,zero,30,one,,zero,zero,zero,9,one,5,zero
one,,2,one,36,one,one,zero,,zero,69,one,7,one
zero,one,3,two,23,zero,zero,one,zero,two,43,one,33,one
zero,zero,4,two,36,,zero,one,zero,,34,one,13,zero
zero,one,2,one,37,one,,one,zero,zero,27,one,30,zero
zero,zero,5,three,23,,zero,zero,zero,zero,29,one,7,zero
zero,zero,2,one,38,one,zero,one,zero,zero,59,,48,zero
one,one,3,two,38,,zero,one,zero,one,9,one,31,zero
one,zero,4,,,zero,zero,zero,zero,zero,43,one,,zero
zero,zero,4,three,29,one,,one,zero,one,49,one,8,zero
zero,two,5,three,44,one,,one,zero,zero,14,one,54,
zero,,,one,21,one,,zero,zero,,29,one,31,
zero,one,4,zero,10,one,zero,zero,zero,two,,one,17,zero
one,zero,3,two,41,zero,zero,one,zero,two,29,one,5,zero
one,zero,5,zero,7,one,zero,zero,zero,one,59,,17,zero
zero,zero,4,three,46,,,zero,zero,,19,one,,zero
zero,zero,3,one,39,zero,zero,one,zero,one,5,one,2,one
one,zero,3,two,35,zero,zero,one,zero,zero,39,,25,zero
,one,1,,20,one,zero,zero,zero,two,,one,23,zero
zero,zero,7,,31,zero,zero,one,zero,zero,39,one,34,zero
zero,zero,2,one,,one,zero,one,zero,zero,53,,36,zero
zero,zero,3,one,22,zero,zero,one,zero,zero,39,zero,32,zero
zero,,3,two,32,zero,zero,one,zero,two,69,one,12,zero
zero,zero,,one,43,one,one,zero,zero,zero,53,one,53,zero
,zero,3,two,40,one,zero,,zero,one,39,one,17,
one,zero,1,zero,10,,zero,zero,zero,zero,39,one,3,one
zero,one,,zero,48,zero,zero,,,zero,11,zero,30,one
zero,one,0,zero,41,one,one,,zero,three,9,one,28,one
,zero,,two,32,zero,,one,zero,zero,49,one,30,zero
zero,one,,zero,25,one,zero,one,zero,three,44,one,35,one
zero,one,3,two,26,one,zero,,zero,three,43,one,36,one
zero,zero,3,zero,11,one,zero,zero,zero,two,39,one,21,zero
zero,zero,,two,25,one,one,zero,,zero,39,one,1,zero
one,zero,5,five,21,one,one,zero,zero,zero,39,one,16,zero
zero,two,1,one,25,one,one,zero,zero,,47,one,35,zero
zero,zero,3,zero,63,zero,zero,one,zero,zero,46,one,31,
zero,zero,2,two,44,zero,one,zero,zero,zero,34,zero,33,
one,zero,,zero,27,,zero,zero,zero,zero,55,,20,
zero,one,3,two,,,zero,one,zero,zero,47,zero,64,zero
one,zero,3,one,52,zero,zero,zero,zero,zero,,one,50,zero
zero,one,2,one,18,one,,one,zero,one,39,one,8,zero
zero,one,2,one,13,zero,zero,,zero,two,49,one,18,one
one,zero,0,zero,38,,one,zero,zero,one,47,one,21,zero
one,one,1,zero,36,one,one,zero,,three,39,one,0,
zero,one,4,three,21,zero,zero,one,zero,,23,one,31,one
zero,zero,4,three,31,one,one,,zero,zero,59,,41,zero
one,zero,2,one,18,one,zero,one,zero,two,59,,28,zero
zero,zero,4,zero,11,one,zero,zero,zero,two,47,one,12,zero
one,zero,,zero,14,zero,zero,zero,zero,two,48,one,3,zero
one,zero,3,two,37,one,zero,zero,,zero,43,one,47,zero
zero,zero,4,three,14,,zero,one,zero,zero,29,one,24,zero
one,one,,one,14,zero,zero,one,zero,two,59,one,24,
one,zero,3,,,zero,zero,,,zero,44,one,,zero
,one,6,zero,29,zero,zero,one,zero,zero,19,,5,one
,two,,two,23,one,zero,one,zero,two,,one,17,zero
zero,zero,0,zero,48,zero,one,zero,zero,,69,one,30,zero
,zero,5,three,54,zero,zero,one,zero,,39,one,0,zero
zero,zero,,zero,9,zero,zero,zero,zero,,63,one,9,zero
one,zero,5,zero,16,one,zero,zero,zero,two,41,,26,zero
zero,zero,3,zero,19,zero,zero,zero,zero,two,37,one,29,zero
one,zero,0,zero,,zero,zero,zero,zero,zero,43,one,15,zero
one,one,,,24,one,zero,one,zero,zero,,one,1,zero
zero,,2,one,19,zero,zero,,zero,zero,47,one,25,one
zero,zero,,two,29,zero,zero,one,,one,53,one,23,one
,zero,0,zero,47,zero,one,zero,zero,zero,29,one,,zero
zero,zero,5,four,24,zero,zero,,zero,zero,43,one,25,zero
zero,zero,3,,14,zero,zero,one,zero,one,49,one,24,
zero,zero,3,two,47,zero,zero,one,zero,zero,39,one,57,zero
,zero,,zero,54,,one,,zero,zero,,one,33,zero
zero,zero,,zero,10,,zero,zero,zero,zero,29,one,20,
one,zero,4,,19,zero,zero,one,zero,zero,62,,29,zero
one,one,4,three,23,zero,zero,one,zero,two,,one,15,one
one,one,1,zero,18,zero,,one,,,43,one,28,
zero,,3,one,20,one,zero,zero,zero,two,43,one,21,zero
one,zero,3,two,42,one,zero,one,,zero,,one,,zero
zero,zero,,four,30,zero,zero,one,zero,one,59,zero,37,zero
,one,10,,14,zero,zero,zero,,zero,39,one,10,zero
zero,zero,6,five,23,zero,zero,one,zero,zero,59,,33,zero
,one,1,zero,65,one,zero,one,,zero,11,one,75,zero
zero,zero,2,one,54,zero,zero,one,zero,zero,39,one,50,one
zero,zero,2,zero,46,one,zero,zero,zero,,,one,24,zero
zero,one,1,zero,30,zero,one,zero,zero,two,39,one,40,
one,one,,one,54,one,zero,,,,,,64,zero
zero,zero,2,one,17,one,zero,one,zero,one,,,27,zero
one,zero,0,zero,28,,zero,zero,zero,two,15,one,38,zero
zero,one,3,two,32,one,zero,one,zero,one,,one,25,one
one,three,3,two,,one,zero,one,zero,three,19,,15,
one,one,1,,15,one,,one,zero,three,39,one,1,one
one,one,1,,36,zero,,one,zero,zero,62,one,12,zero
one,zero,1,zero,,zero,zero,one,zero,two,47,,8,zero
zero,zero,3,two,54,one,zero,one,zero,zero,14,one,49,zero
zero,two,4,three,40,zero,zero,one,zero,two,39,one,50,one
zero,one,3,one,,zero,zero,one,zero,,49,one,10,zero
zero,one,3,,22,,zero,one,zero,three,47,one,20,one
